GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
0500000US34001,34001,"Atlantic County, New Jersey",30261,1213,34875,4664,26272,1173
0500000US34003,34003,"Bergen County, New Jersey",48229,2420,55923,2099,40489,967
0500000US34005,34005,"Burlington County, New Jersey",40535,1037,46288,1659,34527,2687
0500000US34007,34007,"Camden County, New Jersey",36570,1218,41892,1676,31246,1225
0500000US34009,34009,"Cape May County, New Jersey",30068,3442,33658,5753,26132,2218
0500000US34011,34011,"Cumberland County, New Jersey",24649,2644,25566,2804,23220,3408
0500000US34013,34013,"Essex County, New Jersey",32494,1416,39142,2550,28739,1998
0500000US34015,34015,"Gloucester County, New Jersey",40783,1309,50929,1395,31685,1505
0500000US34017,34017,"Hudson County, New Jersey",36551,897,41423,1230,31104,1380
0500000US34019,34019,"Hunterdon County, New Jersey",51545,2092,61458,3218,37399,4487
0500000US34021,34021,"Mercer County, New Jersey",35684,1221,41257,2275,29588,2193
0500000US34023,34023,"Middlesex County, New Jersey",42661,2597,51029,900,35683,1067
0500000US34025,34025,"Monmouth County, New Jersey",42007,1438,56449,3354,32132,1108
0500000US34027,34027,"Morris County, New Jersey",51492,844,65674,4869,39691,2546
0500000US34029,34029,"Ocean County, New Jersey",35058,1791,45598,3055,27048,1188
0500000US34031,34031,"Passaic County, New Jersey",31716,798,36874,1869,27197,2102
0500000US34033,34033,"Salem County, New Jersey",36931,2587,47669,5625,29666,2722
0500000US34035,34035,"Somerset County, New Jersey",50698,1519,56890,4429,43270,3694
0500000US34037,34037,"Sussex County, New Jersey",40941,1780,51409,1836,31339,1567
0500000US34039,34039,"Union County, New Jersey",35365,1455,40256,1582,30990,1062
0500000US34041,34041,"Warren County, New Jersey",35689,3293,43185,6418,26961,3998
0500000US42001,42001,"Adams County, Pennsylvania",31018,1211,36607,1655,25659,1149
0500000US42003,42003,"Allegheny County, Pennsylvania",34416,1383,41280,634,28729,1301
0500000US42005,42005,"Armstrong County, Pennsylvania",30130,2033,35692,3571,25565,1696
0500000US42007,42007,"Beaver County, Pennsylvania",30630,1322,38376,3779,25344,2023
0500000US42011,42011,"Berks County, Pennsylvania",31401,814,39103,1884,24702,1495
0500000US42013,42013,"Blair County, Pennsylvania",30650,1372,37016,2517,23469,2435
0500000US42017,42017,"Bucks County, Pennsylvania",41472,611,50760,733,32185,1069
0500000US42019,42019,"Butler County, Pennsylvania",35450,1628,48656,3606,25716,1376
0500000US42021,42021,"Cambria County, Pennsylvania",26642,1152,33497,3126,21500,1720
0500000US42025,42025,"Carbon County, Pennsylvania",31289,1390,39030,3257,25242,3391
0500000US42027,42027,"Centre County, Pennsylvania",23553,2906,26536,2117,21235,1278
0500000US42029,42029,"Chester County, Pennsylvania",43429,3266,52326,3470,35527,1852
0500000US42033,42033,"Clearfield County, Pennsylvania",27230,2062,32913,3173,21344,1079
0500000US42037,42037,"Columbia County, Pennsylvania",26369,1871,30787,2726,21474,1996
0500000US42039,42039,"Crawford County, Pennsylvania",27174,1781,35134,3175,20858,1747
0500000US42041,42041,"Cumberland County, Pennsylvania",33315,2147,40030,2604,28505,2554
0500000US42043,42043,"Dauphin County, Pennsylvania",32875,1695,37330,2620,29808,2378
0500000US42045,42045,"Delaware County, Pennsylvania",35592,685,41076,987,30821,762
0500000US42049,42049,"Erie County, Pennsylvania",28977,1885,35934,1558,22455,1399
0500000US42051,42051,"Fayette County, Pennsylvania",30357,2015,40979,1015,21981,1535
0500000US42055,42055,"Franklin County, Pennsylvania",32318,1709,39538,2070,26666,2617
0500000US42063,42063,"Indiana County, Pennsylvania",22560,2310,29161,4406,20160,1778
0500000US42069,42069,"Lackawanna County, Pennsylvania",30758,821,36159,2259,25115,1646
0500000US42071,42071,"Lancaster County, Pennsylvania",30922,540,38787,2302,23882,1538
0500000US42073,42073,"Lawrence County, Pennsylvania",29478,2984,36553,2825,22257,2985
0500000US42075,42075,"Lebanon County, Pennsylvania",30684,1068,36078,2714,25286,2461
0500000US42077,42077,"Lehigh County, Pennsylvania",31317,700,38181,3645,25667,1153
0500000US42079,42079,"Luzerne County, Pennsylvania",30388,780,35950,1393,25681,984
0500000US42081,42081,"Lycoming County, Pennsylvania",27906,1897,34890,3705,22344,1942
0500000US42085,42085,"Mercer County, Pennsylvania",26278,1277,35254,3100,21802,1672
0500000US42089,42089,"Monroe County, Pennsylvania",29428,2062,36878,6129,23774,2960
0500000US42091,42091,"Montgomery County, Pennsylvania",42389,1442,51317,947,35748,1201
0500000US42095,42095,"Northampton County, Pennsylvania",31717,808,40256,1709,26367,1356
0500000US42097,42097,"Northumberland County, Pennsylvania",30179,1450,37874,3263,21916,1941
0500000US42101,42101,"Philadelphia County, Pennsylvania",30188,550,31666,630,27236,840
0500000US42107,42107,"Schuylkill County, Pennsylvania",30944,1029,35868,2478,25398,1669
0500000US42111,42111,"Somerset County, Pennsylvania",28023,3049,31962,3336,23575,2746
0500000US42125,42125,"Washington County, Pennsylvania",32320,2241,42215,2652,25268,1124
0500000US42129,42129,"Westmoreland County, Pennsylvania",32020,784,41636,1616,25654,957
0500000US42133,42133,"York County, Pennsylvania",31709,748,40067,2250,25465,947
