GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
0500000US34001,34001,"Atlantic County, New Jersey",29929,1283,35414,1741,25462,1327
0500000US34003,34003,"Bergen County, New Jersey",42490,1287,51661,728,34791,1633
0500000US34005,34005,"Burlington County, New Jersey",39071,1821,47845,2045,31242,843
0500000US34007,34007,"Camden County, New Jersey",32351,831,39145,1810,26894,967
0500000US34009,34009,"Cape May County, New Jersey",32214,3139,40858,2204,23728,3852
0500000US34011,34011,"Cumberland County, New Jersey",27762,1927,31645,1974,23626,2109
0500000US34013,34013,"Essex County, New Jersey",32071,652,36798,1164,27713,1306
0500000US34015,34015,"Gloucester County, New Jersey",38027,1764,45230,2903,31163,1224
0500000US34017,34017,"Hudson County, New Jersey",31855,750,36605,1660,28305,2954
0500000US34019,34019,"Hunterdon County, New Jersey",48493,3771,62718,4568,36771,3900
0500000US34021,34021,"Mercer County, New Jersey",34834,2339,41619,1848,30234,1612
0500000US34023,34023,"Middlesex County, New Jersey",40619,904,47944,2404,32032,1156
0500000US34025,34025,"Monmouth County, New Jersey",39495,1683,51671,1091,29380,1600
0500000US34027,34027,"Morris County, New Jersey",46154,1126,56918,2802,35911,1160
0500000US34029,34029,"Ocean County, New Jersey",34886,1735,45164,2325,25988,1184
0500000US34031,34031,"Passaic County, New Jersey",30744,976,35624,2259,26574,1783
0500000US34033,34033,"Salem County, New Jersey",32677,3251,40818,2721,25356,3378
0500000US34035,34035,"Somerset County, New Jersey",47466,1779,55673,3840,39628,3450
0500000US34037,34037,"Sussex County, New Jersey",38809,2758,50749,1616,28592,3844
0500000US34039,34039,"Union County, New Jersey",33625,1593,38669,1856,29980,1868
0500000US34041,34041,"Warren County, New Jersey",40295,1914,50563,1990,29500,3146
0500000US42001,42001,"Adams County, Pennsylvania",26631,1245,33316,2638,18425,2471
0500000US42003,42003,"Allegheny County, Pennsylvania",28600,1007,35263,863,23293,610
0500000US42005,42005,"Armstrong County, Pennsylvania",23039,2579,31173,1361,16257,1223
0500000US42007,42007,"Beaver County, Pennsylvania",26441,881,33264,1966,19082,1301
0500000US42011,42011,"Berks County, Pennsylvania",28694,1181,35606,1162,22718,986
0500000US42013,42013,"Blair County, Pennsylvania",25349,1563,30724,1935,20079,2076
0500000US42017,42017,"Bucks County, Pennsylvania",36290,821,45423,1443,28617,1899
0500000US42019,42019,"Butler County, Pennsylvania",28682,1658,38907,1776,21107,948
0500000US42021,42021,"Cambria County, Pennsylvania",22215,814,27383,1625,18297,1509
0500000US42027,42027,"Centre County, Pennsylvania",16598,741,18795,2057,14061,2547
0500000US42029,42029,"Chester County, Pennsylvania",40687,790,50759,1334,31486,1443
0500000US42037,42037,"Columbia County, Pennsylvania",20956,1662,28317,2586,14114,1997
0500000US42039,42039,"Crawford County, Pennsylvania",22225,1263,27721,2096,17919,1621
0500000US42041,42041,"Cumberland County, Pennsylvania",30125,1135,36399,1795,23418,1316
0500000US42043,42043,"Dauphin County, Pennsylvania",30584,1101,36319,1039,25688,1152
0500000US42045,42045,"Delaware County, Pennsylvania",32141,783,40015,1748,26289,954
0500000US42049,42049,"Erie County, Pennsylvania",24122,1139,30699,934,19100,1702
0500000US42051,42051,"Fayette County, Pennsylvania",21952,953,26589,1739,18251,1621
0500000US42055,42055,"Franklin County, Pennsylvania",26842,948,33374,2126,20946,938
0500000US42063,42063,"Indiana County, Pennsylvania",18577,1739,25668,2504,11702,1243
0500000US42069,42069,"Lackawanna County, Pennsylvania",25651,1087,32077,1699,21077,800
0500000US42071,42071,"Lancaster County, Pennsylvania",29009,946,37226,1076,21408,795
0500000US42073,42073,"Lawrence County, Pennsylvania",23505,2346,30637,1871,18145,2634
0500000US42075,42075,"Lebanon County, Pennsylvania",27614,1841,34541,2675,21355,1715
0500000US42077,42077,"Lehigh County, Pennsylvania",30093,1099,37718,1853,22843,1829
0500000US42079,42079,"Luzerne County, Pennsylvania",25716,739,30823,1121,20928,921
0500000US42081,42081,"Lycoming County, Pennsylvania",22798,1441,27704,2231,20188,930
0500000US42085,42085,"Mercer County, Pennsylvania",22581,1696,28891,2267,18122,1462
0500000US42089,42089,"Monroe County, Pennsylvania",29171,2632,36677,1940,21633,1479
0500000US42091,42091,"Montgomery County, Pennsylvania",37366,1053,45608,1538,30605,819
0500000US42095,42095,"Northampton County, Pennsylvania",29439,1230,36934,2049,22411,1265
0500000US42097,42097,"Northumberland County, Pennsylvania",21961,1100,28909,2788,17117,1504
0500000US42101,42101,"Philadelphia County, Pennsylvania",26358,581,29894,1303,24072,1021
0500000US42107,42107,"Schuylkill County, Pennsylvania",26620,1402,33056,1520,18673,2726
0500000US42111,42111,"Somerset County, Pennsylvania",21261,1162,25519,1559,16443,1461
0500000US42125,42125,"Washington County, Pennsylvania",28927,1504,35413,1905,22086,1490
0500000US42129,42129,"Westmoreland County, Pennsylvania",27746,1246,34519,2217,21617,815
0500000US42133,42133,"York County, Pennsylvania",31158,678,39382,1548,23785,1096
