GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Quintile Means: - Lowest Quintile,Margin of Error; Quintile Means: - Lowest Quintile,Estimate; Quintile Means: - Second Quintile,Margin of Error; Quintile Means: - Second Quintile,Estimate; Quintile Means: - Third Quintile,Margin of Error; Quintile Means: - Third Quintile,Estimate; Quintile Means: - Fourth Quintile,Margin of Error; Quintile Means: - Fourth Quintile,Estimate; Quintile Means: - Highest Quintile,Margin of Error; Quintile Means: - Highest Quintile,Estimate; Top 5 Percent,Margin of Error; Top 5 Percent
0500000US34001,34001,"Atlantic County, New Jersey",12653,978,32725,1685,55489,2535,85789,3774,173924,8880,280710,23391
0500000US34003,34003,"Bergen County, New Jersey",17459,911,49459,1692,84942,2286,131280,2934,288555,11876,510250,35343
0500000US34005,34005,"Burlington County, New Jersey",19337,1164,48573,2165,80911,2403,119648,3248,233585,14712,386010,49046
0500000US34007,34007,"Camden County, New Jersey",12019,1098,34780,1979,62197,2742,99579,2722,203284,11384,340475,38950
0500000US34009,34009,"Cape May County, New Jersey",13457,1813,34009,2873,57389,4646,92355,5335,214085,29426,406901,98717
0500000US34011,34011,"Cumberland County, New Jersey",11723,1415,27602,2129,45755,2926,71496,3577,146552,13854,244346,45997
0500000US34013,34013,"Essex County, New Jersey",10939,686,30021,1140,54954,1759,94373,3004,256848,10619,487887,32464
0500000US34015,34015,"Gloucester County, New Jersey",17043,1571,47628,2303,79452,2858,115873,3242,212694,10739,336932,30873
0500000US34017,34017,"Hudson County, New Jersey",10996,644,32169,1389,58145,1831,96140,2907,214159,7282,355063,20006
0500000US34019,34019,"Hunterdon County, New Jersey",25872,2817,61180,4825,105565,7224,158902,7362,319376,27362,554675,75790
0500000US34021,34021,"Mercer County, New Jersey",14087,1409,42590,2663,74847,3246,119945,4304,274344,15734,481852,48208
0500000US34023,34023,"Middlesex County, New Jersey",18613,1154,48060,1656,78295,2083,120949,2340,227683,7057,346376,19992
0500000US34025,34025,"Monmouth County, New Jersey",18163,1192,50894,2482,88009,2775,136581,4127,303938,14231,533830,38373
0500000US34027,34027,"Morris County, New Jersey",24869,1626,63459,2361,100235,2673,152417,5284,323217,15984,550891,46539
0500000US34029,34029,"Ocean County, New Jersey",15270,801,38282,1691,63765,2086,97323,3124,194037,9163,318891,30219
0500000US34031,34031,"Passaic County, New Jersey",10333,850,32461,1586,60004,2369,101415,3644,206088,8971,330176,26461
0500000US34033,34033,"Salem County, New Jersey",14132,2072,32915,3737,58424,5762,93115,7482,170665,13375,253676,30197
0500000US34035,34035,"Somerset County, New Jersey",26209,1686,61822,3386,100515,3709,152080,6241,348016,19828,623912,60297
0500000US34037,34037,"Sussex County, New Jersey",22483,2151,52827,2925,82245,4398,121324,5975,229431,15218,357384,41374
0500000US34039,34039,"Union County, New Jersey",14259,931,39369,2027,69052,3132,111805,3738,265442,11592,468470,37392
0500000US34041,34041,"Warren County, New Jersey",17934,2525,45774,3520,72283,4911,111431,6830,203829,16493,321571,48142
0500000US42001,42001,"Adams County, Pennsylvania",15274,1766,37685,3118,61005,3326,86805,4925,175213,15475,295133,41760
0500000US42003,42003,"Allegheny County, Pennsylvania",11152,440,30330,744,52966,1008,84551,1600,192934,6243,353739,20884
0500000US42005,42005,"Armstrong County, Pennsylvania",12758,1340,29131,2033,46320,2811,71931,3819,126535,8901,188517,20761
0500000US42007,42007,"Beaver County, Pennsylvania",11853,1087,30664,1570,51583,2263,78544,2614,152835,13221,257654,45457
0500000US42011,42011,"Berks County, Pennsylvania",13345,957,33022,1442,55905,1826,84328,2343,159198,5927,249432,20874
0500000US42013,42013,"Blair County, Pennsylvania",10786,1455,25928,2047,43815,3217,68908,3763,135729,13269,232808,41193
0500000US42017,42017,"Bucks County, Pennsylvania",19442,1176,48242,1572,78260,2011,120798,2774,249796,13818,432745,48342
0500000US42019,42019,"Butler County, Pennsylvania",14563,1477,35914,2413,60839,3233,93322,4043,187768,10691,302788,30500
0500000US42021,42021,"Cambria County, Pennsylvania",10846,939,25533,1749,43331,2552,68350,3375,144406,10165,249284,31892
0500000US42025,42025,"Carbon County, Pennsylvania",16008,1995,33974,3366,50211,2995,69718,5112,123564,9918,175222,20321
0500000US42027,42027,"Centre County, Pennsylvania",7983,1772,29020,2559,52193,3649,83414,4447,157240,8761,244972,18679
0500000US42029,42029,"Chester County, Pennsylvania",20672,1271,51112,1956,85784,2474,133487,3116,284466,10114,486194,31779
0500000US42033,42033,"Clearfield County, Pennsylvania",9722,1429,23794,1994,39370,2475,59392,3121,106962,7036,159794,14408
0500000US42037,42037,"Columbia County, Pennsylvania",10804,2186,30017,2715,48249,3155,71658,4623,143801,17218,242479,61523
0500000US42039,42039,"Crawford County, Pennsylvania",12931,1120,29106,1731,44734,2292,67189,3568,138378,11247,236433,32852
0500000US42041,42041,"Cumberland County, Pennsylvania",16546,1558,39411,2376,63353,2505,91134,2509,182411,12711,312561,42495
0500000US42043,42043,"Dauphin County, Pennsylvania",12478,1266,31934,1462,53289,2509,82432,3028,186284,20783,341293,72033
0500000US42045,42045,"Delaware County, Pennsylvania",14133,877,37545,1693,63335,2070,99795,2803,232600,12371,433384,41902
0500000US42049,42049,"Erie County, Pennsylvania",11047,944,27665,1437,45663,1940,71766,2713,155881,10994,274421,36281
0500000US42051,42051,"Fayette County, Pennsylvania",7807,1192,21729,1899,37442,2852,63611,3812,120339,8950,188727,24988
0500000US42055,42055,"Franklin County, Pennsylvania",13208,1612,32175,1921,49605,2756,73107,3240,133185,6190,197863,16485
0500000US42063,42063,"Indiana County, Pennsylvania",9782,1675,26599,2104,43277,2508,65469,3483,138396,18157,243811,64201
0500000US42069,42069,"Lackawanna County, Pennsylvania",10708,1110,26511,1789,44996,2427,70856,3140,146712,10081,250093,32313
0500000US42071,42071,"Lancaster County, Pennsylvania",15434,984,37077,1113,58034,1617,86744,2418,172677,8135,294446,25242
