GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
0500000US34001,34001,"Atlantic County, New Jersey",29066,1316,32231,2489,26621,2061
0500000US34003,34003,"Bergen County, New Jersey",43801,1579,51007,1479,37555,1315
0500000US34005,34005,"Burlington County, New Jersey",39180,1368,45978,2927,32549,1816
0500000US34007,34007,"Camden County, New Jersey",34896,1287,42239,2165,28261,1383
0500000US34009,34009,"Cape May County, New Jersey",29224,1709,33612,3434,26374,2395
0500000US34011,34011,"Cumberland County, New Jersey",27990,1961,31083,2709,24396,2429
0500000US34013,34013,"Essex County, New Jersey",33137,1158,38105,1410,29656,978
0500000US34015,34015,"Gloucester County, New Jersey",38224,1319,46759,2676,29372,2258
0500000US34017,34017,"Hudson County, New Jersey",35834,1309,39790,1517,30989,1473
0500000US34019,34019,"Hunterdon County, New Jersey",45993,3011,60474,6765,35877,3603
0500000US34021,34021,"Mercer County, New Jersey",34524,2331,40290,2464,29564,1532
0500000US34023,34023,"Middlesex County, New Jersey",40343,1146,48952,1620,33687,1460
0500000US34025,34025,"Monmouth County, New Jersey",39140,1338,49901,1721,29091,1784
0500000US34027,34027,"Morris County, New Jersey",46521,2110,60188,2577,34443,2803
0500000US34029,34029,"Ocean County, New Jersey",32011,1158,40944,1917,25157,1557
0500000US34031,34031,"Passaic County, New Jersey",30223,1382,34928,2649,26034,2372
0500000US34033,34033,"Salem County, New Jersey",32246,3268,41755,5368,22230,5113
0500000US34035,34035,"Somerset County, New Jersey",46663,1894,52529,2994,39080,2224
0500000US34037,34037,"Sussex County, New Jersey",39172,2286,53305,5586,27762,2226
0500000US34039,34039,"Union County, New Jersey",34723,1516,40396,1413,29198,1665
0500000US34041,34041,"Warren County, New Jersey",38434,2156,49117,3156,30256,2666
0500000US42001,42001,"Adams County, Pennsylvania",28282,1684,36991,2722,21953,2180
0500000US42003,42003,"Allegheny County, Pennsylvania",29714,528,35618,1110,24937,745
0500000US42005,42005,"Armstrong County, Pennsylvania",24416,1203,32133,3909,18531,2127
0500000US42007,42007,"Beaver County, Pennsylvania",27238,1140,33022,2128,22871,1501
0500000US42011,42011,"Berks County, Pennsylvania",28880,822,36081,2157,23581,1141
0500000US42013,42013,"Blair County, Pennsylvania",25412,1880,30624,2019,20628,2454
0500000US42017,42017,"Bucks County, Pennsylvania",37070,895,45653,1393,28728,1018
0500000US42019,42019,"Butler County, Pennsylvania",30145,1265,39153,1504,23290,1124
0500000US42021,42021,"Cambria County, Pennsylvania",23256,1640,28861,1545,18290,1663
0500000US42027,42027,"Centre County, Pennsylvania",19342,1450,24631,2873,15305,2059
0500000US42029,42029,"Chester County, Pennsylvania",38428,1212,50773,2014,28854,1188
0500000US42037,42037,"Columbia County, Pennsylvania",22726,2362,29377,1750,14951,3524
0500000US42039,42039,"Crawford County, Pennsylvania",22127,1457,28679,1059,15272,1612
0500000US42041,42041,"Cumberland County, Pennsylvania",30174,1033,37664,2102,24590,1637
0500000US42043,42043,"Dauphin County, Pennsylvania",30932,1248,35066,2291,26761,1956
0500000US42045,42045,"Delaware County, Pennsylvania",33830,1338,39565,1907,28671,1225
0500000US42049,42049,"Erie County, Pennsylvania",23996,1152,30265,1534,18676,1227
0500000US42051,42051,"Fayette County, Pennsylvania",22739,1468,29009,1738,18975,1787
0500000US42055,42055,"Franklin County, Pennsylvania",27676,1483,35315,3420,21536,1462
0500000US42063,42063,"Indiana County, Pennsylvania",18201,1845,24763,2810,13197,3009
0500000US42069,42069,"Lackawanna County, Pennsylvania",26952,1407,32072,2056,22112,1393
0500000US42071,42071,"Lancaster County, Pennsylvania",28709,914,35789,1814,22167,996
0500000US42073,42073,"Lawrence County, Pennsylvania",24439,1596,31951,2740,20830,2279
0500000US42075,42075,"Lebanon County, Pennsylvania",28282,1646,34375,3174,23015,3203
0500000US42077,42077,"Lehigh County, Pennsylvania",29018,1118,34395,2332,24084,1336
0500000US42079,42079,"Luzerne County, Pennsylvania",26669,810,31654,1811,22306,1066
0500000US42081,42081,"Lycoming County, Pennsylvania",23405,1787,31348,1760,18138,1307
0500000US42085,42085,"Mercer County, Pennsylvania",23313,1655,29662,2426,16757,1148
0500000US42089,42089,"Monroe County, Pennsylvania",28135,1903,34975,5229,23106,2022
0500000US42091,42091,"Montgomery County, Pennsylvania",40025,957,48188,1032,31685,1119
0500000US42095,42095,"Northampton County, Pennsylvania",30024,1062,37626,1698,23241,1411
0500000US42097,42097,"Northumberland County, Pennsylvania",22335,1401,28042,2422,18985,1950
0500000US42101,42101,"Philadelphia County, Pennsylvania",28926,582,31512,957,26134,1122
0500000US42107,42107,"Schuylkill County, Pennsylvania",24323,1262,29845,1664,19372,1155
0500000US42111,42111,"Somerset County, Pennsylvania",23087,1436,28795,1486,19629,1580
0500000US42125,42125,"Washington County, Pennsylvania",27336,1585,33149,2226,21401,1752
0500000US42129,42129,"Westmoreland County, Pennsylvania",28275,1167,35951,2130,21384,1492
0500000US42133,42133,"York County, Pennsylvania",30666,854,38722,942,24338,1049
