GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,VD18,VD19,VD20,VD21,VD22,VD23,VD24,VD25,VD26,VD27,VD28,VD29,VD30,VD31,VD32,VD33,VD34,VD35
0600000US4202945040,4202945040,"Lower Oxford township, Chester County, Pennsylvania",1939,973,22,2,25,54,13,29,10,56,356,40,160,48,112,33,0,13,966,29,0,30,47,16,46,25,29,448,59,82,46,78,24,4,3
0600000US4202946792,4202946792,"Malvern borough, Chester County, Pennsylvania",2305,1059,6,7,0,7,5,3,6,33,290,20,76,34,319,191,54,8,1246,0,0,9,30,2,36,19,24,262,77,158,43,401,130,46,9
0600000US4202950232,4202950232,"Modena borough, Chester County, Pennsylvania",319,148,7,0,0,5,9,9,21,7,65,4,9,4,2,2,0,4,171,9,0,0,10,3,15,14,10,73,3,17,5,10,0,0,2
0600000US4202953608,4202953608,"New Garden township, Chester County, Pennsylvania",5422,2856,35,64,205,102,66,123,63,43,481,132,149,152,681,382,91,87,2566,0,23,98,70,7,36,62,70,625,125,290,240,604,186,76,54
0600000US4202953784,4202953784,"Newlin township, Chester County, Pennsylvania",820,416,0,5,0,10,12,10,17,13,84,16,60,11,95,45,31,7,404,3,0,0,4,10,12,12,9,82,20,47,28,112,41,22,2
0600000US4202953816,4202953816,"New London township, Chester County, Pennsylvania",2602,1275,0,0,9,49,6,14,24,29,318,58,87,103,362,156,18,42,1327,4,0,6,17,28,37,6,28,315,105,122,123,396,122,10,8
0600000US4202954936,4202954936,"North Coventry township, Chester County, Pennsylvania",5185,2507,6,0,5,62,44,118,74,48,909,146,231,157,433,165,73,36,2678,6,6,6,61,51,89,62,35,1094,155,225,186,481,154,62,5
0600000US4202957480,4202957480,"Oxford borough, Chester County, Pennsylvania",2866,1249,0,19,33,62,72,44,52,40,532,73,88,19,157,58,0,0,1617,32,15,23,97,76,117,48,80,568,108,106,56,208,61,22,0
0600000US4202958032,4202958032,"Parkesburg borough, Chester County, Pennsylvania",2118,995,18,6,17,18,29,54,34,33,443,68,42,37,131,54,11,0,1123,9,4,5,25,11,28,65,24,633,49,56,27,126,23,38,0
0600000US4202958808,4202958808,"Penn township, Chester County, Pennsylvania",1974,924,15,3,10,47,11,13,26,61,290,29,72,58,206,77,6,0,1050,31,3,9,39,50,14,21,25,277,49,130,64,246,74,13,5
0600000US4202959136,4202959136,"Pennsbury township, Chester County, Pennsylvania",2633,1145,4,0,0,0,3,19,0,7,141,31,96,33,328,205,120,158,1488,0,0,7,15,37,21,0,24,195,61,175,76,540,245,41,51
0600000US4202960120,4202960120,"Phoenixville borough, Chester County, Pennsylvania",10484,4914,30,28,39,114,65,230,160,202,1710,266,627,214,908,227,40,54,5570,33,22,79,142,83,239,206,150,2021,307,457,354,1079,317,70,11
0600000US4202961800,4202961800,"Pocopson township, Chester County, Pennsylvania",2513,1093,0,0,36,0,0,56,13,50,214,35,117,59,265,163,21,64,1420,50,51,101,75,17,20,10,5,364,50,99,52,376,107,23,20
0600000US4202967080,4202967080,"Sadsbury township, Chester County, Pennsylvania",1712,817,0,0,4,39,19,27,24,27,400,47,70,39,91,22,6,2,895,4,0,0,26,24,23,34,24,475,59,68,40,75,35,7,1
0600000US4202968288,4202968288,"Schuylkill township, Chester County, Pennsylvania",4878,2392,10,10,0,25,0,42,29,9,451,109,203,136,736,379,168,85,2486,9,0,0,56,32,19,8,33,591,120,259,184,776,275,105,19
0600000US4202972072,4202972072,"South Coatesville borough, Chester County, Pennsylvania",666,306,8,10,14,6,10,8,23,8,151,9,33,6,11,2,4,3,360,6,0,2,20,12,24,16,11,177,27,37,6,11,7,2,2
0600000US4202972088,4202972088,"South Coventry township, Chester County, Pennsylvania",1324,634,2,0,0,17,10,19,23,19,207,17,70,16,159,46,16,13,690,0,0,0,15,11,19,29,9,235,28,117,37,110,74,2,4
0600000US4202972920,4202972920,"Spring City borough, Chester County, Pennsylvania",2135,1103,0,7,0,27,42,0,44,53,565,65,111,22,104,49,7,7,1032,0,0,7,13,40,37,15,35,462,81,94,75,95,64,14,0
0600000US4202976568,4202976568,"Thornbury township, Chester County, Pennsylvania",1932,916,0,0,0,0,7,0,7,0,76,22,107,58,355,134,62,88,1016,0,0,0,0,8,5,0,47,200,41,91,54,341,161,43,25
0600000US4202977344,4202977344,"Tredyffrin township, Chester County, Pennsylvania",21005,9661,22,0,0,80,36,42,55,133,751,145,769,272,3846,1941,896,673,11344,26,19,39,36,43,61,107,108,1634,477,1125,558,4394,2047,453,217
0600000US4202979208,4202979208,"Upper Oxford township, Chester County, Pennsylvania",1361,684,8,0,5,15,30,17,14,21,284,38,78,28,111,21,7,7,677,0,2,2,15,27,20,14,5,277,41,74,44,102,38,16,0
0600000US4202979352,4202979352,"Upper Uwchlan township, Chester County, Pennsylvania",4060,2034,0,0,0,23,0,9,32,13,269,99,239,80,794,361,51,64,2026,0,0,0,0,0,26,0,9,355,130,237,200,757,260,46,6
0600000US4202979480,4202979480,"Uwchlan township, Chester County, Pennsylvania",10787,5162,0,0,29,16,17,18,9,26,627,137,636,268,2168,852,144,215,5625,0,8,0,44,5,32,75,50,1081,491,570,425,1983,738,93,30
0600000US4202979544,4202979544,"Valley township, Chester County, Pennsylvania",3473,1633,57,0,12,63,21,97,55,46,693,89,146,92,199,29,5,29,1840,9,0,30,41,47,54,71,68,750,103,222,85,266,77,0,17
0600000US4202980616,4202980616,"Wallace township, Chester County, Pennsylvania",1995,973,0,0,0,15,4,8,11,14,221,29,134,49,324,111,24,29,1022,7,0,0,23,3,4,9,28,263,35,145,87,290,99,17,12
0600000US4202981160,4202981160,"Warwick township, Chester County, Pennsylvania",1826,910,0,5,3,27,4,27,22,29,316,49,97,47,189,61,16,18,916,0,0,5,4,14,27,15,12,361,118,99,38,124,77,18,4
0600000US4202982544,4202982544,"West Bradford township, Chester County, Pennsylvania",6628,3182,20,0,3,30,35,58,39,43,856,115,422,182,858,373,58,90,3446,0,0,5,67,30,54,35,74,824,214,478,319,936,329,52,29
0600000US4202982576,4202982576,"West Brandywine township, Chester County, Pennsylvania",4806,2292,0,0,9,66,30,57,44,25,930,96,271,135,353,217,44,15,2514,0,0,0,51,33,26,69,76,977,186,281,179,381,180,67,8
0600000US4202982664,4202982664,"West Caln township, Chester County, Pennsylvania",4580,2297,12,12,17,118,95,78,74,55,1059,98,214,98,278,73,11,5,2283,0,0,16,135,57,91,42,39,1006,94,261,68,319,121,34,0
0600000US4202982704,4202982704,"West Chester borough, Chester County, Pennsylvania",8688,4366,26,21,95,112,75,132,81,127,941,184,617,192,1196,428,90,49,4322,36,28,13,114,124,95,118,185,1051,189,485,259,1051,423,107,44
0600000US4202982936,4202982936,"West Fallowfield township, Chester County, Pennsylvania",1515,742,0,0,0,58,42,25,27,25,334,52,33,15,93,21,11,6,773,5,5,0,32,49,14,18,10,360,25,69,48,85,50,3,0
0600000US4202983080,4202983080,"West Goshen township, Chester County, Pennsylvania",13807,6657,35,0,9,51,36,49,95,77,1317,395,827,359,2267,796,179,165,7150,34,5,15,72,32,71,58,159,1969,400,770,400,2115,716,239,95
0600000US4202983104,4202983104,"West Grove borough, Chester County, Pennsylvania",1612,758,23,7,29,47,7,21,16,28,241,44,66,31,149,35,10,4,854,20,3,13,24,7,20,29,26,302,37,72,52,188,34,19,8
0600000US4202983464,4202983464,"West Marlborough township, Chester County, Pennsylvania",599,304,0,2,18,6,5,3,7,4,80,12,45,7,85,18,5,7,295,0,0,0,0,7,4,6,10,99,15,29,17,79,13,12,4
0600000US4202983664,4202983664,"West Nantmeal township, Chester County, Pennsylvania",1350,672,2,0,3,38,31,26,11,27,241,26,73,39,108,24,17,6,678,2,2,4,21,10,46,9,24,255,55,76,43,98,18,9,6
0600000US4202983712,4202983712,"West Nottingham township, Chester County, Pennsylvania",1644,906,1,3,2,36,49,69,21,35,417,21,101,23,106,15,4,3,738,4,0,5,31,27,35,38,25,320,36,64,29,62,62,0,0
0600000US4202983832,4202983832,"West Pikeland township, Chester County, Pennsylvania",2339,1145,0,0,7,0,0,14,7,15,134,38,180,38,383,183,72,74,1194,0,0,0,0,0,5,0,25,242,58,143,46,423,166,32,54
0600000US4202983968,4202983968,"West Sadsbury township, Chester County, Pennsylvania",1549,772,0,0,2,75,40,41,26,19,332,27,79,31,63,22,8,7,777,0,1,5,64,44,29,21,12,340,33,63,40,81,31,11,2
0600000US4202984104,4202984104,"Westtown township, Chester County, Pennsylvania",6853,3310,21,0,0,15,7,25,10,40,445,141,323,123,1272,491,166,231,3543,6,7,0,12,5,20,40,40,739,195,291,271,1196,534,100,87
0600000US4202984160,4202984160,"West Vincent township, Chester County, Pennsylvania",2146,1040,0,0,6,13,0,38,25,16,212,22,59,43,342,171,46,47,1106,0,0,5,5,8,10,0,11,236,60,136,68,376,133,43,15
0600000US4202984192,4202984192,"West Whiteland township, Chester County, Pennsylvania",11460,5556,31,0,6,35,26,75,65,61,935,252,790,290,1960,676,193,161,5904,26,7,9,29,56,52,45,73,1243,484,681,498,1775,715,148,63
0600000US4202985352,4202985352,"Willistown township, Chester County, Pennsylvania",7184,3406,6,6,6,12,7,18,8,86,468,114,403,147,1168,582,261,114,3778,11,18,7,41,12,23,46,34,812,178,451,206,1257,472,145,65
0600000US4204500676,4204500676,"Aldan borough, Delaware County, Pennsylvania",3025,1371,15,0,0,49,8,53,23,62,426,96,210,81,257,53,32,6,1654,0,0,6,21,18,49,54,69,661,126,184,120,222,56,27,41
0600000US4204503336,4204503336,"Aston township, Delaware County, Pennsylvania",10823,5039,0,28,27,143,56,97,90,163,1947,440,569,236,938,219,58,28,5784,19,0,44,115,61,144,172,198,2391,409,549,361,896,354,71,0
0600000US4204506024,4204506024,"Bethel township, Delaware County, Pennsylvania",4049,1974,0,27,19,19,19,8,23,30,542,150,226,78,475,229,52,77,2075,8,0,4,56,10,24,10,66,583,112,235,129,568,212,31,27
0600000US4204509080,4204509080,"Brookhaven borough, Delaware County, Pennsylvania",5900,2659,61,0,5,62,34,72,50,56,1063,159,343,140,457,138,19,0,3241,18,9,17,96,96,56,60,85,1315,183,366,309,441,124,66,0
0600000US4204512442,4204512442,"Chadds Ford township, Delaware County, Pennsylvania",2321,1074,5,0,0,5,0,0,3,6,172,34,105,43,335,151,140,75,1247,0,3,3,0,0,17,4,10,260,38,174,114,332,230,56,6
0600000US4204513208,4204513208,"Chester city, Delaware County, Pennsylvania",21174,9575,168,27,194,469,455,564,585,748,3795,478,1010,316,525,165,70,6,11599,147,54,132,488,418,659,635,884,4646,760,1269,467,680,268,78,14
0600000US4204513212,4204513212,"Chester township, Delaware County, Pennsylvania",2659,1128,29,4,6,14,5,42,47,55,509,45,161,80,104,27,0,0,1531,9,15,13,27,30,48,64,95,596,120,208,103,150,34,19,0
0600000US4204513232,4204513232,"Chester Heights borough, Delaware County, Pennsylvania",1823,853,23,0,0,0,0,4,11,8,150,66,85,58,238,139,55,16,970,14,0,5,4,6,0,16,18,230,54,154,74,229,108,39,19
0600000US4204514264,4204514264,"Clifton Heights borough, Delaware County, Pennsylvania",4508,2162,30,7,18,92,32,50,68,107,950,188,128,156,310,26,0,0,2346,13,0,2,77,61,89,69,113,1114,163,260,131,195,40,13,6
0600000US4204515232,4204515232,"Collingdale borough, Delaware County, Pennsylvania",5413,2508,8,9,0,34,83,131,84,113,1162,192,254,171,164,46,36,21,2905,16,4,7,71,37,154,92,108,1493,185,338,200,106,62,21,11
0600000US4204515432,4204515432,"Colwyn borough, Delaware County, Pennsylvania",1415,632,8,0,0,23,7,23,22,45,279,40,63,16,95,0,11,0,783,6,0,9,11,13,36,24,30,393,52,77,49,70,5,8,0
0600000US4204515488,4204515488,"Concord township, Delaware County, Pennsylvania",6713,3177,11,0,16,26,23,48,29,8,719,101,380,174,989,416,165,72,3536,6,3,11,61,31,21,18,40,1037,230,498,189,828,425,127,11
0600000US4204518152,4204518152,"Darby borough, Delaware County, Pennsylvania",6135,2616,23,29,42,56,68,131,101,197,1140,179,244,100,196,79,18,13,3519,29,23,41,121,52,152,128,241,1500,240,421,237,262,33,21,18
0600000US4204518160,4204518160,"Darby township, Delaware County, Pennsylvania",6408,2825,12,11,8,23,82,89,139,223,1181,122,434,219,220,40,22,0,3583,15,0,37,96,59,145,167,165,1701,223,332,307,236,70,30,0
0600000US4204521384,4204521384,"East Lansdowne borough, Delaware County, Pennsylvania",1689,807,0,0,7,23,21,45,24,25,285,67,132,42,96,18,19,3,882,22,0,3,29,20,29,18,42,332,53,92,65,126,37,14,0
0600000US4204522296,4204522296,"Eddystone borough, Delaware County, Pennsylvania",1564,765,0,4,14,30,10,53,33,35,321,45,70,50,70,30,0,0,799,4,0,9,28,24,58,26,56,373,83,46,46,27,13,6,0
0600000US4204522584,4204522584,"Edgmont township, Delaware County, Pennsylvania",2676,1221,13,6,0,20,0,0,0,36,220,49,124,30,418,177,42,86,1455,0,0,10,60,6,0,15,86,327,67,161,139,349,178,43,14
0600000US4204526408,4204526408,"Folcroft borough, Delaware County, Pennsylvania",4533,2135,9,6,9,21,45,59,34,79,1078,187,256,139,172,36,0,5,2398,39,0,0,51,34,85,18,108,1366,218,178,144,127,24,0,6
0600000US4204529720,4204529720,"Glenolden borough, Delaware County, Pennsylvania",5013,2330,19,0,0,29,50,58,82,132,1019,190,310,158,193,80,5,5,2683,25,0,32,75,30,99,114,164,1208,196,261,133,221,84,33,8
0600000US4204533144,4204533144,"Haverford township, Delaware County, Pennsylvania",33384,15359,22,50,52,182,100,212,129,262,3240,891,1728,842,4154,1925,926,644,18025,63,46,93,290,137,209,210,384,5035,879,1733,1344,4517,2354,464,267
0600000US4204541440,4204541440,"Lansdowne borough, Delaware County, Pennsylvania",7716,3499,18,3,12,52,14,72,22,116,906,209,559,197,864,253,95,107,4217,42,14,7,60,24,44,102,99,1204,232,666,369,758,389,155,52
0600000US4204544888,4204544888,"Lower Chichester township, Delaware County, Pennsylvania",2211,1037,6,5,14,24,61,72,45,40,507,84,77,58,31,13,0,0,1174,6,0,0,40,18,47,87,53,508,138,169,29,53,16,10,0
0600000US4204547344,4204547344,"Marcus Hook borough, Delaware County, Pennsylvania",1454,698,8,0,4,24,27,71,64,37,363,13,47,3,33,4,0,0,756,7,0,21,40,49,57,55,18,347,32,59,34,26,0,11,0
0600000US4204547616,4204547616,"Marple township, Delaware County, Pennsylvania",17079,7736,43,27,90,131,64,113,105,284,1986,465,963,387,1899,617,356,206,9343,92,46,117,256,113,159,144,260,3124,672,1063,600,1656,794,160,87
0600000US4204548480,4204548480,"Media borough, Delaware County, Pennsylvania",4287,1907,24,0,7,29,36,22,20,58,463,109,252,91,532,152,80,32,2380,25,0,17,38,45,38,36,80,563,152,286,183,586,222,72,37
0600000US4204549136,4204549136,"Middletown township, Delaware County, Pennsylvania",11876,5067,146,44,54,48,81,129,67,89,1141,302,602,291,1174,573,206,120,6809,203,45,141,320,112,179,74,240,1901,341,708,400,1293,612,193,47
0600000US4204549504,4204549504,"Millbourne borough, Delaware County, Pennsylvania",618,344,3,3,4,9,12,29,2,21,81,18,38,21,67,24,2,10,274,8,6,10,19,10,16,5,10,86,9,33,14,33,15,0,0
0600000US4204551176,4204551176,"Morton borough, Delaware County, Pennsylvania",1924,840,0,0,4,13,11,31,14,30,284,59,83,72,156,32,8,43,1084,0,0,0,4,0,66,26,34,433,64,66,103,217,58,8,5
0600000US4204553104,4204553104,"Nether Providence township, Delaware County, Pennsylvania",9389,4274,16,8,22,65,23,15,52,56,760,159,509,171,1176,602,444,196,5115,23,0,20,74,38,61,44,126,1156,293,586,375,1209,714,281,115
0600000US4204554224,4204554224,"Newtown township, Delaware County, Pennsylvania",8404,3805,20,9,27,33,23,44,39,73,780,177,482,121,1118,457,239,163,4599,18,0,16,75,40,55,58,90,1458,227,536,286,1126,417,117,80
0600000US4204555664,4204555664,"Norwood borough, Delaware County, Pennsylvania",3932,1833,11,0,0,18,45,53,55,56,853,141,234,117,174,61,4,11,2099,17,6,5,43,46,78,64,67,994,156,214,88,235,71,5,10
0600000US4204558176,4204558176,"Parkside borough, Delaware County, Pennsylvania",1498,726,0,4,0,6,23,15,39,27,313,66,71,55,98,9,0,0,772,5,0,0,15,0,46,9,18,302,81,135,51,79,22,9,0
0600000US4204562792,4204562792,"Prospect Park borough, Delaware County, Pennsylvania",4346,2053,13,9,0,20,49,51,45,74,931,102,321,77,290,54,17,0,2293,0,10,21,38,27,46,36,124,1008,155,344,172,209,82,7,14
0600000US4204563264,4204563264,"Radnor township, Delaware County, Pennsylvania",17408,7859,22,7,18,31,19,84,56,100,720,168,646,201,2439,1472,1143,733,9549,26,7,8,192,21,38,36,197,1438,289,947,592,3264,1588,579,327
0600000US4204564800,4204564800,"Ridley township, Delaware County, Pennsylvania",21136,9763,54,13,68,104,163,357,245,499,3970,622,1271,509,1253,458,119,58,11373,36,19,101,279,171,362,262,385,5299,844,1106,753,1348,285,93,30
0600000US4204564832,4204564832,"Ridley Park borough, Delaware County, Pennsylvania",5136,2396,0,0,12,16,14,72,22,55,911,188,242,248,444,125,29,18,2740,0,0,27,61,39,35,57,112,1181,140,272,174,345,214,77,6
0600000US4204566192,4204566192,"Rose Valley borough, Delaware County, Pennsylvania",653,315,0,0,0,0,0,5,0,2,22,12,16,16,87,50,81,24,338,0,0,0,2,3,0,4,4,53,10,45,12,108,61,24,12
0600000US4204566928,4204566928,"Rutledge borough, Delaware County, Pennsylvania",548,256,0,0,0,3,2,0,0,8,68,21,27,14,77,23,4,9,292,0,0,0,2,6,3,0,4,115,18,25,22,58,26,5,8
0600000US4204569752,4204569752,"Sharon Hill borough, Delaware County, Pennsylvania",3458,1551,14,0,0,22,0,42,99,83,590,163,192,112,171,50,13,0,1907,14,10,0,0,45,61,92,93,763,122,227,145,246,72,17,0
0600000US4204573032,4204573032,"Springfield township, Delaware County, Pennsylvania",16536,7684,28,12,29,78,41,130,71,121,1766,410,1098,480,2310,766,229,115,8852,5,26,18,112,95,127,135,214,3223,614,840,840,1727,698,151,27
0600000US4204575648,4204575648,"Swarthmore borough, Delaware County, Pennsylvania",3395,1550,8,0,0,0,13,15,7,9,46,24,108,21,440,277,316,266,1845,0,0,0,11,0,22,13,22,181,57,142,78,619,465,129,106
0600000US4204576576,4204576576,"Thornbury township, Delaware County, Pennsylvania",3592,2022,0,0,3,92,38,71,90,65,658,112,142,89,396,146,92,28,1570,0,0,6,9,33,53,20,39,328,70,243,87,434,200,23,25
0600000US4204576792,4204576792,"Tinicum township, Delaware County, Pennsylvania",3020,1474,21,0,0,27,66,51,67,75,751,138,93,74,74,22,8,7,1546,18,0,9,25,44,70,63,88,762,113,136,81,102,15,20,0
0600000US4204577288,4204577288,"Trainer borough, Delaware County, Pennsylvania",1169,549,8,0,13,50,23,49,8,12,245,49,29,12,44,7,0,0,620,12,0,10,19,26,88,36,16,270,34,56,17,26,4,6,0
0600000US4204578712,4204578712,"Upland borough, Delaware County, Pennsylvania",1890,864,0,0,0,46,54,47,60,83,318,43,48,51,90,11,13,0,1026,12,0,5,34,39,60,69,28,540,84,57,24,52,22,0,0
0600000US4204578776,4204578776,"Upper Chichester township, Delaware County, Pennsylvania",11549,5445,42,6,41,133,89,154,152,155,2020,416,729,372,788,242,64,42,6104,66,9,36,177,182,232,171,214,2512,445,498,493,697,281,80,11
0600000US4204579000,4204579000,"Upper Darby township, Delaware County, Pennsylvania",54236,25195,158,112,238,390,334,627,630,864,8162,1538,3205,1390,4848,1557,697,445,29041,325,56,354,669,487,803,751,1097,10503,1797,3163,2203,4550,1565,480,238
0600000US4204579248,4204579248,"Upper Providence township, Delaware County, Pennsylvania",7375,3536,0,14,6,11,46,49,6,35,675,162,367,157,1115,435,356,102,3839,14,14,13,19,0,24,62,23,867,245,351,340,1040,516,215,96
0600000US4204586968,4204586968,"Yeadon borough, Delaware County, Pennsylvania",8114,3436,16,13,66,62,21,80,161,209,1134,204,476,238,591,91,5,69,4678,22,16,16,125,53,109,86,192,1396,374,825,395,621,370,78,0
0600000US4209100156,4209100156,"Abington township, Montgomery County, Pennsylvania",39213,17834,76,67,93,225,142,372,334,344,4509,985,2449,916,4274,1568,1090,390,21379,90,26,121,309,201,424,448,637,6398,1266,2537,1373,4407,2259,698,185
0600000US4209102264,4209102264,"Ambler borough, Montgomery County, Pennsylvania",4461,1953,0,10,33,52,52,71,32,50,573,142,259,71,430,102,47,29,2508,39,34,34,129,80,43,98,52,762,127,311,175,442,154,16,12
0600000US4209108568,4209108568,"Bridgeport borough, Montgomery County, Pennsylvania",3069,1501,13,11,14,23,5,108,78,89,637,82,132,56,195,26,32,0,1568,0,4,21,93,35,99,44,30,785,111,91,80,96,42,27,10
0600000US4209109696,4209109696,"Bryn Athyn borough, Montgomery County, Pennsylvania",742,338,0,0,2,3,0,2,4,11,23,22,37,16,125,65,19,9,404,2,0,0,6,0,2,0,0,50,26,68,64,117,60,1,8
0600000US4209112968,4209112968,"Cheltenham township, Montgomery County, Pennsylvania",25399,11404,44,23,48,89,63,110,185,311,2111,446,1503,432,3099,1191,1255,494,13995,3,63,61,125,113,133,258,406,3396,582,1731,669,3390,2238,522,305
0600000US4209115192,4209115192,"Collegeville borough, Montgomery County, Pennsylvania",5445,4132,202,34,24,34,186,387,509,103,876,237,573,203,420,240,31,73,1313,0,0,0,19,6,12,3,34,413,102,97,103,374,133,6,11
0600000US4209115848,4209115848,"Conshohocken borough, Montgomery County, Pennsylvania",5336,2505,29,0,4,25,65,49,147,87,954,204,212,80,487,88,69,5,2831,16,0,14,95,87,132,130,76,1119,210,226,164,399,114,26,23
0600000US4209119672,4209119672,"Douglass township, Montgomery County, Pennsylvania",5823,2730,22,0,0,119,47,85,41,39,1123,127,241,133,500,171,50,32,3093,21,5,8,166,54,108,39,42,1271,140,309,288,472,114,56,0
0600000US4209121200,4209121200,"East Greenville borough, Montgomery County, Pennsylvania",1890,896,6,0,8,19,12,31,22,26,478,61,86,52,66,24,5,0,994,0,0,6,50,24,33,23,37,444,57,95,98,82,40,5,0
0600000US4209121600,4209121600,"East Norriton township, Montgomery County, Pennsylvania",9923,4646,24,9,15,91,62,103,127,114,1245,234,604,308,1066,485,101,58,5277,30,10,36,116,107,143,127,157,1737,395,606,322,957,421,57,56
0600000US4209127280,4209127280,"Franconia township, Montgomery County, Pennsylvania",8079,3726,0,0,21,238,83,77,61,75,1213,214,403,211,826,184,65,55,4353,8,0,33,313,84,100,47,85,1529,318,451,284,841,175,76,9
0600000US4209131088,4209131088,"Green Lane borough, Montgomery County, Pennsylvania",376,185,0,0,0,10,5,12,9,4,61,28,19,9,22,2,2,2,191,0,0,0,10,2,4,10,4,92,15,14,10,27,1,0,2
0600000US4209133088,4209133088,"Hatboro borough, Montgomery County, Pennsylvania",5186,2433,0,3,0,34,36,63,38,85,973,153,319,119,353,189,49,19,2753,8,5,14,43,44,129,114,79,1096,180,244,173,470,124,19,11
0600000US4209133112,4209133112,"Hatfield borough, Montgomery County, Pennsylvania",1777,873,8,9,0,16,22,18,24,10,331,39,117,33,188,45,10,3,904,17,2,5,26,8,39,29,25,346,54,103,63,132,39,16,0
0600000US4209133120,4209133120,"Hatfield township, Montgomery County, Pennsylvania",11083,5448,18,0,72,92,105,109,100,113,1626,369,670,294,1307,434,55,84,5635,46,0,62,131,34,166,93,151,2058,399,564,270,1180,402,52,27
0600000US4209135808,4209135808,"Horsham township, Montgomery County, Pennsylvania",16069,7795,30,18,44,119,78,110,65,138,2033,367,1182,542,1977,712,251,129,8274,3,5,30,82,48,141,138,232,2502,628,975,587,1895,730,203,75
0600000US4209138000,4209138000,"Jenkintown borough, Montgomery County, Pennsylvania",3206,1351,0,0,0,20,0,9,43,13,241,70,212,78,362,118,118,67,1855,0,7,0,19,19,40,46,13,431,98,270,72,468,295,54,23
0600000US4209141432,4209141432,"Lansdale borough, Montgomery County, Pennsylvania",11143,5183,41,7,45,177,75,166,120,206,1601,349,675,285,969,370,42,55,5960,36,35,45,161,107,240,170,257,2096,410,621,476,945,297,55,9
0600000US4209143312,4209143312,"Limerick township, Montgomery County, Pennsylvania",9261,4479,0,0,14,37,43,69,84,118,1338,258,647,225,1232,276,59,79,4782,0,0,3,32,52,133,76,123,1534,372,536,468,1152,210,58,33
0600000US4209144912,4209144912,"Lower Frederick township, Montgomery County, Pennsylvania",3120,1524,0,0,0,25,13,26,53,30,529,97,202,86,312,120,19,12,1596,6,0,0,4,19,10,27,20,580,167,149,120,381,101,12,0
0600000US4209144920,4209144920,"Lower Gwynedd township, Montgomery County, Pennsylvania",7394,3176,5,0,0,25,20,25,24,33,320,79,397,141,1140,463,340,164,4218,6,0,9,64,76,54,67,135,904,290,349,326,1088,595,176,79
0600000US4209144976,4209144976,"Lower Merion township, Montgomery County, Pennsylvania",40582,18505,56,42,38,101,63,184,111,368,1667,465,1517,399,5259,2398,4528,1309,22077,43,17,68,221,190,209,263,439,3233,725,2108,990,6561,4249,1826,935
0600000US4209145008,4209145008,"Lower Moreland township, Montgomery County, Pennsylvania",8119,3847,5,13,22,86,26,66,22,75,554,181,563,147,1051,326,559,151,4272,0,6,8,124,50,130,54,94,1216,275,486,258,867,508,144,52
0600000US4209145072,4209145072,"Lower Pottsgrove township, Montgomery County, Pennsylvania",7437,3423,6,0,12,104,75,33,91,62,1265,226,331,235,600,268,79,36,4014,0,0,20,94,107,131,113,95,1535,338,438,245,592,260,46,0
0600000US4209145080,4209145080,"Lower Providence township, Montgomery County, Pennsylvania",15014,7793,136,29,60,95,187,242,268,171,2102,461,747,431,1894,644,60,266,7221,55,7,40,65,50,163,131,180,2379,450,794,545,1660,499,96,107
0600000US4209145096,4209145096,"Lower Salford township, Montgomery County, Pennsylvania",8147,3960,0,14,15,73,51,63,54,82,1026,218,349,255,1076,497,139,48,4187,23,33,13,76,28,133,56,53,1144,247,469,347,1133,386,22,24
0600000US4209147592,4209147592,"Marlborough township, Montgomery County, Pennsylvania",2174,1079,3,0,8,33,30,50,36,24,446,65,89,35,170,57,25,8,1095,0,0,9,46,29,76,6,24,408,79,104,107,118,70,8,11
0600000US4209150640,4209150640,"Montgomery township, Montgomery County, Pennsylvania",14857,6932,9,0,29,48,98,86,72,89,1120,407,930,440,2283,816,314,191,7925,24,0,43,88,40,90,160,190,1995,452,891,662,2183,911,146,50
0600000US4209152664,4209152664,"Narberth borough, Montgomery County, Pennsylvania",3052,1352,12,0,0,5,5,5,22,11,169,41,139,42,377,216,203,105,1700,3,6,6,23,17,10,9,44,226,61,176,76,470,401,101,71
0600000US4209153664,4209153664,"New Hanover township, Montgomery County, Pennsylvania",5013,2419,0,4,17,66,40,38,43,141,904,158,219,134,438,141,47,29,2594,0,14,0,76,51,65,65,33,1059,101,265,229,495,85,48,8
0600000US4209154656,4209154656,"Norristown borough, Montgomery County, Pennsylvania",20092,9387,135,94,145,398,317,419,463,750,3378,436,1028,439,993,261,86,45,10705,103,96,98,455,383,521,597,744,3874,714,1121,704,843,287,130,35
0600000US4209155512,4209155512,"North Wales borough, Montgomery County, Pennsylvania",2242,1104,9,14,0,11,18,38,15,17,399,68,165,59,192,58,18,23,1138,20,0,0,22,15,29,12,29,329,114,177,95,180,64,35,17
0600000US4209159120,4209159120,"Pennsburg borough, Montgomery County, Pennsylvania",1786,827,0,0,0,55,18,61,31,27,378,45,71,48,68,21,4,0,959,0,5,0,36,30,52,34,32,395,64,106,68,107,27,0,3
0600000US4209159392,4209159392,"Perkiomen township, Montgomery County, Pennsylvania",4542,2193,0,0,8,25,40,6,62,46,477,139,285,176,650,232,32,15,2349,20,0,25,8,6,39,53,64,649,140,314,201,626,175,29,0
