GEOID,NAME,racUniverse,racWhite,hispUniverse,notHisp,whiteNotHisp,povUniverse,stcty,above200
42101011800,"Census Tract 118, Philadelphia County, Pennsylvania",5856,70,5856,5596,70,5840,42101,3593
42101011900,"Census Tract 119, Philadelphia County, Pennsylvania",4738,47,4738,4734,45,4729,42101,2701
42101012000,"Census Tract 120, Philadelphia County, Pennsylvania",1749,695,1749,1652,623,1295,42101,887
42101012100,"Census Tract 121, Philadelphia County, Pennsylvania",2933,588,2933,2775,560,2527,42101,1344
42101012201,"Census Tract 122.01, Philadelphia County, Pennsylvania",3077,1084,3077,2989,1046,3077,42101,1517
42101012203,"Census Tract 122.03, Philadelphia County, Pennsylvania",643,312,643,616,295,643,42101,382
42101012204,"Census Tract 122.04, Philadelphia County, Pennsylvania",3753,745,3753,3654,733,3398,42101,2217
42101012500,"Census Tract 125, Philadelphia County, Pennsylvania",5191,3947,5191,4978,3776,4876,42101,3770
42101013100,"Census Tract 131, Philadelphia County, Pennsylvania",1710,323,1710,1673,318,1710,42101,753
42101013200,"Census Tract 132, Philadelphia County, Pennsylvania",2757,671,2757,2484,534,2570,42101,950
42101013300,"Census Tract 133, Philadelphia County, Pennsylvania",3763,1516,3763,3487,1446,3744,42101,1733
42101013401,"Census Tract 134.01, Philadelphia County, Pennsylvania",2327,2130,2327,2264,2093,2327,42101,1952
42101013402,"Census Tract 134.02, Philadelphia County, Pennsylvania",2786,2384,2786,2377,2051,2776,42101,2292
42101013500,"Census Tract 135, Philadelphia County, Pennsylvania",3781,1979,3781,3243,1891,3781,42101,2652
42101013601,"Census Tract 136.01, Philadelphia County, Pennsylvania",2864,2244,2864,2824,2224,2864,42101,2485
42101013602,"Census Tract 136.02, Philadelphia County, Pennsylvania",3667,2639,3667,3592,2587,3667,42101,2664
42101013700,"Census Tract 137, Philadelphia County, Pennsylvania",4805,1033,4805,4716,979,4805,42101,2714
42101013800,"Census Tract 138, Philadelphia County, Pennsylvania",2118,315,2118,1965,238,2088,42101,843
42101013900,"Census Tract 139, Philadelphia County, Pennsylvania",2960,466,2960,2800,416,2499,42101,796
42101014000,"Census Tract 140, Philadelphia County, Pennsylvania",3042,829,3042,2919,807,3042,42101,1065
42101014100,"Census Tract 141, Philadelphia County, Pennsylvania",2510,502,2510,2276,283,2504,42101,1012
42101014200,"Census Tract 142, Philadelphia County, Pennsylvania",3923,3028,3923,3510,2815,3923,42101,3572
42101014300,"Census Tract 143, Philadelphia County, Pennsylvania",1709,1430,1709,1623,1406,1709,42101,1235
42101014400,"Census Tract 144, Philadelphia County, Pennsylvania",3774,2205,3774,2333,1625,3774,42101,1571
42101014500,"Census Tract 145, Philadelphia County, Pennsylvania",1774,223,1774,1295,33,1769,42101,577
42101014600,"Census Tract 146, Philadelphia County, Pennsylvania",4097,1669,4097,3860,1461,2377,42101,1280
42101014700,"Census Tract 147, Philadelphia County, Pennsylvania",2952,1087,2952,2815,977,2564,42101,748
42101014800,"Census Tract 148, Philadelphia County, Pennsylvania",1003,3,1003,992,0,1003,42101,606
42101014900,"Census Tract 149, Philadelphia County, Pennsylvania",3387,121,3387,3170,114,3374,42101,981
42101015101,"Census Tract 151.01, Philadelphia County, Pennsylvania",2317,74,2317,2145,57,2284,42101,808
42101015102,"Census Tract 151.02, Philadelphia County, Pennsylvania",3507,32,3507,3347,24,3507,42101,794
42101015200,"Census Tract 152, Philadelphia County, Pennsylvania",5769,107,5769,5430,83,5769,42101,1375
42101015300,"Census Tract 153, Philadelphia County, Pennsylvania",4074,2199,4074,3960,2102,3321,42101,388
42101015600,"Census Tract 156, Philadelphia County, Pennsylvania",2048,551,2048,668,180,2048,42101,505
42101015700,"Census Tract 157, Philadelphia County, Pennsylvania",2688,1485,2688,1574,1091,2651,42101,1265
42101015800,"Census Tract 158, Philadelphia County, Pennsylvania",6183,5896,6183,5993,5750,6183,42101,4467
42101016000,"Census Tract 160, Philadelphia County, Pennsylvania",6721,6014,6721,6209,5785,6703,42101,4543
42101016100,"Census Tract 161, Philadelphia County, Pennsylvania",5964,3589,5964,4421,3233,5952,42101,3241
42101016200,"Census Tract 162, Philadelphia County, Pennsylvania",2441,739,2441,675,239,2441,42101,589
42101016300,"Census Tract 163, Philadelphia County, Pennsylvania",3710,1605,3710,814,271,3694,42101,702
42101016400,"Census Tract 164, Philadelphia County, Pennsylvania",4338,984,4338,1857,60,4338,42101,1208
42101016500,"Census Tract 165, Philadelphia County, Pennsylvania",2687,288,2687,1818,10,2687,42101,389
42101016600,"Census Tract 166, Philadelphia County, Pennsylvania",1627,345,1627,1419,266,1539,42101,448
42101016701,"Census Tract 167.01, Philadelphia County, Pennsylvania",2871,17,2871,2841,17,2871,42101,1047
42101016702,"Census Tract 167.02, Philadelphia County, Pennsylvania",2796,161,2796,2734,161,2796,42101,788
42101016800,"Census Tract 168, Philadelphia County, Pennsylvania",3605,154,3605,3599,153,3589,42101,1002
42101016901,"Census Tract 169.01, Philadelphia County, Pennsylvania",3430,6,3430,3426,2,3381,42101,1302
42101016902,"Census Tract 169.02, Philadelphia County, Pennsylvania",5797,88,5797,5584,88,5797,42101,1637
42101017000,"Census Tract 170, Philadelphia County, Pennsylvania",3114,522,3114,2982,458,3013,42101,1399
42101017100,"Census Tract 171, Philadelphia County, Pennsylvania",3997,113,3997,3879,53,3965,42101,2048
42101017201,"Census Tract 172.01, Philadelphia County, Pennsylvania",3194,85,3194,3169,85,3194,42101,1344
42101017202,"Census Tract 172.02, Philadelphia County, Pennsylvania",2991,178,2991,2839,26,2965,42101,877
42101017300,"Census Tract 173, Philadelphia County, Pennsylvania",2607,127,2607,2510,90,2424,42101,732
42101017400,"Census Tract 174, Philadelphia County, Pennsylvania",2204,193,2204,1863,35,2097,42101,418
42101017500,"Census Tract 175, Philadelphia County, Pennsylvania",6850,2251,6850,2064,61,6830,42101,1115
42101017601,"Census Tract 176.01, Philadelphia County, Pennsylvania",5728,1855,5728,658,313,5718,42101,1011
42101017602,"Census Tract 176.02, Philadelphia County, Pennsylvania",4267,2075,4267,692,273,4199,42101,477
42101017701,"Census Tract 177.01, Philadelphia County, Pennsylvania",4012,1249,4012,1424,199,4012,42101,563
42101017702,"Census Tract 177.02, Philadelphia County, Pennsylvania",5441,1706,5441,1580,331,5395,42101,828
42101017800,"Census Tract 178, Philadelphia County, Pennsylvania",6224,2556,6224,3447,1535,6125,42101,1203
42101017900,"Census Tract 179, Philadelphia County, Pennsylvania",7283,3629,7283,4474,2461,7260,42101,2140
42101018001,"Census Tract 180.01, Philadelphia County, Pennsylvania",2662,2408,2662,2481,2321,2662,42101,1822
42101018002,"Census Tract 180.02, Philadelphia County, Pennsylvania",5740,5471,5740,5382,5204,5740,42101,3245
42101018300,"Census Tract 183, Philadelphia County, Pennsylvania",4004,3961,4004,3967,3957,3997,42101,2555
42101018400,"Census Tract 184, Philadelphia County, Pennsylvania",2434,2352,2434,2333,2251,2428,42101,1811
42101018800,"Census Tract 188, Philadelphia County, Pennsylvania",9162,3791,9162,4591,1783,9124,42101,2090
42101019000,"Census Tract 190, Philadelphia County, Pennsylvania",8371,3198,8371,2816,1135,8371,42101,2671
42101019100,"Census Tract 191, Philadelphia County, Pennsylvania",8857,4134,8857,3819,1405,8784,42101,2973
42101019200,"Census Tract 192, Philadelphia County, Pennsylvania",9019,4337,9019,2865,1061,8940,42101,2243
42101019501,"Census Tract 195.01, Philadelphia County, Pennsylvania",4437,1993,4437,578,166,4426,42101,942
42101019502,"Census Tract 195.02, Philadelphia County, Pennsylvania",3649,1825,3649,832,395,3649,42101,736
42101019700,"Census Tract 197, Philadelphia County, Pennsylvania",6843,1326,6843,2911,221,6843,42101,1602
42101019800,"Census Tract 198, Philadelphia County, Pennsylvania",6970,1269,6970,2353,69,6947,42101,1413
42101019900,"Census Tract 199, Philadelphia County, Pennsylvania",4080,1038,4080,1588,107,4070,42101,830
42101020000,"Census Tract 200, Philadelphia County, Pennsylvania",1327,50,1327,1248,50,1327,42101,412
42101020101,"Census Tract 201.01, Philadelphia County, Pennsylvania",4025,127,4025,3903,97,3994,42101,1197
42101020102,"Census Tract 201.02, Philadelphia County, Pennsylvania",3083,8,3083,2957,8,3083,42101,1579
42101020200,"Census Tract 202, Philadelphia County, Pennsylvania",4358,216,4358,4192,197,4308,42101,1551
42101020300,"Census Tract 203, Philadelphia County, Pennsylvania",2906,62,2906,2712,58,2873,42101,999
42101020400,"Census Tract 204, Philadelphia County, Pennsylvania",2631,37,2631,2499,37,2631,42101,951
42101020500,"Census Tract 205, Philadelphia County, Pennsylvania",2759,131,2759,2723,131,2747,42101,745
42101020600,"Census Tract 206, Philadelphia County, Pennsylvania",1664,772,1664,1577,736,1496,42101,991
42101020700,"Census Tract 207, Philadelphia County, Pennsylvania",5675,4226,5675,5337,3989,5101,42101,4029
42101020800,"Census Tract 208, Philadelphia County, Pennsylvania",2196,1095,2196,2118,1069,1918,42101,1191
42101020900,"Census Tract 209, Philadelphia County, Pennsylvania",2932,2583,2932,2749,2541,2932,42101,2229
42101021000,"Census Tract 210, Philadelphia County, Pennsylvania",4990,4362,4990,4898,4293,4985,42101,3347
42101021100,"Census Tract 211, Philadelphia County, Pennsylvania",2496,2074,2496,2323,1952,2483,42101,2003
42101021200,"Census Tract 212, Philadelphia County, Pennsylvania",2440,1930,2440,2344,1851,2440,42101,1884
42101021300,"Census Tract 213, Philadelphia County, Pennsylvania",3814,3448,3814,3589,3302,3798,42101,2691
42101021400,"Census Tract 214, Philadelphia County, Pennsylvania",4475,3709,4475,4176,3512,4475,42101,2828
42101021500,"Census Tract 215, Philadelphia County, Pennsylvania",3865,3334,3865,3773,3275,3865,42101,2911
42101021600,"Census Tract 216, Philadelphia County, Pennsylvania",2174,1752,2174,2100,1701,2174,42101,1501
42101021700,"Census Tract 217, Philadelphia County, Pennsylvania",5850,5061,5850,5812,5038,5810,42101,4530
42101021800,"Census Tract 218, Philadelphia County, Pennsylvania",4358,2754,4358,4071,2670,4358,42101,2711
42101021900,"Census Tract 219, Philadelphia County, Pennsylvania",1508,1335,1508,1462,1300,1508,42101,1314
42101022000,"Census Tract 220, Philadelphia County, Pennsylvania",1772,1343,1772,1623,1272,1642,42101,1388
42101023100,"Census Tract 231, Philadelphia County, Pennsylvania",1374,1328,1374,1310,1280,1374,42101,1337
42101023500,"Census Tract 235, Philadelphia County, Pennsylvania",1308,758,1308,1308,758,1308,42101,1030
42101023600,"Census Tract 236, Philadelphia County, Pennsylvania",2450,1505,2450,2431,1495,2224,42101,1870
42101023700,"Census Tract 237, Philadelphia County, Pennsylvania",5300,1508,5300,5091,1429,5090,42101,4135
42101023800,"Census Tract 238, Philadelphia County, Pennsylvania",4153,1198,4153,4014,1114,3969,42101,2658
42101023900,"Census Tract 239, Philadelphia County, Pennsylvania",1252,441,1252,1163,391,1252,42101,522
42101024000,"Census Tract 240, Philadelphia County, Pennsylvania",3399,1237,3399,3270,1183,3387,42101,1857
42101024100,"Census Tract 241, Philadelphia County, Pennsylvania",1460,346,1460,1432,338,1265,42101,346
42101024200,"Census Tract 242, Philadelphia County, Pennsylvania",3275,369,3275,3150,369,3213,42101,1353
42101024300,"Census Tract 243, Philadelphia County, Pennsylvania",3275,520,3275,3247,492,3264,42101,1540
42101024400,"Census Tract 244, Philadelphia County, Pennsylvania",2799,193,2799,2593,193,2799,42101,1242
42101024500,"Census Tract 245, Philadelphia County, Pennsylvania",3615,317,3615,3530,302,3594,42101,927
42101024600,"Census Tract 246, Philadelphia County, Pennsylvania",2785,271,2785,2764,268,2690,42101,540
42101024700,"Census Tract 247, Philadelphia County, Pennsylvania",4274,281,4274,4188,264,4189,42101,1293
42101024800,"Census Tract 248, Philadelphia County, Pennsylvania",2205,37,2205,2187,32,2191,42101,1115
42101024900,"Census Tract 249, Philadelphia County, Pennsylvania",3171,30,3171,3096,18,3162,42101,1078
42101025200,"Census Tract 252, Philadelphia County, Pennsylvania",7366,512,7366,7209,440,7024,42101,2652
42101025300,"Census Tract 253, Philadelphia County, Pennsylvania",4180,180,4180,4090,173,4072,42101,2418
42101025400,"Census Tract 254, Philadelphia County, Pennsylvania",4163,450,4163,4100,399,4158,42101,3170
42101025500,"Census Tract 255, Philadelphia County, Pennsylvania",2755,837,2755,2518,757,2755,42101,2220
42101025600,"Census Tract 256, Philadelphia County, Pennsylvania",2760,1475,2760,2719,1474,2582,42101,2208
42101025700,"Census Tract 257, Philadelphia County, Pennsylvania",3770,1720,3770,3293,1552,3770,42101,2728
42101025800,"Census Tract 258, Philadelphia County, Pennsylvania",1718,67,1718,1712,67,1718,42101,1357
42101025900,"Census Tract 259, Philadelphia County, Pennsylvania",4854,35,4854,4808,16,4854,42101,3356
42101026000,"Census Tract 260, Philadelphia County, Pennsylvania",3047,145,3047,2908,101,3047,42101,1853
42101026100,"Census Tract 261, Philadelphia County, Pennsylvania",3588,147,3588,3556,115,3588,42101,1736
42101026200,"Census Tract 262, Philadelphia County, Pennsylvania",4304,68,4304,4257,50,4279,42101,2790
42101026301,"Census Tract 263.01, Philadelphia County, Pennsylvania",4007,18,4007,4007,18,4007,42101,2616
42101026302,"Census Tract 263.02, Philadelphia County, Pennsylvania",5701,98,5701,5659,76,5701,42101,3169
42101026400,"Census Tract 264, Philadelphia County, Pennsylvania",5835,83,5835,5639,2,5835,42101,3558
42101026500,"Census Tract 265, Philadelphia County, Pennsylvania",5106,93,5106,5009,90,5106,42101,2242
42101026600,"Census Tract 266, Philadelphia County, Pennsylvania",6218,23,6218,6098,22,6162,42101,3989
42101026700,"Census Tract 267, Philadelphia County, Pennsylvania",6147,42,6147,6137,32,6147,42101,2364
42101026800,"Census Tract 268, Philadelphia County, Pennsylvania",4554,281,4554,4410,247,4251,42101,2143
42101026900,"Census Tract 269, Philadelphia County, Pennsylvania",2224,483,2224,2010,373,1876,42101,1224
42101027000,"Census Tract 270, Philadelphia County, Pennsylvania",2975,334,2975,2964,325,2949,42101,2138
42101027100,"Census Tract 271, Philadelphia County, Pennsylvania",3106,146,3106,2765,116,3106,42101,1366
42101027200,"Census Tract 272, Philadelphia County, Pennsylvania",5049,461,5049,4823,343,5049,42101,3055
42101027300,"Census Tract 273, Philadelphia County, Pennsylvania",6815,743,6815,6004,310,6501,42101,3755
42101027401,"Census Tract 274.01, Philadelphia County, Pennsylvania",3329,533,3329,2951,302,3329,42101,1337
42101027402,"Census Tract 274.02, Philadelphia County, Pennsylvania",7241,347,7241,5300,290,7233,42101,2824
42101027500,"Census Tract 275, Philadelphia County, Pennsylvania",5309,465,5309,4598,303,5286,42101,2749
42101027600,"Census Tract 276, Philadelphia County, Pennsylvania",3589,59,3589,3577,57,3589,42101,1683
42101027700,"Census Tract 277, Philadelphia County, Pennsylvania",5118,148,5118,5074,148,5118,42101,2488
42101027800,"Census Tract 278, Philadelphia County, Pennsylvania",4507,340,4507,4211,129,4507,42101,2294
42101027901,"Census Tract 279.01, Philadelphia County, Pennsylvania",3661,123,3661,3524,92,3661,42101,1854
42101027902,"Census Tract 279.02, Philadelphia County, Pennsylvania",4304,1662,4304,4100,1543,2538,42101,1012
42101028000,"Census Tract 280, Philadelphia County, Pennsylvania",3986,31,3986,3875,31,3957,42101,1599
42101028100,"Census Tract 281, Philadelphia County, Pennsylvania",4452,370,4452,4251,180,4452,42101,2226
42101028200,"Census Tract 282, Philadelphia County, Pennsylvania",5530,392,5530,5093,209,5418,42101,2398
42101028300,"Census Tract 283, Philadelphia County, Pennsylvania",6582,178,6582,6285,38,6522,42101,2349
42101028400,"Census Tract 284, Philadelphia County, Pennsylvania",4714,487,4714,3828,117,4714,42101,1615
42101028500,"Census Tract 285, Philadelphia County, Pennsylvania",2886,544,2886,1748,19,2886,42101,923
42101028600,"Census Tract 286, Philadelphia County, Pennsylvania",7526,884,7526,5282,225,7526,42101,2724
42101028700,"Census Tract 287, Philadelphia County, Pennsylvania",2543,635,2543,775,58,2503,42101,886
42101028800,"Census Tract 288, Philadelphia County, Pennsylvania",4345,1087,4345,1954,291,4330,42101,1362
42101028901,"Census Tract 289.01, Philadelphia County, Pennsylvania",4434,1050,4434,1555,305,4423,42101,1399
42101028902,"Census Tract 289.02, Philadelphia County, Pennsylvania",6994,1327,6994,2155,359,6963,42101,2361
42101029000,"Census Tract 290, Philadelphia County, Pennsylvania",7118,1459,7118,4207,319,7118,42101,3219
42101029100,"Census Tract 291, Philadelphia County, Pennsylvania",4827,618,4827,3488,258,4827,42101,1525
42101029200,"Census Tract 292, Philadelphia County, Pennsylvania",4632,925,4632,2838,530,4616,42101,2593
42101029300,"Census Tract 293, Philadelphia County, Pennsylvania",3050,839,3050,1706,444,3035,42101,848
42101029400,"Census Tract 294, Philadelphia County, Pennsylvania",2886,903,2886,1722,388,2860,42101,447
42101029800,"Census Tract 298, Philadelphia County, Pennsylvania",5194,2176,5194,3619,1535,5162,42101,2324
42101029900,"Census Tract 299, Philadelphia County, Pennsylvania",4157,1570,4157,2988,874,4113,42101,939
42101030000,"Census Tract 300, Philadelphia County, Pennsylvania",7417,1527,7417,5592,623,7349,42101,2616
42101030100,"Census Tract 301, Philadelphia County, Pennsylvania",5703,1783,5703,4738,1420,5703,42101,2010
42101030200,"Census Tract 302, Philadelphia County, Pennsylvania",7697,2175,7697,5104,853,7665,42101,3877
42101030501,"Census Tract 305.01, Philadelphia County, Pennsylvania",5939,1608,5939,4556,1060,5934,42101,2436
42101030502,"Census Tract 305.02, Philadelphia County, Pennsylvania",6708,1147,6708,4759,725,6708,42101,3150
42101030600,"Census Tract 306, Philadelphia County, Pennsylvania",8015,3587,8015,5994,3173,7704,42101,5214
42101030700,"Census Tract 307, Philadelphia County, Pennsylvania",3897,2169,3897,3544,1878,3881,42101,2233
42101030800,"Census Tract 308, Philadelphia County, Pennsylvania",4855,2492,4855,3695,2017,4846,42101,2889
42101030900,"Census Tract 309, Philadelphia County, Pennsylvania",4427,1232,4427,3222,694,4427,42101,2019
42101031000,"Census Tract 310, Philadelphia County, Pennsylvania",8010,3408,8010,6398,2791,8010,42101,4206
42101031101,"Census Tract 311.01, Philadelphia County, Pennsylvania",5506,1607,5506,3828,695,5419,42101,2065
42101031102,"Census Tract 311.02, Philadelphia County, Pennsylvania",4364,819,4364,3245,394,4364,42101,2001
42101031200,"Census Tract 312, Philadelphia County, Pennsylvania",5229,1016,5229,3931,744,5229,42101,2215
42101031300,"Census Tract 313, Philadelphia County, Pennsylvania",6604,2436,6604,4510,1461,6590,42101,2614
42101031401,"Census Tract 314.01, Philadelphia County, Pennsylvania",7421,2214,7421,5457,1375,7421,42101,2708
42101031402,"Census Tract 314.02, Philadelphia County, Pennsylvania",5558,2279,5558,4286,1683,5533,42101,2130
42101031501,"Census Tract 315.01, Philadelphia County, Pennsylvania",6349,5275,6349,5603,4740,6349,42101,3840
42101031502,"Census Tract 315.02, Philadelphia County, Pennsylvania",3852,2665,3852,3648,2532,3823,42101,1805
42101031600,"Census Tract 316, Philadelphia County, Pennsylvania",6624,4095,6624,5583,3756,6608,42101,3350
42101031700,"Census Tract 317, Philadelphia County, Pennsylvania",5884,2485,5884,4438,1867,5884,42101,3614
42101031800,"Census Tract 318, Philadelphia County, Pennsylvania",3920,1445,3920,2708,911,3920,42101,1913
42101031900,"Census Tract 319, Philadelphia County, Pennsylvania",4938,2588,4938,3320,1854,4938,42101,2826
42101032000,"Census Tract 320, Philadelphia County, Pennsylvania",6237,4872,6237,4894,3890,6237,42101,3734
42101032100,"Census Tract 321, Philadelphia County, Pennsylvania",4265,2331,4265,2981,1825,4265,42101,1816
42101032300,"Census Tract 323, Philadelphia County, Pennsylvania",3074,1984,3074,2638,1764,3069,42101,1884
42101032500,"Census Tract 325, Philadelphia County, Pennsylvania",5818,3736,5818,5150,3338,5818,42101,3197
42101032600,"Census Tract 326, Philadelphia County, Pennsylvania",6532,4108,6532,4943,3583,6532,42101,3957
42101032900,"Census Tract 329, Philadelphia County, Pennsylvania",3188,2233,3188,2892,2075,3176,42101,1949
42101033000,"Census Tract 330, Philadelphia County, Pennsylvania",7231,5616,7231,6319,5030,7231,42101,3708
42101033101,"Census Tract 331.01, Philadelphia County, Pennsylvania",4768,4257,4768,4495,4033,4768,42101,3270
42101033102,"Census Tract 331.02, Philadelphia County, Pennsylvania",3628,3137,3628,3401,3040,3628,42101,2196
42101033200,"Census Tract 332, Philadelphia County, Pennsylvania",2691,2360,2691,2437,2183,2671,42101,2161
42101033300,"Census Tract 333, Philadelphia County, Pennsylvania",4234,3257,4234,3715,2872,3765,42101,2500
42101033400,"Census Tract 334, Philadelphia County, Pennsylvania",5565,3378,5565,4936,2990,5309,42101,3254
42101033500,"Census Tract 335, Philadelphia County, Pennsylvania",4090,2047,4090,3185,1814,4086,42101,2515
42101033600,"Census Tract 336, Philadelphia County, Pennsylvania",7509,5210,7509,6598,4860,7475,42101,4250
42101033701,"Census Tract 337.01, Philadelphia County, Pennsylvania",5552,3959,5552,5151,3830,5543,42101,2673
42101033702,"Census Tract 337.02, Philadelphia County, Pennsylvania",5230,3307,5230,5007,3149,5230,42101,3633
42101033800,"Census Tract 338, Philadelphia County, Pennsylvania",6274,4604,6274,5559,4195,6274,42101,4346
42101033900,"Census Tract 339, Philadelphia County, Pennsylvania",3413,2494,3413,3101,2259,3413,42101,2113
42101034000,"Census Tract 340, Philadelphia County, Pennsylvania",2957,2151,2957,2700,2011,2851,42101,2114
42101034100,"Census Tract 341, Philadelphia County, Pennsylvania",5891,5168,5891,5568,4863,5891,42101,4352
42101034200,"Census Tract 342, Philadelphia County, Pennsylvania",3463,2555,3463,3353,2518,3303,42101,2359
42101034400,"Census Tract 344, Philadelphia County, Pennsylvania",7967,6126,7967,7531,5943,7675,42101,6733
42101034501,"Census Tract 345.01, Philadelphia County, Pennsylvania",3482,2164,3482,3166,2030,3482,42101,1835
42101034502,"Census Tract 345.02, Philadelphia County, Pennsylvania",4989,3372,4989,4212,2743,4989,42101,3290
42101034600,"Census Tract 346, Philadelphia County, Pennsylvania",2664,1500,2664,2270,1238,2664,42101,1671
42101034701,"Census Tract 347.01, Philadelphia County, Pennsylvania",6382,4478,6382,5917,4140,6382,42101,4752
42101034702,"Census Tract 347.02, Philadelphia County, Pennsylvania",3963,3009,3963,3864,2985,3963,42101,3434
42101034801,"Census Tract 348.01, Philadelphia County, Pennsylvania",4465,3919,4465,4255,3777,4447,42101,3110
42101034802,"Census Tract 348.02, Philadelphia County, Pennsylvania",5527,3816,5527,5038,3445,5450,42101,3225
42101034803,"Census Tract 348.03, Philadelphia County, Pennsylvania",4267,3463,4267,3775,3309,4267,42101,3045
42101034900,"Census Tract 349, Philadelphia County, Pennsylvania",5437,3535,5437,4596,3280,5437,42101,3480
42101035100,"Census Tract 351, Philadelphia County, Pennsylvania",3985,3738,3985,3933,3700,3872,42101,2975
42101035200,"Census Tract 352, Philadelphia County, Pennsylvania",3986,3603,3986,3852,3497,3812,42101,3231
42101035301,"Census Tract 353.01, Philadelphia County, Pennsylvania",5306,4746,5306,4822,4384,5306,42101,4317
42101035302,"Census Tract 353.02, Philadelphia County, Pennsylvania",4396,3887,4396,4214,3716,4396,42101,3121
42101035500,"Census Tract 355, Philadelphia County, Pennsylvania",6966,5388,6966,6582,5284,6952,42101,4776
42101035601,"Census Tract 356.01, Philadelphia County, Pennsylvania",5318,4458,5318,5026,4182,5194,42101,4109
42101035602,"Census Tract 356.02, Philadelphia County, Pennsylvania",3268,2070,3268,3102,2037,3268,42101,2811
42101035701,"Census Tract 357.01, Philadelphia County, Pennsylvania",4562,2415,4562,4442,2388,4562,42101,2244
42101035702,"Census Tract 357.02, Philadelphia County, Pennsylvania",4239,3340,4239,3996,3196,4239,42101,1870
42101035800,"Census Tract 358, Philadelphia County, Pennsylvania",6749,5227,6749,6470,5026,6709,42101,4460
42101035900,"Census Tract 359, Philadelphia County, Pennsylvania",5070,4014,5070,4995,3939,5070,42101,3690
42101036000,"Census Tract 360, Philadelphia County, Pennsylvania",3128,1853,3128,3025,1773,2733,42101,2158
42101036100,"Census Tract 361, Philadelphia County, Pennsylvania",3756,3050,3756,3531,2992,3756,42101,2940
42045407805,"Census Tract 4078.05, Delaware County, Pennsylvania",1705,1612,1705,1688,1604,1705,42045,1599
42045407806,"Census Tract 4078.06, Delaware County, Pennsylvania",1624,1354,1624,1511,1241,1624,42045,1353
42045407901,"Census Tract 4079.01, Delaware County, Pennsylvania",3965,3617,3965,3917,3576,3962,42045,3762
42045407902,"Census Tract 4079.02, Delaware County, Pennsylvania",2774,2492,2774,2696,2414,2774,42045,2432
42045407903,"Census Tract 4079.03, Delaware County, Pennsylvania",3614,2711,3614,3548,2682,3596,42045,3142
42045408001,"Census Tract 4080.01, Delaware County, Pennsylvania",6477,5838,6477,6238,5599,6477,42045,5506
42045408002,"Census Tract 4080.02, Delaware County, Pennsylvania",3768,3469,3768,3768,3469,3712,42045,3269
42045408101,"Census Tract 4081.01, Delaware County, Pennsylvania",5521,4896,5521,5465,4874,4958,42045,4187
42045408102,"Census Tract 4081.02, Delaware County, Pennsylvania",3568,3043,3568,3503,3032,3552,42045,3170
42045408103,"Census Tract 4081.03, Delaware County, Pennsylvania",4315,3665,4315,4261,3655,4205,42045,3432
42045408300,"Census Tract 4083, Delaware County, Pennsylvania",4514,3890,4514,4388,3788,3165,42045,2845
42045408400,"Census Tract 4084, Delaware County, Pennsylvania",1809,1732,1809,1803,1726,1740,42045,1601
42045408500,"Census Tract 4085, Delaware County, Pennsylvania",4194,3722,4194,4129,3685,4194,42045,3838
42045408600,"Census Tract 4086, Delaware County, Pennsylvania",3438,3128,3438,3348,3086,3438,42045,3067
42045408700,"Census Tract 4087, Delaware County, Pennsylvania",4899,4418,4899,4765,4326,4860,42045,4488
42045408800,"Census Tract 4088, Delaware County, Pennsylvania",4838,3996,4838,4726,3922,4838,42045,4154
42045408900,"Census Tract 4089, Delaware County, Pennsylvania",2988,2617,2988,2988,2617,2988,42045,2806
42045409000,"Census Tract 4090, Delaware County, Pennsylvania",3640,3103,3640,3625,3103,3631,42045,3229
42045409100,"Census Tract 4091, Delaware County, Pennsylvania",4308,4117,4308,4219,4049,4308,42045,3766
42045409200,"Census Tract 4092, Delaware County, Pennsylvania",4065,3817,4065,3991,3743,4065,42045,3488
42045409300,"Census Tract 4093, Delaware County, Pennsylvania",2533,2376,2533,2510,2353,2533,42045,2192
42045409400,"Census Tract 4094, Delaware County, Pennsylvania",2945,2677,2945,2942,2674,2787,42045,2589
42045409500,"Census Tract 4095, Delaware County, Pennsylvania",4722,4328,4722,4670,4276,4701,42045,4235
42045409601,"Census Tract 4096.01, Delaware County, Pennsylvania",4806,3688,4806,4734,3649,4726,42045,4211
42045409602,"Census Tract 4096.02, Delaware County, Pennsylvania",4374,3584,4374,4052,3397,2892,42045,1883
42045409701,"Census Tract 4097.01, Delaware County, Pennsylvania",7217,5964,7217,7050,5823,5665,42045,5349
42045409702,"Census Tract 4097.02, Delaware County, Pennsylvania",2010,1774,2010,1926,1720,516,42045,427
42045409802,"Census Tract 4098.02, Delaware County, Pennsylvania",6358,5310,6358,6012,5117,4070,42045,3158
42045409803,"Census Tract 4098.03, Delaware County, Pennsylvania",6851,5884,6851,6582,5746,6743,42045,5587
42045409902,"Census Tract 4099.02, Delaware County, Pennsylvania",4959,4480,4959,4886,4438,4877,42045,3873
42045409903,"Census Tract 4099.03, Delaware County, Pennsylvania",4004,3659,4004,3874,3540,4004,42045,3509
42045409904,"Census Tract 4099.04, Delaware County, Pennsylvania",3594,3387,3594,3559,3354,3586,42045,3145
42045410000,"Census Tract 4100, Delaware County, Pennsylvania",4052,3558,4052,4052,3558,3975,42045,3673
42045410100,"Census Tract 4101, Delaware County, Pennsylvania",7771,6282,7771,7656,6224,6621,42045,5994
