GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Car, truck, or van:","Margin of Error; Total: - Car, truck, or van:","Estimate; Total: - Car, truck, or van: - Drove alone","Margin of Error; Total: - Car, truck, or van: - Drove alone","Estimate; Total: - Car, truck, or van: - Carpooled:","Margin of Error; Total: - Car, truck, or van: - Carpooled:","Estimate; Total: - Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Total: - Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Total: - Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Total: - Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Total: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool","Margin of Error; Total: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool",Estimate; Total: - Public transportation (excluding taxicab):,Margin of Error; Total: - Public transportation (excluding taxicab):,Estimate; Total: - Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Total: - Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Total: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Total: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Total: - Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Total: - Public transportation (excluding taxicab): - Subway or elevated,Estimate; Total: - Public transportation (excluding taxicab): - Railroad,Margin of Error; Total: - Public transportation (excluding taxicab): - Railroad,Estimate; Total: - Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Total: - Public transportation (excluding taxicab): - Ferryboat,Estimate; Total: - Bicycle,Margin of Error; Total: - Bicycle,Estimate; Total: - Walked,Margin of Error; Total: - Walked,"Estimate; Total: - Taxicab, motorcycle, or other means","Margin of Error; Total: - Taxicab, motorcycle, or other means",Estimate; Total: - Worked at home,Margin of Error; Total: - Worked at home
0500000US34015,34015,"Gloucester County, New Jersey",111557,5055,100487,5099,91631,4763,8856,1985,5879,1294,1709,788,1268,873,1807,763,1604,688,63,103,38,64,33,55,69,115,107,168,1477,501,1925,847,5754,1337
