GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Housing units with a mortgage:,Margin of Error; Housing units with a mortgage:,Estimate; Housing units with a mortgage: - Less than 10.0 percent,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units with a mortgage: - 50.0 percent or more,Margin of Error; Housing units with a mortgage: - 50.0 percent or more,Estimate; Housing units with a mortgage: - Not computed,Margin of Error; Housing units with a mortgage: - Not computed,Estimate; Housing units without a mortgage:,Margin of Error; Housing units without a mortgage:,Estimate; Housing units without a mortgage: - Less than 10.0 percent,Margin of Error; Housing units without a mortgage: - Less than 10.0 percent,Estimate; Housing units without a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units without a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units without a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units without a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units without a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units without a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units without a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units without a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units without a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units without a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units without a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units without a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units without a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units without a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units without a mortgage: - 50.0 percent or more,Margin of Error; Housing units without a mortgage: - 50.0 percent or more,Estimate; Housing units without a mortgage: - Not computed,Margin of Error; Housing units without a mortgage: - Not computed
0500000US34005,34005,"Burlington County, New Jersey",126351,2200,93471,2599,4102,1018,8266,1330,15690,1548,17372,1639,13337,1652,10433,1492,4655,1006,6944,1058,12466,1284,206,136,32880,1927,7545,1341,6722,875,4369,753,3264,665,1861,497,1757,529,1633,443,1805,615,3607,741,317,202
0500000US34007,34007,"Camden County, New Jersey",126421,2927,90207,2786,3787,933,7907,1095,14826,1575,13766,1583,12160,1419,8648,1346,5623,1028,7409,1369,15773,2089,308,227,36214,2308,6346,1104,7710,1209,5039,838,3202,661,2220,546,2405,706,1184,417,2486,563,4853,912,769,315
0500000US34015,34015,"Gloucester County, New Jersey",85156,1764,60735,1999,2546,715,5528,1009,10547,1449,12227,1522,6999,969,6265,1210,4573,826,4437,1035,7501,1293,112,138,24421,1772,5152,1008,3917,864,4331,959,3115,658,2071,631,969,336,1081,451,1159,446,2468,579,158,110
0500000US34021,34021,"Mercer County, New Jersey",86024,2925,60146,2722,2303,678,5969,1139,10200,1666,9862,1434,9027,1579,5846,1115,4254,1002,4316,906,8096,1320,273,260,25878,1892,7312,1318,4804,909,3467,748,2652,661,1278,580,1486,497,1196,456,1242,496,2387,552,54,89
0500000US42017,42017,"Bucks County, Pennsylvania",180105,2987,125647,3111,5700,1036,13338,1627,20954,2156,24167,2072,17619,2008,11900,1433,7454,1105,9251,1498,14919,1648,345,266,54458,2679,15923,1490,10075,1210,6367,910,4572,835,4013,1111,2930,803,2797,813,2526,582,4332,918,923,418
0500000US42029,42029,"Chester County, Pennsylvania",140493,2704,102487,3207,4966,849,14369,1718,19401,1803,16679,1690,12276,1435,10212,1339,5648,895,6696,1242,11556,1440,684,323,38006,2082,12408,1345,7638,1161,4874,819,2828,645,2397,550,1267,409,1301,395,1116,391,3797,866,380,217
0500000US42045,42045,"Delaware County, Pennsylvania",140093,3010,95031,2840,4060,813,13293,1434,17676,1674,15225,1208,11219,1382,7638,1189,5398,944,6499,1024,13770,1752,253,210,45062,2504,14149,1273,8403,1158,5618,975,4494,799,2513,608,2295,565,1446,515,2122,638,3664,878,358,250
0500000US42091,42091,"Montgomery County, Pennsylvania",221750,3757,157321,3926,9602,1186,20165,1680,30333,2296,27809,2000,20613,1817,14131,1645,8201,1102,9357,1167,16611,1599,499,331,64429,2602,21196,1770,11743,1102,7745,1079,5998,1024,4223,796,2916,481,1974,609,2773,599,5323,1150,538,235
0500000US42101,42101,"Philadelphia County, Pennsylvania",302551,6569,178673,5580,10781,1592,22730,2232,29150,2566,27348,2099,19296,2168,13506,1660,9674,1676,12515,1887,31743,2671,1930,766,123878,4580,37772,2580,20895,2012,16786,1919,12357,1481,8539,1308,5225,1136,3943,813,5014,1133,11413,1589,1934,614
