GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Housing units with a mortgage:,Margin of Error; Housing units with a mortgage:,Estimate; Housing units with a mortgage: - Less than 10.0 percent,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units with a mortgage: - 50.0 percent or more,Margin of Error; Housing units with a mortgage: - 50.0 percent or more,Estimate; Housing units with a mortgage: - Not computed,Margin of Error; Housing units with a mortgage: - Not computed,Estimate; Housing units without a mortgage:,Margin of Error; Housing units without a mortgage:,Estimate; Housing units without a mortgage: - Less than 10.0 percent,Margin of Error; Housing units without a mortgage: - Less than 10.0 percent,Estimate; Housing units without a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units without a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units without a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units without a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units without a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units without a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units without a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units without a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units without a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units without a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units without a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units without a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units without a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units without a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units without a mortgage: - 50.0 percent or more,Margin of Error; Housing units without a mortgage: - 50.0 percent or more,Estimate; Housing units without a mortgage: - Not computed,Margin of Error; Housing units without a mortgage: - Not computed
0500000US34005,34005,"Burlington County, New Jersey",125711,2727,87753,3015,4923,883,12717,1326,15879,1754,15705,1702,10813,1442,6487,999,5187,1018,6048,1095,9646,1480,348,323,37958,2193,10212,1311,7406,931,5575,925,3875,806,3096,684,1734,546,970,352,1790,589,3235,645,65,105
0500000US34007,34007,"Camden County, New Jersey",125281,3437,87516,3179,4145,1235,10822,1534,17020,1798,15337,1691,10173,1464,6207,1223,5484,1053,6572,1464,11363,1402,393,320,37765,2164,8215,1049,8114,1002,4769,1084,3848,868,2133,603,2622,780,1412,498,2075,703,4214,824,363,304
0500000US34015,34015,"Gloucester County, New Jersey",82966,2199,57380,2473,1625,516,7050,1089,11971,1486,10377,1468,6463,1218,5293,1050,2963,815,3776,948,7614,1390,248,246,25586,2165,5881,1081,5291,919,3892,993,2318,552,1493,457,1209,479,1093,412,999,561,2923,854,487,454
0500000US34021,34021,"Mercer County, New Jersey",80834,2368,55785,2293,2424,669,6577,1069,9770,1479,10700,1482,9559,1709,5149,1320,3228,915,2518,666,5715,1141,145,202,25049,1792,7797,1137,5426,1162,3541,881,1869,515,1405,494,957,576,743,340,645,310,2354,561,312,290
0500000US42017,42017,"Bucks County, Pennsylvania",179174,3440,123212,3265,7213,1219,17926,1771,26338,2227,21080,1744,14274,1744,9255,1374,6261,1438,7266,1176,13162,1643,437,408,55962,3054,18942,1652,9920,1308,6873,1106,4411,884,3897,816,2336,606,1854,751,2250,697,4732,1047,747,429
0500000US42029,42029,"Chester County, Pennsylvania",138679,2823,99419,3164,7120,1112,17622,1728,19967,1933,16831,1895,12067,1388,6341,1069,4713,995,5757,1171,8609,1224,392,239,39260,2289,15283,1445,6858,943,4510,862,3536,835,1905,473,1391,516,861,377,2174,728,2324,596,418,244
0500000US42045,42045,"Delaware County, Pennsylvania",138062,3066,89260,2973,6097,1207,15301,1436,18102,1853,16117,1928,8414,1258,5217,963,3559,783,5747,1183,10225,1294,481,351,48802,2390,16899,1585,9230,1266,5583,913,3747,778,2851,650,2152,595,1524,497,1980,759,3875,817,961,668
0500000US42091,42091,"Montgomery County, Pennsylvania",222327,3281,153584,3554,10406,1156,25329,2053,34033,2249,25086,2122,16875,1665,10783,1342,5481,990,9268,1309,16072,2063,251,198,68743,2453,27304,1651,12622,1210,8209,1121,4643,813,3561,773,1699,543,2340,632,2361,667,5433,909,571,380
0500000US42101,42101,"Philadelphia County, Pennsylvania",302498,6177,179235,5471,13387,1309,30406,2466,31451,2418,22797,2206,16296,1732,12336,1914,8050,1322,10578,1939,30076,2600,3858,1195,123263,4634,42877,2985,21433,2025,13999,2040,9102,1490,8307,1307,4463,1079,3889,890,3817,1004,8815,1492,6561,1460
