GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Housing units with a mortgage:,Margin of Error; Housing units with a mortgage:,Estimate; Housing units with a mortgage: - Less than 10.0 percent,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units with a mortgage: - 50.0 percent or more,Margin of Error; Housing units with a mortgage: - 50.0 percent or more,Estimate; Housing units with a mortgage: - Not computed,Margin of Error; Housing units with a mortgage: - Not computed,Estimate; Housing units without a mortgage:,Margin of Error; Housing units without a mortgage:,Estimate; Housing units without a mortgage: - Less than 10.0 percent,Margin of Error; Housing units without a mortgage: - Less than 10.0 percent,Estimate; Housing units without a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units without a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units without a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units without a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units without a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units without a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units without a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units without a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units without a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units without a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units without a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units without a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units without a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units without a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units without a mortgage: - 50.0 percent or more,Margin of Error; Housing units without a mortgage: - 50.0 percent or more,Estimate; Housing units without a mortgage: - Not computed,Margin of Error; Housing units without a mortgage: - Not computed
0500000US34005,34005,"Burlington County, New Jersey",123012,2326,85054,3086,4205,1084,12312,1315,17123,1821,14121,1754,10189,1331,7613,1228,4328,1017,5072,1076,9934,1525,157,221,37958,2558,10100,1410,8837,1271,4801,885,2594,632,2833,918,1831,704,1343,566,1752,499,3610,996,257,161
0500000US34007,34007,"Camden County, New Jersey",125863,3296,88098,3420,3440,773,13126,1888,18311,1837,13449,1671,10824,1932,7070,1268,5240,1195,5316,1029,10951,1722,371,244,37765,2150,8718,1205,7815,1266,5811,924,3907,987,2660,903,1253,609,1525,497,1259,426,4445,916,372,230
0500000US34015,34015,"Gloucester County, New Jersey",85189,2295,59619,2522,2674,817,8290,1150,13635,1631,10411,1212,8880,1511,5631,1209,2034,600,2648,808,5299,1041,117,140,25570,2055,6341,1135,5046,1066,3684,870,1853,595,2302,650,1126,463,1718,624,1633,644,1842,621,25,44
0500000US34021,34021,"Mercer County, New Jersey",81741,2660,54520,2881,2753,755,6699,1265,10296,1432,10235,1520,7195,1265,3256,805,2480,836,3407,941,7843,1644,356,337,27221,2038,7836,1179,5896,998,3122,748,3082,966,1422,632,1834,859,495,316,718,344,2450,781,366,237
0500000US42017,42017,"Bucks County, Pennsylvania",185263,3141,125453,3958,8350,1182,21853,2130,26014,2418,20628,2060,12556,1419,10044,1600,5234,996,7083,1233,13089,1951,602,461,59810,2796,21414,1738,12211,1470,5893,1166,4313,921,2971,892,2820,762,2723,830,1777,658,4543,1099,1145,609
0500000US42029,42029,"Chester County, Pennsylvania",142912,2444,101029,2458,7975,1157,17641,1527,22245,1766,17030,1824,11567,1602,7889,1399,3062,699,4380,934,9122,1481,118,114,41883,2338,17238,1733,7711,1142,4346,728,2635,654,1719,599,2194,648,1311,524,1233,623,3033,874,463,290
0500000US42045,42045,"Delaware County, Pennsylvania",143149,3422,94887,3664,6868,1276,18339,1906,19518,1936,15818,1962,9362,1352,6570,1151,3950,819,4663,1324,9229,1539,570,326,48262,2559,17775,1970,9003,1402,5169,1047,4350,1069,2363,582,2131,613,1363,542,2309,599,3123,786,676,295
0500000US42091,42091,"Montgomery County, Pennsylvania",225591,3440,155780,3491,13602,1639,26788,2152,33142,2370,26731,2406,15752,1788,12077,1987,6753,1191,7498,1344,12760,1644,677,399,69811,3195,29953,2159,12692,1577,7162,1207,4967,1019,2442,816,2750,729,1376,413,2897,771,4843,1024,729,348
0500000US42101,42101,"Philadelphia County, Pennsylvania",296863,6050,178805,6045,17873,2150,33092,3080,29034,3139,21612,2284,17731,2240,11931,2040,7190,1597,9600,1519,27219,2890,3523,1123,118058,4736,41404,2722,18773,2246,14929,2018,10636,1789,5711,1016,4227,1082,3876,941,3116,1035,9300,1439,6086,1554
