GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Housing units with a mortgage:,Margin of Error; Housing units with a mortgage:,Estimate; Housing units with a mortgage: - Less than 10.0 percent,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units with a mortgage: - 50.0 percent or more,Margin of Error; Housing units with a mortgage: - 50.0 percent or more,Estimate; Housing units with a mortgage: - Not computed,Margin of Error; Housing units with a mortgage: - Not computed,Estimate; Housing units without a mortgage:,Margin of Error; Housing units without a mortgage:,Estimate; Housing units without a mortgage: - Less than 10.0 percent,Margin of Error; Housing units without a mortgage: - Less than 10.0 percent,Estimate; Housing units without a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units without a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units without a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units without a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units without a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units without a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units without a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units without a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units without a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units without a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units without a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units without a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units without a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units without a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units without a mortgage: - 50.0 percent or more,Margin of Error; Housing units without a mortgage: - 50.0 percent or more,Estimate; Housing units without a mortgage: - Not computed,Margin of Error; Housing units without a mortgage: - Not computed
0500000US34005,34005,"Burlington County, New Jersey",119488,2931,83306,2844,3463,793,9047,1186,16014,1366,12791,1340,10192,1251,6812,1130,6159,1036,5817,1153,12907,1694,104,101,36182,2062,8183,917,8200,997,4976,1042,3773,825,2104,525,1881,622,1477,442,1655,509,3749,860,184,141
0500000US34007,34007,"Camden County, New Jersey",123985,3439,85025,3239,3588,917,10392,1313,14211,1525,15250,1533,10661,1463,7724,1412,5671,991,5635,1303,11619,1661,274,223,38960,1988,8582,1208,7847,1114,5516,847,3010,629,2660,637,2060,587,1401,479,2216,590,4950,927,718,313
0500000US34015,34015,"Gloucester County, New Jersey",81254,2572,58473,2638,1559,606,7617,1288,9712,1464,11368,1685,8836,1487,5012,828,3571,938,3858,891,6462,1138,478,348,22781,2021,4603,839,4282,819,3600,841,2723,694,1573,445,1097,364,1105,502,1096,384,2550,784,152,128
0500000US34021,34021,"Mercer County, New Jersey",80484,2329,54475,2468,2884,649,6574,997,9515,1230,10374,1546,6675,1201,5766,978,2714,803,4013,1046,5871,1001,89,138,26009,1930,5532,969,6260,1287,3925,780,2575,812,1802,634,836,494,620,354,1200,486,3175,794,84,101
0500000US42017,42017,"Bucks County, Pennsylvania",176323,3316,119297,3720,6605,1093,17583,1455,23470,2421,18800,1943,15446,1778,9262,1333,6469,1261,7366,1256,14057,1829,239,150,57026,2562,19024,2045,11438,1455,6650,1007,4071,865,3108,757,2488,774,1860,482,1746,497,6215,1308,426,252
0500000US42029,42029,"Chester County, Pennsylvania",142324,2778,97424,2517,6573,1005,15788,1550,21097,1871,15950,1341,11294,1444,6380,962,5160,886,5389,997,9452,1137,341,260,44900,2161,17234,1610,8373,1213,4219,842,3874,822,2967,795,2050,583,914,481,1393,506,3465,653,411,324
0500000US42045,42045,"Delaware County, Pennsylvania",142638,3488,95400,3401,5767,917,13148,1536,19329,2089,16457,1654,11167,1299,7422,1104,4728,958,5168,1058,11720,1490,494,417,47238,2204,16473,1491,9102,1198,4547,892,4130,823,3056,881,1886,611,1008,336,2135,628,4490,961,411,235
0500000US42091,42091,"Montgomery County, Pennsylvania",224867,4040,156394,3716,11008,1387,24302,1835,33976,1950,25875,2103,17511,1725,12226,1438,7407,1044,8654,1108,14955,1591,480,282,68473,2684,25550,1855,13794,1300,6864,835,5791,944,3201,696,2626,635,2703,637,2204,643,5332,973,408,236
0500000US42101,42101,"Philadelphia County, Pennsylvania",306207,6006,183610,5413,12782,1641,28622,2532,30397,2702,26808,2837,18872,2071,13087,2095,9362,1554,11452,1929,30731,2681,1497,546,122597,4996,43088,3473,22123,1881,13924,1537,9428,1430,6479,1304,5521,1048,3307,835,4848,1196,11192,1614,2687,831
