GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Housing units with a mortgage:,Margin of Error; Housing units with a mortgage:,Estimate; Housing units with a mortgage: - Less than 10.0 percent,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units with a mortgage: - 50.0 percent or more,Margin of Error; Housing units with a mortgage: - 50.0 percent or more,Estimate; Housing units with a mortgage: - Not computed,Margin of Error; Housing units with a mortgage: - Not computed,Estimate; Housing units without a mortgage:,Margin of Error; Housing units without a mortgage:,Estimate; Housing units without a mortgage: - Less than 10.0 percent,Margin of Error; Housing units without a mortgage: - Less than 10.0 percent,Estimate; Housing units without a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units without a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units without a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units without a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units without a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units without a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units without a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units without a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units without a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units without a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units without a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units without a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units without a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units without a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units without a mortgage: - 50.0 percent or more,Margin of Error; Housing units without a mortgage: - 50.0 percent or more,Estimate; Housing units without a mortgage: - Not computed,Margin of Error; Housing units without a mortgage: - Not computed
0500000US34005,34005,"Burlington County, New Jersey",128053,2442,94974,2786,2760,779,7777,1081,14588,1841,16324,1756,11721,1492,11212,1334,8522,1423,9785,1297,12235,1665,50,81,33079,2055,6381,1072,7629,1087,5013,851,3217,644,2305,666,2305,521,1790,541,1148,453,3036,626,255,176
0500000US34007,34007,"Camden County, New Jersey",134155,2896,96475,3267,2668,635,9891,1407,16300,1895,15890,1768,13606,1629,10033,1420,6513,1202,7940,1339,13324,1577,310,226,37680,2207,8243,1002,6594,1089,5300,1083,3662,1016,2831,729,2129,656,2256,622,2311,619,4212,914,142,124
0500000US34015,34015,"Gloucester County, New Jersey",81394,2096,61424,2134,2162,633,6254,887,8805,1192,10493,1202,9532,1245,6193,1201,4332,810,5872,1107,7565,1337,216,174,19970,1586,3785,991,3379,711,2894,718,2635,641,1968,628,1280,493,888,352,742,325,2246,600,153,143
0500000US34021,34021,"Mercer County, New Jersey",87262,2549,59653,2518,2634,654,5386,1143,8225,1368,11509,1509,7442,1218,5554,1057,4296,910,5107,1000,9251,1836,249,260,27609,1822,6314,1189,6201,1042,4534,865,2433,570,1565,638,1074,502,1130,542,1207,464,3151,831,0,273
0500000US42017,42017,"Bucks County, Pennsylvania",176174,3116,130525,3353,4950,951,14114,1548,22492,2184,24168,2013,18565,1917,12712,1598,9617,1425,9913,1343,13490,1790,504,316,45649,2280,13224,1408,8295,1152,5869,790,4068,898,3049,805,2507,675,2426,731,2268,658,3728,820,215,181
0500000US42029,42029,"Chester County, Pennsylvania",134823,2528,100864,2917,5505,910,13435,1522,17977,1785,16907,1656,14246,1415,8414,1143,6245,1060,7084,1168,10767,1331,284,195,33959,2187,12535,1200,6271,1003,4323,870,2915,674,1297,514,1202,365,1317,444,1682,536,2195,633,222,168
0500000US42045,42045,"Delaware County, Pennsylvania",149241,3061,103311,3245,4995,1166,12633,1557,16680,2026,19511,1826,13602,1683,8794,1430,6917,1243,6220,1007,13674,1521,285,204,45930,2225,11657,1661,8439,933,5327,855,5835,879,3878,745,2056,576,1023,326,2403,713,4938,839,374,289
0500000US42091,42091,"Montgomery County, Pennsylvania",225929,3448,164356,3629,7355,1240,21220,2194,29016,2114,26752,2267,21637,1925,16500,1773,10184,1211,12476,1556,18750,1488,466,371,61573,2883,18197,1880,12530,1237,7974,1017,5107,807,3647,808,2439,794,2502,538,3456,796,5203,824,518,424
0500000US42101,42101,"Philadelphia County, Pennsylvania",322725,6925,187250,6251,9750,1514,23436,2425,30870,2674,26120,2553,21996,2485,14664,1895,11681,1899,13969,2094,32177,2762,2587,854,135475,4738,36935,2794,24183,2168,17406,1978,12773,1630,9319,1439,5386,927,5586,1206,7088,1426,13568,1828,3231,922
