GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Housing units with a mortgage:,Margin of Error; Housing units with a mortgage:,Estimate; Housing units with a mortgage: - Less than 10.0 percent,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units with a mortgage: - 50.0 percent or more,Margin of Error; Housing units with a mortgage: - 50.0 percent or more,Estimate; Housing units with a mortgage: - Not computed,Margin of Error; Housing units with a mortgage: - Not computed,Estimate; Housing units without a mortgage:,Margin of Error; Housing units without a mortgage:,Estimate; Housing units without a mortgage: - Less than 10.0 percent,Margin of Error; Housing units without a mortgage: - Less than 10.0 percent,Estimate; Housing units without a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units without a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units without a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units without a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units without a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units without a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units without a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units without a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units without a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units without a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units without a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units without a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units without a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units without a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units without a mortgage: - 50.0 percent or more,Margin of Error; Housing units without a mortgage: - 50.0 percent or more,Estimate; Housing units without a mortgage: - Not computed,Margin of Error; Housing units without a mortgage: - Not computed
0500000US34005,34005,"Burlington County, New Jersey",127368,2782,92060,2713,4053,769,10750,1273,14071,1419,16933,1901,13139,1580,8539,1164,6238,1343,6964,1259,10920,1480,453,253,35308,2183,9141,1340,7708,1121,4617,842,3183,733,2683,753,1435,444,1225,479,1923,606,3220,790,173,163
0500000US34007,34007,"Camden County, New Jersey",122583,3372,86110,2816,3523,935,10263,1415,12944,1535,16248,1545,10918,1707,7872,1387,5522,955,6047,1144,12224,1513,549,430,36473,2241,7256,1250,7074,1094,4745,841,4153,852,2203,485,1672,469,1533,637,2884,713,4695,881,258,193
0500000US34015,34015,"Gloucester County, New Jersey",80754,2257,57591,2256,2042,625,6662,1085,9714,1207,11787,1478,6254,993,5230,992,3544,857,4185,989,7767,1257,406,293,23163,1646,5226,913,5120,913,3597,790,2209,546,1274,529,1277,436,1332,479,1139,429,1839,532,150,150
0500000US34021,34021,"Mercer County, New Jersey",84223,2934,59782,2351,2758,644,7435,1469,10239,1595,9442,1253,7409,1226,5708,1200,4616,1041,3599,932,8073,1519,503,456,24441,2129,6284,1181,4900,1082,3492,891,2547,840,2010,763,768,343,865,383,1627,656,1863,612,85,138
0500000US42017,42017,"Bucks County, Pennsylvania",175005,3581,120146,3747,7496,1241,15099,1586,21518,1935,19665,1783,15138,1486,10011,1364,6174,1030,9453,1543,15396,1856,196,166,54859,2544,16596,1458,11568,1518,6387,978,5049,1046,3468,891,2385,682,1902,571,2133,705,5060,1026,311,285
0500000US42029,42029,"Chester County, Pennsylvania",137933,2804,99308,3205,8151,934,12330,1431,21291,1981,15619,1745,10735,1460,8741,1408,5257,1001,5517,1189,11379,1396,288,252,38625,1861,15258,1468,6965,999,5049,981,2707,735,1779,476,1193,462,986,335,1411,524,2874,663,403,258
0500000US42045,42045,"Delaware County, Pennsylvania",138143,3243,94813,3022,6627,1003,12891,1628,16384,1763,17923,1563,9762,1270,8571,1322,5647,1065,5316,1045,11157,1440,535,500,43330,2327,13185,1317,8488,1013,4241,706,4326,847,2729,845,1881,678,1683,669,1887,531,4423,912,487,292
0500000US42091,42091,"Montgomery County, Pennsylvania",221650,3148,155557,3594,12000,1763,21648,2069,28962,2229,26281,2037,18849,1797,10616,1242,6630,1017,10387,1568,19662,1981,522,289,66093,2645,24949,2114,11277,1305,7859,1029,4839,773,3808,609,2320,485,2315,511,1872,505,5897,1016,957,369
0500000US42101,42101,"Philadelphia County, Pennsylvania",297098,6044,179405,4988,11159,1432,25789,2714,29192,2447,23528,2193,20569,2460,13095,1706,9029,1556,12944,1656,31946,2804,2154,734,117693,4513,36756,2791,21627,2309,15826,1821,9269,1329,7574,1431,5309,1200,4778,1083,4653,1110,9749,1398,2152,810
