GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Housing units with a mortgage:,Margin of Error; Housing units with a mortgage:,Estimate; Housing units with a mortgage: - Less than 10.0 percent,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units with a mortgage: - 50.0 percent or more,Margin of Error; Housing units with a mortgage: - 50.0 percent or more,Estimate; Housing units with a mortgage: - Not computed,Margin of Error; Housing units with a mortgage: - Not computed,Estimate; Housing units without a mortgage:,Margin of Error; Housing units without a mortgage:,Estimate; Housing units without a mortgage: - Less than 10.0 percent,Margin of Error; Housing units without a mortgage: - Less than 10.0 percent,Estimate; Housing units without a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units without a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units without a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units without a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units without a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units without a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units without a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units without a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units without a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units without a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units without a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units without a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units without a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units without a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units without a mortgage: - 50.0 percent or more,Margin of Error; Housing units without a mortgage: - 50.0 percent or more,Estimate; Housing units without a mortgage: - Not computed,Margin of Error; Housing units without a mortgage: - Not computed
0500000US34005,34005,"Burlington County, New Jersey",130118,2511,98710,2703,3621,825,8959,1239,14001,1713,16548,1969,14433,1475,9274,1356,8134,1360,8970,1585,14560,1569,210,317,31408,2136,6724,850,6846,1110,4443,670,3399,790,1736,506,1449,442,1640,534,1571,518,3392,827,208,175
0500000US34007,34007,"Camden County, New Jersey",132436,3145,97515,3218,3280,832,10298,1263,15390,1692,16688,1844,13075,1444,9140,1363,6979,1278,7710,1341,14814,1738,141,136,34921,2480,6631,1028,6328,1165,5886,1319,2975,779,2936,883,2017,651,1483,489,1878,500,4515,963,272,354
0500000US34015,34015,"Gloucester County, New Jersey",81322,2341,61933,2352,1762,619,4898,826,9028,1316,11182,1580,8374,1143,8013,1281,4098,1009,5189,1048,9118,1579,271,210,19389,1776,3576,925,3886,847,2936,640,2044,602,1935,756,837,387,817,368,812,379,2546,701,0,277
0500000US34021,34021,"Mercer County, New Jersey",86375,2651,63286,2684,3385,883,6837,1393,10402,1470,11533,1588,8164,1246,5106,1107,3482,936,5978,1188,7908,1312,491,468,23089,1775,5178,851,4626,1016,3756,783,2221,697,1708,496,940,375,979,509,984,443,2625,698,72,118
0500000US42017,42017,"Bucks County, Pennsylvania",176482,3613,125399,3142,4360,1057,12473,1315,21080,2025,22654,1962,17670,1328,13121,1834,8753,1406,8696,1175,16334,1698,258,178,51083,2901,16203,1899,10118,1737,7575,1050,4154,860,3531,983,2217,617,1619,521,2497,662,2865,749,304,192
0500000US42029,42029,"Chester County, Pennsylvania",138772,3174,108386,3419,6646,1263,12066,1426,18677,1552,17825,1718,13888,1552,10346,1370,8259,1130,8473,1328,12150,1529,56,72,30386,1991,11355,1388,4968,872,3915,760,2400,641,1859,588,2088,608,664,334,987,427,1867,616,283,220
0500000US42045,42045,"Delaware County, Pennsylvania",146118,2755,103650,3174,5805,1014,12258,1397,17681,1775,16857,1958,12925,1281,11059,1401,6923,1068,6695,1126,13234,1688,213,213,42468,2494,12971,1433,9471,1302,5211,854,3651,908,2137,544,1724,546,1253,442,2333,705,3380,828,337,293
0500000US42091,42091,"Montgomery County, Pennsylvania",220820,3880,159133,3659,9128,1158,20098,2154,27332,2368,25608,2250,22247,1660,16367,1819,9781,1058,10400,1379,17706,1738,466,309,61687,2728,21226,1926,12929,1531,7526,1073,5730,1063,3427,700,2263,551,1351,430,1986,579,4530,861,719,508
0500000US42101,42101,"Philadelphia County, Pennsylvania",325179,8123,193956,5975,11666,1771,24386,2375,29746,2820,30110,2864,21651,2377,14723,2132,12004,1947,13292,1765,35012,3367,1366,751,131223,5713,35860,3242,24507,2482,15260,1934,13089,1657,9017,1522,5490,1204,4245,838,7488,1413,13142,1954,3125,1013
