GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Housing units with a mortgage:,Margin of Error; Housing units with a mortgage:,Estimate; Housing units with a mortgage: - Less than 10.0 percent,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units with a mortgage: - 50.0 percent or more,Margin of Error; Housing units with a mortgage: - 50.0 percent or more,Estimate; Housing units with a mortgage: - Not computed,Margin of Error; Housing units with a mortgage: - Not computed,Estimate; Housing units without a mortgage:,Margin of Error; Housing units without a mortgage:,Estimate; Housing units without a mortgage: - Less than 10.0 percent,Margin of Error; Housing units without a mortgage: - Less than 10.0 percent,Estimate; Housing units without a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units without a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units without a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units without a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units without a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units without a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units without a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units without a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units without a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units without a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units without a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units without a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units without a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units without a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units without a mortgage: - 50.0 percent or more,Margin of Error; Housing units without a mortgage: - 50.0 percent or more,Estimate; Housing units without a mortgage: - Not computed,Margin of Error; Housing units without a mortgage: - Not computed
0500000US34005,34005,"Burlington County, New Jersey",127371,2640,91624,2491,3160,848,7458,1159,16068,1911,15117,1798,11233,1348,10166,1640,6775,1378,7859,1122,13381,1618,407,308,35747,2024,7627,1028,7394,1078,5970,1065,3422,611,2415,577,2094,503,1307,460,1936,613,3180,580,402,357
0500000US34007,34007,"Camden County, New Jersey",125784,3132,92621,2978,2559,726,7153,1037,14568,1500,15512,1761,11992,1235,9915,1268,7398,1084,6660,1086,16597,2123,267,239,33163,2043,5052,796,5764,861,4938,962,3973,969,2008,591,2255,581,2087,605,2014,611,4961,961,111,127
0500000US34015,34015,"Gloucester County, New Jersey",82427,2266,59867,2158,2058,787,4702,867,10736,1427,9126,1155,9107,1232,7027,1318,4182,779,5210,1120,7638,1259,81,134,22560,1877,4839,935,4152,927,4076,1159,1935,610,1250,381,1153,432,944,494,1285,474,2641,679,285,298
0500000US34021,34021,"Mercer County, New Jersey",85864,2844,61761,3090,2202,901,5445,1118,10512,1671,11919,1652,8720,1480,5227,1019,5028,1023,4801,975,7907,1475,0,198,24103,1776,5793,1135,5743,1047,3186,801,1903,546,1130,415,1303,497,781,366,800,336,3152,811,312,225
0500000US42017,42017,"Bucks County, Pennsylvania",177578,3177,124102,3269,3821,824,13464,1605,18423,1725,22764,2278,14995,1793,12695,1623,9468,1548,11086,1678,16771,2345,615,444,53476,2651,15083,1491,9854,1275,6533,950,6179,1327,3324,976,2315,681,1667,526,2551,609,5527,1154,443,294
0500000US42029,42029,"Chester County, Pennsylvania",134945,2794,98552,3127,4196,837,11034,1382,17881,2141,16580,2116,13090,1604,9647,1618,7167,1280,5755,1043,12781,1570,421,318,36393,2180,11915,1386,7510,1107,4357,830,3067,695,1616,461,1836,503,1119,422,1582,531,3141,842,250,250
0500000US42045,42045,"Delaware County, Pennsylvania",144047,2978,98426,2802,4307,816,11575,1334,15998,1630,15857,1663,13213,1591,7925,1282,6804,1160,8026,1351,14406,1686,315,218,45621,2277,13663,1567,7972,1043,5915,986,3685,760,2852,610,2259,492,1208,423,2879,743,4554,940,634,331
0500000US42091,42091,"Montgomery County, Pennsylvania",222412,3733,158452,3488,7941,1164,17695,1439,27825,2282,26991,1905,21293,1915,14203,1476,8962,1503,12120,1710,21013,1822,409,259,63960,2656,21708,1633,11668,1110,8467,1214,5209,950,3470,789,2915,654,1836,576,2434,594,5744,986,509,299
0500000US42101,42101,"Philadelphia County, Pennsylvania",311303,7659,186560,6190,8675,1508,23645,2534,27930,2668,27937,2607,18512,2402,15053,2163,11913,1782,15537,1906,34837,3183,2521,975,124743,4698,38068,2908,20970,2226,13263,1759,11996,1732,8956,1464,6552,1332,3657,967,5839,1397,12236,1868,3206,1078
