GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Housing units with a mortgage:,Margin of Error; Housing units with a mortgage:,Estimate; Housing units with a mortgage: - Less than 10.0 percent,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units with a mortgage: - 50.0 percent or more,Margin of Error; Housing units with a mortgage: - 50.0 percent or more,Estimate; Housing units with a mortgage: - Not computed,Margin of Error; Housing units with a mortgage: - Not computed,Estimate; Housing units without a mortgage:,Margin of Error; Housing units without a mortgage:,Estimate; Housing units without a mortgage: - Less than 10.0 percent,Margin of Error; Housing units without a mortgage: - Less than 10.0 percent,Estimate; Housing units without a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units without a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units without a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units without a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units without a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units without a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units without a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units without a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units without a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units without a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units without a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units without a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units without a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units without a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units without a mortgage: - 50.0 percent or more,Margin of Error; Housing units without a mortgage: - 50.0 percent or more,Estimate; Housing units without a mortgage: - Not computed,Margin of Error; Housing units without a mortgage: - Not computed
0500000US34005,34005,"Burlington County, New Jersey",129352,2812,94643,3082,3103,782,9331,1343,13796,1533,18233,1775,12654,1587,11032,1486,5263,961,7945,1238,13286,1793,0,281,34709,2114,8064,1459,7094,1116,5482,1135,3420,672,2266,613,1916,549,1406,467,1550,550,2992,718,519,452
0500000US34007,34007,"Camden County, New Jersey",127365,3240,93542,3405,3221,884,8462,1214,13108,1658,14083,1709,12605,1669,8475,1441,8430,1408,7410,1275,17416,2280,332,317,33823,2771,6860,1095,6227,1086,4489,930,2836,724,2784,712,2300,705,1589,482,2105,715,4227,894,406,310
0500000US34015,34015,"Gloucester County, New Jersey",83913,2390,63851,2394,1372,625,5953,1026,9776,1115,9464,1214,8678,1355,8336,1222,4422,1047,6042,1265,9654,1477,154,147,20062,1411,2983,840,4845,801,2620,738,2368,649,1221,470,1037,404,1171,386,1112,440,2669,796,36,59
0500000US34021,34021,"Mercer County, New Jersey",88812,2758,63803,2852,1934,626,6304,992,11018,1391,10255,1454,8888,1615,6352,1095,4197,1079,4872,1201,9527,1622,456,416,25009,1872,5459,1082,5163,1115,3839,752,2528,714,1580,502,1639,549,993,413,936,350,2786,678,86,110
0500000US42017,42017,"Bucks County, Pennsylvania",179862,2983,125502,3336,4820,938,11281,1471,19204,2020,22274,1911,18885,2062,13613,1633,8896,1223,9131,1356,17199,1643,199,195,54360,2586,15509,1628,11292,1384,7159,1328,5193,1079,3596,842,2522,787,1941,634,2035,641,4572,999,541,346
0500000US42029,42029,"Chester County, Pennsylvania",139509,2927,106496,3278,5833,1084,12043,1695,18243,1894,19213,1950,14641,1961,9454,1252,5796,846,8139,1289,12857,1717,277,239,33013,2162,11786,1515,5513,977,3985,749,2583,713,2289,751,1688,567,956,458,1368,481,2845,697,0,246
0500000US42045,42045,"Delaware County, Pennsylvania",145416,3446,102279,3751,3277,729,11288,1340,17406,1619,17267,1590,15214,1760,8588,1426,5165,1082,7772,1217,16144,2013,158,145,43137,2281,12625,1627,7276,1182,6334,985,3851,728,2870,871,2559,746,1382,529,1847,549,4142,904,251,199
0500000US42091,42091,"Montgomery County, Pennsylvania",224995,4145,162124,3772,7273,1228,20251,1958,29731,2547,27714,2260,22803,2339,13887,1814,9155,1352,11159,1720,19834,2118,317,231,62871,3223,20387,1808,12138,1442,9042,1320,4877,995,3639,754,2301,601,2017,576,3082,817,4908,840,480,234
0500000US42101,42101,"Philadelphia County, Pennsylvania",311284,6713,185094,6391,9167,1707,22228,2562,27475,2861,25934,2743,21476,2278,18343,2203,10543,1697,12353,1938,33483,2921,4092,1493,126190,4615,38428,3415,20891,2246,17535,2126,10181,1520,8250,1343,5305,1056,3771,957,6077,1276,12379,1730,3373,1076
