"Date","AQI Category","PM2.5 AQI Value"
"04/25/2003","Moderate","54"
"04/26/2003","Good","32"
"04/27/2003","Moderate","52"
"04/28/2003","Moderate","63"
"04/29/2003","Moderate","78"
"04/30/2003","Moderate","51"
"05/01/2003","Moderate","74"
"05/02/2003","Moderate","54"
"05/03/2003","Good","39"
"05/04/2003","Good","29"
"05/05/2003","Good","43"
"05/06/2003","Moderate","76"
"05/07/2003","Moderate","90"
"05/08/2003","Moderate","72"
"05/09/2003","Moderate","94"
"05/10/2003","Unhealthy for Sensitive Groups","104"
"05/11/2003","Moderate","95"
"05/12/2003","Good","45"
"05/13/2003","Good","23"
"05/14/2003","Good","33"
"05/15/2003","Moderate","51"
"05/16/2003","Good","31"
"05/17/2003","Good","45"
"05/18/2003","Moderate","63"
"05/19/2003","Good","41"
"05/20/2003","Moderate","55"
"05/21/2003","Moderate","61"
"05/22/2003","Good","30"
"05/23/2003","Good","42"
"05/24/2003","Moderate","53"
"05/25/2003","Good","41"
"05/26/2003","Good","11"
"05/27/2003","Moderate","58"
"05/28/2003","Moderate","66"
"05/29/2003","Moderate","61"
"05/30/2003","Moderate","70"
"05/31/2003","Moderate","79"
"06/01/2003","Good","21"
"06/02/2003","Good","38"
"06/03/2003","Moderate","59"
"06/04/2003","Good","38"
"06/05/2003","Moderate","58"
"06/06/2003","Good","48"
"06/07/2003","Moderate","72"
"06/08/2003","Moderate","70"
"06/09/2003","Moderate","57"
"06/10/2003","Moderate","53"
"06/11/2003","Moderate","96"
"06/12/2003","Moderate","62"
"06/13/2003","Moderate","61"
"06/14/2003","Moderate","78"
"06/15/2003","Moderate","54"
"06/16/2003","Good","23"
"06/17/2003","Good","25"
"06/18/2003","Moderate","59"
"06/19/2003","Moderate","80"
"06/20/2003","Moderate","66"
"06/21/2003","Good","34"
"06/22/2003","Good","28"
"06/23/2003","Moderate","70"
"06/24/2003","Moderate","82"
"06/25/2003","Moderate","96"
"06/26/2003","Unhealthy","161"
"06/27/2003","Unhealthy for Sensitive Groups","140"
"06/28/2003","Moderate","63"
"06/29/2003","Moderate","93"
"06/30/2003","Moderate","84"
"07/01/2003","Moderate","57"
"07/02/2003","Moderate","85"
"07/03/2003","Good","33"
"07/04/2003","Moderate","99"
"07/05/2003","Unhealthy for Sensitive Groups","108"
"07/06/2003","Moderate","80"
"07/07/2003","Moderate","62"
"07/08/2003","Moderate","70"
"07/09/2003","Moderate","57"
"07/10/2003","Good","40"
"07/11/2003","Moderate","60"
"07/12/2003","Moderate","57"
"07/13/2003","Good","41"
"07/14/2003","Moderate","58"
"07/15/2003","Good","48"
"07/16/2003","Moderate","71"
"07/17/2003","Moderate","59"
"07/18/2003","Moderate","71"
"07/19/2003","Moderate","54"
"07/20/2003","Moderate","74"
"07/21/2003","Unhealthy for Sensitive Groups","103"
"07/22/2003","Moderate","88"
"07/23/2003","Moderate","64"
"07/24/2003","Moderate","59"
"07/25/2003","Moderate","56"
"07/26/2003","Moderate","87"
"07/27/2003","Moderate","85"
"07/28/2003","Moderate","75"
"07/29/2003","Good","50"
"07/30/2003","Good","37"
"07/31/2003","Good","40"
"08/01/2003","Moderate","78"
"08/02/2003","Moderate","76"
"08/03/2003","Good","44"
"08/04/2003","Moderate","59"
"08/05/2003","Moderate","58"
"08/06/2003","Moderate","66"
"08/07/2003","Moderate","93"
"08/08/2003","Moderate","65"
"08/09/2003","Moderate","53"
"08/10/2003","Moderate","60"
"08/11/2003","Good","38"
"08/12/2003","Moderate","76"
"08/13/2003","Unhealthy for Sensitive Groups","128"
"08/14/2003","Moderate","82"
"08/15/2003","Moderate","83"
"08/16/2003","Unhealthy for Sensitive Groups","108"
"08/17/2003","Moderate","59"
"08/18/2003","Moderate","56"
"08/19/2003","Moderate","65"
"08/20/2003","Moderate","71"
"08/21/2003","Moderate","87"
"08/22/2003","Unhealthy for Sensitive Groups","122"
"08/23/2003","Moderate","52"
"08/24/2003","Good","34"
"08/25/2003","Moderate","72"
"08/26/2003","Moderate","94"
"08/27/2003","Moderate","63"
"08/28/2003","Moderate","71"
"08/29/2003","Unhealthy for Sensitive Groups","106"
"08/30/2003","Moderate","73"
"08/31/2003","Good","43"
"09/01/2003","Moderate","56"
"09/02/2003","Moderate","52"
"09/03/2003","Good","49"
"09/04/2003","Moderate","56"
"09/05/2003","Good","40"
"09/06/2003","Good","35"
"09/07/2003","Good","50"
"09/08/2003","Moderate","62"
"09/09/2003","Good","48"
"09/10/2003","Good","40"
"09/11/2003","Good","45"
"09/12/2003","Moderate","75"
"09/13/2003","Good","20"
"09/14/2003","Good","24"
"09/15/2003","Good","26"
"09/16/2003","Good","46"
"09/17/2003","Good","43"
"09/18/2003","Moderate","66"
"09/19/2003","Good","50"
"09/20/2003","Moderate","74"
"09/21/2003","Moderate","63"
"09/22/2003","Moderate","74"
"09/23/2003","Moderate","54"
"09/24/2003","Moderate","60"
"09/25/2003","Moderate","69"
"09/26/2003","Moderate","78"
"09/27/2003","Good","39"
"09/28/2003","Good","23"
"09/29/2003","Good","32"
"09/30/2003","Good","43"
"10/01/2003","Moderate","53"
"10/02/2003","Good","43"
"10/03/2003","Good","25"
"10/04/2003","Good","37"
"10/05/2003","Good","33"
"10/06/2003","Moderate","55"
"10/07/2003","Moderate","60"
"10/08/2003","Moderate","96"
"10/09/2003","Unhealthy for Sensitive Groups","112"
"10/10/2003","Unhealthy for Sensitive Groups","123"
"10/11/2003","Moderate","67"
"10/12/2003","Moderate","60"
"10/13/2003","Good","43"
"10/14/2003","Good","50"
"10/15/2003","Good","27"
"10/16/2003","Good","30"
"10/17/2003","Good","43"
"10/18/2003","Moderate","56"
"10/19/2003","Moderate","51"
"10/20/2003","Good","49"
"10/21/2003","Moderate","70"
"10/22/2003","Good","31"
"10/23/2003","Good","17"
"10/24/2003","Moderate","61"
"10/25/2003","Moderate","59"
"10/26/2003","Good","47"
"10/27/2003","Good","33"
"10/28/2003","Good","48"
"10/29/2003","Good","34"
"10/30/2003","Moderate","56"
"10/31/2003","Moderate","65"
"11/01/2003","Moderate","79"
"11/02/2003","Unhealthy for Sensitive Groups","108"
"11/03/2003","Unhealthy for Sensitive Groups","113"
"11/04/2003","Moderate","75"
"11/05/2003","Moderate","72"
"11/06/2003","Moderate","52"
"11/07/2003","Good","43"
"11/08/2003","Good","32"
"11/09/2003","Good","25"
"11/10/2003","Moderate","62"
"11/11/2003","Moderate","82"
"11/12/2003","Moderate","80"
"11/13/2003","Good","25"
"11/14/2003","Moderate","99"
"11/15/2003","Good","46"
"11/16/2003","Moderate","78"
"11/17/2003","Unhealthy for Sensitive Groups","101"
"11/18/2003","Moderate","85"
"11/19/2003","Good","41"
"11/20/2003","Good","24"
"11/21/2003","Moderate","62"
"11/22/2003","Moderate","65"
"11/23/2003","Moderate","70"
"11/24/2003","Good","36"
"11/25/2003","Good","43"
"11/26/2003","Moderate","80"
"11/27/2003","Moderate","76"
"11/28/2003","Moderate","58"
"11/29/2003","Good","31"
"11/30/2003","Good","40"
"12/01/2003","Good","36"
"12/02/2003","Good","20"
"12/03/2003","Good","33"
"12/04/2003","Moderate","63"
"12/05/2003","Moderate","69"
"12/06/2003","Good","23"
"12/07/2003","Good","25"
"12/08/2003","Moderate","54"
"12/09/2003","Moderate","79"
"12/10/2003","Moderate","68"
"12/11/2003","Moderate","58"
"12/12/2003","Good","45"
"12/13/2003","Good","45"
"12/14/2003","Moderate","67"
"12/15/2003","Good","34"
"12/16/2003","Moderate","82"
"12/17/2003","Moderate","54"
"12/18/2003","Good","41"
"12/19/2003","Moderate","64"
"12/20/2003","Moderate","60"
"12/21/2003","Good","38"
"12/22/2003","Moderate","56"
"12/23/2003","Moderate","60"
"12/24/2003","Good","29"
"12/25/2003","Good","47"
"12/26/2003","Good","40"
"12/27/2003","Good","40"
"12/28/2003","Moderate","55"
"12/29/2003","Unhealthy for Sensitive Groups","105"
"12/30/2003","Good","50"
"12/31/2003","Moderate","51"
