"Date","AQI Category","PM2.5 AQI Value"
"05/15/2001","Good","41"
"05/16/2001","Good","42"
"05/17/2001","Good","41"
"05/18/2001","Moderate","57"
"05/19/2001","Unhealthy for Sensitive Groups","114"
"05/20/2001","Moderate","71"
"05/21/2001","Good","21"
"05/22/2001","Moderate","56"
"05/23/2001","Good","47"
"05/24/2001","Moderate","70"
"05/25/2001","Moderate","58"
"05/26/2001","Good","40"
"05/27/2001","Good","49"
"05/28/2001","Moderate","60"
"05/29/2001","Moderate","57"
"05/30/2001","Good","32"
"05/31/2001","Good","38"
"06/01/2001","Moderate","55"
"06/02/2001","Moderate","58"
"06/03/2001","Good","48"
"06/04/2001","Moderate","56"
"06/05/2001","Moderate","73"
"06/06/2001","Moderate","94"
"06/07/2001","Moderate","55"
"06/08/2001","Moderate","52"
"06/09/2001","Moderate","62"
"06/10/2001","Moderate","60"
"06/11/2001","Moderate","92"
"06/12/2001","Unhealthy for Sensitive Groups","147"
"06/13/2001","Unhealthy for Sensitive Groups","112"
"06/14/2001","Unhealthy for Sensitive Groups","116"
"06/15/2001","Moderate","55"
"06/16/2001","Moderate","53"
"06/17/2001","Good","41"
"06/18/2001","Moderate","97"
"06/19/2001","Moderate","79"
"06/20/2001","Moderate","86"
"06/21/2001","Moderate","93"
"06/22/2001","Good","47"
"06/23/2001","Good","46"
"06/24/2001","Unhealthy for Sensitive Groups","143"
"06/25/2001","Moderate","54"
"06/26/2001","Moderate","64"
"06/27/2001","Moderate","99"
"06/28/2001","Unhealthy for Sensitive Groups","119"
"06/29/2001","Unhealthy for Sensitive Groups","141"
"06/30/2001","Unhealthy","154"
"07/01/2001","Moderate","74"
"07/02/2001","Good","29"
"07/03/2001","Moderate","56"
"07/04/2001","Moderate","77"
"07/05/2001","Moderate","86"
"07/06/2001","Moderate","81"
"07/07/2001","Moderate","56"
"07/08/2001","Moderate","77"
"07/09/2001","Moderate","75"
"07/10/2001","Moderate","90"
"07/11/2001","Moderate","69"
"07/12/2001","Moderate","51"
"07/13/2001","Moderate","52"
"07/14/2001","Good","43"
"07/15/2001","Good","46"
"07/16/2001","Moderate","71"
"07/17/2001","Unhealthy for Sensitive Groups","112"
"07/18/2001","Moderate","98"
"07/19/2001","Moderate","72"
"07/20/2001","Good","47"
"07/21/2001","Moderate","57"
"07/22/2001","Moderate","58"
"07/23/2001","Moderate","60"
"07/24/2001","Moderate","88"
"07/25/2001","Moderate","83"
"07/26/2001","Good","45"
"07/27/2001","Good","33"
"07/28/2001","Good","39"
"07/29/2001","Good","24"
"07/30/2001","Good","46"
"07/31/2001","Moderate","54"
"08/01/2001","Moderate","63"
"08/02/2001","Moderate","56"
"08/03/2001","Moderate","63"
"08/04/2001","Moderate","65"
"08/05/2001","Unhealthy for Sensitive Groups","102"
"08/06/2001","Unhealthy for Sensitive Groups","128"
"08/07/2001","Unhealthy for Sensitive Groups","109"
"08/08/2001","Unhealthy for Sensitive Groups","137"
"08/09/2001","Unhealthy for Sensitive Groups","144"
"08/10/2001","Unhealthy for Sensitive Groups","115"
"08/11/2001","Moderate","96"
"08/12/2001","Moderate","55"
"08/13/2001","Moderate","62"
"08/14/2001","Moderate","81"
"08/15/2001","Moderate","71"
"08/16/2001","Moderate","55"
"08/17/2001","Moderate","81"
"08/18/2001","Moderate","81"
"08/19/2001","Moderate","93"
"08/20/2001","Unhealthy for Sensitive Groups","136"
"08/21/2001","Moderate","65"
"08/22/2001","Moderate","66"
"08/23/2001","Unhealthy","153"
"08/24/2001","Moderate","92"
"08/25/2001","Moderate","59"
"08/26/2001","Good","50"
"08/27/2001","Moderate","64"
"08/28/2001","Moderate","80"
"08/29/2001","Moderate","74"
"08/30/2001","Moderate","74"
"08/31/2001","Moderate","81"
"09/01/2001","Good","47"
"09/02/2001","Good","23"
"09/03/2001","Good","43"
"09/04/2001","Moderate","73"
"09/05/2001","Good","33"
"09/06/2001","Good","48"
"09/07/2001","Moderate","77"
"09/08/2001","Good","42"
"09/09/2001","Good","30"
"09/10/2001","Moderate","56"
"09/11/2001","Moderate","53"
"09/12/2001","Good","34"
"09/13/2001","Moderate","64"
"09/14/2001","Good","28"
"09/15/2001","Good","20"
"09/16/2001","Good","41"
"09/17/2001","Moderate","52"
"09/18/2001","Moderate","65"
"09/19/2001","Moderate","97"
"09/20/2001","Good","33"
"09/21/2001","Moderate","60"
"09/22/2001","Moderate","100"
"09/23/2001","Moderate","72"
"09/24/2001","Moderate","81"
"09/25/2001","Good","33"
"09/26/2001","Good","36"
"09/27/2001","Good","46"
"09/28/2001","Good","42"
"09/29/2001","Good","29"
"09/30/2001","Good","18"
"10/01/2001","Good","42"
"10/02/2001","Moderate","65"
"10/03/2001","Moderate","84"
"10/04/2001","Moderate","89"
"10/05/2001","Moderate","88"
"10/06/2001","Good","40"
"10/07/2001","Good","23"
"10/08/2001","Good","25"
"10/09/2001","Good","44"
"10/10/2001","Moderate","56"
"10/11/2001","Good","44"
"10/12/2001","Good","47"
"10/13/2001","Moderate","54"
"10/14/2001","Good","43"
"10/15/2001","Good","30"
"10/16/2001","Moderate","54"
"10/17/2001","Good","21"
"10/18/2001","Good","36"
"10/19/2001","Moderate","66"
"10/20/2001","Moderate","67"
"10/21/2001","Moderate","75"
"10/22/2001","Moderate","91"
"10/23/2001","Moderate","71"
"10/24/2001","Moderate","66"
"10/25/2001","Moderate","51"
"10/26/2001","Good","25"
"10/27/2001","Good","19"
"10/28/2001","Good","28"
"10/29/2001","Moderate","55"
"10/30/2001","Moderate","56"
"10/31/2001","Moderate","61"
"11/01/2001","Moderate","78"
"11/02/2001","Moderate","58"
"11/03/2001","Moderate","52"
"11/04/2001","Good","42"
"11/05/2001","Good","26"
"11/06/2001","Good","24"
"11/07/2001","Moderate","60"
"11/08/2001","Moderate","81"
"11/09/2001","Good","47"
"11/10/2001","Moderate","58"
"11/11/2001","Good","43"
"11/12/2001","Moderate","58"
"11/13/2001","Moderate","88"
"11/14/2001","Moderate","79"
"11/15/2001","Unhealthy for Sensitive Groups","104"
"11/16/2001","Unhealthy for Sensitive Groups","112"
"11/17/2001","Good","41"
"11/18/2001","Unhealthy for Sensitive Groups","142"
"11/19/2001","Moderate","72"
"11/20/2001","Good","28"
"11/21/2001","Moderate","51"
"11/22/2001","Moderate","74"
"11/23/2001","Moderate","89"
"11/24/2001","Moderate","58"
"11/25/2001","Good","21"
"11/26/2001","Moderate","57"
"11/27/2001","Moderate","67"
"11/28/2001","Unhealthy for Sensitive Groups","104"
"11/29/2001","Moderate","73"
"11/30/2001","Moderate","64"
"12/01/2001","Good","44"
"12/02/2001","Moderate","72"
"12/03/2001","Moderate","85"
"12/04/2001","Moderate","87"
"12/05/2001","Moderate","79"
"12/06/2001","Moderate","65"
"12/07/2001","Moderate","67"
"12/08/2001","Good","41"
"12/09/2001","Moderate","57"
"12/10/2001","Moderate","65"
"12/11/2001","Moderate","63"
"12/12/2001","Moderate","77"
"12/13/2001","Moderate","76"
"12/14/2001","Moderate","84"
"12/15/2001","Good","28"
"12/16/2001","Moderate","52"
"12/17/2001","Moderate","57"
"12/18/2001","Good","26"
"12/19/2001","Moderate","59"
"12/20/2001","Good","44"
"12/21/2001","Good","24"
"12/22/2001","Moderate","59"
"12/23/2001","Moderate","72"
"12/24/2001","Moderate","65"
"12/25/2001","Moderate","58"
"12/26/2001","Moderate","65"
"12/27/2001","Moderate","65"
"12/28/2001","Moderate","60"
"12/29/2001","Moderate","64"
"12/30/2001","Moderate","53"
"12/31/2001","Moderate","66"
