"Date","AQI Category","Ozone AQI Value"
"01/01/2001","Good","31"
"01/02/2001","Good","30"
"01/03/2001","Good","27"
"01/04/2001","Good","19"
"01/05/2001","Good","16"
"01/06/2001","Good","24"
"01/07/2001","Good","23"
"01/08/2001","Good","15"
"01/09/2001","Good","24"
"01/10/2001","Good","24"
"01/11/2001","Good","25"
"01/12/2001","Good","18"
"01/13/2001","Good","23"
"01/14/2001","Good","20"
"01/15/2001","Good","22"
"01/16/2001","Good","14"
"01/17/2001","Good","16"
"01/18/2001","Good","9"
"01/19/2001","Good","8"
"01/20/2001","Good","22"
"01/21/2001","Good","36"
"01/22/2001","Good","23"
"01/23/2001","Good","19"
"01/24/2001","Good","25"
"01/25/2001","Good","27"
"01/26/2001","Good","24"
"01/27/2001","Good","24"
"01/28/2001","Good","33"
"01/29/2001","Good","21"
"01/30/2001","Good","35"
"01/31/2001","Good","23"
"02/01/2001","Good","22"
"02/02/2001","Good","24"
"02/03/2001","Good","26"
"02/04/2001","Good","30"
"02/05/2001","Good","25"
"02/06/2001","Good","23"
"02/07/2001","Good","25"
"02/08/2001","Good","26"
"02/09/2001","Good","50"
"02/10/2001","Good","35"
"02/11/2001","Good","32"
"02/12/2001","Good","34"
"02/13/2001","Good","25"
"02/14/2001","Good","21"
"02/15/2001","Good","20"
"02/16/2001","Good","20"
"02/17/2001","Good","35"
"02/18/2001","Good","31"
"02/19/2001","Good","32"
"02/20/2001","Good","38"
"02/21/2001","Good","38"
"02/22/2001","Good","30"
"02/23/2001","Good","29"
"02/24/2001","Good","37"
"02/25/2001","Good","41"
"02/26/2001","Good","35"
"02/27/2001","Good","34"
"02/28/2001","Good","34"
"03/01/2001","Good","32"
"03/02/2001","Good","31"
"03/03/2001","Good","24"
"03/04/2001","Good","38"
"03/05/2001","Good","38"
"03/06/2001","Good","36"
"03/07/2001","Good","42"
"03/08/2001","Good","42"
"03/09/2001","Good","36"
"03/10/2001","Good","42"
"03/11/2001","Good","41"
"03/12/2001","Good","42"
"03/13/2001","Good","37"
"03/14/2001","Good","42"
"03/15/2001","Good","34"
"03/16/2001","Good","40"
"03/17/2001","Good","38"
"03/18/2001","Good","41"
"03/19/2001","Good","43"
"03/20/2001","Good","45"
"03/21/2001","Good","42"
"03/22/2001","Good","44"
"03/23/2001","Good","47"
"03/24/2001","Good","40"
"03/25/2001","Good","40"
"03/26/2001","Good","32"
"03/27/2001","Good","28"
"03/28/2001","Good","30"
"03/29/2001","Good","41"
"03/30/2001","Good","41"
"03/31/2001","Good","33"
"04/01/2001","Good","39"
"04/02/2001","Good","45"
"04/03/2001","Good","44"
"04/04/2001","Moderate","51"
"04/05/2001","Moderate","58"
"04/06/2001","Good","44"
"04/07/2001","Good","49"
"04/08/2001","Good","41"
"04/09/2001","Moderate","80"
"04/10/2001","Good","37"
"04/11/2001","Good","39"
"04/12/2001","Good","42"
"04/13/2001","Moderate","77"
"04/14/2001","Moderate","77"
"04/15/2001","Moderate","84"
"04/16/2001","Good","47"
"04/17/2001","Good","39"
"04/18/2001","Moderate","51"
"04/19/2001","Good","49"
"04/20/2001","Moderate","90"
"04/21/2001","Moderate","80"
"04/22/2001","Moderate","90"
"04/23/2001","Unhealthy for Sensitive Groups","105"
"04/24/2001","Moderate","71"
"04/25/2001","Good","43"
"04/26/2001","Moderate","61"
"04/27/2001","Moderate","97"
"04/28/2001","Moderate","67"
"04/29/2001","Moderate","80"
"04/30/2001","Unhealthy for Sensitive Groups","108"
"05/01/2001","Unhealthy for Sensitive Groups","150"
"05/02/2001","Unhealthy","174"
"05/03/2001","Very Unhealthy","201"
"05/04/2001","Very Unhealthy","206"
"05/05/2001","Moderate","71"
"05/06/2001","Good","44"
"05/07/2001","Good","46"
"05/08/2001","Good","45"
"05/09/2001","Moderate","93"
"05/10/2001","Unhealthy","166"
"05/11/2001","Unhealthy","177"
"05/12/2001","Unhealthy for Sensitive Groups","119"
"05/13/2001","Moderate","61"
"05/14/2001","Moderate","64"
"05/15/2001","Moderate","80"
"05/16/2001","Good","46"
"05/17/2001","Good","42"
"05/18/2001","Good","39"
"05/19/2001","Moderate","80"
"05/20/2001","Good","44"
"05/21/2001","Good","37"
"05/22/2001","Good","37"
"05/23/2001","Moderate","54"
"05/24/2001","Unhealthy for Sensitive Groups","115"
"05/25/2001","Good","36"
"05/26/2001","Good","36"
"05/27/2001","Moderate","61"
"05/28/2001","Moderate","74"
"05/29/2001","Moderate","71"
"05/30/2001","Good","43"
"05/31/2001","Good","45"
"06/01/2001","Moderate","54"
"06/02/2001","Good","47"
"06/03/2001","Good","47"
"06/04/2001","Moderate","74"
"06/05/2001","Unhealthy for Sensitive Groups","129"
"06/06/2001","Good","44"
"06/07/2001","Moderate","67"
"06/08/2001","Moderate","77"
"06/09/2001","Unhealthy for Sensitive Groups","105"
"06/10/2001","Unhealthy for Sensitive Groups","122"
"06/11/2001","Unhealthy","156"
"06/12/2001","Unhealthy","185"
"06/13/2001","Very Unhealthy","203"
"06/14/2001","Moderate","80"
"06/15/2001","Good","30"
"06/16/2001","Good","38"
"06/17/2001","Moderate","71"
"06/18/2001","Unhealthy for Sensitive Groups","140"
"06/19/2001","Unhealthy","200"
"06/20/2001","Unhealthy","177"
"06/21/2001","Unhealthy for Sensitive Groups","147"
"06/22/2001","Good","46"
"06/23/2001","Good","47"
"06/24/2001","Moderate","61"
"06/25/2001","Unhealthy for Sensitive Groups","119"
"06/26/2001","Unhealthy","182"
"06/27/2001","Very Unhealthy","206"
"06/28/2001","Very Unhealthy","202"
"06/29/2001","Unhealthy","190"
"06/30/2001","Unhealthy","164"
"07/01/2001","Unhealthy for Sensitive Groups","122"
"07/02/2001","Good","41"
"07/03/2001","Moderate","74"
"07/04/2001","Moderate","97"
"07/05/2001","Moderate","64"
"07/06/2001","Good","40"
"07/07/2001","Unhealthy for Sensitive Groups","129"
"07/08/2001","Good","49"
"07/09/2001","Unhealthy for Sensitive Groups","122"
"07/10/2001","Unhealthy","164"
"07/11/2001","Moderate","100"
"07/12/2001","Good","47"
"07/13/2001","Good","49"
"07/14/2001","Good","44"
"07/15/2001","Good","49"
"07/16/2001","Unhealthy for Sensitive Groups","119"
"07/17/2001","Very Unhealthy","202"
"07/18/2001","Unhealthy for Sensitive Groups","126"
"07/19/2001","Moderate","80"
"07/20/2001","Moderate","74"
"07/21/2001","Unhealthy","172"
"07/22/2001","Unhealthy for Sensitive Groups","126"
"07/23/2001","Unhealthy for Sensitive Groups","122"
"07/24/2001","Moderate","93"
"07/25/2001","Unhealthy","156"
"07/26/2001","Good","27"
"07/27/2001","Moderate","54"
"07/28/2001","Moderate","100"
"07/29/2001","Good","34"
"07/30/2001","Moderate","54"
"07/31/2001","Unhealthy for Sensitive Groups","119"
"08/01/2001","Unhealthy","154"
"08/02/2001","Unhealthy for Sensitive Groups","112"
"08/03/2001","Unhealthy for Sensitive Groups","143"
"08/04/2001","Moderate","93"
"08/05/2001","Unhealthy","159"
"08/06/2001","Unhealthy","195"
"08/07/2001","Very Unhealthy","209"
"08/08/2001","Unhealthy","197"
"08/09/2001","Very Unhealthy","215"
"08/10/2001","Unhealthy","190"
"08/11/2001","Moderate","54"
"08/12/2001","Good","43"
"08/13/2001","Moderate","71"
"08/14/2001","Unhealthy for Sensitive Groups","122"
"08/15/2001","Unhealthy","161"
"08/16/2001","Moderate","97"
"08/17/2001","Unhealthy for Sensitive Groups","126"
"08/18/2001","Unhealthy for Sensitive Groups","112"
"08/19/2001","Unhealthy for Sensitive Groups","105"
"08/20/2001","Moderate","90"
"08/21/2001","Moderate","61"
"08/22/2001","Moderate","97"
"08/23/2001","Moderate","90"
"08/24/2001","Unhealthy for Sensitive Groups","150"
"08/25/2001","Moderate","77"
"08/26/2001","Moderate","80"
"08/27/2001","Unhealthy for Sensitive Groups","115"
"08/28/2001","Unhealthy for Sensitive Groups","140"
"08/29/2001","Unhealthy for Sensitive Groups","105"
"08/30/2001","Moderate","87"
"08/31/2001","Moderate","87"
"09/01/2001","Good","39"
"09/02/2001","Moderate","67"
"09/03/2001","Moderate","90"
"09/04/2001","Good","50"
"09/05/2001","Good","45"
"09/06/2001","Moderate","100"
"09/07/2001","Unhealthy for Sensitive Groups","126"
"09/08/2001","Moderate","71"
"09/09/2001","Good","46"
"09/10/2001","Good","34"
"09/11/2001","Moderate","71"
"09/12/2001","Moderate","51"
"09/13/2001","Unhealthy for Sensitive Groups","140"
"09/14/2001","Good","29"
"09/15/2001","Good","38"
"09/16/2001","Moderate","51"
"09/17/2001","Moderate","51"
"09/18/2001","Moderate","93"
"09/19/2001","Unhealthy for Sensitive Groups","150"
"09/20/2001","Good","42"
"09/21/2001","Moderate","64"
"09/22/2001","Moderate","84"
"09/23/2001","Moderate","80"
"09/24/2001","Good","47"
"09/25/2001","Good","29"
"09/26/2001","Good","32"
"09/27/2001","Good","35"
"09/28/2001","Good","24"
"09/29/2001","Good","26"
"09/30/2001","Good","27"
"10/01/2001","Good","25"
"10/02/2001","Moderate","58"
"10/03/2001","Unhealthy for Sensitive Groups","105"
"10/04/2001","Unhealthy for Sensitive Groups","108"
"10/05/2001","Unhealthy for Sensitive Groups","105"
"10/06/2001","Good","40"
"10/07/2001","Good","32"
"10/08/2001","Good","29"
"10/09/2001","Good","30"
"10/10/2001","Good","42"
"10/11/2001","Good","37"
"10/12/2001","Good","36"
"10/13/2001","Good","46"
"10/14/2001","Good","44"
"10/15/2001","Good","34"
"10/16/2001","Good","44"
