"Date","AQI Category","Ozone AQI Value"
"01/01/2013","Good","32"
"01/02/2013","Good","32"
"01/03/2013","Good","29"
"01/04/2013","Good","30"
"01/05/2013","Good","32"
"01/06/2013","Good","33"
"01/07/2013","Good","27"
"01/08/2013","Good","20"
"01/09/2013","Good","26"
"01/10/2013","Good","32"
"01/11/2013","Good","19"
"01/12/2013","Good","16"
"01/13/2013","Good","9"
"01/14/2013","Good","26"
"01/15/2013","Good","21"
"01/16/2013","Good","15"
"01/17/2013","Good","19"
"01/18/2013","Good","34"
"01/19/2013","Good","31"
"01/20/2013","Good","37"
"01/21/2013","Good","26"
"01/22/2013","Good","29"
"01/23/2013","Good","27"
"01/24/2013","Good","31"
"01/25/2013","Good","28"
"01/26/2013","Good","32"
"01/27/2013","Good","31"
"01/28/2013","Good","21"
"01/29/2013","Good","21"
"01/30/2013","Good","31"
"01/31/2013","Good","33"
"02/01/2013","Good","29"
"02/02/2013","Good","31"
"02/03/2013","Good","28"
"02/04/2013","Good","32"
"02/05/2013","Good","15"
"02/06/2013","Good","27"
"02/07/2013","Good","32"
"02/08/2013","Good","29"
"02/09/2013","Good","39"
"02/10/2013","Good","34"
"02/11/2013","Good","28"
"02/12/2013","Good","32"
"02/13/2013","Good","23"
"02/14/2013","Good","31"
"02/15/2013","Good","35"
"02/16/2013","Good","34"
"02/17/2013","Good","37"
"02/18/2013","Good","36"
"02/19/2013","Good","34"
"02/20/2013","Good","30"
"02/21/2013","Good","33"
"02/22/2013","Good","27"
"02/23/2013","Good","30"
"02/24/2013","Good","38"
"02/25/2013","Good","34"
"02/26/2013","Good","39"
"02/27/2013","Good","37"
"02/28/2013","Good","31"
"03/01/2013","Good","34"
"03/02/2013","Good","33"
"03/03/2013","Good","36"
"03/04/2013","Good","35"
"03/05/2013","Good","36"
"03/06/2013","Good","39"
"03/07/2013","Good","40"
"03/08/2013","Good","41"
"03/09/2013","Good","46"
"03/10/2013","Good","47"
"03/11/2013","Good","41"
"03/12/2013","Good","40"
"03/13/2013","Good","38"
"03/14/2013","Good","43"
"03/15/2013","Good","43"
"03/16/2013","Good","34"
"03/17/2013","Good","41"
"03/18/2013","Good","39"
"03/19/2013","Good","40"
"03/20/2013","Good","43"
"03/21/2013","Good","40"
"03/22/2013","Good","36"
"03/23/2013","Good","44"
"03/24/2013","Good","41"
"03/25/2013","Good","36"
"03/26/2013","Good","44"
"03/27/2013","Good","44"
"03/28/2013","Good","40"
"03/29/2013","Good","44"
"03/30/2013","Moderate","64"
"03/31/2013","Moderate","67"
"04/01/2013","Good","49"
"04/02/2013","Good","47"
"04/03/2013","Good","50"
"04/04/2013","Good","48"
