"Date","AQI Category","PM2.5 AQI Value"
"06/08/2014","Moderate","56"
"06/09/2014","Moderate","64"
"06/10/2014","Moderate","63"
"06/11/2014","Moderate","56"
"06/12/2014","Moderate","54"
"06/13/2014","Moderate","58"
"06/14/2014","Good","42"
"06/15/2014","Good","35"
"06/16/2014","Moderate","56"
"06/17/2014","Moderate","74"
"06/18/2014","Moderate","68"
"06/19/2014","Moderate","58"
"06/20/2014","Good","38"
"06/21/2014","Good","49"
"06/22/2014","Moderate","56"
"06/23/2014","Good","39"
"06/24/2014","Good","35"
"06/25/2014","Good","50"
"06/26/2014","Good","35"
"06/27/2014","Good","43"
"06/28/2014","Moderate","61"
"06/29/2014","Good","48"
"06/30/2014","Good","42"
"07/01/2014","Moderate","52"
"07/02/2014","Moderate","69"
"07/03/2014","Moderate","75"
"07/04/2014","Moderate","51"
"07/05/2014","Good","40"
"07/06/2014","Moderate","55"
"07/07/2014","Moderate","61"
"07/08/2014","Moderate","67"
"07/09/2014","Good","48"
"07/10/2014","Moderate","54"
"07/11/2014","Moderate","57"
"07/12/2014","Moderate","55"
"07/13/2014","Moderate","58"
"07/14/2014","Moderate","51"
"07/15/2014","Moderate","59"
"07/16/2014","Good","48"
"07/17/2014","Good","49"
"07/18/2014","Moderate","54"
"07/19/2014","Moderate","52"
"07/20/2014","Moderate","56"
"07/21/2014","Moderate","52"
"07/22/2014","Moderate","56"
"07/23/2014","Moderate","52"
"07/24/2014","Good","43"
"07/25/2014","Moderate","54"
"07/26/2014","Moderate","57"
"07/27/2014","Moderate","53"
"07/28/2014","Moderate","52"
"07/29/2014","Good","36"
"07/30/2014","Good","43"
"07/31/2014","Moderate","67"
"08/01/2014","Moderate","68"
"08/02/2014","Moderate","58"
"08/03/2014","Moderate","55"
"08/04/2014","Moderate","54"
"08/05/2014","Moderate","65"
"08/06/2014","Moderate","55"
"08/07/2014","Moderate","59"
"08/08/2014","Moderate","56"
"08/09/2014","Moderate","52"
"08/10/2014","Moderate","57"
"08/11/2014","Moderate","57"
"08/12/2014","Good","44"
"08/13/2014","Good","37"
"08/14/2014","Good","45"
"08/15/2014","Good","48"
"08/16/2014","Moderate","64"
"08/17/2014","Moderate","66"
"08/18/2014","Moderate","52"
"08/19/2014","Moderate","61"
"08/20/2014","Moderate","55"
"08/21/2014","Moderate","59"
"08/22/2014","Moderate","54"
"08/23/2014","Moderate","56"
"08/24/2014","Good","50"
"08/25/2014","Moderate","59"
"08/26/2014","Moderate","63"
"08/27/2014","Moderate","66"
"08/28/2014","Good","45"
"08/29/2014","Good","37"
"08/30/2014","Good","48"
"08/31/2014","Moderate","60"
"09/01/2014","Moderate","53"
"09/02/2014","Moderate","60"
"09/03/2014","Good","48"
"09/04/2014","Moderate","60"
"09/05/2014","Moderate","68"
"09/06/2014","Moderate","62"
"09/07/2014","Good","44"
"09/08/2014","Good","45"
"09/09/2014","Moderate","67"
"09/10/2014","Moderate","53"
"09/11/2014","Moderate","56"
"09/12/2014","Good","33"
"09/13/2014","Good","33"
"09/14/2014","Good","29"
"09/15/2014","Good","40"
"09/16/2014","Moderate","54"
"09/17/2014","Moderate","53"
"09/18/2014","Moderate","56"
"09/19/2014","Moderate","62"
"09/20/2014","Moderate","61"
"09/21/2014","Moderate","55"
"09/22/2014","Good","29"
"09/23/2014","Good","50"
"09/24/2014","Moderate","60"
"09/25/2014","Moderate","53"
"09/26/2014","Moderate","54"
"09/27/2014","Moderate","61"
"09/28/2014","Moderate","68"
"09/29/2014","Moderate","72"
"09/30/2014","Moderate","56"
"10/01/2014","Moderate","54"
"10/02/2014","Good","39"
"10/03/2014","Moderate","51"
"10/04/2014","Good","39"
"10/05/2014","Moderate","60"
"10/06/2014","Moderate","54"
"10/07/2014","Moderate","55"
"10/08/2014","Moderate","54"
"10/09/2014","Moderate","57"
"10/10/2014","Moderate","64"
"10/11/2014","Moderate","63"
"10/12/2014","Moderate","56"
"10/13/2014","Good","48"
"10/14/2014","Moderate","54"
"10/15/2014","Good","34"
"10/16/2014","Good","45"
"10/17/2014","Moderate","54"
"10/18/2014","Good","40"
"10/19/2014","Good","33"
"10/20/2014","Moderate","53"
"10/21/2014","Moderate","60"
"10/22/2014","Good","49"
"10/23/2014","Good","37"
"10/24/2014","Good","38"
"10/25/2014","Moderate","62"
"10/26/2014","Good","46"
"10/27/2014","Moderate","55"
"10/28/2014","Moderate","68"
"10/29/2014","Moderate","65"
"10/30/2014","Moderate","59"
"10/31/2014","Moderate","56"
"11/01/2014","Good","42"
"11/02/2014","Good","39"
"11/03/2014","Good","49"
"11/04/2014","Moderate","59"
"11/05/2014","Moderate","60"
"11/06/2014","Moderate","62"
"11/07/2014","Good","35"
"11/08/2014","Good","45"
"11/09/2014","Moderate","67"
"11/10/2014","Moderate","77"
"11/11/2014","Moderate","66"
"11/12/2014","Moderate","57"
"11/13/2014","Moderate","61"
"11/14/2014","Moderate","57"
"11/15/2014","Moderate","59"
"11/16/2014","Moderate","87"
"11/17/2014","Moderate","55"
"11/18/2014","Moderate","54"
"11/19/2014","Moderate","54"
"11/20/2014","Moderate","63"
"11/21/2014","Moderate","58"
"11/22/2014","Moderate","81"
"11/23/2014","Unhealthy for Sensitive Groups","112"
"11/24/2014","Moderate","62"
"11/25/2014","Moderate","56"
"11/26/2014","Moderate","51"
"11/27/2014","Unhealthy for Sensitive Groups","117"
"11/28/2014","Moderate","56"
"11/29/2014","Moderate","93"
"11/30/2014","Unhealthy","152"
"12/01/2014","Moderate","64"
"12/02/2014","Moderate","65"
"12/03/2014","Moderate","74"
"12/04/2014","Moderate","65"
"12/05/2014","Moderate","69"
"12/06/2014","Moderate","68"
"12/07/2014","Good","50"
"12/08/2014","Moderate","58"
"12/09/2014","Good","37"
"12/10/2014","Good","33"
"12/11/2014","Moderate","55"
"12/12/2014","Moderate","53"
"12/13/2014","Moderate","87"
"12/14/2014","Moderate","78"
"12/15/2014","Moderate","56"
"12/16/2014","Moderate","93"
"12/17/2014","Moderate","71"
"12/18/2014","Moderate","57"
"12/19/2014","Moderate","60"
"12/20/2014","Moderate","68"
"12/21/2014","Unhealthy for Sensitive Groups","101"
"12/22/2014","Moderate","97"
"12/23/2014","Moderate","66"
"12/24/2014","Moderate","62"
"12/25/2014","Moderate","54"
"12/26/2014","Moderate","68"
"12/27/2014","Moderate","90"
"12/28/2014","Moderate","76"
"12/29/2014","Moderate","59"
"12/30/2014","Moderate","60"
"12/31/2014","Moderate","78"
