"Date","AQI Category","PM2.5 AQI Value"
"01/01/2014","Moderate","69"
"01/02/2014","Moderate","74"
"01/03/2014","Good","38"
"01/04/2014","Moderate","93"
"01/05/2014","Unhealthy for Sensitive Groups","120"
"01/06/2014","Good","33"
"01/07/2014","Good","49"
"01/08/2014","Moderate","64"
"01/09/2014","Moderate","72"
"01/10/2014","Unhealthy for Sensitive Groups","105"
"01/11/2014","Moderate","59"
"01/12/2014","Good","49"
"01/13/2014","Moderate","69"
"01/14/2014","Moderate","55"
"01/15/2014","Moderate","65"
"01/16/2014","Moderate","63"
"01/17/2014","Moderate","82"
"01/18/2014","Moderate","66"
"01/19/2014","Moderate","66"
"01/20/2014","Moderate","56"
"01/21/2014","Good","40"
"01/22/2014","Good","46"
"01/23/2014","Moderate","80"
"01/24/2014","Moderate","76"
"01/25/2014","Moderate","61"
"01/26/2014","Moderate","53"
"01/27/2014","Moderate","66"
"01/28/2014","Moderate","64"
"01/29/2014","Moderate","75"
"01/30/2014","Moderate","95"
"01/31/2014","Moderate","97"
"02/01/2014","Unhealthy for Sensitive Groups","102"
"02/02/2014","Unhealthy for Sensitive Groups","126"
"02/03/2014","Moderate","67"
"02/04/2014","Moderate","75"
"02/05/2014","Moderate","57"
"02/06/2014","Moderate","55"
"02/07/2014","Moderate","94"
"02/08/2014","Moderate","78"
"02/09/2014","Moderate","93"
"02/10/2014","Moderate","95"
"02/11/2014","Moderate","90"
"02/12/2014","Moderate","59"
"02/13/2014","Good","38"
"02/14/2014","Moderate","65"
"02/15/2014","Moderate","82"
"02/16/2014","Moderate","67"
"02/17/2014","Moderate","64"
"02/18/2014","Moderate","73"
"02/19/2014","Unhealthy for Sensitive Groups","101"
"02/20/2014","Moderate","78"
"02/21/2014","Moderate","66"
"02/22/2014","Moderate","74"
"02/23/2014","Moderate","59"
"02/24/2014","Good","42"
"02/25/2014","Moderate","61"
"02/26/2014","Moderate","63"
"02/27/2014","Moderate","66"
"02/28/2014","Moderate","54"
"03/01/2014","Moderate","72"
"03/02/2014","Moderate","90"
"03/03/2014","Moderate","54"
"03/04/2014","Moderate","62"
"03/05/2014","Moderate","80"
"03/06/2014","Moderate","63"
"03/07/2014","Moderate","53"
"03/08/2014","Moderate","79"
"03/09/2014","Moderate","79"
"03/10/2014","Moderate","65"
"03/11/2014","Moderate","69"
"03/12/2014","Moderate","74"
"03/13/2014","Good","28"
"03/14/2014","Good","46"
"03/15/2014","Good","44"
"03/16/2014","Good","30"
"03/17/2014","Moderate","56"
"03/18/2014","Moderate","52"
"03/19/2014","Good","42"
"03/20/2014","Moderate","62"
"03/21/2014","Moderate","62"
"03/22/2014","Moderate","72"
"03/23/2014","Moderate","68"
"03/24/2014","Moderate","54"
"03/25/2014","Moderate","71"
"03/26/2014","Moderate","56"
"03/27/2014","Moderate","53"
"03/28/2014","Good","49"
"03/29/2014","Moderate","60"
"03/30/2014","Good","21"
"03/31/2014","Good","22"
"04/01/2014","Moderate","61"
"04/02/2014","Moderate","63"
"04/03/2014","Moderate","63"
"04/04/2014","Moderate","52"
"04/05/2014","Moderate","52"
"04/06/2014","Good","48"
"04/07/2014","Moderate","74"
"04/08/2014","Good","41"
"04/09/2014","Moderate","52"
"04/10/2014","Moderate","63"
"04/11/2014","Moderate","55"
"04/12/2014","Moderate","54"
"04/13/2014","Moderate","60"
"04/14/2014","Good","34"
"04/15/2014","Good","25"
"04/16/2014","Good","31"
"04/17/2014","Moderate","54"
"04/18/2014","Good","47"
"04/19/2014","Moderate","53"
"04/20/2014","Moderate","54"
"04/21/2014","Good","45"
"04/22/2014","Moderate","52"
"04/23/2014","Good","32"
"04/24/2014","Good","32"
"04/25/2014","Good","38"
"04/26/2014","Moderate","52"
"04/27/2014","Good","28"
"04/28/2014","Good","33"
"04/29/2014","Good","28"
"04/30/2014","Moderate","52"
"05/01/2014","Good","35"
"05/02/2014","Good","43"
"05/03/2014","Good","46"
"05/04/2014","Good","35"
"05/05/2014","Moderate","53"
"05/06/2014","Good","45"
"05/07/2014","Good","34"
"05/08/2014","Moderate","61"
"05/09/2014","Moderate","60"
"05/10/2014","Moderate","58"
"05/11/2014","Good","41"
"05/12/2014","Moderate","61"
"05/13/2014","Moderate","66"
"05/14/2014","Good","50"
"05/15/2014","Moderate","53"
"05/16/2014","Good","38"
"05/17/2014","Moderate","56"
"05/18/2014","Good","50"
"05/19/2014","Moderate","59"
"05/20/2014","Moderate","62"
"05/21/2014","Moderate","72"
"05/22/2014","Moderate","83"
"05/23/2014","Good","42"
"05/24/2014","Good","35"
"05/25/2014","Moderate","52"
"05/26/2014","Moderate","59"
"05/27/2014","Moderate","65"
"05/28/2014","Moderate","55"
"05/29/2014","Moderate","61"
"05/30/2014","Moderate","53"
"05/31/2014","Good","38"
"06/01/2014","Good","43"
"06/02/2014","Good","46"
"06/03/2014","Moderate","57"
"06/04/2014","Moderate","52"
"06/05/2014","Good","38"
"06/06/2014","Good","31"
"06/07/2014","Good","45"
