"Date","AQI Category","Ozone AQI Value"
"01/01/1982","Good","33"
"01/02/1982","Good","26"
"01/03/1982","Good","33"
"01/04/1982","Good","32"
"01/05/1982","Good","27"
"01/06/1982","Good","25"
"01/07/1982","Good","26"
"01/08/1982","Good","25"
"01/09/1982","Good","24"
"01/10/1982","Good","24"
"01/11/1982","Good","25"
"01/12/1982","Good","24"
"01/13/1982","Good","22"
"01/14/1982","Good","17"
"01/15/1982","Good","25"
"01/16/1982","Good","37"
"01/17/1982","Good","31"
"01/18/1982","Good","19"
"01/19/1982","Good","28"
"01/20/1982","Good","22"
"01/21/1982","Good","18"
"01/22/1982","Good","19"
"01/23/1982","Good","12"
"01/24/1982","Good","31"
"01/25/1982","Good","28"
"01/26/1982","Good","33"
"01/27/1982","Good","28"
"01/28/1982","Good","29"
"01/29/1982","Good","26"
"01/30/1982","Good","37"
"01/31/1982","Good","27"
"02/01/1982","Good","29"
"02/02/1982","Good","25"
"02/03/1982","Good","20"
"02/04/1982","Good","19"
"02/05/1982","Good","13"
"02/06/1982","Good","26"
"02/07/1982","Good","27"
"02/08/1982","Good","26"
"02/09/1982","Good","28"
"02/10/1982","Good","34"
"02/11/1982","Good","21"
"02/12/1982","Good","21"
"02/13/1982","Good","25"
"02/14/1982","Good","28"
"02/15/1982","Good","40"
"02/16/1982","Good","30"
"02/17/1982","Good","35"
"02/18/1982","Good","34"
"02/19/1982","Good","30"
"02/20/1982","Good","35"
"02/21/1982","Good","21"
"02/22/1982","Good","37"
"02/23/1982","Good","25"
"02/24/1982","Good","23"
"02/25/1982","Good","39"
"02/26/1982","Good","31"
"02/27/1982","Good","22"
"02/28/1982","Good","42"
"03/01/1982","Good","45"
"03/02/1982","Good","27"
"03/03/1982","Good","35"
"03/04/1982","Good","30"
"03/05/1982","Good","27"
"03/06/1982","Good","26"
"03/07/1982","Good","44"
"03/08/1982","Good","46"
"03/09/1982","Good","44"
"03/10/1982","Good","44"
"03/11/1982","Good","45"
"03/12/1982","Good","38"
"03/13/1982","Good","37"
"03/14/1982","Good","44"
"03/15/1982","Good","29"
"03/16/1982","Good","33"
"03/17/1982","Good","29"
"03/18/1982","Good","41"
"03/19/1982","Good","38"
"03/20/1982","Good","47"
"03/21/1982","Good","41"
"03/22/1982","Good","39"
"03/23/1982","Good","41"
"03/24/1982","Moderate","71"
"03/25/1982","Moderate","74"
"03/26/1982","Good","39"
"03/27/1982","Good","44"
"03/28/1982","Good","44"
"03/29/1982","Good","50"
"03/30/1982","Moderate","71"
"03/31/1982","Good","38"
"04/01/1982","Good","50"
"04/02/1982","Good","44"
"04/03/1982","Moderate","80"
"04/04/1982","Good","42"
"04/05/1982","Good","47"
"04/06/1982","Good","47"
"04/07/1982","Good","42"
"04/08/1982","Good","48"
"04/09/1982","Good","31"
"04/10/1982","Moderate","97"
"04/11/1982","Moderate","64"
"04/12/1982","Moderate","51"
"04/13/1982","Unhealthy for Sensitive Groups","119"
"04/14/1982","Moderate","61"
"04/15/1982","Unhealthy for Sensitive Groups","150"
"04/16/1982","Unhealthy for Sensitive Groups","108"
"04/17/1982","Good","49"
"04/18/1982","Moderate","80"
"04/19/1982","Moderate","84"
"04/20/1982","Unhealthy for Sensitive Groups","119"
"04/21/1982","Moderate","58"
"04/22/1982","Moderate","74"
"04/23/1982","Moderate","80"
"04/24/1982","Unhealthy","185"
"04/25/1982","Unhealthy","187"
"04/26/1982","Good","50"
"04/27/1982","Good","43"
"04/28/1982","Good","40"
"04/29/1982","Moderate","64"
"04/30/1982","Moderate","97"
"05/01/1982","Unhealthy for Sensitive Groups","101"
"05/02/1982","Unhealthy for Sensitive Groups","108"
"05/03/1982","Moderate","80"
"05/04/1982","Moderate","90"
"05/05/1982","Unhealthy for Sensitive Groups","129"
"05/06/1982","Unhealthy","185"
"05/07/1982","Very Unhealthy","201"
"05/08/1982","Good","42"
"05/09/1982","Good","49"
"05/10/1982","Moderate","58"
"05/11/1982","Moderate","54"
"05/12/1982","Unhealthy for Sensitive Groups","143"
"05/13/1982","Very Unhealthy","233"
"05/14/1982","Moderate","64"
"05/15/1982","Unhealthy for Sensitive Groups","122"
"05/16/1982","Unhealthy","177"
"05/17/1982","Unhealthy","179"
"05/18/1982","Unhealthy for Sensitive Groups","133"
"05/19/1982","Moderate","97"
"05/20/1982","Unhealthy","166"
"05/21/1982","Good","38"
"05/22/1982","Good","41"
"05/23/1982","Good","44"
"05/24/1982","Good","32"
"05/25/1982","Good","50"
"05/26/1982","Very Unhealthy","228"
"05/27/1982","Unhealthy","187"
"05/28/1982","Unhealthy for Sensitive Groups","108"
"05/29/1982","Unhealthy","159"
"05/30/1982","Unhealthy","169"
"05/31/1982","Moderate","80"
"06/01/1982","Moderate","77"
"06/02/1982","Moderate","61"
"06/03/1982","Unhealthy for Sensitive Groups","108"
"06/04/1982","Unhealthy for Sensitive Groups","108"
"06/05/1982","Good","34"
"06/06/1982","Good","46"
"06/07/1982","Good","29"
"06/08/1982","Good","40"
"06/09/1982","Unhealthy","174"
"06/10/1982","Good","45"
"06/11/1982","Good","38"
"06/12/1982","Moderate","61"
"06/13/1982","Good","28"
"06/14/1982","Good","45"
"06/15/1982","Unhealthy","151"
"06/16/1982","Unhealthy for Sensitive Groups","136"
"06/17/1982","Moderate","80"
"06/18/1982","Very Unhealthy","203"
"06/19/1982","Moderate","100"
"06/20/1982","Moderate","54"
"06/21/1982","Unhealthy for Sensitive Groups","129"
"06/22/1982","Unhealthy","174"
"06/23/1982","Moderate","61"
"06/24/1982","Moderate","77"
"06/25/1982","Very Unhealthy","203"
"06/26/1982","Very Unhealthy","222"
"06/27/1982","Very Unhealthy","210"
"06/28/1982","Unhealthy","197"
"06/29/1982","Moderate","77"
"06/30/1982","Good","50"
"07/01/1982","Good","46"
"07/02/1982","Unhealthy for Sensitive Groups","112"
"07/03/1982","Moderate","67"
"07/04/1982","Moderate","67"
"07/05/1982","Unhealthy for Sensitive Groups","115"
"07/06/1982","Moderate","93"
"07/07/1982","Moderate","67"
"07/08/1982","Unhealthy","174"
"07/09/1982","Unhealthy","197"
"07/10/1982","Very Unhealthy","206"
"07/11/1982","Moderate","90"
"07/12/1982","Unhealthy for Sensitive Groups","143"
"07/13/1982","Unhealthy","195"
"07/14/1982","Very Unhealthy","206"
"07/15/1982","Unhealthy for Sensitive Groups","108"
"07/16/1982","Very Unhealthy","226"
"07/17/1982","Unhealthy","185"
"07/18/1982","Unhealthy","195"
"07/19/1982","Very Unhealthy","209"
"07/20/1982","Good","47"
"07/21/1982","Unhealthy for Sensitive Groups","108"
"07/22/1982","Unhealthy","192"
"07/23/1982","Unhealthy","182"
"07/24/1982","Very Unhealthy","205"
"07/25/1982","Very Unhealthy","204"
"07/26/1982","Very Unhealthy","212"
"07/27/1982","Very Unhealthy","230"
"07/28/1982","Unhealthy","187"
"07/29/1982","Moderate","64"
"07/30/1982","Moderate","80"
"07/31/1982","Unhealthy","182"
"08/01/1982","Unhealthy for Sensitive Groups","115"
"08/02/1982","Unhealthy for Sensitive Groups","143"
"08/03/1982","Unhealthy for Sensitive Groups","129"
"08/04/1982","Very Unhealthy","217"
"08/05/1982","Unhealthy","172"
"08/06/1982","Good","49"
"08/07/1982","Unhealthy for Sensitive Groups","119"
"08/08/1982","Moderate","87"
"08/09/1982","Moderate","77"
"08/10/1982","Unhealthy for Sensitive Groups","136"
"08/11/1982","Good","35"
"08/12/1982","Unhealthy","156"
"08/13/1982","Moderate","74"
"08/14/1982","Unhealthy for Sensitive Groups","129"
"08/15/1982","Unhealthy for Sensitive Groups","115"
"08/16/1982","Unhealthy","190"
"08/17/1982","Unhealthy for Sensitive Groups","133"
"08/18/1982","Unhealthy for Sensitive Groups","108"
"08/19/1982","Very Unhealthy","217"
"08/20/1982","Unhealthy","154"
"08/21/1982","Good","42"
"08/22/1982","Moderate","90"
"08/23/1982","Good","42"
"08/24/1982","Unhealthy for Sensitive Groups","143"
"08/25/1982","Moderate","71"
"08/26/1982","Moderate","90"
"08/27/1982","Moderate","58"
"08/28/1982","Moderate","51"
"08/29/1982","Good","44"
"08/30/1982","Moderate","77"
"08/31/1982","Moderate","93"
"09/01/1982","Good","40"
"09/02/1982","Unhealthy for Sensitive Groups","115"
"09/03/1982","Good","46"
"09/04/1982","Good","36"
"09/05/1982","Unhealthy for Sensitive Groups","112"
"09/06/1982","Unhealthy","169"
"09/07/1982","Good","42"
"09/08/1982","Good","36"
"09/09/1982","Moderate","74"
"09/10/1982","Unhealthy for Sensitive Groups","136"
"09/11/1982","Unhealthy","161"
"09/12/1982","Unhealthy","200"
"09/13/1982","Unhealthy","197"
"09/14/1982","Very Unhealthy","222"
"09/15/1982","Unhealthy","200"
"09/16/1982","Moderate","67"
"09/17/1982","Good","33"
"09/18/1982","Moderate","90"
"09/19/1982","Good","47"
"09/20/1982","Good","33"
"09/21/1982","Good","32"
"09/22/1982","Good","28"
"09/23/1982","Good","36"
"09/24/1982","Good","50"
"09/25/1982","Moderate","93"
"09/26/1982","Good","42"
"09/27/1982","Good","48"
"09/28/1982","Good","45"
"09/29/1982","Good","40"
"09/30/1982","Good","15"
"10/01/1982","Moderate","80"
"10/02/1982","Good","33"
