"Date","AQI Category","Ozone AQI Value"
"01/01/1983","Good","15"
"01/02/1983","Good","14"
"01/03/1983","Good","26"
"01/04/1983","Good","20"
"01/05/1983","Good","14"
"01/06/1983","Good","23"
"01/07/1983","Good","22"
"01/08/1983","Good","24"
"01/09/1983","Good","27"
"01/10/1983","Good","28"
"01/11/1983","Good","16"
"01/12/1983","Good","23"
"01/13/1983","Good","26"
"01/14/1983","Good","19"
"01/15/1983","Good","21"
"01/16/1983","Good","24"
"01/17/1983","Good","24"
"01/18/1983","Good","26"
"01/19/1983","Good","29"
"01/20/1983","Good","26"
"01/21/1983","Good","19"
"01/22/1983","Good","23"
"01/23/1983","Good","26"
"01/24/1983","Good","28"
"01/25/1983","Good","14"
"01/26/1983","Good","21"
"01/27/1983","Good","19"
"01/28/1983","Good","23"
"01/29/1983","Good","23"
"01/30/1983","Good","30"
"01/31/1983","Good","19"
"02/01/1983","Good","22"
"02/02/1983","Good","32"
"02/03/1983","Good","29"
"02/04/1983","Good","28"
"02/05/1983","Good","32"
"02/06/1983","Good","25"
"02/07/1983","Good","26"
"02/08/1983","Good","32"
"02/09/1983","Good","32"
"02/10/1983","Good","25"
"02/11/1983","Good","26"
"02/12/1983","Good","45"
"02/13/1983","Unhealthy for Sensitive Groups","126"
"02/14/1983","Good","19"
"02/15/1983","Good","35"
"02/16/1983","Good","44"
"02/17/1983","Good","22"
"02/18/1983","Good","37"
"02/19/1983","Moderate","71"
"02/20/1983","Good","46"
"02/21/1983","Good","49"
"02/22/1983","Good","43"
"02/23/1983","Good","32"
"02/24/1983","Good","31"
"02/25/1983","Good","27"
"02/26/1983","Good","34"
"02/27/1983","Good","37"
"02/28/1983","Good","31"
"03/01/1983","Good","31"
"03/02/1983","Moderate","51"
"03/03/1983","Good","44"
"03/04/1983","Good","26"
"03/05/1983","Good","36"
"03/06/1983","Good","34"
"03/07/1983","Good","33"
"03/08/1983","Good","32"
"03/09/1983","Good","22"
"03/10/1983","Good","15"
"03/11/1983","Good","24"
"03/12/1983","Good","32"
"03/13/1983","Good","40"
"03/14/1983","Good","43"
"03/15/1983","Moderate","71"
"03/16/1983","Good","39"
"03/17/1983","Good","34"
"03/18/1983","Good","42"
"03/19/1983","Good","38"
"03/20/1983","Good","33"
"03/21/1983","Good","48"
"03/22/1983","Good","35"
"03/23/1983","Good","42"
"03/24/1983","Good","38"
"03/25/1983","Good","36"
"03/26/1983","Good","38"
"03/27/1983","Good","40"
"03/28/1983","Good","26"
"03/29/1983","Good","44"
"03/30/1983","Good","40"
"03/31/1983","Good","31"
"04/01/1983","Good","48"
"04/02/1983","Moderate","84"
"04/03/1983","Moderate","51"
"04/04/1983","Good","34"
"04/05/1983","Good","43"
"04/06/1983","Good","47"
"04/07/1983","Good","48"
"04/08/1983","Good","19"
"04/09/1983","Good","43"
"04/10/1983","Good","32"
"04/11/1983","Good","38"
"04/12/1983","Good","43"
"04/13/1983","Good","46"
"04/14/1983","Good","42"
"04/15/1983","Good","48"
"04/16/1983","Good","37"
"04/17/1983","Good","48"
"04/18/1983","Good","42"
"04/19/1983","Good","34"
"04/20/1983","Good","37"
"04/21/1983","Moderate","58"
"04/22/1983","Moderate","71"
"04/23/1983","Unhealthy for Sensitive Groups","136"
"04/24/1983","Moderate","84"
"04/25/1983","Good","39"
"04/26/1983","Moderate","61"
"04/27/1983","Unhealthy for Sensitive Groups","119"
"04/28/1983","Unhealthy","195"
"04/29/1983","Unhealthy for Sensitive Groups","126"
"04/30/1983","Moderate","77"
"05/01/1983","Moderate","51"
"05/02/1983","Good","44"
"05/03/1983","Good","44"
