"Date","AQI Category","Ozone AQI Value"
"01/01/2005","Good","31"
"01/02/2005","Good","19"
"01/03/2005","Good","22"
"01/04/2005","Good","20"
"01/05/2005","Good","20"
"01/06/2005","Good","24"
"01/07/2005","Good","25"
"01/08/2005","Good","28"
"01/09/2005","Good","27"
"01/10/2005","Good","17"
"01/11/2005","Good","25"
"01/12/2005","Good","26"
"01/13/2005","Good","29"
"01/14/2005","Good","28"
"01/15/2005","Good","31"
"01/16/2005","Good","28"
"01/17/2005","Good","29"
"01/18/2005","Good","30"
"01/19/2005","Good","28"
"01/20/2005","Good","28"
"01/21/2005","Good","29"
"01/22/2005","Good","17"
"01/23/2005","Good","35"
"01/24/2005","Good","31"
"01/25/2005","Good","20"
"01/26/2005","Good","27"
"01/27/2005","Good","32"
"01/28/2005","Good","28"
"01/29/2005","Good","28"
"01/30/2005","Good","25"
"01/31/2005","Good","27"
"02/01/2005","Good","21"
"02/02/2005","Good","19"
"02/03/2005","Good","13"
"02/04/2005","Good","31"
"02/05/2005","Good","38"
"02/06/2005","Good","37"
"02/07/2005","Good","28"
"02/08/2005","Good","24"
"02/09/2005","Good","24"
"02/10/2005","Good","31"
"02/11/2005","Good","37"
"02/12/2005","Good","27"
"02/13/2005","Good","39"
"02/14/2005","Good","42"
"02/15/2005","Good","28"
"02/16/2005","Good","31"
"02/17/2005","Good","27"
"02/18/2005","Good","31"
"02/19/2005","Good","32"
"02/20/2005","Good","31"
"02/21/2005","Good","31"
"02/22/2005","Good","20"
"02/23/2005","Good","34"
"02/24/2005","Good","37"
"02/25/2005","Good","32"
"02/26/2005","Good","33"
"02/27/2005","Good","40"
"02/28/2005","Good","42"
"03/01/2005","Good","32"
"03/02/2005","Good","40"
"03/03/2005","Good","41"
"03/04/2005","Good","43"
"03/05/2005","Good","43"
"03/06/2005","Good","44"
"03/07/2005","Good","50"
"03/08/2005","Good","44"
"03/09/2005","Good","41"
"03/10/2005","Good","37"
"03/11/2005","Good","37"
"03/12/2005","Good","37"
"03/13/2005","Good","48"
"03/14/2005","Good","43"
"03/15/2005","Good","44"
"03/16/2005","Good","44"
"03/17/2005","Good","38"
"03/18/2005","Good","43"
"03/19/2005","Moderate","51"
"03/20/2005","Good","48"
"03/21/2005","Good","34"
"03/22/2005","Good","45"
"03/23/2005","Good","32"
"03/24/2005","Good","39"
"03/25/2005","Good","28"
"03/26/2005","Good","47"
"03/27/2005","Good","49"
"03/28/2005","Good","41"
"03/29/2005","Good","35"
"03/30/2005","Good","44"
"03/31/2005","Good","44"
"04/01/2005","Good","44"
"04/02/2005","Good","49"
"04/03/2005","Good","40"
"04/04/2005","Moderate","51"
"04/05/2005","Good","47"
"04/06/2005","Unhealthy for Sensitive Groups","105"
"04/07/2005","Moderate","67"
"04/08/2005","Good","42"
"04/09/2005","Good","50"
"04/10/2005","Moderate","100"
"04/11/2005","Good","49"
"04/12/2005","Good","46"
"04/13/2005","Good","44"
"04/14/2005","Good","50"
"04/15/2005","Good","46"
"04/16/2005","Good","47"
"04/17/2005","Moderate","87"
"04/18/2005","Unhealthy for Sensitive Groups","136"
"04/19/2005","Unhealthy","154"
"04/20/2005","Unhealthy","156"
"04/21/2005","Good","47"
"04/22/2005","Good","43"
"04/23/2005","Good","50"
"04/24/2005","Good","36"
"04/25/2005","Good","43"
"04/26/2005","Moderate","87"
"04/27/2005","Moderate","51"
"04/28/2005","Good","46"
"04/29/2005","Good","46"
"04/30/2005","Good","40"
"05/01/2005","Moderate","58"
"05/02/2005","Moderate","58"
"05/03/2005","Good","36"
"05/04/2005","Good","41"
"05/05/2005","Moderate","51"
"05/06/2005","Good","49"
"05/07/2005","Moderate","90"
"05/08/2005","Moderate","54"
"05/09/2005","Moderate","71"
"05/10/2005","Good","49"
"05/11/2005","Moderate","77"
"05/12/2005","Good","49"
"05/13/2005","Good","50"
"05/14/2005","Moderate","90"
"05/15/2005","Moderate","64"
"05/16/2005","Moderate","51"
"05/17/2005","Good","43"
"05/18/2005","Moderate","71"
"05/19/2005","Moderate","84"
"05/20/2005","Good","50"
"05/21/2005","Good","48"
"05/22/2005","Good","37"
"05/23/2005","Good","31"
"05/24/2005","Good","30"
"05/25/2005","Good","23"
"05/26/2005","Good","31"
"05/27/2005","Unhealthy for Sensitive Groups","126"
"05/28/2005","Moderate","77"
"05/29/2005","Moderate","64"
"05/30/2005","Moderate","64"
"05/31/2005","Moderate","80"
"06/01/2005","Moderate","97"
"06/02/2005","Good","49"
"06/03/2005","Good","34"
"06/04/2005","Good","39"
"06/05/2005","Moderate","97"
"06/06/2005","Unhealthy for Sensitive Groups","115"
"06/07/2005","Unhealthy for Sensitive Groups","129"
"06/08/2005","Unhealthy","166"
"06/09/2005","Good","46"
"06/10/2005","Good","35"
"06/11/2005","Good","49"
"06/12/2005","Moderate","61"
"06/13/2005","Moderate","77"
"06/14/2005","Unhealthy for Sensitive Groups","133"
"06/15/2005","Moderate","97"
"06/16/2005","Moderate","71"
"06/17/2005","Moderate","54"
"06/18/2005","Good","39"
"06/19/2005","Good","38"
"06/20/2005","Good","48"
"06/21/2005","Unhealthy","169"
"06/22/2005","Unhealthy for Sensitive Groups","150"
"06/23/2005","Unhealthy for Sensitive Groups","108"
"06/24/2005","Unhealthy for Sensitive Groups","133"
"06/25/2005","Unhealthy","172"
"06/26/2005","Unhealthy","161"
"06/27/2005","Good","27"
"06/28/2005","Moderate","58"
"06/29/2005","Good","39"
"06/30/2005","Unhealthy for Sensitive Groups","136"
"07/01/2005","Unhealthy for Sensitive Groups","122"
"07/02/2005","Moderate","90"
"07/03/2005","Moderate","74"
"07/04/2005","Unhealthy for Sensitive Groups","129"
"07/05/2005","Moderate","51"
"07/06/2005","Unhealthy for Sensitive Groups","101"
"07/07/2005","Good","30"
"07/08/2005","Good","26"
"07/09/2005","Moderate","84"
"07/10/2005","Unhealthy for Sensitive Groups","105"
"07/11/2005","Unhealthy for Sensitive Groups","140"
"07/12/2005","Unhealthy","159"
"07/13/2005","Moderate","84"
"07/14/2005","Good","42"
"07/15/2005","Moderate","58"
"07/16/2005","Good","41"
"07/17/2005","Good","39"
"07/18/2005","Moderate","80"
"07/19/2005","Moderate","90"
"07/20/2005","Unhealthy for Sensitive Groups","147"
"07/21/2005","Unhealthy","174"
"07/22/2005","Unhealthy","185"
"07/23/2005","Good","50"
"07/24/2005","Moderate","93"
"07/25/2005","Unhealthy","179"
"07/26/2005","Unhealthy","156"
"07/27/2005","Unhealthy","164"
"07/28/2005","Moderate","58"
"07/29/2005","Unhealthy for Sensitive Groups","122"
"07/30/2005","Unhealthy for Sensitive Groups","119"
"07/31/2005","Moderate","54"
"08/01/2005","Unhealthy for Sensitive Groups","115"
"08/02/2005","Unhealthy","166"
"08/03/2005","Unhealthy","164"
"08/04/2005","Unhealthy","200"
"08/05/2005","Unhealthy","182"
"08/06/2005","Unhealthy for Sensitive Groups","115"
"08/07/2005","Unhealthy for Sensitive Groups","105"
"08/08/2005","Good","49"
"08/09/2005","Good","31"
"08/10/2005","Good","45"
"08/11/2005","Unhealthy","154"
"08/12/2005","Very Unhealthy","206"
"08/13/2005","Unhealthy","187"
"08/14/2005","Unhealthy for Sensitive Groups","143"
"08/15/2005","Good","49"
"08/16/2005","Good","30"
"08/17/2005","Unhealthy for Sensitive Groups","108"
"08/18/2005","Unhealthy for Sensitive Groups","115"
"08/19/2005","Good","46"
"08/20/2005","Moderate","100"
"08/21/2005","Unhealthy for Sensitive Groups","101"
"08/22/2005","Moderate","93"
"08/23/2005","Moderate","77"
"08/24/2005","Good","44"
"08/25/2005","Moderate","54"
"08/26/2005","Moderate","67"
"08/27/2005","Good","35"
"08/28/2005","Good","35"
"08/29/2005","Moderate","54"
"08/30/2005","Good","25"
"08/31/2005","Good","42"
"09/01/2005","Moderate","61"
"09/02/2005","Unhealthy for Sensitive Groups","133"
"09/03/2005","Good","48"
"09/04/2005","Good","48"
"09/05/2005","Moderate","64"
"09/06/2005","Moderate","84"
"09/07/2005","Moderate","67"
"09/08/2005","Unhealthy","177"
"09/09/2005","Moderate","77"
"09/10/2005","Moderate","97"
"09/11/2005","Unhealthy for Sensitive Groups","101"
"09/12/2005","Unhealthy for Sensitive Groups","143"
"09/13/2005","Unhealthy","197"
"09/14/2005","Good","16"
"09/15/2005","Good","36"
"09/16/2005","Good","44"
"09/17/2005","Moderate","71"
"09/18/2005","Moderate","64"
"09/19/2005","Moderate","87"
"09/20/2005","Moderate","84"
"09/21/2005","Moderate","58"
"09/22/2005","Unhealthy for Sensitive Groups","115"
"09/23/2005","Unhealthy for Sensitive Groups","126"
"09/24/2005","Good","39"
"09/25/2005","Good","37"
"09/26/2005","Good","42"
"09/27/2005","Good","44"
"09/28/2005","Good","50"
"09/29/2005","Good","36"
"09/30/2005","Good","35"
"10/01/2005","Moderate","58"
"10/02/2005","Unhealthy for Sensitive Groups","115"
"10/03/2005","Moderate","80"
"10/04/2005","Good","26"
"10/05/2005","Good","41"
"10/06/2005","Good","22"
"10/07/2005","Good","27"
"10/08/2005","Good","24"
"10/09/2005","Good","9"
"10/10/2005","Good","6"
"10/11/2005","Good","8"
"10/12/2005","Good","29"
"10/13/2005","Good","30"
"10/14/2005","Good","19"
"10/15/2005","Good","47"
"10/16/2005","Good","31"
"10/17/2005","Good","33"
"10/18/2005","Good","47"
"10/19/2005","Good","46"
"10/20/2005","Good","27"
"10/21/2005","Good","19"
"10/22/2005","Good","28"
"10/23/2005","Good","35"
"10/24/2005","Good","34"
"10/25/2005","Good","33"
"10/26/2005","Good","26"
"10/27/2005","Good","25"
"10/28/2005","Good","26"
"10/29/2005","Good","31"
"10/30/2005","Good","35"
"10/31/2005","Good","41"
"11/01/2005","Good","47"
"11/02/2005","Good","28"
"11/03/2005","Good","40"
"11/04/2005","Good","44"
"11/05/2005","Good","41"
"11/06/2005","Good","49"
"11/07/2005","Good","29"
"11/08/2005","Good","23"
"11/09/2005","Good","44"
"11/10/2005","Good","29"
"11/11/2005","Good","28"
"11/12/2005","Good","28"
"11/13/2005","Good","47"
"11/14/2005","Good","31"
"11/15/2005","Good","34"
"11/16/2005","Good","34"
"11/17/2005","Good","24"
"11/18/2005","Good","24"
"11/19/2005","Good","28"
"11/20/2005","Good","35"
"11/21/2005","Good","21"
"11/22/2005","Good","30"
"11/23/2005","Good","30"
"11/24/2005","Good","35"
"11/25/2005","Good","31"
"11/26/2005","Good","28"
"11/27/2005","Good","31"
"11/28/2005","Good","33"
"11/29/2005","Good","36"
"11/30/2005","Good","26"
"12/01/2005","Good","12"
"12/02/2005","Good","20"
"12/03/2005","Good","23"
"12/04/2005","Good","17"
"12/05/2005","Good","19"
"12/06/2005","Good","23"
"12/07/2005","Good","22"
"12/08/2005","Good","24"
"12/09/2005","Good","19"
"12/10/2005","Good","19"
"12/11/2005","Good","22"
"12/12/2005","Good","24"
"12/13/2005","Good","26"
"12/14/2005","Good","21"
