"Date","AQI Category","PM2.5 AQI Value"
"04/19/2007","Good","37"
"04/20/2007","Good","32"
"04/21/2007","Moderate","64"
"04/22/2007","Moderate","58"
"04/23/2007","Moderate","67"
"04/24/2007","Moderate","66"
"04/25/2007","Good","43"
"04/26/2007","Good","35"
"04/27/2007","Moderate","71"
"04/28/2007","Moderate","64"
"04/29/2007","Moderate","54"
"04/30/2007","Moderate","60"
"05/01/2007","Good","30"
"05/02/2007","Good","34"
"05/03/2007","Good","44"
"05/04/2007","Good","25"
"05/05/2007","Good","47"
"05/06/2007","Good","48"
"05/07/2007","Good","30"
"05/08/2007","Good","31"
"05/09/2007","Moderate","51"
"05/10/2007","Good","42"
"05/11/2007","Moderate","60"
"05/12/2007","Moderate","74"
"05/13/2007","Good","20"
"05/14/2007","Moderate","70"
"05/15/2007","Moderate","72"
"05/16/2007","Moderate","73"
"05/17/2007","Moderate","52"
"05/18/2007","Good","50"
"05/19/2007","Good","29"
"05/20/2007","Moderate","52"
"05/21/2007","Good","29"
"05/22/2007","Moderate","57"
"05/23/2007","Moderate","64"
"05/24/2007","Unhealthy","152"
"05/25/2007","Moderate","67"
"05/26/2007","Moderate","85"
"05/27/2007","Moderate","96"
"05/28/2007","Moderate","83"
"05/29/2007","Good","38"
"05/30/2007","Unhealthy for Sensitive Groups","116"
"05/31/2007","Moderate","79"
"06/01/2007","Moderate","90"
"06/02/2007","Moderate","99"
"06/03/2007","Good","37"
"06/04/2007","Good","46"
"06/05/2007","Moderate","68"
"06/06/2007","Moderate","62"
"06/07/2007","Moderate","64"
"06/08/2007","Unhealthy for Sensitive Groups","139"
"06/09/2007","Moderate","55"
"06/10/2007","Moderate","64"
"06/11/2007","Moderate","69"
"06/12/2007","Moderate","54"
"06/13/2007","Moderate","58"
"06/14/2007","Good","40"
"06/15/2007","Moderate","52"
"06/16/2007","Moderate","62"
"06/17/2007","Moderate","81"
"06/18/2007","Moderate","85"
"06/19/2007","Moderate","89"
"06/20/2007","Moderate","55"
"06/21/2007","Moderate","51"
"06/22/2007","Good","26"
"06/23/2007","Good","48"
"06/24/2007","Good","36"
"06/25/2007","Moderate","75"
"06/26/2007","Unhealthy for Sensitive Groups","111"
"06/27/2007","Moderate","99"
"06/28/2007","Moderate","84"
"06/29/2007","Moderate","80"
"06/30/2007","Moderate","55"
"07/01/2007","Good","28"
"07/02/2007","Good","24"
"07/03/2007","Good","42"
"07/04/2007","Moderate","66"
"07/05/2007","Moderate","85"
"07/06/2007","Moderate","81"
"07/07/2007","Moderate","61"
"07/08/2007","Moderate","93"
"07/09/2007","Unhealthy for Sensitive Groups","126"
"07/10/2007","Unhealthy for Sensitive Groups","115"
"07/11/2007","Moderate","84"
"07/12/2007","Good","38"
"07/13/2007","Moderate","55"
"07/14/2007","Moderate","70"
"07/15/2007","Moderate","85"
"07/16/2007","Moderate","82"
"07/17/2007","Unhealthy","152"
"07/18/2007","Unhealthy for Sensitive Groups","101"
"07/19/2007","Moderate","84"
"07/20/2007","Good","48"
"07/21/2007","Good","25"
"07/22/2007","Good","28"
"07/23/2007","Good","33"
"07/24/2007","Moderate","52"
"07/25/2007","Moderate","52"
"07/26/2007","Moderate","51"
"07/27/2007","Moderate","61"
"07/28/2007","Moderate","81"
"07/29/2007","Moderate","85"
"07/30/2007","Moderate","67"
"07/31/2007","Moderate","55"
"08/01/2007","Moderate","75"
"08/02/2007","Moderate","81"
"08/03/2007","Moderate","74"
"08/04/2007","Unhealthy for Sensitive Groups","123"
"08/05/2007","Moderate","52"
"08/06/2007","Unhealthy for Sensitive Groups","113"
"08/07/2007","Unhealthy for Sensitive Groups","117"
"08/08/2007","Unhealthy for Sensitive Groups","116"
"08/09/2007","Moderate","61"
"08/10/2007","Moderate","54"
"08/11/2007","Good","25"
"08/12/2007","Moderate","52"
"08/13/2007","Moderate","63"
"08/14/2007","Good","31"
"08/15/2007","Moderate","64"
"08/16/2007","Moderate","87"
"08/17/2007","Moderate","94"
"08/18/2007","Good","21"
"08/19/2007","Moderate","69"
"08/20/2007","Good","45"
"08/21/2007","Good","24"
"08/22/2007","Moderate","54"
"08/23/2007","Good","46"
"08/24/2007","Moderate","80"
"08/25/2007","Unhealthy for Sensitive Groups","101"
"08/26/2007","Moderate","55"
"08/27/2007","Good","42"
"08/28/2007","Moderate","53"
"08/29/2007","Moderate","58"
"08/30/2007","Moderate","77"
"08/31/2007","Moderate","79"
"09/01/2007","Good","30"
"09/02/2007","Good","31"
"09/03/2007","Moderate","89"
"09/04/2007","Moderate","70"
"09/05/2007","Moderate","57"
"09/06/2007","Moderate","56"
"09/07/2007","Moderate","59"
"09/08/2007","Moderate","51"
"09/09/2007","Good","45"
"09/10/2007","Moderate","63"
"09/11/2007","Moderate","68"
"09/12/2007","Good","43"
"09/13/2007","Good","50"
"09/14/2007","Moderate","52"
"09/15/2007","Moderate","75"
"09/16/2007","Good","25"
"09/17/2007","Good","32"
"09/18/2007","Good","42"
"09/19/2007","Good","37"
"09/20/2007","Moderate","54"
"09/21/2007","Moderate","76"
"09/22/2007","Moderate","58"
"09/23/2007","Good","47"
"09/24/2007","Moderate","62"
"09/25/2007","Moderate","61"
"09/26/2007","Moderate","79"
"09/27/2007","Moderate","81"
"09/28/2007","Good","48"
"09/29/2007","Good","27"
"09/30/2007","Good","42"
"10/01/2007","Good","33"
"10/02/2007","Good","30"
"10/03/2007","Moderate","54"
"10/04/2007","Moderate","64"
"10/05/2007","Moderate","74"
"10/06/2007","Moderate","72"
"10/07/2007","Moderate","59"
"10/08/2007","Moderate","85"
"10/09/2007","Moderate","96"
"10/10/2007","Moderate","52"
"10/11/2007","Good","43"
"10/12/2007","Moderate","53"
"10/13/2007","Good","43"
"10/14/2007","Good","42"
"10/15/2007","Moderate","88"
"10/16/2007","Moderate","58"
"10/17/2007","Moderate","89"
"10/18/2007","Moderate","65"
"10/19/2007","Moderate","53"
"10/20/2007","Good","39"
"10/21/2007","Moderate","62"
"10/22/2007","Moderate","55"
"10/23/2007","Good","48"
"10/24/2007","Good","38"
"10/25/2007","Good","25"
"10/26/2007","Good","27"
"10/27/2007","Moderate","65"
"10/28/2007","Good","28"
"10/29/2007","Good","33"
"10/30/2007","Moderate","67"
"10/31/2007","Moderate","71"
"11/01/2007","Good","47"
"11/02/2007","Moderate","51"
"11/03/2007","Good","28"
"11/04/2007","Moderate","57"
"11/05/2007","Moderate","66"
"11/06/2007","Good","44"
"11/07/2007","Good","28"
"11/08/2007","Moderate","92"
"11/09/2007","Moderate","81"
"11/10/2007","Moderate","55"
"11/11/2007","Moderate","63"
"11/12/2007","Moderate","78"
"11/13/2007","Moderate","100"
"11/14/2007","Unhealthy for Sensitive Groups","108"
"11/15/2007","Moderate","58"
"11/16/2007","Good","19"
"11/17/2007","Moderate","56"
"11/18/2007","Moderate","55"
"11/19/2007","Moderate","53"
"11/20/2007","Moderate","69"
"11/21/2007","Unhealthy for Sensitive Groups","111"
"11/22/2007","Moderate","67"
"11/23/2007","Good","38"
"11/24/2007","Good","43"
"11/25/2007","Moderate","62"
"11/26/2007","Moderate","69"
"11/27/2007","Good","40"
"11/28/2007","Good","43"
"11/29/2007","Moderate","86"
"11/30/2007","Good","50"
"12/01/2007","Good","36"
"12/02/2007","Moderate","63"
"12/03/2007","Good","37"
"12/04/2007","Good","48"
"12/05/2007","Moderate","63"
"12/06/2007","Moderate","57"
"12/07/2007","Moderate","76"
"12/08/2007","Moderate","90"
"12/09/2007","Moderate","76"
"12/10/2007","Moderate","79"
"12/11/2007","Moderate","64"
"12/12/2007","Moderate","71"
"12/13/2007","Good","36"
"12/14/2007","Moderate","73"
"12/15/2007","Good","36"
"12/16/2007","Good","24"
"12/17/2007","Moderate","57"
"12/18/2007","Moderate","68"
"12/19/2007","Moderate","67"
"12/20/2007","Unhealthy for Sensitive Groups","103"
"12/21/2007","Moderate","59"
"12/22/2007","Moderate","56"
"12/23/2007","Moderate","70"
"12/24/2007","Good","26"
"12/25/2007","Moderate","52"
"12/26/2007","Moderate","89"
"12/27/2007","Moderate","70"
"12/28/2007","Moderate","88"
"12/29/2007","Moderate","51"
"12/30/2007","Moderate","62"
"12/31/2007","Moderate","66"
