"Date","AQI Category","PM2.5 AQI Value"
"01/01/2007","Good","42"
"01/02/2007","Good","23"
"01/03/2007","Moderate","57"
"01/04/2007","Moderate","71"
"01/05/2007","Moderate","54"
"01/06/2007","Good","37"
"01/07/2007","Good","25"
"01/08/2007","Good","20"
"01/09/2007","Good","37"
"01/10/2007","Good","31"
"01/11/2007","Good","50"
"01/12/2007","Moderate","62"
"01/13/2007","Moderate","67"
"01/14/2007","Moderate","88"
"01/15/2007","Moderate","73"
"01/16/2007","Good","24"
"01/17/2007","Good","25"
"01/18/2007","Moderate","79"
"01/19/2007","Moderate","67"
"01/20/2007","Good","26"
"01/21/2007","Good","40"
"01/22/2007","Moderate","94"
"01/23/2007","Moderate","74"
"01/24/2007","Moderate","81"
"01/25/2007","Moderate","61"
"01/26/2007","Good","39"
"01/27/2007","Moderate","75"
"01/28/2007","Moderate","89"
"01/29/2007","Good","48"
"01/30/2007","Moderate","61"
"01/31/2007","Moderate","65"
"02/01/2007","Moderate","76"
"02/02/2007","Moderate","98"
"02/03/2007","Moderate","56"
"02/04/2007","Good","45"
"02/05/2007","Moderate","52"
"02/06/2007","Moderate","55"
"02/07/2007","Moderate","55"
"02/08/2007","Moderate","65"
"02/09/2007","Moderate","55"
"02/10/2007","Moderate","83"
"02/11/2007","Moderate","78"
"02/12/2007","Moderate","66"
"02/13/2007","Moderate","62"
"02/14/2007","Moderate","68"
"02/15/2007","Good","40"
"02/16/2007","Moderate","58"
"02/17/2007","Moderate","74"
"02/18/2007","Moderate","79"
"02/19/2007","Good","35"
"02/20/2007","Moderate","87"
"02/21/2007","Moderate","87"
"02/22/2007","Moderate","96"
"02/23/2007","Moderate","53"
"02/24/2007","Good","35"
"02/25/2007","Good","35"
"02/26/2007","Moderate","87"
"02/27/2007","Moderate","100"
"02/28/2007","Moderate","79"
"03/01/2007","Moderate","87"
"03/02/2007","Good","40"
"03/03/2007","Moderate","62"
"03/04/2007","Good","41"
"03/05/2007","Good","41"
"03/06/2007","Good","24"
"03/07/2007","Moderate","68"
"03/08/2007","Moderate","63"
"03/09/2007","Good","45"
"03/10/2007","Moderate","57"
"03/11/2007","Moderate","78"
"03/12/2007","Moderate","58"
"03/13/2007","Moderate","79"
"03/14/2007","Moderate","92"
"03/15/2007","Moderate","74"
"03/16/2007","Moderate","65"
"03/17/2007","Good","35"
"03/18/2007","Good","24"
"03/19/2007","Good","47"
"03/20/2007","Good","49"
"03/21/2007","Good","33"
"03/22/2007","Moderate","68"
"03/23/2007","Moderate","76"
"03/24/2007","Good","40"
"03/25/2007","Moderate","60"
"03/26/2007","Good","39"
"03/27/2007","Moderate","60"
"03/28/2007","Good","44"
"03/29/2007","Good","14"
"03/30/2007","Good","29"
"03/31/2007","Good","48"
"04/01/2007","Good","33"
"04/02/2007","Moderate","70"
"04/03/2007","Moderate","80"
"04/04/2007","Good","31"
"04/05/2007","Good","35"
"04/06/2007","Moderate","68"
"04/07/2007","Good","42"
"04/08/2007","Good","35"
"04/09/2007","Moderate","54"
"04/10/2007","Moderate","95"
"04/11/2007","Moderate","64"
"04/12/2007","Moderate","70"
"04/13/2007","Good","43"
"04/14/2007","Moderate","51"
"04/15/2007","Good","34"
"04/16/2007","Good","10"
"04/17/2007","Good","13"
"04/18/2007","Moderate","92"
