"Date","AQI Category","Ozone AQI Value"
"01/01/2009","Good","33"
"01/02/2009","Good","31"
"01/03/2009","Good","30"
"01/04/2009","Good","27"
"01/05/2009","Good","23"
"01/06/2009","Good","32"
"01/07/2009","Good","31"
"01/08/2009","Good","31"
"01/09/2009","Good","23"
"01/10/2009","Good","27"
"01/11/2009","Good","29"
"01/12/2009","Good","29"
"01/13/2009","Good","23"
"01/14/2009","Good","31"
"01/15/2009","Good","26"
"01/16/2009","Good","27"
"01/17/2009","Good","31"
"01/18/2009","Good","32"
"01/19/2009","Good","19"
"01/20/2009","Good","28"
"01/21/2009","Good","31"
"01/22/2009","Good","31"
"01/23/2009","Good","35"
"01/24/2009","Good","33"
"01/25/2009","Good","33"
"01/26/2009","Good","28"
"01/27/2009","Good","26"
"01/28/2009","Good","28"
"01/29/2009","Good","33"
"01/30/2009","Good","33"
"01/31/2009","Good","35"
"02/01/2009","Good","37"
"02/02/2009","Good","33"
"02/03/2009","Good","31"
"02/04/2009","Good","34"
"02/05/2009","Good","33"
"02/06/2009","Good","31"
"02/07/2009","Good","44"
"02/08/2009","Good","40"
"02/09/2009","Good","35"
"02/10/2009","Good","33"
"02/11/2009","Good","41"
"02/12/2009","Good","37"
"02/13/2009","Good","31"
"02/14/2009","Good","31"
"02/15/2009","Good","36"
"02/16/2009","Good","37"
"02/17/2009","Good","33"
"02/18/2009","Good","39"
"02/19/2009","Good","31"
"02/20/2009","Good","32"
"02/21/2009","Good","36"
"02/22/2009","Good","36"
"02/23/2009","Good","40"
"02/24/2009","Good","34"
"02/25/2009","Good","38"
"02/26/2009","Good","40"
"02/27/2009","Good","46"
"02/28/2009","Good","29"
"03/01/2009","Good","32"
"03/02/2009","Good","35"
"03/03/2009","Good","36"
"03/04/2009","Good","40"
"03/05/2009","Good","44"
"03/06/2009","Good","50"
"03/07/2009","Moderate","51"
"03/08/2009","Good","40"
"03/09/2009","Good","37"
"03/10/2009","Good","36"
"03/11/2009","Good","44"
"03/12/2009","Good","35"
"03/13/2009","Good","36"
"03/14/2009","Good","36"
"03/15/2009","Good","33"
"03/16/2009","Good","44"
"03/17/2009","Good","48"
"03/18/2009","Good","46"
"03/19/2009","Good","38"
"03/20/2009","Good","37"
"03/21/2009","Good","44"
"03/22/2009","Good","48"
"03/23/2009","Good","45"
"03/24/2009","Good","44"
"03/25/2009","Good","49"
"03/26/2009","Good","45"
"03/27/2009","Good","38"
"03/28/2009","Good","42"
"03/29/2009","Good","37"
"03/30/2009","Good","33"
"03/31/2009","Good","33"
"04/01/2009","Good","39"
"04/02/2009","Good","39"
"04/03/2009","Good","48"
"04/04/2009","Moderate","51"
