"Date","AQI Category","PM2.5 AQI Value"
"03/09/2004","Moderate","56"
"03/10/2004","Moderate","72"
"03/11/2004","Moderate","56"
"03/12/2004","Moderate","53"
"03/13/2004","Good","43"
"03/14/2004","Good","42"
"03/15/2004","Moderate","51"
"03/16/2004","Moderate","93"
"03/17/2004","Moderate","60"
"03/18/2004","Moderate","82"
"03/19/2004","Moderate","64"
"03/20/2004","Moderate","70"
"03/21/2004","Moderate","52"
"03/22/2004","Moderate","52"
"03/23/2004","Good","49"
"03/24/2004","Moderate","65"
"03/25/2004","Moderate","65"
"03/26/2004","Moderate","57"
"03/27/2004","Good","50"
"03/28/2004","Moderate","60"
"03/29/2004","Good","35"
"03/30/2004","Moderate","51"
"03/31/2004","Moderate","75"
"04/01/2004","Good","43"
"04/02/2004","Good","46"
"04/03/2004","Moderate","64"
"04/04/2004","Moderate","53"
"04/05/2004","Good","17"
"04/06/2004","Good","48"
"04/07/2004","Moderate","59"
"04/08/2004","Moderate","72"
"04/09/2004","Moderate","81"
"04/10/2004","Good","38"
"04/11/2004","Moderate","61"
"04/12/2004","Moderate","79"
"04/13/2004","Good","48"
"04/14/2004","Good","43"
"04/15/2004","Good","49"
"04/16/2004","Good","27"
"04/17/2004","Moderate","57"
"04/18/2004","Moderate","90"
"04/19/2004","Moderate","78"
"04/20/2004","Good","39"
"04/21/2004","Moderate","53"
"04/22/2004","Moderate","68"
"04/23/2004","Moderate","64"
"04/24/2004","Good","45"
"04/25/2004","Good","24"
"04/26/2004","Moderate","54"
"04/27/2004","Moderate","60"
"04/28/2004","Good","23"
"04/29/2004","Moderate","52"
"04/30/2004","Moderate","53"
"05/01/2004","Moderate","52"
"05/02/2004","Good","36"
"05/03/2004","Moderate","73"
"05/04/2004","Good","32"
"05/05/2004","Good","48"
"05/06/2004","Moderate","55"
"05/07/2004","Moderate","77"
"05/08/2004","Good","25"
"05/09/2004","Moderate","89"
"05/10/2004","Moderate","80"
"05/11/2004","Unhealthy for Sensitive Groups","106"
"05/12/2004","Unhealthy","161"
"05/13/2004","Moderate","77"
"05/14/2004","Moderate","89"
"05/15/2004","Unhealthy for Sensitive Groups","116"
"05/16/2004","Moderate","52"
"05/17/2004","Moderate","73"
"05/18/2004","Unhealthy for Sensitive Groups","105"
"05/19/2004","Moderate","51"
"05/20/2004","Good","44"
"05/21/2004","Unhealthy","158"
"05/22/2004","Moderate","67"
"05/23/2004","Moderate","72"
"05/24/2004","Unhealthy for Sensitive Groups","125"
"05/25/2004","Moderate","58"
"05/26/2004","Moderate","68"
"05/27/2004","Moderate","82"
"05/28/2004","Moderate","59"
"05/29/2004","Good","29"
"05/30/2004","Moderate","77"
"05/31/2004","Moderate","55"
"06/01/2004","Good","42"
"06/02/2004","Moderate","75"
"06/03/2004","Good","41"
"06/04/2004","Good","39"
"06/05/2004","Moderate","87"
"06/06/2004","Good","44"
"06/07/2004","Moderate","75"
"06/08/2004","Unhealthy","153"
"06/09/2004","Unhealthy for Sensitive Groups","123"
"06/10/2004","Moderate","84"
"06/11/2004","Moderate","68"
"06/12/2004","Good","36"
"06/13/2004","Good","21"
"06/14/2004","Moderate","78"
"06/15/2004","Moderate","72"
"06/16/2004","Moderate","89"
"06/17/2004","Unhealthy for Sensitive Groups","120"
"06/18/2004","Moderate","76"
"06/19/2004","Moderate","60"
"06/20/2004","Moderate","51"
"06/21/2004","Moderate","56"
"06/22/2004","Moderate","66"
"06/23/2004","Moderate","97"
"06/24/2004","Moderate","82"
"06/25/2004","Moderate","71"
"06/26/2004","Moderate","95"
"06/27/2004","Good","45"
"06/28/2004","Moderate","67"
"06/29/2004","Moderate","65"
"06/30/2004","Moderate","64"
"07/01/2004","Moderate","75"
"07/02/2004","Moderate","91"
"07/03/2004","Moderate","59"
"07/04/2004","Moderate","63"
"07/05/2004","Moderate","69"
"07/06/2004","Good","49"
"07/07/2004","Moderate","61"
"07/08/2004","Moderate","82"
"07/09/2004","Moderate","55"
"07/10/2004","Moderate","52"
"07/11/2004","Moderate","83"
"07/12/2004","Moderate","70"
"07/13/2004","Good","39"
"07/14/2004","Moderate","57"
"07/15/2004","Good","46"
"07/16/2004","Moderate","56"
"07/17/2004","Moderate","94"
"07/18/2004","Moderate","85"
"07/19/2004","Moderate","65"
"07/20/2004","Moderate","79"
"07/21/2004","Unhealthy for Sensitive Groups","110"
"07/22/2004","Unhealthy for Sensitive Groups","145"
"07/23/2004","Unhealthy for Sensitive Groups","112"
"07/24/2004","Good","49"
"07/25/2004","Good","47"
"07/26/2004","Moderate","89"
"07/27/2004","Moderate","52"
"07/28/2004","Good","48"
"07/29/2004","Moderate","82"
"07/30/2004","Moderate","55"
"07/31/2004","Good","27"
"08/01/2004","Good","35"
"08/02/2004","Moderate","71"
"08/03/2004","Moderate","69"
"08/04/2004","Moderate","81"
"08/05/2004","Good","41"
"08/06/2004","Good","18"
"08/07/2004","Good","33"
"08/08/2004","Good","44"
"08/09/2004","Moderate","68"
"08/10/2004","Moderate","93"
"08/11/2004","Moderate","88"
"08/12/2004","Moderate","64"
"08/13/2004","Moderate","55"
"08/14/2004","Moderate","80"
"08/15/2004","Moderate","79"
"08/16/2004","Moderate","88"
"08/17/2004","Moderate","75"
"08/18/2004","Moderate","93"
"08/19/2004","Moderate","94"
"08/20/2004","Moderate","99"
"08/21/2004","Moderate","85"
"08/22/2004","Good","50"
"08/23/2004","Moderate","74"
"08/24/2004","Moderate","97"
"08/25/2004","Moderate","63"
"08/26/2004","Good","44"
"08/27/2004","Moderate","59"
"08/28/2004","Moderate","73"
"08/29/2004","Moderate","52"
"08/30/2004","Good","31"
"08/31/2004","Moderate","51"
"09/01/2004","Moderate","53"
"09/02/2004","Good","45"
"09/03/2004","Moderate","51"
"09/04/2004","Moderate","62"
"09/05/2004","Moderate","61"
"09/06/2004","Moderate","90"
"09/07/2004","Good","33"
"09/08/2004","Good","27"
"09/09/2004","Good","30"
"09/10/2004","Good","40"
"09/11/2004","Good","27"
"09/12/2004","Moderate","55"
"09/13/2004","Moderate","78"
"09/14/2004","Moderate","71"
"09/15/2004","Moderate","57"
"09/16/2004","Good","42"
"09/17/2004","Moderate","63"
"09/18/2004","Good","20"
"09/19/2004","Good","12"
"09/20/2004","Good","22"
"09/21/2004","Moderate","51"
"09/22/2004","Moderate","63"
"09/23/2004","Moderate","69"
"09/24/2004","Moderate","67"
"09/25/2004","Good","45"
"09/26/2004","Moderate","56"
"09/27/2004","Moderate","68"
"09/28/2004","Good","49"
"09/29/2004","Good","29"
"09/30/2004","Moderate","58"
"10/01/2004","Good","48"
"10/02/2004","Moderate","55"
"10/03/2004","Good","33"
"10/04/2004","Moderate","55"
"10/05/2004","Good","22"
"10/06/2004","Good","40"
"10/07/2004","Moderate","58"
"10/08/2004","Moderate","71"
"10/09/2004","Moderate","94"
"10/10/2004","Moderate","56"
"10/11/2004","Good","18"
"10/12/2004","Good","28"
"10/13/2004","Good","50"
"10/14/2004","Moderate","56"
"10/15/2004","Moderate","61"
"10/16/2004","Good","25"
"10/17/2004","Good","29"
"10/18/2004","Moderate","56"
"10/19/2004","Good","40"
"10/20/2004","Good","39"
"10/21/2004","Moderate","79"
"10/22/2004","Good","34"
"10/23/2004","Good","23"
"10/24/2004","Moderate","54"
"10/25/2004","Moderate","74"
"10/26/2004","Moderate","67"
"10/27/2004","Moderate","55"
"10/28/2004","Good","38"
"10/29/2004","Moderate","51"
"10/30/2004","Unhealthy for Sensitive Groups","107"
"10/31/2004","Moderate","62"
"11/01/2004","Good","34"
"11/02/2004","Moderate","54"
"11/03/2004","Good","43"
"11/04/2004","Good","33"
"11/05/2004","Good","50"
"11/06/2004","Good","40"
"11/07/2004","Moderate","56"
"11/08/2004","Good","32"
"11/09/2004","Good","27"
"11/10/2004","Good","40"
"11/11/2004","Moderate","79"
"11/12/2004","Moderate","52"
"11/13/2004","Good","20"
"11/14/2004","Good","45"
"11/15/2004","Moderate","62"
"11/16/2004","Moderate","57"
"11/17/2004","Moderate","97"
"11/18/2004","Unhealthy for Sensitive Groups","106"
"11/19/2004","Moderate","92"
"11/20/2004","Moderate","77"
"11/21/2004","Moderate","72"
"11/22/2004","Moderate","71"
"11/23/2004","Moderate","76"
"11/24/2004","Good","48"
"11/25/2004","Good","26"
"11/26/2004","Good","43"
"11/27/2004","Good","34"
"11/28/2004","Good","19"
"11/29/2004","Good","43"
"11/30/2004","Moderate","52"
"12/01/2004","Good","33"
"12/02/2004","Moderate","63"
"12/03/2004","Moderate","63"
"12/04/2004","Moderate","58"
"12/05/2004","Moderate","72"
"12/06/2004","Moderate","55"
"12/07/2004","Moderate","69"
"12/08/2004","Good","37"
"12/09/2004","Good","47"
"12/10/2004","Good","34"
"12/11/2004","Moderate","54"
"12/12/2004","Good","26"
"12/13/2004","Good","31"
"12/14/2004","Good","28"
"12/15/2004","Good","41"
"12/16/2004","Moderate","67"
"12/17/2004","Moderate","64"
"12/18/2004","Moderate","67"
"12/19/2004","Moderate","78"
"12/20/2004","Good","31"
"12/21/2004","Moderate","60"
"12/22/2004","Moderate","86"
"12/23/2004","Good","38"
"12/24/2004","Good","34"
"12/25/2004","Moderate","54"
"12/26/2004","Moderate","62"
"12/27/2004","Good","31"
"12/28/2004","Good","49"
"12/29/2004","Moderate","93"
"12/30/2004","Moderate","91"
"12/31/2004","Moderate","76"
