"Date","AQI Category","PM2.5 AQI Value"
"07/19/2002","Unhealthy","154"
"07/20/2002","Moderate","85"
"07/21/2002","Moderate","73"
"07/22/2002","Moderate","86"
"07/23/2002","Moderate","68"
"07/24/2002","Moderate","52"
"07/25/2002","Moderate","77"
"07/26/2002","Good","25"
"07/27/2002","Moderate","53"
"07/28/2002","Moderate","89"
"07/29/2002","Moderate","91"
"07/30/2002","Moderate","62"
"07/31/2002","Moderate","61"
"08/01/2002","Moderate","67"
"08/02/2002","Moderate","82"
"08/03/2002","Moderate","77"
"08/04/2002","Moderate","90"
"08/05/2002","Moderate","91"
"08/06/2002","Good","42"
"08/07/2002","Good","22"
"08/08/2002","Good","22"
"08/09/2002","Good","32"
"08/10/2002","Moderate","53"
"08/11/2002","Moderate","60"
"08/12/2002","Moderate","99"
"08/13/2002","Unhealthy for Sensitive Groups","114"
"08/14/2002","Unhealthy for Sensitive Groups","111"
"08/15/2002","Moderate","52"
"08/16/2002","Moderate","63"
"08/17/2002","Moderate","65"
"08/18/2002","Moderate","73"
"08/19/2002","Moderate","81"
"08/20/2002","Moderate","75"
"08/21/2002","Moderate","57"
"08/22/2002","Moderate","58"
"08/23/2002","Moderate","69"
"08/24/2002","Moderate","56"
"08/25/2002","Moderate","55"
"08/26/2002","Moderate","66"
"08/27/2002","Moderate","67"
"08/28/2002","Good","46"
"08/29/2002","Good","23"
"08/30/2002","Good","40"
"08/31/2002","Good","33"
"09/01/2002","Good","15"
"09/02/2002","Good","34"
"09/03/2002","Moderate","66"
"09/04/2002","Moderate","75"
"09/05/2002","Good","44"
"09/06/2002","Good","30"
"09/07/2002","Good","47"
"09/08/2002","Moderate","54"
"09/09/2002","Moderate","63"
"09/10/2002","Moderate","56"
"09/11/2002","Moderate","57"
"09/12/2002","Good","29"
"09/13/2002","Moderate","62"
"09/14/2002","Moderate","71"
"09/15/2002","Moderate","58"
"09/16/2002","Moderate","57"
"09/17/2002","Moderate","66"
"09/18/2002","Moderate","56"
"09/19/2002","Moderate","53"
"09/20/2002","Moderate","54"
"09/21/2002","Good","43"
"09/22/2002","Good","23"
"09/23/2002","Good","43"
"09/24/2002","Good","31"
"09/25/2002","Good","42"
"09/26/2002","Moderate","53"
"09/27/2002","Good","24"
"09/28/2002","Good","38"
"09/29/2002","Moderate","55"
"09/30/2002","Good","42"
"10/01/2002","Moderate","60"
"10/02/2002","Moderate","93"
"10/03/2002","Unhealthy for Sensitive Groups","101"
"10/04/2002","Moderate","79"
"10/05/2002","Moderate","65"
"10/06/2002","Good","28"
"10/07/2002","Good","41"
"10/08/2002","Good","34"
"10/09/2002","Good","33"
"10/10/2002","Good","25"
"10/11/2002","Good","39"
"10/12/2002","Good","15"
"10/13/2002","Good","31"
"10/14/2002","Good","32"
"10/15/2002","Good","28"
"10/16/2002","Good","11"
"10/17/2002","Moderate","53"
"10/18/2002","Moderate","52"
"10/19/2002","Moderate","57"
"10/20/2002","Good","42"
"10/21/2002","Good","45"
"10/22/2002","Good","45"
"10/23/2002","Moderate","63"
"10/24/2002","Good","40"
"10/25/2002","Moderate","60"
"10/26/2002","Good","41"
"10/27/2002","Moderate","58"
"10/28/2002","Moderate","54"
"10/29/2002","Moderate","67"
"10/30/2002","Good","38"
"10/31/2002","Moderate","52"
"11/01/2002","Moderate","57"
"11/02/2002","Moderate","58"
"11/03/2002","Moderate","61"
"11/04/2002","Moderate","68"
"11/05/2002","Moderate","63"
"11/06/2002","Good","33"
"11/07/2002","Good","45"
"11/08/2002","Moderate","63"
"11/09/2002","Moderate","70"
"11/10/2002","Moderate","55"
"11/11/2002","Good","45"
"11/12/2002","Good","49"
"11/13/2002","Moderate","51"
"11/14/2002","Moderate","71"
"11/15/2002","Moderate","67"
"11/16/2002","Moderate","75"
"11/17/2002","Good","19"
"11/18/2002","Good","30"
"11/19/2002","Moderate","65"
"11/20/2002","Moderate","81"
"11/21/2002","Moderate","95"
"11/22/2002","Moderate","59"
"11/23/2002","Good","24"
"11/24/2002","Moderate","74"
"11/25/2002","Unhealthy for Sensitive Groups","104"
"11/26/2002","Good","50"
"11/27/2002","Good","40"
"11/28/2002","Moderate","53"
"11/29/2002","Moderate","64"
"11/30/2002","Moderate","55"
"12/01/2002","Good","23"
"12/02/2002","Moderate","55"
"12/03/2002","Moderate","96"
"12/04/2002","Moderate","60"
"12/05/2002","Moderate","57"
"12/06/2002","Moderate","80"
"12/07/2002","Unhealthy for Sensitive Groups","105"
"12/08/2002","Moderate","87"
"12/09/2002","Good","40"
"12/10/2002","Unhealthy for Sensitive Groups","107"
"12/11/2002","Moderate","63"
"12/12/2002","Moderate","60"
"12/13/2002","Moderate","78"
"12/14/2002","Good","25"
"12/15/2002","Moderate","53"
"12/16/2002","Good","42"
"12/17/2002","Good","40"
"12/18/2002","Moderate","59"
"12/19/2002","Moderate","82"
"12/20/2002","Good","45"
"12/21/2002","Good","48"
"12/22/2002","Moderate","61"
"12/23/2002","Good","38"
"12/24/2002","Moderate","52"
"12/25/2002","Good","30"
"12/26/2002","Good","31"
"12/27/2002","Moderate","77"
"12/28/2002","Moderate","80"
"12/29/2002","Moderate","70"
"12/30/2002","Moderate","63"
"12/31/2002","Moderate","96"
