"Date","AQI Category","Ozone AQI Value"
"01/01/1990","Good","25"
"01/02/1990","Good","18"
"01/03/1990","Good","13"
"01/04/1990","Good","19"
"01/05/1990","Good","21"
"01/06/1990","Good","11"
"01/07/1990","Good","16"
"01/08/1990","Good","9"
"01/09/1990","Good","25"
"01/10/1990","Good","14"
"01/11/1990","Good","19"
"01/12/1990","Good","28"
"01/13/1990","Good","31"
"01/14/1990","Good","19"
"01/15/1990","Good","14"
"01/16/1990","Good","22"
"01/17/1990","Good","41"
"01/18/1990","Good","30"
"01/19/1990","Good","28"
"01/20/1990","Good","20"
"01/21/1990","Good","19"
"01/22/1990","Good","15"
"01/23/1990","Good","20"
"01/24/1990","Good","30"
"01/25/1990","Good","29"
"01/26/1990","Good","26"
"01/27/1990","Good","25"
"01/28/1990","Good","24"
"01/29/1990","Good","31"
"01/30/1990","Good","27"
"01/31/1990","Good","17"
"02/01/1990","Good","30"
"02/02/1990","Good","6"
"02/03/1990","Good","28"
"02/04/1990","Good","28"
"02/05/1990","Good","29"
"02/06/1990","Good","19"
"02/07/1990","Good","15"
"02/08/1990","Good","36"
"02/09/1990","Good","48"
"02/10/1990","Good","30"
"02/11/1990","Good","28"
"02/12/1990","Good","27"
"02/13/1990","Good","41"
"02/14/1990","Good","35"
"02/15/1990","Good","30"
"02/16/1990","Good","28"
"02/17/1990","Good","32"
"02/18/1990","Good","34"
"02/19/1990","Good","33"
"02/20/1990","Good","35"
"02/21/1990","Good","29"
"02/22/1990","Good","36"
"02/23/1990","Good","31"
"02/24/1990","Good","31"
"02/25/1990","Good","39"
"02/26/1990","Good","30"
"02/27/1990","Good","25"
"02/28/1990","Good","35"
"03/01/1990","Good","33"
"03/02/1990","Good","25"
"03/03/1990","Good","31"
"03/04/1990","Good","35"
"03/05/1990","Good","36"
"03/06/1990","Good","26"
"03/07/1990","Good","31"
"03/08/1990","Good","25"
"03/09/1990","Good","19"
"03/10/1990","Good","22"
"03/11/1990","Good","33"
"03/12/1990","Good","43"
"03/13/1990","Good","46"
"03/14/1990","Moderate","71"
"03/15/1990","Good","43"
"03/16/1990","Good","39"
"03/17/1990","Good","31"
"03/18/1990","Good","42"
"03/19/1990","Good","40"
"03/20/1990","Good","27"
"03/21/1990","Good","42"
"03/22/1990","Moderate","90"
"03/23/1990","Good","49"
"03/24/1990","Good","35"
"03/25/1990","Good","31"
"03/26/1990","Good","41"
"03/27/1990","Good","36"
"03/28/1990","Good","39"
"03/29/1990","Good","38"
"03/30/1990","Good","43"
"03/31/1990","Good","17"
"04/01/1990","Good","30"
"04/02/1990","Good","40"
"04/03/1990","Good","33"
"04/04/1990","Good","23"
"04/05/1990","Good","39"
"04/06/1990","Good","35"
"04/07/1990","Good","41"
"04/08/1990","Good","42"
"04/09/1990","Moderate","80"
"04/10/1990","Good","49"
"04/11/1990","Good","33"
"04/12/1990","Good","37"
"04/13/1990","Good","42"
"04/14/1990","Moderate","64"
"04/15/1990","Moderate","54"
"04/16/1990","Moderate","77"
"04/17/1990","Good","44"
"04/18/1990","Good","39"
"04/19/1990","Moderate","51"
"04/20/1990","Moderate","58"
"04/21/1990","Good","37"
"04/22/1990","Moderate","61"
"04/23/1990","Moderate","97"
"04/24/1990","Unhealthy for Sensitive Groups","126"
"04/25/1990","Good","46"
"04/26/1990","Unhealthy for Sensitive Groups","126"
"04/27/1990","Unhealthy","190"
"04/28/1990","Unhealthy","156"
"04/29/1990","Good","49"
"04/30/1990","Good","45"
"05/01/1990","Moderate","77"
"05/02/1990","Good","46"
"05/03/1990","Good","43"
"05/04/1990","Moderate","58"
"05/05/1990","Good","49"
"05/06/1990","Moderate","67"
"05/07/1990","Moderate","74"
