"Date","AQI Category","PM2.5 AQI Value"
"09/09/2006","Unhealthy for Sensitive Groups","102"
"09/10/2006","Moderate","57"
"09/11/2006","Good","44"
"09/12/2006","Good","49"
"09/13/2006","Good","45"
"09/14/2006","Good","50"
"09/15/2006","Good","27"
"09/16/2006","Good","38"
"09/17/2006","Good","47"
"09/18/2006","Moderate","66"
"09/19/2006","Moderate","85"
"09/20/2006","Moderate","53"
"09/21/2006","Good","32"
"09/22/2006","Moderate","53"
"09/23/2006","Moderate","71"
"09/24/2006","Moderate","63"
"09/25/2006","Good","35"
"09/26/2006","Moderate","66"
"09/27/2006","Moderate","64"
"09/28/2006","Moderate","56"
"09/29/2006","Good","36"
"09/30/2006","Moderate","52"
"10/01/2006","Good","48"
"10/02/2006","Moderate","89"
"10/03/2006","Moderate","67"
"10/04/2006","Moderate","81"
"10/05/2006","Good","37"
"10/06/2006","Good","35"
"10/07/2006","Moderate","62"
"10/08/2006","Moderate","58"
"10/09/2006","Moderate","63"
"10/10/2006","Moderate","77"
"10/11/2006","Moderate","66"
"10/12/2006","Good","40"
"10/13/2006","Moderate","66"
"10/14/2006","Moderate","63"
"10/15/2006","Moderate","57"
"10/16/2006","Moderate","59"
"10/17/2006","Good","43"
"10/18/2006","Moderate","60"
"10/19/2006","Moderate","78"
"10/20/2006","Moderate","59"
"10/21/2006","Good","46"
"10/22/2006","Moderate","62"
"10/23/2006","Good","36"
"10/24/2006","Good","26"
"10/25/2006","Good","22"
"10/26/2006","Moderate","71"
"10/27/2006","Good","39"
"10/28/2006","Good","20"
"10/29/2006","Good","32"
"10/30/2006","Good","42"
"10/31/2006","Moderate","67"
"11/01/2006","Moderate","83"
"11/02/2006","Good","43"
"11/03/2006","Good","35"
"11/04/2006","Moderate","65"
"11/05/2006","Moderate","77"
"11/06/2006","Moderate","87"
"11/07/2006","Moderate","69"
"11/08/2006","Good","25"
"11/09/2006","Moderate","60"
"11/10/2006","Moderate","67"
"11/11/2006","Moderate","68"
"11/12/2006","Moderate","69"
"11/13/2006","Good","37"
"11/14/2006","Good","48"
"11/15/2006","Moderate","75"
"11/16/2006","Good","45"
"11/17/2006","Moderate","60"
"11/18/2006","Good","34"
"11/19/2006","Moderate","73"
"11/20/2006","Good","33"
"11/21/2006","Good","31"
"11/22/2006","Moderate","52"
"11/23/2006","Good","19"
"11/24/2006","Good","25"
"11/25/2006","Moderate","55"
"11/26/2006","Moderate","65"
"11/27/2006","Moderate","98"
"11/28/2006","Unhealthy for Sensitive Groups","141"
"11/29/2006","Moderate","98"
"11/30/2006","Moderate","73"
"12/01/2006","Good","34"
"12/02/2006","Good","35"
"12/03/2006","Good","48"
"12/04/2006","Moderate","56"
"12/05/2006","Moderate","60"
"12/06/2006","Moderate","67"
"12/07/2006","Moderate","55"
"12/08/2006","Good","22"
"12/09/2006","Moderate","56"
"12/10/2006","Moderate","60"
"12/11/2006","Moderate","78"
"12/12/2006","Moderate","63"
"12/13/2006","Moderate","69"
"12/14/2006","Moderate","96"
"12/15/2006","Unhealthy for Sensitive Groups","109"
"12/16/2006","Moderate","62"
"12/17/2006","Moderate","76"
"12/18/2006","Moderate","69"
"12/19/2006","Good","46"
"12/20/2006","Moderate","66"
"12/21/2006","Moderate","75"
"12/22/2006","Moderate","72"
"12/23/2006","Good","30"
"12/24/2006","Good","41"
"12/25/2006","Moderate","66"
"12/26/2006","Good","32"
"12/27/2006","Good","36"
"12/28/2006","Moderate","64"
"12/29/2006","Moderate","64"
"12/30/2006","Moderate","59"
"12/31/2006","Good","48"
