"Date","AQI Category","Ozone AQI Value"
"01/01/2016","Good","31"
"01/02/2016","Good","31"
"01/03/2016","Good","34"
"01/04/2016","Good","33"
"01/05/2016","Good","31"
"01/06/2016","Good","27"
"01/07/2016","Good","23"
"01/08/2016","Good","17"
"01/09/2016","Good","30"
"01/10/2016","Good","33"
"01/11/2016","Good","31"
"01/12/2016","Good","31"
"01/13/2016","Good","32"
"01/14/2016","Good","31"
"01/15/2016","Good","28"
"01/16/2016","Good","32"
"01/17/2016","Good","29"
"01/18/2016","Good","28"
"01/19/2016","Good","31"
"01/20/2016","Good","31"
"01/21/2016","Good","32"
"01/22/2016","Good","32"
"01/23/2016","Good","38"
"01/24/2016","Good","42"
"01/25/2016","Good","28"
"01/26/2016","Good","36"
"01/27/2016","Good","34"
"01/28/2016","Good","33"
"01/29/2016","Good","32"
"01/30/2016","Good","33"
"01/31/2016","Good","40"
"02/01/2016","Good","38"
"02/02/2016","Good","34"
"02/03/2016","Good","31"
"02/04/2016","Good","31"
"02/05/2016","Good","33"
"02/06/2016","Good","36"
"02/07/2016","Good","29"
"02/08/2016","Good","32"
"02/09/2016","Good","26"
"02/10/2016","Good","27"
"02/11/2016","Good","35"
"02/12/2016","Good","35"
"02/13/2016","Good","35"
"02/14/2016","Good","34"
"02/15/2016","Good","25"
"02/16/2016","Good","38"
"02/17/2016","Good","29"
"02/18/2016","Good","37"
"02/19/2016","Good","36"
"02/20/2016","Good","37"
"02/21/2016","Good","33"
"02/22/2016","Good","31"
"02/23/2016","Good","33"
"02/24/2016","Good","31"
"02/25/2016","Good","36"
"02/26/2016","Good","41"
"02/27/2016","Good","41"
"02/28/2016","Good","47"
"02/29/2016","Good","39"
"03/01/2016","Good","43"
"03/02/2016","Good","39"
"03/03/2016","Good","38"
"03/04/2016","Good","34"
"03/05/2016","Good","42"
"03/06/2016","Good","35"
"03/07/2016","Good","42"
"03/08/2016","Moderate","51"
"03/09/2016","Moderate","84"
"03/10/2016","Moderate","61"
"03/11/2016","Good","42"
"03/12/2016","Good","32"
"03/13/2016","Good","37"
"03/14/2016","Good","36"
"03/15/2016","Good","29"
"03/16/2016","Good","38"
"03/17/2016","Good","41"
"03/18/2016","Good","44"
"03/19/2016","Good","36"
"03/20/2016","Good","37"
"03/21/2016","Good","44"
"03/22/2016","Good","44"
"03/23/2016","Moderate","64"
"03/24/2016","Moderate","54"
"03/25/2016","Good","45"
"03/26/2016","Good","40"
"03/27/2016","Good","39"
"03/28/2016","Good","44"
"03/29/2016","Good","49"
"03/30/2016","Good","47"
"03/31/2016","Good","49"
"04/01/2016","Good","44"
"04/02/2016","Good","41"
"04/03/2016","Good","46"
"04/04/2016","Good","36"
"04/05/2016","Good","44"
"04/06/2016","Good","47"
"04/07/2016","Good","41"
"04/08/2016","Good","44"
"04/09/2016","Good","37"
"04/10/2016","Moderate","54"
"04/11/2016","Good","47"
"04/12/2016","Good","44"
"04/13/2016","Good","44"
"04/14/2016","Good","44"
"04/15/2016","Good","50"
"04/16/2016","Moderate","58"
"04/17/2016","Moderate","71"
"04/18/2016","Moderate","100"
"04/19/2016","Moderate","80"
"04/20/2016","Moderate","54"
"04/21/2016","Moderate","67"
"04/22/2016","Moderate","67"
"04/23/2016","Good","43"
"04/24/2016","Good","50"
"04/25/2016","Moderate","71"
"04/26/2016","Moderate","67"
"04/27/2016","Good","29"
"04/28/2016","Good","38"
"04/29/2016","Good","39"
"04/30/2016","Good","43"
"05/01/2016","Good","34"
"05/02/2016","Good","29"
"05/03/2016","Good","27"
"05/04/2016","Good","30"
"05/05/2016","Good","27"
"05/06/2016","Good","25"
"05/07/2016","Good","31"
"05/08/2016","Good","43"
"05/09/2016","Good","40"
"05/10/2016","Good","32"
"05/11/2016","Good","37"
"05/12/2016","Moderate","77"
"05/13/2016","Good","32"
"05/14/2016","Good","48"
"05/15/2016","Good","40"
"05/16/2016","Good","46"
"05/17/2016","Good","36"
"05/18/2016","Good","42"
"05/19/2016","Moderate","51"
"05/20/2016","Moderate","58"
"05/21/2016","Good","41"
"05/22/2016","Good","44"
"05/23/2016","Moderate","54"
"05/24/2016","Moderate","77"
"05/25/2016","Unhealthy","154"
