"Date","AQI Category","PM2.5 AQI Value"
"01/03/1999","Good","44"
"01/06/1999","Moderate","73"
"01/09/1999","Moderate","73"
"01/12/1999","Moderate","55"
"01/15/1999","Moderate","54"
"01/18/1999","Moderate","80"
"01/21/1999","Moderate","71"
"01/24/1999","Good","44"
"01/27/1999","Moderate","95"
"01/30/1999","Moderate","62"
"02/02/1999","Good","47"
"02/04/1999","Moderate","83"
"02/05/1999","Good","39"
"02/06/1999","Moderate","73"
"02/07/1999","Moderate","72"
"02/08/1999","Moderate","64"
"02/09/1999","Moderate","88"
"02/11/1999","Moderate","63"
"02/14/1999","Good","40"
"02/17/1999","Unhealthy for Sensitive Groups","143"
"02/18/1999","Moderate","80"
"02/19/1999","Moderate","63"
"02/20/1999","Moderate","54"
"02/21/1999","Good","30"
"02/22/1999","Good","17"
"02/23/1999","Moderate","59"
"02/24/1999","Moderate","51"
"02/25/1999","Moderate","65"
"02/26/1999","Moderate","83"
"02/27/1999","Moderate","99"
"02/28/1999","Moderate","83"
"03/01/1999","Moderate","59"
"03/02/1999","Moderate","60"
"03/04/1999","Good","30"
"03/05/1999","Good","36"
"03/06/1999","Moderate","64"
"03/07/1999","Good","31"
"03/08/1999","Good","33"
"03/09/1999","Moderate","55"
"03/10/1999","Moderate","60"
"03/11/1999","Good","34"
"03/12/1999","Good","32"
"03/13/1999","Moderate","72"
"03/14/1999","Moderate","54"
"03/15/1999","Good","31"
"03/16/1999","Moderate","58"
"03/17/1999","Moderate","74"
"03/18/1999","Moderate","66"
"03/19/1999","Moderate","99"
"03/20/1999","Moderate","60"
"03/21/1999","Moderate","64"
"03/22/1999","Moderate","53"
"03/23/1999","Moderate","61"
"03/24/1999","Moderate","84"
"03/25/1999","Moderate","74"
"03/26/1999","Good","44"
"03/27/1999","Moderate","59"
"03/28/1999","Moderate","53"
"03/29/1999","Moderate","51"
"03/30/1999","Moderate","59"
"03/31/1999","Moderate","62"
"04/01/1999","Moderate","76"
"04/02/1999","Moderate","79"
"04/03/1999","Moderate","56"
"04/04/1999","Moderate","62"
"04/05/1999","Good","29"
"04/06/1999","Moderate","56"
"04/07/1999","Moderate","55"
"04/08/1999","Moderate","68"
"04/09/1999","Moderate","63"
"04/10/1999","Moderate","64"
"04/11/1999","Good","31"
"04/12/1999","Moderate","51"
"04/13/1999","Good","29"
"04/14/1999","Good","24"
"04/15/1999","Moderate","54"
"04/16/1999","Moderate","66"
"04/17/1999","Moderate","52"
"04/18/1999","Good","49"
"04/19/1999","Moderate","56"
"04/20/1999","Moderate","70"
"04/21/1999","Moderate","72"
"04/22/1999","Moderate","87"
"04/23/1999","Moderate","81"
"04/24/1999","Good","45"
"04/25/1999","Good","34"
"04/26/1999","Moderate","58"
"04/27/1999","Good","42"
"04/28/1999","Good","29"
"04/29/1999","Moderate","57"
"04/30/1999","Moderate","58"
"05/01/1999","Good","42"
"05/02/1999","Good","37"
"05/03/1999","Moderate","60"
"05/04/1999","Good","45"
"05/05/1999","Moderate","54"
"05/06/1999","Moderate","61"
"05/07/1999","Moderate","64"
"05/08/1999","Moderate","97"
"05/09/1999","Moderate","56"
"05/10/1999","Moderate","52"
"05/11/1999","Moderate","59"
"05/12/1999","Moderate","83"
"05/14/1999","Good","15"
"05/15/1999","Good","40"
"05/16/1999","Good","14"
"05/17/1999","Good","41"
"05/18/1999","Good","37"
"05/19/1999","Moderate","59"
"05/20/1999","Good","26"
"05/21/1999","Moderate","54"
"05/22/1999","Moderate","80"
"05/23/1999","Moderate","81"
"05/24/1999","Moderate","70"
"05/25/1999","Moderate","68"
"05/26/1999","Moderate","53"
"05/27/1999","Good","42"
"05/28/1999","Moderate","55"
"05/29/1999","Moderate","66"
"05/30/1999","Moderate","72"
"05/31/1999","Moderate","94"
"06/01/1999","Moderate","87"
"06/02/1999","Moderate","72"
"06/03/1999","Moderate","54"
"06/04/1999","Good","43"
"06/05/1999","Good","45"
"06/06/1999","Good","49"
"06/07/1999","Unhealthy for Sensitive Groups","114"
"06/08/1999","Unhealthy for Sensitive Groups","126"
"06/09/1999","Moderate","65"
"06/10/1999","Good","49"
"06/11/1999","Moderate","59"
"06/12/1999","Good","43"
"06/13/1999","Good","46"
"06/14/1999","Moderate","60"
"06/15/1999","Moderate","68"
"06/16/1999","Good","41"
"06/17/1999","Moderate","55"
"06/18/1999","Good","33"
"06/19/1999","Good","47"
"06/20/1999","Good","48"
"06/21/1999","Good","32"
"06/22/1999","Moderate","57"
"06/23/1999","Moderate","66"
"06/24/1999","Moderate","54"
"06/25/1999","Moderate","59"
"06/26/1999","Moderate","71"
"06/27/1999","Moderate","68"
"06/28/1999","Moderate","73"
"06/29/1999","Moderate","70"
"06/30/1999","Moderate","53"
"07/01/1999","Moderate","58"
"07/02/1999","Moderate","70"
"07/03/1999","Moderate","92"
"07/04/1999","Moderate","93"
"07/05/1999","Unhealthy for Sensitive Groups","103"
"07/06/1999","Unhealthy for Sensitive Groups","109"
"07/08/1999","Moderate","55"
"07/09/1999","Moderate","73"
"07/11/1999","Good","24"
"07/12/1999","Good","30"
"07/13/1999","Good","18"
"07/14/1999","Good","38"
"07/15/1999","Moderate","53"
"07/16/1999","Moderate","83"
"07/17/1999","Moderate","91"
"07/18/1999","Moderate","95"
"07/19/1999","Unhealthy for Sensitive Groups","138"
"07/20/1999","Moderate","76"
"07/21/1999","Good","33"
"07/22/1999","Moderate","60"
"07/23/1999","Moderate","95"
"07/24/1999","Unhealthy for Sensitive Groups","129"
"07/25/1999","Moderate","64"
"07/26/1999","Moderate","63"
"07/27/1999","Moderate","70"
"07/28/1999","Moderate","68"
"07/29/1999","Moderate","64"
"07/30/1999","Moderate","75"
"07/31/1999","Unhealthy for Sensitive Groups","122"
"08/01/1999","Moderate","85"
"08/02/1999","Good","35"
"08/03/1999","Good","36"
"08/04/1999","Moderate","59"
"08/05/1999","Moderate","65"
"08/06/1999","Moderate","53"
"08/07/1999","Moderate","62"
"08/08/1999","Moderate","99"
"08/09/1999","Good","32"
"08/10/1999","Good","48"
"08/11/1999","Moderate","82"
"08/12/1999","Moderate","93"
"08/13/1999","Moderate","83"
"08/14/1999","Moderate","60"
"08/15/1999","Moderate","53"
"08/16/1999","Moderate","62"
"08/17/1999","Moderate","98"
"08/18/1999","Moderate","85"
"08/19/1999","Moderate","52"
"08/20/1999","Good","33"
"08/21/1999","Good","40"
"08/22/1999","Moderate","52"
"08/23/1999","Moderate","55"
"08/24/1999","Moderate","64"
"08/25/1999","Good","46"
"08/26/1999","Moderate","52"
"08/27/1999","Moderate","68"
"08/28/1999","Moderate","91"
"08/29/1999","Moderate","87"
"08/30/1999","Good","21"
"08/31/1999","Moderate","55"
"09/01/1999","Good","30"
"09/02/1999","Good","36"
"09/03/1999","Moderate","52"
"09/04/1999","Good","34"
"09/05/1999","Good","25"
"09/06/1999","Moderate","58"
"09/07/1999","Moderate","73"
"09/08/1999","Moderate","87"
"09/09/1999","Moderate","89"
"09/10/1999","Moderate","72"
"09/11/1999","Moderate","55"
"09/12/1999","Moderate","69"
"09/13/1999","Moderate","62"
"09/14/1999","Moderate","54"
"09/15/1999","Moderate","67"
"09/16/1999","Good","7"
"09/17/1999","Good","16"
"09/18/1999","Good","38"
"09/19/1999","Moderate","62"
"09/20/1999","Moderate","59"
"09/21/1999","Moderate","56"
"09/22/1999","Good","15"
"09/23/1999","Good","42"
"09/24/1999","Moderate","75"
"09/25/1999","Moderate","76"
"09/26/1999","Moderate","51"
"09/27/1999","Moderate","64"
"09/28/1999","Moderate","81"
"09/29/1999","Moderate","62"
"09/30/1999","Good","21"
"10/01/1999","Good","49"
"10/02/1999","Moderate","65"
"10/03/1999","Moderate","79"
"10/04/1999","Moderate","56"
"10/05/1999","Good","34"
"10/06/1999","Moderate","61"
"10/07/1999","Good","28"
"10/08/1999","Good","47"
"10/09/1999","Moderate","64"
"10/10/1999","Moderate","70"
"10/11/1999","Good","45"
"10/12/1999","Moderate","57"
"10/13/1999","Good","42"
"10/14/1999","Good","19"
"10/15/1999","Good","38"
"10/16/1999","Good","39"
"10/17/1999","Moderate","55"
"10/18/1999","Good","31"
"10/19/1999","Good","33"
"10/20/1999","Moderate","66"
"10/21/1999","Moderate","72"
"10/22/1999","Moderate","72"
"10/23/1999","Good","36"
"10/24/1999","Good","35"
"10/25/1999","Good","47"
"10/26/1999","Moderate","59"
"10/27/1999","Moderate","55"
"10/28/1999","Moderate","54"
"10/29/1999","Moderate","94"
"10/30/1999","Unhealthy for Sensitive Groups","117"
"10/31/1999","Moderate","86"
"11/01/1999","Moderate","71"
"11/02/1999","Moderate","59"
"11/03/1999","Good","17"
"11/04/1999","Moderate","54"
"11/05/1999","Moderate","63"
"11/06/1999","Moderate","68"
"11/07/1999","Good","29"
"11/08/1999","Moderate","58"
"11/09/1999","Moderate","92"
"11/10/1999","Moderate","96"
"11/11/1999","Moderate","64"
"11/12/1999","Moderate","53"
"11/13/1999","Moderate","84"
"11/14/1999","Moderate","95"
"11/15/1999","Good","18"
"11/16/1999","Good","25"
"11/17/1999","Moderate","54"
"11/18/1999","Moderate","77"
"11/19/1999","Moderate","92"
"11/20/1999","Moderate","64"
"11/21/1999","Moderate","70"
"11/22/1999","Moderate","60"
"11/23/1999","Moderate","66"
"11/24/1999","Moderate","60"
"11/25/1999","Moderate","58"
"11/26/1999","Good","36"
"11/27/1999","Good","38"
"11/28/1999","Moderate","52"
"11/29/1999","Good","49"
"11/30/1999","Good","27"
"12/01/1999","Good","20"
"12/02/1999","Moderate","72"
"12/03/1999","Moderate","93"
"12/04/1999","Moderate","75"
"12/05/1999","Moderate","84"
"12/06/1999","Moderate","56"
"12/07/1999","Good","40"
"12/08/1999","Moderate","68"
"12/09/1999","Unhealthy for Sensitive Groups","109"
"12/10/1999","Moderate","79"
"12/11/1999","Good","25"
"12/12/1999","Good","47"
"12/13/1999","Moderate","86"
"12/14/1999","Moderate","67"
"12/15/1999","Good","50"
"12/16/1999","Moderate","58"
"12/17/1999","Moderate","52"
"12/18/1999","Moderate","63"
"12/19/1999","Moderate","56"
"12/20/1999","Moderate","56"
"12/21/1999","Good","38"
