"Date","AQI Category","PM2.5 AQI Value"
"12/22/1999","Moderate","60"
"12/23/1999","Moderate","77"
"12/24/1999","Moderate","64"
"12/25/1999","Moderate","66"
"12/26/1999","Moderate","59"
"12/27/1999","Good","43"
"12/28/1999","Moderate","61"
"12/29/1999","Moderate","65"
"12/30/1999","Moderate","67"
"12/31/1999","Moderate","100"
