"Date","AQI Category","PM2.5 AQI Value"
"01/01/2010","Moderate","85"
"01/02/2010","Good","26"
"01/03/2010","Good","25"
"01/04/2010","Good","40"
"01/05/2010","Good","33"
"01/06/2010","Good","28"
"01/07/2010","Good","42"
"01/08/2010","Unhealthy for Sensitive Groups","101"
"01/09/2010","Good","37"
"01/10/2010","Moderate","54"
"01/11/2010","Moderate","69"
"01/12/2010","Moderate","81"
"01/13/2010","Moderate","57"
"01/14/2010","Moderate","86"
"01/15/2010","Moderate","95"
"01/16/2010","Moderate","88"
"01/17/2010","Moderate","94"
"01/18/2010","Moderate","84"
"01/19/2010","Moderate","87"
"01/20/2010","Moderate","59"
"01/21/2010","Moderate","56"
"01/22/2010","Moderate","62"
"01/23/2010","Moderate","54"
"01/24/2010","Good","49"
"01/25/2010","Good","34"
"01/26/2010","Good","40"
"01/27/2010","Moderate","53"
"01/28/2010","Moderate","100"
"01/29/2010","Good","38"
"01/30/2010","Good","38"
"01/31/2010","Good","43"
"02/01/2010","Moderate","100"
"02/02/2010","Moderate","86"
"02/03/2010","Unhealthy for Sensitive Groups","101"
"02/04/2010","Moderate","84"
"02/05/2010","Moderate","93"
"02/06/2010","Moderate","71"
"02/07/2010","Moderate","52"
"02/08/2010","Good","38"
"02/09/2010","Moderate","62"
"02/10/2010","Good","44"
"02/11/2010","Good","30"
"02/12/2010","Moderate","55"
"02/13/2010","Moderate","70"
"02/14/2010","Moderate","55"
"02/15/2010","Moderate","62"
"02/16/2010","Moderate","70"
"02/17/2010","Moderate","58"
"02/18/2010","Good","40"
"02/19/2010","Good","40"
"02/20/2010","Moderate","52"
"02/21/2010","Moderate","59"
"02/22/2010","Moderate","61"
"02/23/2010","Moderate","76"
"02/24/2010","Good","40"
"02/25/2010","Moderate","53"
"02/26/2010","Good","23"
"02/27/2010","Good","49"
"02/28/2010","Moderate","65"
"03/01/2010","Good","32"
"03/02/2010","Good","43"
"03/03/2010","Moderate","64"
"03/04/2010","Good","33"
"03/05/2010","Good","27"
"03/06/2010","Good","33"
"03/07/2010","Moderate","55"
"03/08/2010","Moderate","65"
"03/09/2010","Moderate","65"
"03/10/2010","Moderate","76"
"03/11/2010","Moderate","87"
"03/12/2010","Moderate","78"
"03/13/2010","Good","20"
"03/14/2010","Good","25"
"03/15/2010","Good","27"
"03/16/2010","Good","45"
"03/17/2010","Moderate","52"
"03/18/2010","Moderate","59"
"03/19/2010","Moderate","64"
"03/20/2010","Moderate","68"
"03/21/2010","Moderate","72"
"03/22/2010","Good","36"
"03/23/2010","Good","38"
"03/24/2010","Good","32"
"03/25/2010","Moderate","66"
"03/26/2010","Moderate","51"
"03/27/2010","Good","40"
"03/28/2010","Good","30"
"03/29/2010","Good","30"
"03/30/2010","Good","22"
"03/31/2010","Good","29"
"04/01/2010","Moderate","53"
"04/02/2010","Good","41"
"04/03/2010","Good","30"
"04/04/2010","Good","36"
"04/05/2010","Moderate","64"
"04/06/2010","Moderate","73"
"04/07/2010","Moderate","74"
"04/08/2010","Moderate","72"
"04/09/2010","Good","43"
"04/10/2010","Good","49"
"04/11/2010","Moderate","59"
"04/12/2010","Moderate","52"
"04/13/2010","Moderate","58"
"04/14/2010","Moderate","55"
"04/15/2010","Moderate","61"
"04/16/2010","Moderate","71"
"04/17/2010","Good","44"
"04/18/2010","Good","27"
"04/19/2010","Good","33"
"04/20/2010","Good","32"
"04/21/2010","Moderate","62"
