"Date","AQI Category","Ozone AQI Value"
"01/01/1984","Good","17"
"01/02/1984","Good","7"
"01/03/1984","Good","16"
"01/04/1984","Good","11"
"01/05/1984","Good","7"
"01/06/1984","Good","11"
"01/07/1984","Good","23"
"01/08/1984","Good","23"
"01/09/1984","Good","23"
"01/10/1984","Good","28"
"01/11/1984","Good","33"
"01/12/1984","Good","24"
"01/13/1984","Good","9"
"01/14/1984","Good","17"
"01/15/1984","Good","31"
"01/16/1984","Good","12"
"01/17/1984","Good","12"
"01/18/1984","Good","9"
"01/19/1984","Good","30"
"01/20/1984","Good","20"
"01/21/1984","Good","28"
"01/22/1984","Good","26"
"01/23/1984","Good","21"
"01/24/1984","Good","19"
"01/25/1984","Good","18"
"01/26/1984","Good","21"
"01/27/1984","Good","21"
"01/28/1984","Good","31"
"01/29/1984","Good","19"
"01/30/1984","Good","22"
"01/31/1984","Good","33"
"02/01/1984","Good","36"
"02/02/1984","Good","30"
"02/03/1984","Good","35"
"02/04/1984","Good","14"
"02/05/1984","Good","20"
"02/06/1984","Good","31"
"02/07/1984","Good","29"
"02/08/1984","Good","28"
"02/09/1984","Good","16"
"02/10/1984","Good","41"
"02/11/1984","Good","37"
"02/12/1984","Good","19"
"02/13/1984","Good","43"
"02/14/1984","Good","36"
"02/15/1984","Good","33"
"02/16/1984","Good","19"
"02/17/1984","Good","12"
"02/18/1984","Good","21"
"02/19/1984","Good","32"
"02/20/1984","Good","28"
"02/21/1984","Good","32"
"02/22/1984","Good","27"
"02/23/1984","Good","34"
"02/24/1984","Good","35"
"02/25/1984","Good","32"
"02/26/1984","Good","34"
"02/27/1984","Good","34"
"02/28/1984","Good","34"
"02/29/1984","Good","36"
"03/01/1984","Good","37"
"03/02/1984","Good","48"
"03/03/1984","Good","48"
"03/04/1984","Good","48"
"03/05/1984","Good","33"
"03/06/1984","Good","35"
"03/07/1984","Good","37"
"03/08/1984","Good","32"
"03/09/1984","Good","42"
"03/10/1984","Good","44"
"03/11/1984","Good","46"
"03/12/1984","Good","39"
"03/13/1984","Good","33"
"03/14/1984","Good","31"
"03/15/1984","Good","41"
"03/16/1984","Good","44"
"03/17/1984","Good","44"
"03/18/1984","Good","28"
"03/19/1984","Good","31"
"03/20/1984","Good","46"
"03/21/1984","Good","38"
"03/22/1984","Good","39"
