"Date","AQI Category","PM2.5 AQI Value"
"01/01/2008","Unhealthy for Sensitive Groups","129"
"01/02/2008","Good","34"
"01/03/2008","Good","32"
"01/04/2008","Moderate","69"
"01/05/2008","Moderate","82"
"01/06/2008","Moderate","94"
"01/07/2008","Unhealthy for Sensitive Groups","101"
"01/08/2008","Moderate","74"
"01/09/2008","Good","34"
"01/10/2008","Moderate","60"
"01/11/2008","Moderate","53"
"01/12/2008","Moderate","56"
"01/13/2008","Moderate","64"
"01/14/2008","Moderate","52"
"01/15/2008","Moderate","57"
"01/16/2008","Moderate","58"
"01/17/2008","Good","43"
"01/18/2008","Good","38"
"01/19/2008","Moderate","60"
"01/20/2008","Good","48"
"01/21/2008","Moderate","52"
"01/22/2008","Moderate","56"
"01/23/2008","Moderate","63"
"01/24/2008","Moderate","68"
"01/25/2008","Moderate","72"
"01/26/2008","Moderate","67"
"01/27/2008","Moderate","74"
"01/28/2008","Moderate","97"
"01/29/2008","Unhealthy for Sensitive Groups","117"
"01/30/2008","Moderate","56"
"01/31/2008","Moderate","54"
"02/01/2008","Good","38"
"02/02/2008","Moderate","67"
"02/03/2008","Unhealthy for Sensitive Groups","106"
"02/04/2008","Moderate","83"
"02/05/2008","Moderate","97"
"02/06/2008","Moderate","71"
"02/07/2008","Good","33"
"02/08/2008","Moderate","64"
"02/09/2008","Moderate","84"
"02/10/2008","Moderate","64"
"02/11/2008","Good","43"
"02/12/2008","Moderate","63"
"02/13/2008","Good","50"
"02/14/2008","Moderate","52"
"02/15/2008","Moderate","74"
"02/16/2008","Good","43"
"02/17/2008","Moderate","52"
"02/18/2008","Unhealthy for Sensitive Groups","104"
"02/19/2008","Good","40"
"02/20/2008","Moderate","54"
"02/21/2008","Moderate","54"
"02/22/2008","Moderate","56"
"02/23/2008","Moderate","69"
"02/24/2008","Moderate","90"
"02/25/2008","Moderate","100"
"02/26/2008","Moderate","99"
"02/27/2008","Moderate","53"
"02/28/2008","Good","33"
"02/29/2008","Moderate","51"
"03/01/2008","Moderate","68"
"03/02/2008","Moderate","56"
"03/03/2008","Moderate","62"
"03/04/2008","Good","43"
"03/05/2008","Moderate","57"
"03/06/2008","Moderate","55"
"03/07/2008","Moderate","68"
"03/08/2008","Good","38"
"03/09/2008","Good","34"
"03/10/2008","Moderate","69"
"03/11/2008","Moderate","76"
"03/12/2008","Moderate","69"
"03/13/2008","Moderate","70"
"03/14/2008","Moderate","73"
"03/15/2008","Moderate","52"
"03/16/2008","Good","45"
"03/17/2008","Good","20"
"03/18/2008","Good","28"
"03/19/2008","Moderate","57"
"03/20/2008","Moderate","90"
"03/21/2008","Moderate","51"
"03/22/2008","Good","48"
"03/23/2008","Good","24"
"03/24/2008","Good","36"
"03/25/2008","Good","50"
"03/26/2008","Moderate","61"
"03/27/2008","Moderate","58"
"03/28/2008","Moderate","73"
"03/29/2008","Good","30"
"03/30/2008","Good","27"
"03/31/2008","Moderate","51"
"04/01/2008","Good","40"
"04/02/2008","Good","28"
"04/03/2008","Good","33"
"04/04/2008","Moderate","58"
"04/05/2008","Moderate","55"
"04/06/2008","Moderate","73"
"04/07/2008","Good","44"
"04/08/2008","Moderate","52"
"04/09/2008","Moderate","57"
"04/10/2008","Moderate","69"
"04/11/2008","Moderate","63"
"04/12/2008","Moderate","59"
"04/13/2008","Good","27"
"04/14/2008","Good","26"
"04/15/2008","Good","31"
"04/16/2008","Good","35"
"04/17/2008","Moderate","51"
"04/18/2008","Moderate","89"
"04/19/2008","Unhealthy for Sensitive Groups","101"
"04/20/2008","Moderate","61"
"04/21/2008","Very Unhealthy","260"
"04/22/2008","Moderate","53"
"04/23/2008","Moderate","59"
"04/24/2008","Moderate","69"
"04/25/2008","Moderate","60"
"04/26/2008","Moderate","54"
"04/27/2008","Good","33"
"04/28/2008","Good","40"
"04/29/2008","Good","34"
"04/30/2008","Moderate","67"
"05/01/2008","Moderate","56"
"05/02/2008","Moderate","81"
"05/03/2008","Moderate","77"
"05/04/2008","Moderate","51"
"05/05/2008","Good","45"
"05/06/2008","Moderate","68"
"05/07/2008","Moderate","73"
"05/08/2008","Moderate","70"
"05/09/2008","Good","44"
"05/10/2008","Good","32"
"05/11/2008","Good","34"
"05/12/2008","Moderate","69"
"05/13/2008","Good","33"
"05/14/2008","Good","47"
"05/15/2008","Moderate","61"
"05/16/2008","Good","47"
"05/17/2008","Moderate","52"
"05/18/2008","Moderate","60"
"05/19/2008","Good","42"
"05/20/2008","Moderate","54"
"05/21/2008","Moderate","57"
"05/22/2008","Good","43"
"05/23/2008","Good","43"
"05/24/2008","Good","28"
"05/25/2008","Good","50"
"05/26/2008","Moderate","62"
"05/27/2008","Moderate","85"
"05/28/2008","Good","42"
"05/29/2008","Moderate","52"
"05/30/2008","Moderate","73"
"05/31/2008","Moderate","70"
"06/01/2008","Moderate","64"
"06/02/2008","Moderate","51"
"06/03/2008","Moderate","66"
"06/04/2008","Moderate","76"
"06/05/2008","Moderate","64"
"06/06/2008","Moderate","69"
"06/07/2008","Unhealthy for Sensitive Groups","130"
"06/08/2008","Moderate","100"
"06/09/2008","Moderate","96"
"06/10/2008","Unhealthy for Sensitive Groups","111"
"06/11/2008","Moderate","67"
"06/12/2008","Moderate","58"
"06/13/2008","Moderate","67"
"06/14/2008","Moderate","98"
"06/15/2008","Moderate","72"
"06/16/2008","Moderate","73"
"06/17/2008","Moderate","54"
"06/18/2008","Moderate","56"
"06/19/2008","Good","43"
"06/20/2008","Moderate","72"
"06/21/2008","Unhealthy for Sensitive Groups","106"
"06/22/2008","Moderate","99"
"06/23/2008","Moderate","92"
"06/24/2008","Moderate","65"
"06/25/2008","Moderate","73"
"06/26/2008","Moderate","95"
"06/27/2008","Moderate","89"
"06/28/2008","Unhealthy for Sensitive Groups","101"
"06/29/2008","Moderate","62"
"06/30/2008","Moderate","64"
"07/01/2008","Moderate","61"
"07/02/2008","Moderate","57"
"07/03/2008","Moderate","84"
"07/04/2008","Moderate","74"
"07/05/2008","Unhealthy for Sensitive Groups","120"
"07/06/2008","Moderate","97"
"07/07/2008","Moderate","87"
"07/08/2008","Moderate","90"
"07/09/2008","Moderate","71"
"07/10/2008","Moderate","56"
"07/11/2008","Moderate","75"
"07/12/2008","Moderate","87"
"07/13/2008","Moderate","55"
"07/14/2008","Moderate","55"
"07/15/2008","Moderate","74"
"07/16/2008","Moderate","70"
"07/17/2008","Moderate","96"
"07/18/2008","Unhealthy for Sensitive Groups","121"
"07/19/2008","Moderate","75"
"07/20/2008","Moderate","67"
"07/21/2008","Moderate","72"
"07/22/2008","Moderate","86"
"07/23/2008","Moderate","71"
"07/24/2008","Moderate","58"
"07/25/2008","Moderate","63"
"07/26/2008","Moderate","76"
"07/27/2008","Moderate","71"
"07/28/2008","Moderate","92"
"07/29/2008","Unhealthy for Sensitive Groups","122"
"07/30/2008","Unhealthy for Sensitive Groups","120"
"07/31/2008","Moderate","91"
"08/01/2008","Moderate","70"
"08/02/2008","Moderate","78"
"08/03/2008","Good","48"
"08/04/2008","Moderate","54"
"08/05/2008","Moderate","84"
"08/06/2008","Moderate","82"
"08/07/2008","Moderate","56"
"08/08/2008","Good","49"
"08/09/2008","Good","39"
"08/10/2008","Moderate","61"
"08/11/2008","Moderate","54"
"08/12/2008","Moderate","51"
"08/13/2008","Moderate","66"
"08/14/2008","Moderate","78"
"08/15/2008","Moderate","78"
"08/16/2008","Moderate","57"
"08/17/2008","Moderate","62"
"08/18/2008","Moderate","81"
"08/19/2008","Moderate","84"
"08/20/2008","Good","35"
"08/21/2008","Moderate","56"
"08/22/2008","Moderate","61"
"08/23/2008","Good","41"
"08/24/2008","Unhealthy for Sensitive Groups","140"
"08/25/2008","Moderate","58"
"08/26/2008","Good","33"
"08/27/2008","Moderate","53"
"08/28/2008","Moderate","58"
"08/29/2008","Good","47"
"08/30/2008","Unhealthy for Sensitive Groups","102"
"08/31/2008","Moderate","58"
"09/01/2008","Good","47"
"09/02/2008","Moderate","51"
"09/03/2008","Moderate","75"
"09/04/2008","Moderate","97"
"09/05/2008","Moderate","77"
"09/06/2008","Moderate","52"
"09/07/2008","Moderate","56"
"09/08/2008","Moderate","76"
"09/09/2008","Moderate","67"
"09/10/2008","Good","37"
"09/11/2008","Good","38"
"09/12/2008","Good","49"
"09/13/2008","Moderate","68"
"09/14/2008","Moderate","89"
"09/15/2008","Good","50"
"09/16/2008","Good","42"
"09/17/2008","Moderate","59"
"09/18/2008","Moderate","60"
"09/19/2008","Good","42"
"09/20/2008","Moderate","52"
"09/21/2008","Moderate","76"
"09/22/2008","Moderate","77"
"09/23/2008","Moderate","53"
"09/24/2008","Moderate","55"
"09/25/2008","Good","38"
"09/26/2008","Good","29"
"09/27/2008","Good","39"
"09/28/2008","Good","33"
"09/29/2008","Good","28"
"09/30/2008","Moderate","55"
"10/01/2008","Moderate","66"
"10/02/2008","Good","36"
"10/03/2008","Good","49"
"10/04/2008","Good","40"
"10/05/2008","Moderate","64"
"10/06/2008","Good","48"
"10/07/2008","Good","30"
"10/08/2008","Moderate","56"
"10/09/2008","Moderate","67"
"10/10/2008","Moderate","55"
"10/11/2008","Good","50"
