"Date","AQI Category","Ozone AQI Value"
"01/01/2012","Good","28"
"01/02/2012","Good","31"
"01/03/2012","Good","31"
"01/04/2012","Good","25"
"01/05/2012","Good","19"
"01/06/2012","Good","31"
"01/07/2012","Good","35"
"01/08/2012","Good","29"
"01/09/2012","Good","26"
"01/10/2012","Good","23"
"01/11/2012","Good","30"
"01/12/2012","Good","29"
"01/13/2012","Good","24"
"01/14/2012","Good","24"
"01/15/2012","Good","33"
"01/16/2012","Good","33"
"01/17/2012","Good","35"
"01/18/2012","Good","31"
"01/19/2012","Good","30"
"01/20/2012","Good","28"
"01/21/2012","Good","22"
"01/22/2012","Good","22"
"01/23/2012","Good","18"
"01/24/2012","Good","26"
"01/25/2012","Good","25"
"01/26/2012","Good","21"
"01/27/2012","Good","25"
"01/28/2012","Good","33"
"01/29/2012","Good","34"
"01/30/2012","Good","32"
"01/31/2012","Good","37"
"02/01/2012","Good","38"
"02/02/2012","Good","26"
"02/03/2012","Good","30"
"02/04/2012","Good","29"
"02/05/2012","Good","32"
"02/06/2012","Good","31"
"02/07/2012","Good","33"
"02/08/2012","Good","19"
"02/09/2012","Good","31"
"02/10/2012","Good","27"
"02/11/2012","Good","32"
"02/12/2012","Good","34"
"02/13/2012","Good","32"
"02/14/2012","Good","36"
"02/15/2012","Good","25"
"02/16/2012","Good","18"
"02/17/2012","Good","38"
"02/18/2012","Good","40"
"02/19/2012","Good","36"
"02/20/2012","Good","34"
"02/21/2012","Good","37"
"02/22/2012","Good","40"
"02/23/2012","Good","41"
"02/24/2012","Good","31"
"02/25/2012","Good","35"
"02/26/2012","Good","41"
"02/27/2012","Good","37"
"02/28/2012","Good","35"
"02/29/2012","Good","31"
"03/01/2012","Good","28"
"03/02/2012","Good","32"
"03/03/2012","Good","39"
"03/04/2012","Good","35"
"03/05/2012","Good","36"
"03/06/2012","Good","36"
"03/07/2012","Good","46"
"03/08/2012","Good","39"
"03/09/2012","Good","37"
"03/10/2012","Good","38"
"03/11/2012","Good","44"
"03/12/2012","Good","47"
"03/13/2012","Good","42"
"03/14/2012","Good","50"
"03/15/2012","Good","37"
"03/16/2012","Good","25"
"03/17/2012","Good","37"
"03/18/2012","Good","43"
"03/19/2012","Good","44"
"03/20/2012","Good","35"
"03/21/2012","Good","35"
"03/22/2012","Good","39"
"03/23/2012","Moderate","58"
"03/24/2012","Good","40"
"03/25/2012","Good","35"
"03/26/2012","Good","43"
"03/27/2012","Good","42"
"03/28/2012","Good","46"
"03/29/2012","Good","33"
"03/30/2012","Good","40"
"03/31/2012","Good","42"
"04/01/2012","Good","43"
"04/02/2012","Good","48"
"04/03/2012","Good","50"
"04/04/2012","Moderate","61"
"04/05/2012","Good","39"
"04/06/2012","Good","49"
"04/07/2012","Moderate","51"
"04/08/2012","Moderate","74"
"04/09/2012","Moderate","51"
"04/10/2012","Good","50"
"04/11/2012","Good","32"
"04/12/2012","Good","36"
"04/13/2012","Good","46"
"04/14/2012","Moderate","77"
"04/15/2012","Unhealthy for Sensitive Groups","115"
"04/16/2012","Moderate","87"
"04/17/2012","Moderate","61"
"04/18/2012","Good","36"
"04/19/2012","Moderate","61"
"04/20/2012","Good","47"
"04/21/2012","Moderate","51"
"04/22/2012","Good","29"
"04/23/2012","Good","32"
"04/24/2012","Moderate","54"
"04/25/2012","Moderate","58"
"04/26/2012","Good","44"
"04/27/2012","Good","39"
"04/28/2012","Good","48"
"04/29/2012","Moderate","71"
"04/30/2012","Moderate","67"
"05/01/2012","Moderate","58"
"05/02/2012","Good","33"
"05/03/2012","Good","34"
"05/04/2012","Good","48"
"05/05/2012","Good","44"
"05/06/2012","Good","40"
"05/07/2012","Good","40"
"05/08/2012","Good","49"
"05/09/2012","Good","47"
"05/10/2012","Good","44"
"05/11/2012","Moderate","51"
"05/12/2012","Unhealthy for Sensitive Groups","129"
"05/13/2012","Moderate","100"
"05/14/2012","Good","44"
"05/15/2012","Good","46"
