"Date","AQI Category","PM2.5 AQI Value"
"01/01/2016","Good","41"
"01/02/2016","Moderate","61"
"01/03/2016","Moderate","65"
"01/04/2016","Good","36"
"01/05/2016","Moderate","52"
"01/06/2016","Moderate","86"
"01/07/2016","Moderate","92"
"01/08/2016","Moderate","83"
"01/09/2016","Moderate","67"
"01/10/2016","Good","35"
"01/11/2016","Moderate","61"
"01/12/2016","Moderate","52"
"01/13/2016","Moderate","68"
"01/14/2016","Moderate","60"
"01/15/2016","Moderate","76"
"01/16/2016","Moderate","58"
"01/17/2016","Moderate","54"
"01/18/2016","Moderate","55"
"01/19/2016","Good","50"
"01/20/2016","Good","50"
"01/21/2016","Moderate","61"
"01/22/2016","Good","44"
"01/23/2016","Good","34"
"01/24/2016","Moderate","55"
"01/25/2016","Moderate","88"
"01/26/2016","Moderate","71"
"01/27/2016","Moderate","56"
"01/28/2016","Moderate","71"
"01/29/2016","Moderate","78"
"01/30/2016","Good","50"
"01/31/2016","Moderate","59"
"02/01/2016","Moderate","65"
"02/02/2016","Good","42"
"02/03/2016","Good","44"
"02/04/2016","Good","42"
"02/05/2016","Good","33"
"02/06/2016","Moderate","55"
"02/07/2016","Moderate","68"
"02/08/2016","Good","48"
"02/09/2016","Moderate","61"
"02/10/2016","Moderate","58"
"02/11/2016","Good","43"
"02/12/2016","Good","43"
"02/13/2016","Good","50"
"02/14/2016","Good","36"
"02/15/2016","Moderate","62"
"02/16/2016","Good","49"
"02/17/2016","Moderate","62"
"02/18/2016","Good","46"
"02/19/2016","Good","40"
"02/20/2016","Good","45"
"02/21/2016","Moderate","69"
"02/22/2016","Good","28"
"02/23/2016","Moderate","73"
"02/24/2016","Good","46"
"02/25/2016","Moderate","88"
"02/26/2016","Good","41"
"02/27/2016","Moderate","52"
"02/28/2016","Good","43"
"02/29/2016","Moderate","56"
"03/01/2016","Good","41"
"03/02/2016","Good","48"
"03/03/2016","Good","37"
"03/04/2016","Moderate","57"
"03/05/2016","Moderate","54"
"03/06/2016","Moderate","81"
"03/07/2016","Moderate","73"
"03/08/2016","Moderate","67"
"03/09/2016","Moderate","64"
"03/10/2016","Moderate","74"
"03/11/2016","Good","38"
"03/12/2016","Good","32"
"03/13/2016","Moderate","54"
"03/14/2016","Moderate","66"
"03/15/2016","Good","42"
"03/16/2016","Moderate","60"
"03/17/2016","Moderate","59"
