"Date","AQI Category","Ozone AQI Value"
"01/01/1996","Good","13"
"01/02/1996","Good","17"
"01/03/1996","Good","21"
"01/04/1996","Good","26"
"01/05/1996","Good","28"
"01/06/1996","Good","28"
"01/07/1996","Good","31"
"01/08/1996","Good","39"
"01/09/1996","Good","28"
"01/10/1996","Good","24"
"01/11/1996","Good","21"
"01/12/1996","Good","27"
"01/13/1996","Good","28"
"01/14/1996","Good","20"
"01/15/1996","Good","31"
"01/16/1996","Good","19"
"01/17/1996","Good","22"
"01/18/1996","Good","37"
"01/19/1996","Good","37"
"01/20/1996","Good","26"
"01/21/1996","Good","11"
"01/22/1996","Good","21"
"01/23/1996","Good","26"
"01/24/1996","Good","37"
"01/25/1996","Good","34"
"01/26/1996","Good","39"
"01/27/1996","Good","42"
"01/28/1996","Good","40"
"01/29/1996","Good","36"
"01/30/1996","Good","20"
"01/31/1996","Good","28"
"02/01/1996","Good","30"
"02/02/1996","Good","28"
"02/03/1996","Good","35"
"02/04/1996","Good","37"
"02/05/1996","Good","29"
"02/06/1996","Good","25"
"02/07/1996","Good","32"
"02/08/1996","Good","28"
"02/09/1996","Good","34"
"02/10/1996","Good","31"
"02/11/1996","Good","32"
"02/12/1996","Good","33"
"02/13/1996","Good","34"
"02/14/1996","Good","28"
"02/15/1996","Good","20"
"02/16/1996","Good","35"
"02/17/1996","Good","40"
"02/18/1996","Good","43"
"02/19/1996","Good","41"
"02/20/1996","Good","42"
"02/21/1996","Good","37"
"02/22/1996","Good","19"
"02/23/1996","Good","31"
"02/24/1996","Good","44"
"02/25/1996","Good","44"
"02/26/1996","Good","37"
"02/27/1996","Good","31"
"02/28/1996","Good","38"
"02/29/1996","Good","32"
"03/01/1996","Good","28"
"03/02/1996","Good","31"
"03/03/1996","Good","39"
"03/04/1996","Good","35"
"03/05/1996","Moderate","67"
"03/06/1996","Good","33"
"03/07/1996","Good","24"
"03/08/1996","Good","38"
"03/09/1996","Good","35"
"03/10/1996","Good","44"
"03/11/1996","Good","38"
"03/12/1996","Good","42"
"03/13/1996","Good","48"
"03/14/1996","Good","49"
"03/15/1996","Good","37"
"03/16/1996","Good","43"
"03/17/1996","Good","40"
"03/18/1996","Good","44"
"03/19/1996","Good","45"
"03/20/1996","Good","30"
"03/21/1996","Good","29"
"03/22/1996","Good","33"
"03/23/1996","Good","44"
"03/24/1996","Good","46"
"03/25/1996","Moderate","90"
"03/26/1996","Good","39"
"03/27/1996","Good","42"
"03/28/1996","Good","45"
"03/29/1996","Good","46"
"03/30/1996","Good","46"
"03/31/1996","Moderate","51"
"04/01/1996","Moderate","54"
"04/02/1996","Good","46"
"04/03/1996","Good","45"
"04/04/1996","Good","46"
"04/05/1996","Good","37"
"04/06/1996","Good","36"
"04/07/1996","Good","42"
"04/08/1996","Good","45"
"04/09/1996","Good","42"
"04/10/1996","Good","44"
"04/11/1996","Moderate","67"
"04/12/1996","Unhealthy for Sensitive Groups","133"
"04/13/1996","Moderate","64"
"04/14/1996","Good","43"
"04/15/1996","Good","49"
"04/16/1996","Good","44"
"04/17/1996","Good","44"
"04/18/1996","Moderate","51"
"04/19/1996","Unhealthy for Sensitive Groups","108"
"04/20/1996","Moderate","67"
"04/21/1996","Moderate","80"
"04/22/1996","Moderate","93"
"04/23/1996","Moderate","61"
"04/24/1996","Good","44"
"04/25/1996","Moderate","90"
"04/26/1996","Good","50"
"04/27/1996","Good","46"
"04/28/1996","Moderate","87"
"04/29/1996","Moderate","54"
"04/30/1996","Good","37"
"05/01/1996","Moderate","74"
"05/02/1996","Moderate","80"
"05/03/1996","Good","46"
"05/04/1996","Good","45"
"05/05/1996","Unhealthy for Sensitive Groups","108"
"05/06/1996","Moderate","54"
"05/07/1996","Good","42"
"05/08/1996","Good","34"
"05/09/1996","Good","39"
"05/10/1996","Good","47"
"05/11/1996","Moderate","90"
"05/12/1996","Good","48"
"05/13/1996","Good","49"
"05/14/1996","Moderate","58"
"05/15/1996","Moderate","90"
"05/16/1996","Moderate","51"
"05/17/1996","Good","48"
"05/18/1996","Moderate","71"
"05/19/1996","Unhealthy","166"
"05/20/1996","Unhealthy","190"
"05/21/1996","Unhealthy","164"
"05/22/1996","Unhealthy for Sensitive Groups","112"
"05/23/1996","Unhealthy","154"
"05/24/1996","Unhealthy for Sensitive Groups","129"
"05/25/1996","Moderate","84"
"05/26/1996","Good","47"
"05/27/1996","Good","47"
"05/28/1996","Good","47"
"05/29/1996","Good","41"
"05/30/1996","Good","49"
"05/31/1996","Moderate","74"
"06/01/1996","Unhealthy for Sensitive Groups","147"
"06/02/1996","Moderate","87"
"06/03/1996","Good","39"
"06/04/1996","Unhealthy for Sensitive Groups","108"
"06/05/1996","Unhealthy for Sensitive Groups","108"
