"Date","AQI Category","Ozone AQI Value"
"01/01/2017","Good","31"
"01/02/2017","Good","25"
"01/03/2017","Good","24"
"01/04/2017","Good","31"
"01/05/2017","Good","31"
"01/06/2017","Good","29"
"01/07/2017","Good","30"
"01/08/2017","Good","31"
"01/09/2017","Good","28"
"01/10/2017","Good","31"
"01/11/2017","Good","27"
"01/12/2017","Good","34"
"01/13/2017","Good","38"
"01/14/2017","Good","32"
"01/15/2017","Good","31"
"01/16/2017","Good","26"
"01/17/2017","Good","23"
"01/18/2017","Good","14"
"01/19/2017","Good","22"
"01/20/2017","Good","7"
"01/21/2017","Good","13"
"01/22/2017","Good","26"
"01/23/2017","Good","33"
"01/24/2017","Good","34"
"01/25/2017","Good","30"
"01/26/2017","Good","25"
"01/27/2017","Good","26"
"01/28/2017","Good","26"
"01/29/2017","Good","32"
"01/30/2017","Good","36"
"01/31/2017","Good","33"
"02/01/2017","Good","36"
"02/02/2017","Good","36"
"02/03/2017","Good","35"
"02/04/2017","Good","38"
"02/05/2017","Good","31"
"02/06/2017","Good","36"
"02/07/2017","Good","34"
"02/08/2017","Good","35"
"02/09/2017","Good","38"
"02/10/2017","Good","37"
"02/11/2017","Good","29"
"02/12/2017","Good","36"
"02/13/2017","Good","38"
"02/14/2017","Good","33"
"02/15/2017","Good","38"
"02/16/2017","Good","33"
"02/17/2017","Good","35"
"02/18/2017","Good","44"
"02/19/2017","Good","49"
"02/20/2017","Good","42"
"02/21/2017","Good","44"
"02/22/2017","Good","37"
"02/23/2017","Good","42"
"02/24/2017","Good","44"
"02/25/2017","Good","43"
"02/26/2017","Good","35"
"02/27/2017","Good","37"
"02/28/2017","Good","40"
"03/01/2017","Good","37"
"03/02/2017","Good","44"
"03/03/2017","Good","40"
"03/04/2017","Good","42"
"03/05/2017","Good","42"
"03/06/2017","Good","42"
"03/07/2017","Good","49"
"03/08/2017","Good","48"
"03/09/2017","Moderate","61"
"03/10/2017","Good","43"
"03/11/2017","Good","42"
"03/12/2017","Good","40"
"03/13/2017","Good","40"
"03/14/2017","Good","39"
"03/15/2017","Good","44"
"03/16/2017","Good","48"
"03/17/2017","Moderate","58"
"03/18/2017","Good","43"
"03/19/2017","Moderate","64"
"03/20/2017","Moderate","67"
"03/21/2017","Good","44"
"03/22/2017","Good","46"
"03/23/2017","Good","43"
"03/24/2017","Good","47"
"03/25/2017","Good","50"
"03/26/2017","Good","38"
"03/27/2017","Good","32"
"03/28/2017","Good","22"
"03/29/2017","Good","45"
"03/30/2017","Good","42"
"03/31/2017","Good","42"
"04/01/2017","Good","40"
"04/02/2017","Good","47"
"04/03/2017","Good","50"
"04/04/2017","Good","47"
"04/05/2017","Moderate","51"
"04/06/2017","Good","42"
"04/07/2017","Good","36"
"04/08/2017","Good","48"
"04/09/2017","Moderate","64"
"04/10/2017","Moderate","84"
"04/11/2017","Unhealthy for Sensitive Groups","108"
"04/12/2017","Moderate","61"
"04/13/2017","Moderate","51"
"04/14/2017","Moderate","67"
"04/15/2017","Moderate","51"
"04/16/2017","Moderate","67"
"04/17/2017","Good","46"
"04/18/2017","Good","46"
"04/19/2017","Good","44"
"04/20/2017","Good","48"
"04/21/2017","Good","38"
"04/22/2017","Good","29"
"04/23/2017","Good","40"
"04/24/2017","Good","38"
"04/25/2017","Good","37"
"04/26/2017","Good","29"
"04/27/2017","Good","44"
"04/28/2017","Moderate","84"
"04/29/2017","Good","49"
"04/30/2017","Good","45"
"05/01/2017","Good","33"
"05/02/2017","Good","50"
"05/03/2017","Good","43"
