"Date","AQI Category","Ozone AQI Value"
"01/01/2003","Good","26"
"01/02/2003","Good","26"
"01/03/2003","Good","30"
"01/04/2003","Good","20"
"01/05/2003","Good","18"
"01/06/2003","Good","18"
"01/07/2003","Good","25"
"01/08/2003","Good","22"
"01/09/2003","Good","23"
"01/10/2003","Good","27"
"01/11/2003","Good","29"
"01/12/2003","Good","30"
"01/13/2003","Good","29"
"01/14/2003","Good","28"
"01/15/2003","Good","21"
"01/16/2003","Good","24"
"01/17/2003","Good","30"
"01/18/2003","Good","32"
"01/19/2003","Good","27"
"01/20/2003","Good","36"
"01/21/2003","Good","29"
"01/22/2003","Good","30"
"01/23/2003","Good","31"
"01/24/2003","Good","32"
"01/25/2003","Good","23"
"01/26/2003","Good","26"
"01/27/2003","Good","34"
"01/28/2003","Good","21"
"01/29/2003","Good","8"
"01/30/2003","Good","15"
"01/31/2003","Good","13"
"02/01/2003","Good","16"
"02/02/2003","Good","20"
"02/03/2003","Good","25"
"02/04/2003","Good","26"
"02/05/2003","Good","26"
"02/06/2003","Good","15"
"02/07/2003","Good","25"
"02/08/2003","Good","33"
"02/09/2003","Good","33"
"02/10/2003","Good","26"
"02/11/2003","Good","32"
"02/12/2003","Good","37"
"02/13/2003","Good","32"
"02/14/2003","Good","31"
"02/15/2003","Good","34"
"02/16/2003","Good","30"
"02/17/2003","Good","32"
"02/18/2003","Good","27"
"02/19/2003","Good","26"
"02/20/2003","Good","27"
"02/21/2003","Good","19"
"02/22/2003","Good","28"
"02/23/2003","Good","36"
"02/24/2003","Good","33"
"02/25/2003","Good","34"
"02/26/2003","Good","36"
"02/27/2003","Good","39"
"02/28/2003","Good","37"
"03/01/2003","Good","33"
"03/02/2003","Good","31"
"03/03/2003","Good","38"
"03/04/2003","Good","38"
"03/05/2003","Good","34"
"03/06/2003","Good","32"
"03/07/2003","Good","37"
"03/08/2003","Good","39"
"03/09/2003","Good","42"
"03/10/2003","Good","39"
"03/11/2003","Good","34"
"03/12/2003","Good","32"
"03/13/2003","Good","35"
"03/14/2003","Good","36"
"03/15/2003","Good","45"
"03/16/2003","Good","44"
"03/17/2003","Good","41"
"03/18/2003","Moderate","67"
"03/19/2003","Good","45"
"03/20/2003","Good","42"
"03/21/2003","Good","31"
"03/22/2003","Good","46"
"03/23/2003","Good","43"
"03/24/2003","Good","47"
"03/25/2003","Moderate","84"
"03/26/2003","Moderate","84"
"03/27/2003","Good","40"
"03/28/2003","Good","47"
"03/29/2003","Good","44"
"03/30/2003","Good","33"
"03/31/2003","Good","40"
"04/01/2003","Good","39"
"04/02/2003","Moderate","84"
"04/03/2003","Good","46"
"04/04/2003","Good","40"
"04/05/2003","Good","39"
"04/06/2003","Good","44"
"04/07/2003","Good","45"
"04/08/2003","Good","44"
"04/09/2003","Good","33"
"04/10/2003","Good","47"
"04/11/2003","Good","45"
"04/12/2003","Moderate","80"
"04/13/2003","Moderate","54"
"04/14/2003","Moderate","71"
"04/15/2003","Unhealthy for Sensitive Groups","126"
"04/16/2003","Unhealthy for Sensitive Groups","150"
"04/17/2003","Good","44"
"04/18/2003","Good","43"
"04/19/2003","Moderate","54"
"04/20/2003","Good","49"
"04/21/2003","Good","41"
"04/22/2003","Good","31"
"04/23/2003","Good","47"
"04/24/2003","Moderate","51"
"04/25/2003","Moderate","84"
"04/26/2003","Moderate","61"
"04/27/2003","Moderate","90"
"04/28/2003","Unhealthy for Sensitive Groups","115"
"04/29/2003","Moderate","77"
"04/30/2003","Moderate","58"
"05/01/2003","Moderate","93"
"05/02/2003","Moderate","67"
"05/03/2003","Moderate","58"
"05/04/2003","Moderate","54"
"05/05/2003","Good","40"
"05/06/2003","Good","43"
"05/07/2003","Moderate","77"
"05/08/2003","Good","39"
"05/09/2003","Good","29"
"05/10/2003","Good","36"
"05/11/2003","Good","49"
"05/12/2003","Good","44"
"05/13/2003","Good","35"
"05/14/2003","Good","43"
"05/15/2003","Good","45"
"05/16/2003","Good","40"
"05/17/2003","Good","34"
"05/18/2003","Good","44"
"05/19/2003","Good","49"
"05/20/2003","Moderate","64"
"05/21/2003","Good","27"
"05/22/2003","Good","33"
"05/23/2003","Good","31"
"05/24/2003","Good","35"
"05/25/2003","Good","32"
"05/26/2003","Good","31"
"05/27/2003","Good","35"
"05/28/2003","Good","40"
"05/29/2003","Moderate","67"
"05/30/2003","Moderate","97"
"05/31/2003","Moderate","67"
"06/01/2003","Good","45"
"06/02/2003","Good","44"
"06/03/2003","Moderate","58"
"06/04/2003","Moderate","51"
"06/05/2003","Moderate","74"
"06/06/2003","Moderate","90"
"06/07/2003","Moderate","67"
"06/08/2003","Moderate","64"
"06/09/2003","Moderate","90"
"06/10/2003","Unhealthy for Sensitive Groups","133"
"06/11/2003","Unhealthy","156"
"06/12/2003","Unhealthy for Sensitive Groups","119"
"06/13/2003","Unhealthy for Sensitive Groups","122"
"06/14/2003","Moderate","71"
"06/15/2003","Moderate","74"
"06/16/2003","Good","41"
"06/17/2003","Good","42"
"06/18/2003","Good","42"
"06/19/2003","Good","48"
"06/20/2003","Moderate","64"
"06/21/2003","Good","42"
"06/22/2003","Good","39"
"06/23/2003","Unhealthy for Sensitive Groups","126"
"06/24/2003","Unhealthy","174"
"06/25/2003","Very Unhealthy","210"
"06/26/2003","Very Unhealthy","226"
"06/27/2003","Unhealthy","172"
"06/28/2003","Unhealthy","154"
"06/29/2003","Unhealthy for Sensitive Groups","133"
"06/30/2003","Unhealthy","161"
"07/01/2003","Unhealthy","151"
"07/02/2003","Unhealthy","151"
"07/03/2003","Good","42"
"07/04/2003","Unhealthy","179"
"07/05/2003","Unhealthy for Sensitive Groups","136"
"07/06/2003","Unhealthy for Sensitive Groups","136"
"07/07/2003","Unhealthy","151"
"07/08/2003","Unhealthy for Sensitive Groups","126"
"07/09/2003","Moderate","97"
"07/10/2003","Good","41"
"07/11/2003","Moderate","64"
"07/12/2003","Unhealthy for Sensitive Groups","105"
"07/13/2003","Moderate","77"
"07/14/2003","Moderate","67"
"07/15/2003","Moderate","100"
"07/16/2003","Unhealthy for Sensitive Groups","101"
"07/17/2003","Unhealthy for Sensitive Groups","122"
"07/18/2003","Moderate","97"
"07/19/2003","Unhealthy for Sensitive Groups","105"
"07/20/2003","Unhealthy","154"
"07/21/2003","Moderate","97"
"07/22/2003","Unhealthy for Sensitive Groups","119"
"07/23/2003","Moderate","51"
"07/24/2003","Moderate","87"
"07/25/2003","Moderate","100"
"07/26/2003","Unhealthy for Sensitive Groups","150"
"07/27/2003","Unhealthy for Sensitive Groups","112"
"07/28/2003","Moderate","54"
"07/29/2003","Moderate","80"
"07/30/2003","Good","49"
"07/31/2003","Good","46"
"08/01/2003","Good","47"
"08/02/2003","Moderate","67"
"08/03/2003","Good","33"
"08/04/2003","Good","46"
"08/05/2003","Good","40"
"08/06/2003","Moderate","80"
"08/07/2003","Good","43"
"08/08/2003","Unhealthy for Sensitive Groups","112"
"08/09/2003","Good","32"
"08/10/2003","Moderate","58"
"08/11/2003","Good","34"
"08/12/2003","Moderate","87"
"08/13/2003","Unhealthy for Sensitive Groups","122"
"08/14/2003","Unhealthy for Sensitive Groups","101"
"08/15/2003","Unhealthy","159"
"08/16/2003","Moderate","74"
"08/17/2003","Moderate","64"
"08/18/2003","Moderate","58"
"08/19/2003","Unhealthy for Sensitive Groups","112"
"08/20/2003","Unhealthy for Sensitive Groups","136"
"08/21/2003","Unhealthy for Sensitive Groups","136"
"08/22/2003","Unhealthy for Sensitive Groups","140"
"08/23/2003","Good","42"
"08/24/2003","Good","48"
"08/25/2003","Unhealthy for Sensitive Groups","129"
"08/26/2003","Unhealthy for Sensitive Groups","112"
"08/27/2003","Moderate","87"
"08/28/2003","Unhealthy for Sensitive Groups","129"
"08/29/2003","Moderate","97"
"08/30/2003","Moderate","74"
"08/31/2003","Good","44"
"09/01/2003","Good","39"
"09/02/2003","Good","31"
"09/03/2003","Good","35"
"09/04/2003","Good","26"
"09/05/2003","Good","40"
"09/06/2003","Good","44"
"09/07/2003","Unhealthy for Sensitive Groups","101"
"09/08/2003","Moderate","58"
"09/09/2003","Good","35"
"09/10/2003","Good","47"
"09/11/2003","Good","46"
"09/12/2003","Good","30"
"09/13/2003","Good","31"
"09/14/2003","Good","36"
"09/15/2003","Good","31"
"09/16/2003","Good","49"
"09/17/2003","Moderate","64"
"09/18/2003","Good","42"
"09/19/2003","Moderate","64"
"09/20/2003","Moderate","100"
"09/21/2003","Good","44"
"09/22/2003","Moderate","71"
"09/23/2003","Good","42"
"09/24/2003","Moderate","51"
"09/25/2003","Moderate","87"
"09/26/2003","Moderate","54"
"09/27/2003","Good","28"
"09/28/2003","Good","31"
"09/29/2003","Good","27"
"09/30/2003","Good","30"
"10/01/2003","Good","27"
"10/02/2003","Good","28"
"10/03/2003","Good","28"
"10/04/2003","Good","36"
"10/05/2003","Good","37"
"10/06/2003","Good","32"
"10/07/2003","Good","42"
"10/08/2003","Moderate","58"
"10/09/2003","Moderate","77"
"10/10/2003","Good","49"
"10/11/2003","Good","47"
"10/12/2003","Good","47"
"10/13/2003","Good","36"
"10/14/2003","Good","43"
"10/15/2003","Good","34"
"10/16/2003","Good","39"
"10/17/2003","Good","21"
"10/18/2003","Good","34"
"10/19/2003","Good","32"
"10/20/2003","Good","36"
"10/21/2003","Good","49"
"10/22/2003","Good","27"
"10/23/2003","Good","27"
"10/24/2003","Good","25"
"10/25/2003","Good","35"
"10/26/2003","Good","44"
"10/27/2003","Good","31"
"10/28/2003","Good","17"
"10/29/2003","Good","13"
"10/30/2003","Good","21"
"10/31/2003","Good","44"
"11/01/2003","Good","44"
"11/02/2003","Good","36"
"11/03/2003","Moderate","77"
"11/04/2003","Good","31"
"11/05/2003","Good","25"
"11/06/2003","Good","4"
"11/07/2003","Good","23"
"11/08/2003","Good","35"
"11/09/2003","Good","31"
"11/10/2003","Good","27"
"11/11/2003","Good","34"
"11/12/2003","Good","26"
"11/13/2003","Good","31"
"11/14/2003","Good","31"
"11/15/2003","Good","31"
"11/16/2003","Good","24"
"11/17/2003","Good","13"
"11/18/2003","Good","36"
"11/19/2003","Good","40"
"11/20/2003","Good","29"
"11/21/2003","Good","17"
"11/22/2003","Good","19"
"11/23/2003","Good","25"
"11/24/2003","Good","34"
"11/25/2003","Good","24"
"11/26/2003","Good","15"
"11/27/2003","Good","26"
"11/28/2003","Good","30"
"11/29/2003","Good","29"
"11/30/2003","Good","26"
"12/01/2003","Good","31"
"12/02/2003","Good","31"
"12/03/2003","Good","26"
"12/04/2003","Good","18"
"12/05/2003","Good","24"
"12/06/2003","Good","31"
"12/07/2003","Good","33"
"12/08/2003","Good","28"
"12/09/2003","Good","11"
"12/10/2003","Good","40"
"12/11/2003","Good","40"
"12/12/2003","Good","21"
"12/13/2003","Good","30"
"12/14/2003","Good","36"
"12/15/2003","Good","23"
"12/16/2003","Good","22"
"12/17/2003","Good","30"
"12/18/2003","Good","26"
"12/19/2003","Good","23"
"12/20/2003","Good","23"
"12/21/2003","Good","26"
"12/22/2003","Good","19"
"12/23/2003","Good","32"
"12/24/2003","Good","34"
"12/25/2003","Good","23"
"12/26/2003","Good","25"
"12/27/2003","Good","27"
"12/28/2003","Good","26"
"12/29/2003","Good","28"
"12/30/2003","Good","29"
"12/31/2003","Good","19"
