"Date","AQI Category","PM2.5 AQI Value"
"06/08/2015","Good","38"
"06/09/2015","Moderate","52"
"06/10/2015","Moderate","63"
"06/11/2015","Moderate","99"
"06/12/2015","Moderate","71"
"06/13/2015","Moderate","52"
"06/14/2015","Moderate","52"
"06/15/2015","Moderate","55"
"06/16/2015","Moderate","61"
"06/17/2015","Good","49"
"06/18/2015","Good","44"
"06/19/2015","Good","46"
"06/20/2015","Moderate","62"
"06/21/2015","Good","35"
"06/22/2015","Moderate","53"
"06/23/2015","Moderate","63"
"06/24/2015","Good","42"
"06/25/2015","Moderate","51"
"06/26/2015","Moderate","59"
"06/27/2015","Good","45"
"06/28/2015","Good","27"
"06/29/2015","Moderate","72"
"06/30/2015","Good","49"
"07/01/2015","Moderate","72"
"07/02/2015","Moderate","75"
"07/03/2015","Moderate","67"
"07/04/2015","Moderate","72"
"07/05/2015","Moderate","79"
"07/06/2015","Moderate","57"
"07/07/2015","Moderate","66"
"07/08/2015","Moderate","71"
"07/09/2015","Good","50"
"07/10/2015","Good","47"
"07/11/2015","Moderate","60"
"07/12/2015","Moderate","73"
"07/13/2015","Moderate","64"
"07/14/2015","Moderate","53"
"07/15/2015","Good","32"
"07/16/2015","Good","33"
"07/17/2015","Good","43"
"07/18/2015","Good","44"
"07/19/2015","Moderate","70"
"07/20/2015","Moderate","77"
"07/21/2015","Moderate","64"
"07/22/2015","Good","50"
"07/23/2015","Good","40"
"07/24/2015","Moderate","55"
"07/25/2015","Moderate","58"
"07/26/2015","Moderate","54"
"07/27/2015","Moderate","55"
"07/28/2015","Moderate","66"
"07/29/2015","Moderate","66"
"07/30/2015","Good","50"
"07/31/2015","Good","49"
"08/01/2015","Moderate","55"
"08/02/2015","Good","50"
"08/03/2015","Moderate","52"
"08/04/2015","Moderate","55"
"08/05/2015","Moderate","54"
"08/06/2015","Moderate","78"
"08/07/2015","Good","45"
"08/08/2015","Good","43"
"08/09/2015","Good","45"
"08/10/2015","Good","34"
"08/11/2015","Good","40"
"08/12/2015","Moderate","51"
"08/13/2015","Good","39"
"08/14/2015","Moderate","54"
"08/15/2015","Moderate","58"
"08/16/2015","Moderate","58"
"08/17/2015","Moderate","60"
"08/18/2015","Moderate","56"
"08/19/2015","Good","50"
"08/20/2015","Good","18"
"08/21/2015","Good","36"
"08/22/2015","Good","40"
"08/23/2015","Good","48"
"08/24/2015","Moderate","58"
"08/25/2015","Moderate","57"
"08/26/2015","Good","44"
"08/27/2015","Good","36"
"08/28/2015","Good","43"
"08/29/2015","Moderate","59"
"08/30/2015","Moderate","60"
"08/31/2015","Moderate","71"
"09/01/2015","Moderate","78"
"09/02/2015","Moderate","99"
"09/03/2015","Moderate","97"
"09/04/2015","Moderate","89"
"09/05/2015","Good","48"
"09/06/2015","Good","39"
"09/07/2015","Good","50"
"09/08/2015","Good","42"
"09/09/2015","Good","40"
"09/10/2015","Good","40"
"09/11/2015","Good","33"
"09/12/2015","Good","40"
"09/13/2015","Good","36"
"09/14/2015","Good","39"
"09/15/2015","Moderate","53"
"09/16/2015","Moderate","62"
"09/17/2015","Moderate","67"
"09/18/2015","Moderate","66"
"09/19/2015","Moderate","55"
"09/20/2015","Good","27"
"09/21/2015","Moderate","53"
"09/22/2015","Good","44"
"09/23/2015","Good","38"
"09/24/2015","Good","44"
"09/25/2015","Moderate","58"
"09/26/2015","Moderate","51"
"09/27/2015","Moderate","56"
"09/28/2015","Good","40"
"09/29/2015","Good","40"
"09/30/2015","Good","24"
"10/01/2015","Good","29"
"10/02/2015","Good","31"
"10/03/2015","Good","47"
"10/04/2015","Moderate","57"
"10/05/2015","Good","40"
"10/06/2015","Good","35"
"10/07/2015","Good","43"
"10/08/2015","Moderate","56"
"10/09/2015","Moderate","54"
"10/10/2015","Good","24"
"10/11/2015","Moderate","58"
"10/12/2015","Moderate","59"
"10/13/2015","Good","50"
"10/14/2015","Good","38"
"10/15/2015","Moderate","52"
"10/16/2015","Good","44"
"10/17/2015","Good","33"
"10/18/2015","Good","33"
"10/19/2015","Good","40"
"10/20/2015","Good","45"
"10/21/2015","Moderate","64"
"10/22/2015","Moderate","63"
"10/23/2015","Good","42"
"10/24/2015","Good","34"
"10/25/2015","Good","25"
"10/26/2015","Good","34"
"10/27/2015","Good","47"
"10/28/2015","Good","25"
"10/29/2015","Good","21"
"10/30/2015","Good","26"
"10/31/2015","Moderate","58"
"11/01/2015","Moderate","57"
"11/02/2015","Moderate","64"
"11/03/2015","Moderate","75"
"11/04/2015","Moderate","72"
"11/05/2015","Moderate","75"
"11/06/2015","Moderate","52"
"11/07/2015","Good","36"
"11/08/2015","Good","43"
"11/09/2015","Moderate","65"
"11/10/2015","Good","47"
"11/11/2015","Good","24"
"11/12/2015","Moderate","54"
"11/13/2015","Good","33"
"11/14/2015","Good","30"
"11/15/2015","Moderate","52"
"11/16/2015","Moderate","60"
"11/17/2015","Moderate","55"
"11/18/2015","Good","37"
"11/19/2015","Good","28"
"11/20/2015","Good","29"
"11/21/2015","Good","36"
"11/22/2015","Good","34"
"11/23/2015","Good","39"
"11/24/2015","Moderate","75"
"11/25/2015","Moderate","77"
"11/26/2015","Moderate","76"
"11/27/2015","Moderate","75"
"11/28/2015","Moderate","57"
"11/29/2015","Good","40"
"11/30/2015","Unhealthy for Sensitive Groups","126"
"12/01/2015","Good","38"
"12/02/2015","Moderate","59"
"12/03/2015","Good","49"
"12/04/2015","Moderate","61"
"12/05/2015","Moderate","85"
"12/06/2015","Unhealthy for Sensitive Groups","139"
"12/07/2015","Unhealthy for Sensitive Groups","116"
"12/08/2015","Moderate","83"
"12/09/2015","Moderate","91"
"12/10/2015","Moderate","75"
"12/11/2015","Moderate","88"
"12/12/2015","Moderate","91"
"12/13/2015","Moderate","95"
"12/14/2015","Moderate","73"
"12/15/2015","Good","25"
"12/16/2015","Good","25"
"12/17/2015","Good","45"
"12/18/2015","Good","44"
"12/19/2015","Good","46"
"12/20/2015","Moderate","54"
"12/21/2015","Moderate","54"
"12/22/2015","Good","45"
"12/23/2015","Good","44"
"12/24/2015","Good","34"
"12/25/2015","Moderate","52"
"12/26/2015","Good","46"
"12/27/2015","Good","48"
"12/28/2015","Good","26"
"12/29/2015","Good","40"
"12/30/2015","Moderate","59"
"12/31/2015","Good","47"
