"Date","AQI Category","PM2.5 AQI Value"
"01/01/2009","Moderate","51"
"01/02/2009","Moderate","56"
"01/03/2009","Good","49"
"01/04/2009","Moderate","56"
"01/05/2009","Moderate","61"
"01/06/2009","Moderate","52"
"01/07/2009","Good","42"
"01/08/2009","Good","37"
"01/09/2009","Moderate","63"
"01/10/2009","Moderate","68"
"01/11/2009","Moderate","66"
"01/12/2009","Moderate","65"
"01/13/2009","Moderate","89"
"01/14/2009","Good","36"
"01/15/2009","Moderate","54"
"01/16/2009","Moderate","58"
"01/17/2009","Moderate","61"
"01/18/2009","Moderate","66"
"01/19/2009","Unhealthy","154"
"01/20/2009","Moderate","89"
"01/21/2009","Moderate","66"
"01/22/2009","Moderate","70"
"01/23/2009","Moderate","92"
"01/24/2009","Moderate","58"
"01/25/2009","Moderate","55"
"01/26/2009","Moderate","74"
"01/27/2009","Moderate","91"
"01/28/2009","Moderate","54"
"01/29/2009","Moderate","77"
"01/30/2009","Unhealthy for Sensitive Groups","102"
"01/31/2009","Unhealthy for Sensitive Groups","101"
"02/01/2009","Moderate","55"
"02/02/2009","Moderate","70"
"02/03/2009","Moderate","69"
"02/04/2009","Good","48"
"02/05/2009","Moderate","53"
"02/06/2009","Moderate","76"
"02/07/2009","Moderate","92"
"02/08/2009","Moderate","67"
"02/09/2009","Moderate","72"
"02/10/2009","Moderate","73"
"02/11/2009","Moderate","82"
"02/12/2009","Good","32"
"02/13/2009","Good","40"
"02/14/2009","Moderate","55"
"02/15/2009","Moderate","57"
"02/16/2009","Good","45"
"02/17/2009","Good","46"
"02/18/2009","Moderate","63"
"02/19/2009","Moderate","62"
"02/20/2009","Good","36"
"02/21/2009","Moderate","60"
"02/22/2009","Moderate","55"
"02/23/2009","Moderate","75"
"02/24/2009","Good","50"
"02/25/2009","Moderate","62"
"02/26/2009","Moderate","79"
"02/27/2009","Moderate","67"
"02/28/2009","Good","36"
"03/01/2009","Moderate","52"
"03/02/2009","Good","38"
"03/03/2009","Good","25"
"03/04/2009","Moderate","59"
"03/05/2009","Moderate","83"
"03/06/2009","Moderate","70"
"03/07/2009","Moderate","91"
"03/08/2009","Moderate","64"
"03/09/2009","Good","38"
"03/10/2009","Good","38"
"03/11/2009","Moderate","70"
"03/12/2009","Good","37"
"03/13/2009","Moderate","71"
"03/14/2009","Moderate","95"
"03/15/2009","Unhealthy for Sensitive Groups","118"
"03/16/2009","Unhealthy for Sensitive Groups","101"
"03/17/2009","Moderate","62"
