"Date","AQI Category","Ozone AQI Value"
"01/01/1989","Good","18"
"01/02/1989","Good","13"
"01/03/1989","Good","23"
"01/04/1989","Good","33"
"01/05/1989","Good","26"
"01/06/1989","Good","25"
"01/07/1989","Good","26"
"01/08/1989","Good","30"
"01/09/1989","Good","20"
"01/10/1989","Good","16"
"01/11/1989","Good","19"
"01/12/1989","Good","21"
"01/13/1989","Good","29"
"01/14/1989","Good","19"
"01/15/1989","Good","13"
"01/16/1989","Good","20"
"01/17/1989","Good","26"
"01/18/1989","Good","24"
"01/19/1989","Good","22"
"01/20/1989","Good","28"
"01/21/1989","Good","31"
"01/22/1989","Good","25"
"01/23/1989","Good","21"
"01/24/1989","Good","17"
"01/25/1989","Good","33"
"01/26/1989","Good","32"
"01/27/1989","Good","26"
"01/28/1989","Good","23"
"01/29/1989","Good","20"
"01/30/1989","Good","19"
"01/31/1989","Good","22"
"02/01/1989","Good","42"
"02/02/1989","Good","29"
"02/03/1989","Good","30"
"02/04/1989","Good","31"
"02/05/1989","Good","14"
"02/06/1989","Good","19"
"02/07/1989","Good","22"
"02/08/1989","Good","31"
"02/09/1989","Good","30"
"02/10/1989","Good","24"
"02/11/1989","Good","29"
"02/12/1989","Good","37"
"02/13/1989","Good","36"
"02/14/1989","Good","34"
"02/15/1989","Good","18"
"02/16/1989","Good","28"
"02/17/1989","Good","24"
"02/18/1989","Good","25"
"02/19/1989","Good","31"
"02/20/1989","Good","34"
"02/21/1989","Good","28"
"02/22/1989","Good","34"
"02/23/1989","Good","33"
"02/24/1989","Good","31"
"02/25/1989","Good","35"
"02/26/1989","Good","24"
"02/27/1989","Good","34"
"02/28/1989","Good","21"
"03/01/1989","Good","34"
"03/02/1989","Good","31"
"03/03/1989","Good","32"
"03/04/1989","Good","36"
"03/05/1989","Good","20"
"03/06/1989","Good","31"
"03/07/1989","Good","32"
"03/08/1989","Good","24"
"03/09/1989","Good","31"
"03/10/1989","Good","38"
"03/11/1989","Good","43"
"03/12/1989","Good","43"
