"Date","AQI Category","Ozone AQI Value"
"01/01/1980","Good","23"
"01/02/1980","Good","21"
"01/03/1980","Good","21"
"01/04/1980","Good","24"
"01/05/1980","Good","30"
"01/06/1980","Good","34"
"01/07/1980","Good","31"
"01/08/1980","Good","23"
"01/09/1980","Good","19"
"01/10/1980","Good","28"
"01/11/1980","Good","38"
"01/12/1980","Good","29"
"01/13/1980","Good","33"
"01/14/1980","Good","33"
"01/15/1980","Good","23"
"01/16/1980","Good","21"
"01/17/1980","Good","27"
"01/18/1980","Good","24"
"01/19/1980","Good","22"
"01/20/1980","Good","27"
"01/21/1980","Good","25"
"01/22/1980","Good","26"
"01/23/1980","Good","28"
"01/24/1980","Good","28"
"01/25/1980","Good","11"
"01/26/1980","Good","26"
"01/27/1980","Good","30"
"01/28/1980","Good","37"
"01/29/1980","Good","24"
"01/30/1980","Good","33"
"01/31/1980","Good","37"
"02/01/1980","Good","37"
"02/02/1980","Good","37"
"02/03/1980","Good","43"
"02/04/1980","Good","28"
"02/05/1980","Good","31"
"02/06/1980","Good","17"
"02/07/1980","Good","35"
"02/08/1980","Good","33"
"02/09/1980","Good","22"
"02/10/1980","Good","42"
"02/11/1980","Good","30"
"02/12/1980","Good","39"
"02/13/1980","Good","39"
"02/14/1980","Good","33"
"02/15/1980","Good","30"
"02/16/1980","Good","31"
"02/17/1980","Good","34"
"02/18/1980","Good","26"
"02/19/1980","Good","29"
"02/20/1980","Good","31"
"02/21/1980","Good","34"
"02/22/1980","Good","12"
"02/23/1980","Good","35"
"02/24/1980","Good","31"
"02/25/1980","Good","24"
"02/26/1980","Moderate","54"
"02/27/1980","Moderate","54"
"02/28/1980","Good","48"
"02/29/1980","Good","46"
"03/01/1980","Good","42"
"03/02/1980","Good","47"
"03/03/1980","Good","44"
"03/04/1980","Good","39"
"03/05/1980","Good","48"
"03/06/1980","Good","47"
"03/07/1980","Good","40"
"03/08/1980","Good","39"
"03/09/1980","Moderate","51"
"03/10/1980","Moderate","93"
"03/11/1980","Good","46"
"03/12/1980","Good","46"
"03/13/1980","Good","40"
"03/14/1980","Good","39"
"03/15/1980","Good","48"
"03/16/1980","Good","41"
"03/17/1980","Good","43"
"03/18/1980","Good","41"
"03/19/1980","Good","46"
"03/20/1980","Good","45"
"03/21/1980","Good","42"
"03/22/1980","Good","36"
"03/23/1980","Good","48"
"03/24/1980","Good","44"
"03/25/1980","Good","45"
"03/26/1980","Good","34"
"03/27/1980","Good","44"
"03/28/1980","Good","43"
"03/29/1980","Good","44"
"03/30/1980","Good","39"
"03/31/1980","Good","34"
"04/01/1980","Good","49"
"04/02/1980","Moderate","54"
"04/03/1980","Moderate","80"
"04/04/1980","Moderate","71"
"04/05/1980","Good","44"
"04/06/1980","Moderate","100"
"04/07/1980","Unhealthy for Sensitive Groups","112"
"04/08/1980","Moderate","54"
"04/09/1980","Good","49"
"04/10/1980","Moderate","71"
"04/11/1980","Unhealthy for Sensitive Groups","105"
"04/12/1980","Very Unhealthy","202"
"04/13/1980","Unhealthy for Sensitive Groups","136"
"04/14/1980","Moderate","87"
"04/15/1980","Moderate","84"
"04/16/1980","Good","37"
"04/17/1980","Moderate","51"
"04/18/1980","Moderate","80"
"04/19/1980","Unhealthy","159"
"04/20/1980","Unhealthy","169"
"04/21/1980","Moderate","74"
"04/22/1980","Moderate","67"
"04/23/1980","Moderate","64"
"04/24/1980","Unhealthy","156"
"04/25/1980","Unhealthy for Sensitive Groups","122"
"04/26/1980","Good","33"
"04/27/1980","Good","50"
"04/28/1980","Good","43"
"04/29/1980","Good","17"
"04/30/1980","Good","46"
"05/01/1980","Moderate","90"
"05/02/1980","Moderate","87"
"05/03/1980","Unhealthy for Sensitive Groups","105"
"05/04/1980","Moderate","58"
"05/05/1980","Unhealthy for Sensitive Groups","136"
