"Date","AQI Category","PM2.5 AQI Value"
"04/22/2012","Good","20"
"04/23/2012","Good","26"
"04/24/2012","Moderate","59"
"04/25/2012","Moderate","56"
"04/26/2012","Moderate","65"
"04/27/2012","Good","45"
"04/28/2012","Moderate","54"
"04/29/2012","Moderate","57"
"04/30/2012","Good","48"
"05/01/2012","Moderate","58"
"05/02/2012","Good","40"
"05/03/2012","Moderate","63"
"05/04/2012","Moderate","70"
"05/05/2012","Moderate","60"
"05/06/2012","Good","26"
"05/07/2012","Moderate","51"
"05/08/2012","Good","43"
"05/09/2012","Moderate","57"
"05/10/2012","Good","38"
"05/11/2012","Good","38"
"05/12/2012","Moderate","56"
"05/13/2012","Moderate","58"
"05/14/2012","Moderate","56"
"05/15/2012","Moderate","57"
"05/16/2012","Moderate","64"
"05/17/2012","Good","44"
"05/18/2012","Moderate","59"
"05/19/2012","Good","45"
"05/20/2012","Good","27"
"05/21/2012","Good","45"
"05/22/2012","Good","39"
"05/23/2012","Moderate","63"
"05/24/2012","Moderate","52"
"05/25/2012","Moderate","52"
"05/26/2012","Moderate","57"
"05/27/2012","Moderate","57"
"05/28/2012","Moderate","62"
"05/29/2012","Moderate","55"
"05/30/2012","Moderate","54"
"05/31/2012","Moderate","51"
"06/01/2012","Moderate","56"
"06/02/2012","Good","49"
"06/03/2012","Moderate","51"
"06/04/2012","Good","28"
"06/05/2012","Good","31"
"06/06/2012","Good","35"
"06/07/2012","Good","46"
"06/08/2012","Moderate","57"
"06/09/2012","Moderate","56"
"06/10/2012","Moderate","74"
"06/11/2012","Moderate","70"
"06/12/2012","Moderate","53"
"06/13/2012","Moderate","86"
"06/14/2012","Good","43"
"06/15/2012","Good","42"
"06/16/2012","Good","38"
"06/17/2012","Good","48"
"06/18/2012","Good","40"
"06/19/2012","Moderate","57"
"06/20/2012","Moderate","84"
"06/21/2012","Moderate","96"
"06/22/2012","Unhealthy for Sensitive Groups","102"
"06/23/2012","Moderate","56"
"06/24/2012","Good","43"
"06/25/2012","Moderate","55"
"06/26/2012","Good","36"
"06/27/2012","Good","48"
"06/28/2012","Moderate","60"
"06/29/2012","Moderate","93"
"06/30/2012","Moderate","68"
"07/01/2012","Moderate","66"
"07/02/2012","Moderate","52"
"07/03/2012","Good","50"
"07/04/2012","Moderate","70"
"07/05/2012","Moderate","67"
"07/06/2012","Moderate","52"
"07/07/2012","Moderate","81"
"07/08/2012","Moderate","64"
"07/09/2012","Moderate","52"
"07/10/2012","Good","43"
"07/11/2012","Moderate","56"
"07/12/2012","Moderate","52"
"07/13/2012","Moderate","56"
"07/14/2012","Moderate","64"
"07/15/2012","Good","49"
"07/16/2012","Moderate","65"
"07/17/2012","Moderate","76"
"07/18/2012","Moderate","78"
"07/19/2012","Moderate","76"
"07/20/2012","Moderate","69"
"07/21/2012","Good","33"
"07/22/2012","Good","45"
"07/23/2012","Moderate","63"
"07/24/2012","Moderate","67"
"07/25/2012","Good","31"
"07/26/2012","Moderate","63"
"07/27/2012","Moderate","59"
"07/28/2012","Moderate","63"
"07/29/2012","Good","40"
"07/30/2012","Moderate","59"
"07/31/2012","Good","33"
"08/01/2012","Good","40"
"08/02/2012","Moderate","56"
"08/03/2012","Moderate","61"
"08/04/2012","Moderate","56"
"08/05/2012","Good","50"
"08/06/2012","Moderate","55"
"08/07/2012","Moderate","55"
"08/08/2012","Moderate","67"
"08/09/2012","Moderate","62"
"08/10/2012","Moderate","67"
"08/11/2012","Good","42"
"08/12/2012","Good","40"
"08/13/2012","Moderate","52"
"08/14/2012","Moderate","52"
"08/15/2012","Moderate","61"
"08/16/2012","Moderate","54"
"08/17/2012","Moderate","67"
"08/18/2012","Good","36"
"08/19/2012","Good","33"
"08/20/2012","Good","41"
"08/21/2012","Moderate","84"
"08/22/2012","Moderate","63"
"08/23/2012","Moderate","69"
"08/24/2012","Moderate","66"
"08/25/2012","Moderate","62"
"08/26/2012","Good","33"
"08/27/2012","Good","38"
"08/28/2012","Moderate","55"
"08/29/2012","Good","39"
"08/30/2012","Moderate","52"
"08/31/2012","Moderate","70"
"09/01/2012","Moderate","67"
"09/02/2012","Moderate","69"
"09/03/2012","Moderate","54"
"09/04/2012","Moderate","57"
"09/05/2012","Moderate","54"
"09/06/2012","Good","49"
"09/07/2012","Moderate","52"
"09/08/2012","Good","33"
"09/09/2012","Good","35"
"09/10/2012","Good","23"
"09/11/2012","Good","36"
"09/12/2012","Moderate","52"
"09/13/2012","Moderate","55"
"09/14/2012","Good","42"
"09/15/2012","Good","31"
"09/16/2012","Good","50"
"09/17/2012","Moderate","54"
"09/18/2012","Good","40"
"09/19/2012","Good","17"
"09/20/2012","Good","37"
"09/21/2012","Good","42"
"09/22/2012","Moderate","52"
"09/23/2012","Good","27"
"09/24/2012","Good","35"
"09/25/2012","Good","48"
"09/26/2012","Moderate","62"
"09/27/2012","Moderate","56"
"09/28/2012","Moderate","59"
"09/29/2012","Good","32"
"09/30/2012","Good","46"
"10/01/2012","Good","48"
"10/02/2012","Moderate","66"
"10/03/2012","Moderate","73"
"10/04/2012","Moderate","75"
"10/05/2012","Moderate","70"
"10/06/2012","Moderate","93"
"10/07/2012","Moderate","64"
"10/08/2012","Good","43"
"10/09/2012","Moderate","53"
"10/10/2012","Good","42"
"10/11/2012","Good","36"
"10/12/2012","Good","41"
"10/13/2012","Good","27"
"10/14/2012","Good","43"
"10/15/2012","Good","34"
"10/16/2012","Good","30"
"10/17/2012","Moderate","53"
"10/18/2012","Good","49"
"10/19/2012","Good","31"
"10/20/2012","Good","45"
"10/21/2012","Good","41"
"10/22/2012","Moderate","54"
"10/23/2012","Moderate","84"
"10/24/2012","Moderate","83"
"10/25/2012","Moderate","67"
"10/26/2012","Moderate","54"
"10/27/2012","Moderate","56"
"10/28/2012","Good","37"
"10/29/2012","Good","16"
"10/30/2012","Good","24"
"10/31/2012","Good","35"
"11/01/2012","Good","34"
"11/02/2012","Good","48"
"11/03/2012","Good","27"
"11/04/2012","Good","36"
"11/05/2012","Moderate","51"
"11/06/2012","Moderate","60"
"11/07/2012","Moderate","55"
"11/08/2012","Good","32"
"11/09/2012","Moderate","64"
"11/10/2012","Unhealthy for Sensitive Groups","105"
"11/11/2012","Moderate","92"
"11/12/2012","Moderate","62"
"11/13/2012","Good","44"
"11/14/2012","Moderate","52"
"11/15/2012","Moderate","59"
"11/16/2012","Moderate","62"
"11/17/2012","Moderate","72"
"11/18/2012","Moderate","77"
"11/19/2012","Moderate","60"
"11/20/2012","Moderate","67"
"11/21/2012","Moderate","71"
"11/22/2012","Moderate","75"
"11/23/2012","Moderate","83"
"11/24/2012","Good","33"
"11/25/2012","Moderate","53"
"11/26/2012","Moderate","85"
"11/27/2012","Moderate","77"
"11/28/2012","Moderate","72"
"11/29/2012","Moderate","83"
"11/30/2012","Unhealthy for Sensitive Groups","103"
"12/01/2012","Moderate","71"
"12/02/2012","Moderate","76"
"12/03/2012","Moderate","90"
"12/04/2012","Moderate","96"
"12/05/2012","Moderate","66"
"12/06/2012","Good","46"
"12/07/2012","Moderate","68"
"12/08/2012","Moderate","75"
"12/09/2012","Moderate","67"
"12/10/2012","Moderate","65"
"12/11/2012","Good","32"
"12/12/2012","Moderate","64"
"12/13/2012","Moderate","71"
"12/14/2012","Unhealthy for Sensitive Groups","113"
"12/15/2012","Moderate","100"
"12/16/2012","Moderate","61"
"12/17/2012","Moderate","65"
"12/18/2012","Good","43"
"12/19/2012","Moderate","59"
"12/20/2012","Moderate","61"
"12/21/2012","Good","38"
"12/22/2012","Good","25"
"12/23/2012","Moderate","60"
"12/24/2012","Moderate","77"
"12/25/2012","Moderate","70"
"12/26/2012","Moderate","56"
"12/27/2012","Good","24"
"12/28/2012","Good","50"
"12/29/2012","Moderate","66"
"12/30/2012","Good","39"
"12/31/2012","Moderate","61"
