"Date","AQI Category","Ozone AQI Value"
"01/01/2004","Good","27"
"01/02/2004","Good","19"
"01/03/2004","Good","16"
"01/04/2004","Good","26"
"01/05/2004","Good","24"
"01/06/2004","Good","27"
"01/07/2004","Good","26"
"01/08/2004","Good","20"
"01/09/2004","Good","30"
"01/10/2004","Good","28"
"01/11/2004","Good","27"
"01/12/2004","Good","16"
"01/13/2004","Good","31"
"01/14/2004","Good","31"
"01/15/2004","Good","31"
"01/16/2004","Good","33"
"01/17/2004","Good","29"
"01/18/2004","Good","26"
"01/19/2004","Good","31"
"01/20/2004","Good","31"
"01/21/2004","Good","28"
"01/22/2004","Good","27"
"01/23/2004","Good","25"
"01/24/2004","Good","34"
"01/25/2004","Good","33"
"01/26/2004","Good","32"
"01/27/2004","Good","28"
"01/28/2004","Good","28"
"01/29/2004","Good","28"
"01/30/2004","Good","26"
"01/31/2004","Good","30"
"02/01/2004","Good","34"
"02/02/2004","Good","22"
"02/03/2004","Good","34"
"02/04/2004","Good","29"
"02/05/2004","Good","25"
"02/06/2004","Good","19"
"02/07/2004","Good","36"
"02/08/2004","Good","39"
"02/09/2004","Good","35"
"02/10/2004","Good","32"
"02/11/2004","Good","34"
"02/12/2004","Good","25"
"02/13/2004","Good","30"
"02/14/2004","Good","36"
"02/15/2004","Good","42"
"02/16/2004","Good","35"
"02/17/2004","Good","38"
"02/18/2004","Good","31"
"02/19/2004","Good","32"
"02/20/2004","Good","38"
"02/21/2004","Good","37"
"02/22/2004","Good","42"
"02/23/2004","Good","35"
"02/24/2004","Good","32"
"02/25/2004","Good","39"
"02/26/2004","Good","36"
"02/27/2004","Good","35"
"02/28/2004","Good","44"
"02/29/2004","Good","41"
"03/01/2004","Good","45"
"03/02/2004","Good","37"
"03/03/2004","Good","41"
"03/04/2004","Good","37"
"03/05/2004","Good","39"
"03/06/2004","Good","38"
"03/07/2004","Good","43"
"03/08/2004","Good","35"
"03/09/2004","Good","36"
"03/10/2004","Good","38"
"03/11/2004","Good","39"
"03/12/2004","Good","26"
"03/13/2004","Good","38"
"03/14/2004","Good","44"
"03/15/2004","Good","45"
"03/16/2004","Good","39"
"03/17/2004","Good","28"
"03/18/2004","Good","34"
"03/19/2004","Good","40"
"03/20/2004","Moderate","51"
"03/21/2004","Good","42"
"03/22/2004","Good","41"
"03/23/2004","Good","42"
"03/24/2004","Good","48"
"03/25/2004","Good","45"
"03/26/2004","Moderate","74"
"03/27/2004","Good","41"
"03/28/2004","Good","41"
"03/29/2004","Good","44"
"03/30/2004","Good","44"
"03/31/2004","Good","20"
"04/01/2004","Good","44"
"04/02/2004","Good","34"
"04/03/2004","Good","28"
"04/04/2004","Good","37"
"04/05/2004","Good","47"
"04/06/2004","Good","45"
"04/07/2004","Moderate","74"
"04/08/2004","Good","34"
"04/09/2004","Good","49"
"04/10/2004","Good","50"
"04/11/2004","Good","35"
"04/12/2004","Good","46"
"04/13/2004","Good","44"
"04/14/2004","Good","33"
"04/15/2004","Good","47"
"04/16/2004","Good","46"
"04/17/2004","Unhealthy for Sensitive Groups","105"
"04/18/2004","Unhealthy","154"
"04/19/2004","Unhealthy for Sensitive Groups","140"
"04/20/2004","Moderate","61"
"04/21/2004","Good","48"
"04/22/2004","Unhealthy for Sensitive Groups","108"
"04/23/2004","Good","46"
"04/24/2004","Moderate","77"
"04/25/2004","Good","48"
"04/26/2004","Good","47"
"04/27/2004","Moderate","61"
"04/28/2004","Good","44"
"04/29/2004","Unhealthy for Sensitive Groups","108"
"04/30/2004","Moderate","84"
"05/01/2004","Good","46"
"05/02/2004","Good","34"
"05/03/2004","Good","30"
"05/04/2004","Good","45"
"05/05/2004","Moderate","74"
"05/06/2004","Moderate","58"
"05/07/2004","Moderate","64"
"05/08/2004","Moderate","51"
"05/09/2004","Unhealthy","164"
"05/10/2004","Unhealthy for Sensitive Groups","101"
"05/11/2004","Unhealthy","166"
"05/12/2004","Unhealthy","156"
"05/13/2004","Moderate","87"
"05/14/2004","Moderate","87"
"05/15/2004","Unhealthy for Sensitive Groups","143"
"05/16/2004","Moderate","64"
"05/17/2004","Moderate","58"
"05/18/2004","Moderate","67"
"05/19/2004","Good","35"
"05/20/2004","Moderate","74"
"05/21/2004","Good","30"
"05/22/2004","Unhealthy for Sensitive Groups","126"
"05/23/2004","Moderate","97"
"05/24/2004","Unhealthy for Sensitive Groups","136"
"05/25/2004","Unhealthy for Sensitive Groups","119"
"05/26/2004","Good","50"
"05/27/2004","Moderate","67"
"05/28/2004","Moderate","54"
"05/29/2004","Moderate","51"
"05/30/2004","Moderate","97"
"05/31/2004","Good","50"
"06/01/2004","Good","46"
"06/02/2004","Moderate","90"
"06/03/2004","Good","49"
"06/04/2004","Good","46"
"06/05/2004","Good","46"
"06/06/2004","Good","38"
"06/07/2004","Unhealthy for Sensitive Groups","105"
"06/08/2004","Unhealthy for Sensitive Groups","147"
"06/09/2004","Unhealthy","182"
"06/10/2004","Moderate","97"
"06/11/2004","Good","38"
"06/12/2004","Moderate","80"
"06/13/2004","Good","48"
"06/14/2004","Moderate","58"
"06/15/2004","Unhealthy for Sensitive Groups","115"
"06/16/2004","Moderate","87"
"06/17/2004","Moderate","58"
"06/18/2004","Unhealthy for Sensitive Groups","112"
"06/19/2004","Moderate","58"
"06/20/2004","Good","50"
"06/21/2004","Moderate","80"
"06/22/2004","Unhealthy for Sensitive Groups","112"
"06/23/2004","Moderate","90"
"06/24/2004","Unhealthy for Sensitive Groups","147"
"06/25/2004","Moderate","84"
"06/26/2004","Moderate","74"
"06/27/2004","Moderate","87"
"06/28/2004","Moderate","97"
"06/29/2004","Moderate","67"
"06/30/2004","Unhealthy for Sensitive Groups","133"
"07/01/2004","Unhealthy for Sensitive Groups","105"
"07/02/2004","Unhealthy","164"
"07/03/2004","Unhealthy for Sensitive Groups","126"
