"Date","AQI Category","Ozone AQI Value"
"01/01/1991","Good","26"
"01/02/1991","Good","10"
"01/03/1991","Good","13"
"01/04/1991","Good","16"
"01/05/1991","Good","14"
"01/06/1991","Good","4"
"01/07/1991","Good","18"
"01/08/1991","Good","31"
"01/09/1991","Good","31"
"01/10/1991","Good","21"
"01/11/1991","Good","33"
"01/12/1991","Good","26"
"01/13/1991","Good","28"
"01/14/1991","Good","19"
"01/15/1991","Good","16"
"01/16/1991","Good","35"
"01/17/1991","Good","22"
"01/18/1991","Good","23"
"01/19/1991","Good","23"
"01/20/1991","Good","26"
"01/21/1991","Good","26"
"01/22/1991","Good","28"
"01/23/1991","Good","26"
"01/24/1991","Good","26"
"01/25/1991","Good","27"
"01/26/1991","Good","23"
"01/27/1991","Good","35"
"01/28/1991","Good","32"
"01/29/1991","Good","28"
"01/30/1991","Good","18"
"01/31/1991","Good","31"
"02/01/1991","Good","26"
"02/02/1991","Good","32"
"02/03/1991","Good","32"
"02/04/1991","Good","29"
"02/05/1991","Good","39"
"02/06/1991","Good","32"
"02/07/1991","Good","31"
"02/08/1991","Good","26"
"02/09/1991","Good","23"
"02/10/1991","Good","28"
"02/11/1991","Good","31"
"02/12/1991","Good","30"
"02/13/1991","Good","32"
"02/14/1991","Good","32"
"02/15/1991","Good","31"
"02/16/1991","Good","33"
"02/17/1991","Good","27"
"02/18/1991","Good","26"
"02/19/1991","Good","28"
"02/20/1991","Good","28"
"02/21/1991","Good","21"
"02/22/1991","Good","35"
"02/23/1991","Good","37"
"02/24/1991","Good","36"
"02/25/1991","Good","22"
"02/26/1991","Good","26"
"02/27/1991","Good","30"
"02/28/1991","Good","33"
"03/01/1991","Moderate","64"
"03/02/1991","Good","36"
"03/03/1991","Good","37"
"03/04/1991","Good","34"
"03/05/1991","Good","36"
"03/06/1991","Good","47"
"03/07/1991","Good","33"
"03/08/1991","Good","38"
"03/09/1991","Good","41"
"03/10/1991","Good","43"
"03/11/1991","Good","37"
"03/12/1991","Good","35"
"03/13/1991","Good","27"
"03/14/1991","Good","31"
"03/15/1991","Good","31"
"03/16/1991","Good","41"
"03/17/1991","Good","46"
"03/18/1991","Good","41"
"03/19/1991","Good","44"
"03/20/1991","Good","41"
"03/21/1991","Good","38"
"03/22/1991","Good","40"
"03/23/1991","Good","41"
"03/24/1991","Good","27"
"03/25/1991","Good","22"
"03/26/1991","Good","37"
"03/27/1991","Good","49"
"03/28/1991","Good","48"
"03/29/1991","Good","32"
"03/30/1991","Good","40"
"03/31/1991","Good","44"
"04/01/1991","Good","40"
"04/02/1991","Good","36"
"04/03/1991","Good","44"
"04/04/1991","Moderate","64"
"04/05/1991","Good","36"
"04/06/1991","Unhealthy for Sensitive Groups","105"
"04/07/1991","Unhealthy for Sensitive Groups","136"
"04/08/1991","Unhealthy for Sensitive Groups","105"
"04/09/1991","Moderate","77"
"04/10/1991","Good","48"
"04/11/1991","Good","46"
"04/12/1991","Good","47"
"04/13/1991","Good","44"
"04/14/1991","Moderate","58"
"04/15/1991","Good","38"
"04/16/1991","Moderate","80"
"04/17/1991","Moderate","74"
"04/18/1991","Good","41"
"04/19/1991","Good","43"
"04/20/1991","Good","38"
"04/21/1991","Good","37"
"04/22/1991","Good","29"
"04/23/1991","Moderate","67"
"04/24/1991","Good","45"
"04/25/1991","Moderate","71"
"04/26/1991","Unhealthy for Sensitive Groups","126"
"04/27/1991","Unhealthy","156"
"04/28/1991","Moderate","61"
"04/29/1991","Good","38"
"04/30/1991","Good","31"
"05/01/1991","Unhealthy for Sensitive Groups","133"
"05/02/1991","Good","49"
"05/03/1991","Good","37"
"05/04/1991","Good","48"
"05/05/1991","Unhealthy for Sensitive Groups","115"
"05/06/1991","Good","44"
"05/07/1991","Good","47"
"05/08/1991","Moderate","84"
"05/09/1991","Good","41"
"05/10/1991","Moderate","67"
"05/11/1991","Unhealthy for Sensitive Groups","122"
"05/12/1991","Unhealthy for Sensitive Groups","147"
"05/13/1991","Unhealthy","159"
"05/14/1991","Unhealthy for Sensitive Groups","150"
"05/15/1991","Unhealthy","154"
"05/16/1991","Unhealthy","166"
"05/17/1991","Moderate","74"
"05/18/1991","Good","41"
"05/19/1991","Good","47"
"05/20/1991","Moderate","74"
"05/21/1991","Moderate","93"
"05/22/1991","Unhealthy for Sensitive Groups","140"
"05/23/1991","Very Unhealthy","202"
"05/24/1991","Unhealthy for Sensitive Groups","150"
"05/25/1991","Unhealthy","172"
"05/26/1991","Unhealthy","151"
"05/27/1991","Moderate","77"
"05/28/1991","Unhealthy for Sensitive Groups","136"
"05/29/1991","Unhealthy","154"
"05/30/1991","Very Unhealthy","213"
"05/31/1991","Unhealthy for Sensitive Groups","136"
"06/01/1991","Unhealthy for Sensitive Groups","105"
"06/02/1991","Unhealthy","164"
"06/03/1991","Unhealthy","151"
"06/04/1991","Good","44"
"06/05/1991","Good","35"
"06/06/1991","Good","42"
"06/07/1991","Moderate","100"
"06/08/1991","Unhealthy for Sensitive Groups","122"
"06/09/1991","Unhealthy for Sensitive Groups","108"
"06/10/1991","Very Unhealthy","212"
"06/11/1991","Very Unhealthy","214"
"06/12/1991","Unhealthy for Sensitive Groups","133"
"06/13/1991","Moderate","61"
"06/14/1991","Unhealthy for Sensitive Groups","122"
"06/15/1991","Very Unhealthy","220"
"06/16/1991","Unhealthy","174"
"06/17/1991","Very Unhealthy","203"
"06/18/1991","Good","38"
"06/19/1991","Good","34"
"06/20/1991","Very Unhealthy","215"
"06/21/1991","Very Unhealthy","204"
"06/22/1991","Moderate","77"
"06/23/1991","Good","35"
"06/24/1991","Unhealthy for Sensitive Groups","108"
"06/25/1991","Unhealthy","174"
"06/26/1991","Moderate","97"
"06/27/1991","Unhealthy","179"
"06/28/1991","Very Unhealthy","237"
"06/29/1991","Unhealthy","185"
"06/30/1991","Unhealthy","159"
"07/01/1991","Unhealthy for Sensitive Groups","129"
"07/02/1991","Moderate","93"
"07/03/1991","Good","47"
"07/04/1991","Moderate","100"
"07/05/1991","Good","36"
"07/06/1991","Unhealthy","197"
"07/07/1991","Moderate","71"
"07/08/1991","Unhealthy for Sensitive Groups","133"
"07/09/1991","Unhealthy for Sensitive Groups","133"
"07/10/1991","Unhealthy for Sensitive Groups","143"
"07/11/1991","Unhealthy","177"
"07/12/1991","Unhealthy","154"
"07/13/1991","Moderate","100"
"07/14/1991","Moderate","71"
"07/15/1991","Moderate","100"
"07/16/1991","Very Unhealthy","204"
"07/17/1991","Very Unhealthy","202"
"07/18/1991","Very Unhealthy","218"
"07/19/1991","Unhealthy","169"
"07/20/1991","Very Unhealthy","232"
"07/21/1991","Very Unhealthy","207"
"07/22/1991","Unhealthy","192"
"07/23/1991","Very Unhealthy","216"
"07/24/1991","Unhealthy for Sensitive Groups","133"
"07/25/1991","Good","46"
"07/26/1991","Moderate","64"
"07/27/1991","Good","39"
"07/28/1991","Unhealthy for Sensitive Groups","119"
"07/29/1991","Good","34"
"07/30/1991","Moderate","61"
"07/31/1991","Moderate","87"
"08/01/1991","Unhealthy","192"
"08/02/1991","Very Unhealthy","215"
"08/03/1991","Unhealthy","195"
"08/04/1991","Unhealthy","174"
"08/05/1991","Moderate","90"
"08/06/1991","Unhealthy for Sensitive Groups","122"
"08/07/1991","Unhealthy","187"
"08/08/1991","Unhealthy","200"
"08/09/1991","Moderate","90"
"08/10/1991","Unhealthy for Sensitive Groups","126"
"08/11/1991","Moderate","64"
"08/12/1991","Moderate","87"
"08/13/1991","Unhealthy","179"
"08/14/1991","Unhealthy for Sensitive Groups","129"
"08/15/1991","Good","50"
"08/16/1991","Unhealthy","172"
"08/17/1991","Unhealthy","166"
"08/18/1991","Unhealthy for Sensitive Groups","122"
"08/19/1991","Moderate","87"
"08/20/1991","Good","43"
"08/21/1991","Unhealthy for Sensitive Groups","105"
"08/22/1991","Unhealthy for Sensitive Groups","115"
"08/23/1991","Unhealthy for Sensitive Groups","150"
"08/24/1991","Unhealthy for Sensitive Groups","150"
"08/25/1991","Good","44"
"08/26/1991","Moderate","71"
"08/27/1991","Moderate","61"
"08/28/1991","Unhealthy for Sensitive Groups","112"
"08/29/1991","Very Unhealthy","205"
"08/30/1991","Very Unhealthy","216"
"08/31/1991","Unhealthy for Sensitive Groups","143"
"09/01/1991","Good","46"
"09/02/1991","Good","46"
"09/03/1991","Good","46"
"09/04/1991","Moderate","67"
"09/05/1991","Moderate","58"
"09/06/1991","Moderate","54"
"09/07/1991","Moderate","93"
"09/08/1991","Unhealthy for Sensitive Groups","140"
"09/09/1991","Unhealthy","195"
"09/10/1991","Unhealthy for Sensitive Groups","136"
"09/11/1991","Good","44"
"09/12/1991","Good","41"
"09/13/1991","Unhealthy for Sensitive Groups","122"
"09/14/1991","Moderate","64"
"09/15/1991","Moderate","71"
"09/16/1991","Unhealthy","154"
"09/17/1991","Unhealthy","185"
"09/18/1991","Moderate","87"
"09/19/1991","Good","26"
"09/20/1991","Good","31"
"09/21/1991","Good","32"
"09/22/1991","Moderate","61"
"09/23/1991","Good","31"
"09/24/1991","Moderate","64"
"09/25/1991","Good","29"
"09/26/1991","Good","39"
"09/27/1991","Good","33"
"09/28/1991","Good","34"
"09/29/1991","Moderate","61"
"09/30/1991","Good","31"
"10/01/1991","Moderate","90"
"10/02/1991","Moderate","74"
"10/03/1991","Good","31"
"10/04/1991","Moderate","54"
"10/05/1991","Good","31"
"10/06/1991","Good","25"
"10/07/1991","Good","26"
"10/08/1991","Good","28"
"10/09/1991","Moderate","54"
"10/10/1991","Good","45"
"10/11/1991","Good","19"
"10/12/1991","Good","34"
"10/13/1991","Good","34"
"10/14/1991","Good","32"
"10/15/1991","Good","38"
"10/16/1991","Good","28"
"10/17/1991","Good","21"
"10/18/1991","Good","25"
"10/19/1991","Good","40"
"10/20/1991","Good","28"
"10/21/1991","Good","31"
"10/22/1991","Good","35"
"10/23/1991","Moderate","71"
"10/24/1991","Moderate","54"
"10/25/1991","Good","31"
"10/26/1991","Good","31"
"10/27/1991","Good","31"
"10/28/1991","Good","31"
"10/29/1991","Good","27"
"10/30/1991","Good","35"
"10/31/1991","Good","28"
"11/01/1991","Good","18"
"11/02/1991","Good","41"
"11/03/1991","Good","22"
"11/04/1991","Good","22"
"11/05/1991","Good","23"
"11/06/1991","Good","23"
"11/07/1991","Good","22"
"11/08/1991","Good","29"
"11/09/1991","Good","29"
"11/10/1991","Good","22"
"11/11/1991","Good","21"
"11/12/1991","Good","22"
"11/13/1991","Good","15"
"11/14/1991","Good","16"
"11/15/1991","Good","31"
"11/16/1991","Good","23"
"11/17/1991","Good","29"
"11/18/1991","Good","17"
"11/19/1991","Good","24"
"11/20/1991","Good","35"
"11/21/1991","Good","24"
"11/22/1991","Good","33"
"11/23/1991","Good","12"
"11/24/1991","Good","25"
"11/25/1991","Good","19"
"11/26/1991","Good","19"
"11/27/1991","Good","19"
"11/28/1991","Good","21"
"11/29/1991","Good","29"
"11/30/1991","Good","36"
"12/01/1991","Good","28"
"12/02/1991","Good","27"
"12/03/1991","Good","27"
"12/04/1991","Good","19"
"12/05/1991","Good","18"
"12/06/1991","Good","16"
"12/07/1991","Good","21"
"12/08/1991","Good","34"
"12/09/1991","Good","21"
"12/10/1991","Good","19"
"12/11/1991","Good","18"
"12/12/1991","Good","19"
"12/13/1991","Good","23"
"12/14/1991","Good","27"
"12/15/1991","Good","27"
"12/16/1991","Good","26"
"12/17/1991","Good","20"
"12/18/1991","Good","30"
"12/19/1991","Good","30"
"12/20/1991","Good","16"
"12/21/1991","Good","15"
"12/22/1991","Good","17"
"12/23/1991","Good","11"
"12/24/1991","Good","28"
"12/25/1991","Good","24"
"12/26/1991","Good","24"
"12/27/1991","Good","17"
"12/28/1991","Good","9"
"12/29/1991","Good","25"
"12/30/1991","Good","20"
"12/31/1991","Good","18"
