"Date","AQI Category","Ozone AQI Value"
"01/01/1994","Good","27"
"01/02/1994","Good","19"
"01/03/1994","Good","28"
"01/04/1994","Good","25"
"01/05/1994","Good","27"
"01/06/1994","Good","26"
"01/07/1994","Good","8"
"01/08/1994","Good","19"
"01/09/1994","Good","25"
"01/10/1994","Good","23"
"01/11/1994","Good","19"
"01/12/1994","Good","4"
"01/13/1994","Good","6"
"01/14/1994","Good","28"
"01/15/1994","Good","24"
"01/16/1994","Good","24"
"01/17/1994","Good","26"
"01/18/1994","Good","26"
"01/19/1994","Good","22"
"01/20/1994","Good","18"
"01/21/1994","Good","19"
"01/22/1994","Good","21"
"01/23/1994","Good","17"
"01/24/1994","Good","24"
"01/25/1994","Good","25"
"01/26/1994","Good","28"
"01/27/1994","Good","33"
"01/28/1994","Good","35"
"01/29/1994","Good","19"
"01/30/1994","Good","30"
"01/31/1994","Good","25"
"02/01/1994","Good","23"
"02/02/1994","Good","20"
"02/03/1994","Good","31"
"02/04/1994","Good","29"
"02/05/1994","Good","18"
"02/06/1994","Good","30"
"02/07/1994","Good","26"
"02/08/1994","Good","28"
"02/09/1994","Good","27"
"02/10/1994","Good","31"
"02/11/1994","Good","19"
"02/12/1994","Good","30"
"02/13/1994","Good","32"
"02/14/1994","Good","41"
"02/15/1994","Good","32"
"02/16/1994","Good","42"
"02/17/1994","Good","39"
"02/18/1994","Good","31"
"02/19/1994","Good","44"
"02/20/1994","Good","43"
"02/21/1994","Good","18"
"02/22/1994","Good","31"
"02/23/1994","Good","37"
"02/24/1994","Good","32"
"02/25/1994","Good","33"
"02/26/1994","Good","41"
"02/27/1994","Good","39"
"02/28/1994","Good","35"
"03/01/1994","Good","25"
"03/02/1994","Good","40"
"03/03/1994","Good","41"
"03/04/1994","Good","39"
"03/05/1994","Good","43"
"03/06/1994","Good","39"
"03/07/1994","Good","46"
"03/08/1994","Good","31"
"03/09/1994","Good","31"
"03/10/1994","Good","34"
"03/11/1994","Good","39"
"03/12/1994","Good","40"
"03/13/1994","Good","46"
"03/14/1994","Good","39"
"03/15/1994","Good","41"
"03/16/1994","Good","37"
"03/17/1994","Good","40"
"03/18/1994","Good","28"
"03/19/1994","Good","46"
"03/20/1994","Good","45"
"03/21/1994","Good","41"
"03/22/1994","Good","46"
"03/23/1994","Good","44"
"03/24/1994","Moderate","58"
"03/25/1994","Good","33"
"03/26/1994","Good","37"
"03/27/1994","Good","41"
"03/28/1994","Good","16"
"03/29/1994","Good","32"
"03/30/1994","Good","39"
"03/31/1994","Good","50"
"04/01/1994","Good","44"
"04/02/1994","Moderate","87"
"04/03/1994","Unhealthy for Sensitive Groups","105"
"04/04/1994","Good","41"
"04/05/1994","Moderate","71"
"04/06/1994","Good","47"
"04/07/1994","Good","44"
"04/08/1994","Good","42"
"04/09/1994","Moderate","58"
"04/10/1994","Good","37"
"04/11/1994","Good","45"
"04/12/1994","Good","45"
"04/13/1994","Good","34"
"04/14/1994","Moderate","90"
"04/15/1994","Unhealthy for Sensitive Groups","126"
"04/16/1994","Good","48"
"04/17/1994","Good","47"
"04/18/1994","Good","46"
"04/19/1994","Moderate","100"
"04/20/1994","Moderate","54"
"04/21/1994","Good","49"
"04/22/1994","Moderate","51"
"04/23/1994","Moderate","51"
"04/24/1994","Unhealthy for Sensitive Groups","105"
"04/25/1994","Unhealthy","182"
"04/26/1994","Moderate","100"
"04/27/1994","Moderate","74"
"04/28/1994","Good","49"
"04/29/1994","Good","42"
"04/30/1994","Moderate","84"
"05/01/1994","Good","50"
"05/02/1994","Good","49"
"05/03/1994","Moderate","54"
"05/04/1994","Good","44"
"05/05/1994","Moderate","77"
"05/06/1994","Good","46"
"05/07/1994","Good","46"
"05/08/1994","Good","43"
"05/09/1994","Moderate","90"
"05/10/1994","Good","47"
"05/11/1994","Moderate","97"
