"Date","AQI Category","Ozone AQI Value"
"01/01/1981","Good","21"
"01/02/1981","Good","28"
"01/03/1981","Good","19"
"01/04/1981","Good","28"
"01/05/1981","Good","24"
"01/06/1981","Good","22"
"01/07/1981","Good","23"
"01/08/1981","Good","25"
"01/09/1981","Good","21"
"01/10/1981","Good","29"
"01/11/1981","Good","29"
"01/12/1981","Good","25"
"01/13/1981","Good","23"
"01/14/1981","Good","23"
"01/15/1981","Good","9"
"01/16/1981","Good","16"
"01/17/1981","Good","35"
"01/18/1981","Good","29"
"01/19/1981","Good","26"
"01/20/1981","Good","32"
"01/21/1981","Good","15"
"01/22/1981","Good","19"
"01/23/1981","Good","29"
"01/24/1981","Good","27"
"01/25/1981","Good","32"
"01/26/1981","Good","32"
"01/27/1981","Good","17"
"01/28/1981","Good","16"
"01/29/1981","Good","23"
"01/30/1981","Good","43"
"01/31/1981","Good","43"
"02/01/1981","Good","37"
"02/02/1981","Good","37"
"02/03/1981","Good","24"
"02/04/1981","Good","26"
"02/05/1981","Good","30"
"02/06/1981","Good","31"
"02/07/1981","Good","43"
"02/08/1981","Good","31"
"02/09/1981","Good","28"
"02/10/1981","Good","48"
"02/11/1981","Good","47"
"02/12/1981","Good","29"
"02/13/1981","Good","32"
"02/14/1981","Good","40"
"02/15/1981","Good","45"
"02/16/1981","Moderate","93"
"02/17/1981","Good","35"
"02/18/1981","Good","40"
"02/19/1981","Good","44"
"02/20/1981","Good","44"
"02/21/1981","Good","37"
"02/22/1981","Good","44"
"02/23/1981","Good","32"
"02/24/1981","Good","27"
"02/25/1981","Good","31"
"02/26/1981","Good","26"
"02/27/1981","Good","35"
"02/28/1981","Good","24"
"03/01/1981","Good","36"
"03/02/1981","Good","24"
"03/03/1981","Good","34"
"03/04/1981","Good","25"
"03/05/1981","Good","24"
"03/06/1981","Good","41"
"03/07/1981","Good","33"
"03/08/1981","Good","33"
"03/09/1981","Good","32"
"03/10/1981","Good","32"
"03/11/1981","Good","23"
"03/12/1981","Good","37"
"03/13/1981","Good","44"
"03/14/1981","Good","37"
"03/15/1981","Good","36"
"03/16/1981","Good","31"
"03/17/1981","Good","34"
"03/18/1981","Good","35"
"03/19/1981","Good","31"
"03/20/1981","Good","25"
"03/21/1981","Good","40"
"03/22/1981","Good","40"
"03/23/1981","Good","45"
"03/24/1981","Good","46"
"03/25/1981","Good","41"
"03/26/1981","Moderate","58"
"03/27/1981","Good","47"
"03/28/1981","Moderate","51"
"03/29/1981","Unhealthy for Sensitive Groups","133"
"03/30/1981","Good","48"
"03/31/1981","Moderate","58"
"04/01/1981","Moderate","67"
