"Date","AQI Category","PM2.5 AQI Value"
"01/01/2017","Moderate","56"
"01/02/2017","Moderate","63"
"01/03/2017","Moderate","58"
"01/04/2017","Moderate","54"
"01/05/2017","Good","50"
"01/06/2017","Moderate","63"
"01/07/2017","Moderate","60"
"01/08/2017","Moderate","57"
"01/09/2017","Moderate","54"
"01/10/2017","Moderate","56"
"01/11/2017","Moderate","56"
"01/12/2017","Good","46"
"01/13/2017","Moderate","55"
"01/14/2017","Good","50"
"01/15/2017","Moderate","68"
"01/16/2017","Moderate","76"
"01/17/2017","Moderate","72"
"01/18/2017","Moderate","54"
"01/19/2017","Good","40"
"01/20/2017","Moderate","64"
"01/21/2017","Moderate","65"
"01/22/2017","Moderate","54"
"01/23/2017","Moderate","61"
"01/24/2017","Good","20"
"01/25/2017","Moderate","55"
"01/26/2017","Good","50"
"01/27/2017","Moderate","84"
"01/28/2017","Unhealthy for Sensitive Groups","103"
"01/29/2017","Moderate","58"
"01/30/2017","Moderate","55"
"01/31/2017","Moderate","56"
"02/01/2017","Unhealthy for Sensitive Groups","106"
"02/02/2017","Moderate","56"
"02/03/2017","Moderate","59"
"02/04/2017","Moderate","60"
"02/05/2017","Moderate","69"
"02/06/2017","Moderate","81"
"02/07/2017","Moderate","80"
"02/08/2017","Moderate","58"
"02/09/2017","Good","48"
"02/10/2017","Moderate","60"
"02/11/2017","Moderate","69"
"02/12/2017","Moderate","68"
"02/13/2017","Good","38"
"02/14/2017","Moderate","54"
"02/15/2017","Moderate","60"
"02/16/2017","Good","42"
"02/17/2017","Moderate","54"
"02/18/2017","Moderate","75"
"02/19/2017","Moderate","62"
"02/20/2017","Good","44"
"02/21/2017","Good","48"
"02/22/2017","Moderate","59"
"02/23/2017","Moderate","62"
"02/24/2017","Good","41"
"02/25/2017","Good","40"
"02/26/2017","Good","48"
"02/27/2017","Moderate","56"
"02/28/2017","Moderate","56"
"03/01/2017","Moderate","56"
"03/02/2017","Moderate","62"
"03/03/2017","Moderate","54"
"03/04/2017","Moderate","51"
"03/05/2017","Good","42"
"03/06/2017","Moderate","67"
"03/07/2017","Moderate","56"
"03/08/2017","Moderate","73"
"03/09/2017","Unhealthy for Sensitive Groups","114"
"03/10/2017","Good","33"
"03/11/2017","Good","38"
"03/12/2017","Good","43"
"03/13/2017","Moderate","51"
"03/14/2017","Good","43"
"03/15/2017","Good","42"
"03/16/2017","Good","48"
"03/17/2017","Moderate","60"
"03/18/2017","Moderate","66"
"03/19/2017","Moderate","54"
"03/20/2017","Moderate","71"
"03/21/2017","Moderate","75"
"03/22/2017","Good","43"
"03/23/2017","Moderate","56"
"03/24/2017","Moderate","67"
"03/25/2017","Moderate","68"
"03/26/2017","Moderate","70"
"03/27/2017","Moderate","64"
"03/28/2017","Moderate","62"
"03/29/2017","Good","33"
"03/30/2017","Good","42"
"03/31/2017","Good","39"
"04/01/2017","Good","31"
"04/02/2017","Good","42"
"04/03/2017","Good","48"
"04/04/2017","Good","46"
"04/05/2017","Good","37"
"04/06/2017","Good","38"
"04/07/2017","Good","32"
"04/08/2017","Good","30"
"04/09/2017","Moderate","52"
"04/10/2017","Moderate","55"
"04/11/2017","Moderate","62"
"04/12/2017","Moderate","52"
"04/13/2017","Good","34"
"04/14/2017","Good","44"
"04/15/2017","Good","49"
"04/16/2017","Moderate","56"
"04/17/2017","Good","37"
"04/18/2017","Good","31"
"04/19/2017","Good","36"
"04/20/2017","Good","49"
"04/21/2017","Moderate","58"
"04/22/2017","Moderate","66"
"04/23/2017","Good","28"
"04/24/2017","Moderate","53"
"04/25/2017","Moderate","74"
"04/26/2017","Good","40"
"04/27/2017","Moderate","59"
"04/28/2017","Moderate","59"
"04/29/2017","Moderate","66"
"04/30/2017","Moderate","52"
"05/01/2017","Moderate","57"
"05/02/2017","Moderate","54"
"05/03/2017","Moderate","51"
"05/04/2017","Good","45"
"05/05/2017","Good","43"
"05/06/2017","Moderate","52"
"05/07/2017","Good","47"
"05/08/2017","Good","33"
"05/09/2017","Good","45"
"05/10/2017","Moderate","52"
"05/11/2017","Moderate","52"
"05/12/2017","Good","38"
"05/13/2017","Good","34"
"05/14/2017","Good","37"
"05/15/2017","Good","36"
"05/16/2017","Good","50"
"05/17/2017","Moderate","71"
"05/18/2017","Moderate","69"
"05/19/2017","Moderate","70"
"05/20/2017","Moderate","56"
"05/21/2017","Moderate","70"
"05/22/2017","Good","46"
"05/23/2017","Moderate","55"
"05/24/2017","Good","48"
"05/25/2017","Good","35"
"05/26/2017","Good","37"
"05/27/2017","Moderate","55"
"05/28/2017","Moderate","65"
"05/29/2017","Good","38"
"05/30/2017","Good","33"
"05/31/2017","Good","45"
"06/01/2017","Good","45"
"06/02/2017","Good","47"
"06/03/2017","Good","40"
"06/04/2017","Moderate","58"
"06/05/2017","Moderate","70"
"06/06/2017","Moderate","51"
"06/07/2017","Good","25"
"06/08/2017","Good","38"
"06/09/2017","Moderate","52"
"06/10/2017","Moderate","65"
"06/11/2017","Moderate","64"
"06/12/2017","Moderate","78"
"06/13/2017","Moderate","78"
"06/14/2017","Moderate","66"
"06/15/2017","Good","48"
"06/16/2017","Moderate","59"
"06/17/2017","Moderate","68"
"06/18/2017","Moderate","64"
"06/19/2017","Moderate","51"
"06/20/2017","Good","44"
"06/21/2017","Moderate","59"
"06/22/2017","Moderate","73"
"06/23/2017","Moderate","64"
"06/24/2017","Moderate","54"
"06/25/2017","Moderate","52"
"06/26/2017","Moderate","55"
"06/27/2017","Moderate","53"
"06/28/2017","Good","43"
"06/29/2017","Moderate","56"
"06/30/2017","Moderate","65"
"07/01/2017","Good","46"
"07/02/2017","Moderate","51"
"07/03/2017","Moderate","55"
"07/04/2017","Moderate","64"
"07/05/2017","Moderate","56"
"07/06/2017","Good","50"
"07/07/2017","Good","35"
"07/08/2017","Good","46"
"07/09/2017","Good","45"
"07/10/2017","Moderate","55"
"07/11/2017","Moderate","59"
"07/12/2017","Moderate","65"
"07/13/2017","Moderate","68"
"07/14/2017","Moderate","53"
"07/15/2017","Good","44"
"07/16/2017","Good","39"
"07/17/2017","Moderate","56"
"07/18/2017","Moderate","52"
"07/19/2017","Moderate","59"
"07/20/2017","Moderate","84"
"07/21/2017","Moderate","65"
"07/22/2017","Moderate","64"
"07/23/2017","Moderate","56"
"07/24/2017","Good","33"
"07/25/2017","Good","28"
"07/26/2017","Good","28"
"07/27/2017","Good","44"
"07/28/2017","Moderate","64"
"07/29/2017","Good","33"
"07/30/2017","Good","35"
"07/31/2017","Moderate","54"
"08/01/2017","Moderate","62"
"08/02/2017","Moderate","66"
"08/03/2017","Moderate","58"
"08/04/2017","Moderate","57"
"08/05/2017","Good","35"
"08/06/2017","Good","45"
"08/07/2017","Moderate","53"
"08/08/2017","Good","48"
"08/09/2017","Moderate","53"
"08/10/2017","Moderate","60"
"08/11/2017","Moderate","51"
"08/12/2017","Moderate","53"
"08/13/2017","Moderate","54"
"08/14/2017","Moderate","54"
"08/15/2017","Moderate","67"
"08/16/2017","Moderate","59"
"08/17/2017","Moderate","60"
"08/18/2017","Moderate","56"
"08/19/2017","Good","44"
"08/20/2017","Moderate","54"
"08/21/2017","Moderate","68"
"08/22/2017","Moderate","66"
"08/23/2017","Good","46"
"08/24/2017","Moderate","52"
"08/25/2017","Good","43"
"08/26/2017","Good","40"
"08/27/2017","Moderate","53"
"08/28/2017","Moderate","52"
"08/29/2017","Moderate","54"
"08/30/2017","Good","47"
"08/31/2017","Moderate","54"
"09/01/2017","Good","43"
"09/02/2017","Good","48"
"09/03/2017","Good","37"
"09/04/2017","Moderate","59"
"09/05/2017","Moderate","74"
