"Date","AQI Category","PM2.5 AQI Value"
"09/06/2017","Moderate","76"
"09/07/2017","Moderate","57"
"09/08/2017","Good","43"
"09/09/2017","Good","36"
"09/10/2017","Good","36"
"09/11/2017","Good","41"
"09/12/2017","Moderate","56"
"09/13/2017","Moderate","62"
"09/14/2017","Moderate","57"
"09/15/2017","Moderate","52"
"09/16/2017","Moderate","55"
"09/17/2017","Moderate","59"
"09/18/2017","Moderate","56"
"09/19/2017","Moderate","57"
"09/20/2017","Good","38"
"09/21/2017","Good","40"
"09/22/2017","Good","49"
"09/23/2017","Good","40"
"09/24/2017","Moderate","57"
"09/25/2017","Moderate","62"
"09/26/2017","Good","40"
"09/27/2017","Good","36"
"09/28/2017","Good","42"
"09/29/2017","Good","38"
"09/30/2017","Good","30"
"10/01/2017","Good","32"
"10/02/2017","Good","39"
"10/03/2017","Good","48"
"10/04/2017","Moderate","54"
"10/05/2017","Moderate","60"
"10/06/2017","Moderate","64"
"10/07/2017","Moderate","51"
"10/08/2017","Good","40"
"10/09/2017","Good","43"
"10/10/2017","Good","38"
"10/11/2017","Good","47"
"10/12/2017","Moderate","55"
"10/13/2017","Good","43"
"10/14/2017","Good","50"
"10/15/2017","Moderate","54"
"10/16/2017","Good","35"
"10/17/2017","Good","37"
"10/18/2017","Moderate","52"
"10/19/2017","Moderate","55"
"10/20/2017","Good","45"
"10/21/2017","Moderate","53"
"10/22/2017","Moderate","62"
"10/23/2017","Good","46"
"10/24/2017","Good","33"
"10/25/2017","Good","33"
"10/26/2017","Good","39"
"10/27/2017","Moderate","58"
"10/28/2017","Moderate","53"
"10/29/2017","Good","26"
"10/30/2017","Good","29"
"10/31/2017","Good","46"
"11/01/2017","Moderate","58"
"11/02/2017","Good","46"
"11/03/2017","Good","48"
"11/04/2017","Good","43"
"11/05/2017","Good","47"
"11/06/2017","Good","43"
"11/07/2017","Moderate","53"
"11/08/2017","Moderate","54"
"11/09/2017","Good","50"
"11/10/2017","Good","39"
"11/11/2017","Good","49"
"11/12/2017","Moderate","93"
"11/13/2017","Unhealthy for Sensitive Groups","107"
"11/14/2017","Moderate","68"
"11/15/2017","Moderate","55"
"11/16/2017","Good","39"
"11/17/2017","Good","42"
"11/18/2017","Moderate","65"
"11/19/2017","Good","40"
"11/20/2017","Moderate","51"
"11/21/2017","Moderate","55"
"11/22/2017","Moderate","52"
"11/23/2017","Moderate","57"
"11/24/2017","Moderate","73"
"11/25/2017","Moderate","70"
"11/26/2017","Good","46"
"11/27/2017","Moderate","61"
"11/28/2017","Moderate","58"
"11/29/2017","Moderate","60"
"11/30/2017","Good","47"
"12/01/2017","Moderate","53"
"12/02/2017","Moderate","55"
"12/03/2017","Unhealthy for Sensitive Groups","117"
"12/04/2017","Unhealthy for Sensitive Groups","102"
"12/05/2017","Moderate","52"
"12/06/2017","Moderate","54"
"12/07/2017","Moderate","56"
"12/08/2017","Moderate","57"
"12/09/2017","Moderate","64"
"12/10/2017","Unhealthy for Sensitive Groups","122"
"12/11/2017","Moderate","63"
"12/12/2017","Moderate","51"
"12/13/2017","Good","41"
"12/14/2017","Moderate","54"
"12/15/2017","Moderate","57"
"12/16/2017","Moderate","76"
"12/17/2017","Moderate","79"
"12/18/2017","Moderate","83"
"12/19/2017","Moderate","76"
"12/20/2017","Moderate","54"
"12/21/2017","Moderate","58"
"12/22/2017","Moderate","63"
"12/23/2017","Moderate","60"
"12/24/2017","Good","40"
"12/25/2017","Good","43"
"12/26/2017","Good","46"
"12/27/2017","Moderate","55"
"12/28/2017","Good","46"
"12/29/2017","Moderate","56"
"12/30/2017","Moderate","77"
"12/31/2017","Moderate","56"
