"Date","AQI Category","Ozone AQI Value"
"01/01/2006","Good","8"
"01/02/2006","Good","25"
"01/03/2006","Good","24"
"01/04/2006","Good","26"
"01/05/2006","Good","18"
"01/06/2006","Good","25"
"01/07/2006","Good","28"
"01/08/2006","Good","21"
"01/09/2006","Good","31"
"01/10/2006","Good","18"
"01/11/2006","Good","19"
"01/12/2006","Good","22"
"01/13/2006","Good","29"
"01/14/2006","Good","32"
"01/15/2006","Good","38"
"01/16/2006","Good","31"
"01/17/2006","Good","31"
"01/18/2006","Good","32"
"01/19/2006","Good","27"
"01/20/2006","Good","28"
"01/21/2006","Good","34"
"01/22/2006","Good","33"
"01/23/2006","Good","33"
"01/24/2006","Good","28"
"01/25/2006","Good","30"
"01/26/2006","Good","33"
"01/27/2006","Good","27"
"01/28/2006","Good","24"
"01/29/2006","Good","31"
"01/30/2006","Good","36"
"01/31/2006","Good","29"
"02/01/2006","Good","29"
"02/02/2006","Good","33"
"02/03/2006","Good","36"
"02/04/2006","Good","31"
"02/05/2006","Good","23"
"02/06/2006","Good","29"
"02/07/2006","Good","27"
"02/08/2006","Good","30"
"02/09/2006","Good","31"
"02/10/2006","Good","30"
"02/11/2006","Good","32"
"02/12/2006","Good","36"
"02/13/2006","Good","38"
"02/14/2006","Good","36"
"02/15/2006","Good","33"
"02/16/2006","Good","49"
"02/17/2006","Good","40"
"02/18/2006","Good","36"
"02/19/2006","Good","36"
"02/20/2006","Good","31"
"02/21/2006","Good","36"
"02/22/2006","Good","24"
"02/23/2006","Good","27"
"02/24/2006","Good","41"
"02/25/2006","Good","40"
"02/26/2006","Good","37"
"02/27/2006","Good","31"
"02/28/2006","Good","37"
"03/01/2006","Good","37"
"03/02/2006","Good","35"
"03/03/2006","Good","34"
"03/04/2006","Good","38"
"03/05/2006","Good","44"
"03/06/2006","Good","38"
"03/07/2006","Good","39"
"03/08/2006","Good","38"
"03/09/2006","Moderate","61"
"03/10/2006","Moderate","54"
"03/11/2006","Good","39"
"03/12/2006","Good","33"
"03/13/2006","Good","45"
"03/14/2006","Good","44"
"03/15/2006","Good","43"
"03/16/2006","Good","43"
"03/17/2006","Good","42"
"03/18/2006","Good","44"
"03/19/2006","Good","44"
"03/20/2006","Good","39"
"03/21/2006","Good","33"
"03/22/2006","Good","37"
"03/23/2006","Good","37"
"03/24/2006","Good","41"
"03/25/2006","Good","35"
"03/26/2006","Good","38"
"03/27/2006","Good","44"
"03/28/2006","Good","35"
"03/29/2006","Moderate","61"
"03/30/2006","Moderate","97"
"03/31/2006","Unhealthy for Sensitive Groups","115"
"04/01/2006","Moderate","51"
"04/02/2006","Moderate","61"
"04/03/2006","Good","44"
"04/04/2006","Good","46"
"04/05/2006","Good","40"
"04/06/2006","Good","44"
"04/07/2006","Moderate","67"
"04/08/2006","Good","37"
"04/09/2006","Good","46"
"04/10/2006","Good","50"
"04/11/2006","Moderate","93"
"04/12/2006","Moderate","61"
"04/13/2006","Moderate","67"
"04/14/2006","Good","37"
"04/15/2006","Moderate","77"
"04/16/2006","Good","48"
"04/17/2006","Good","44"
"04/18/2006","Good","45"
"04/19/2006","Moderate","61"
"04/20/2006","Moderate","74"
"04/21/2006","Good","42"
"04/22/2006","Good","44"
"04/23/2006","Good","42"
"04/24/2006","Good","49"
"04/25/2006","Moderate","90"
"04/26/2006","Good","45"
"04/27/2006","Moderate","61"
"04/28/2006","Moderate","51"
"04/29/2006","Good","47"
"04/30/2006","Good","49"
"05/01/2006","Moderate","61"
"05/02/2006","Moderate","61"
"05/03/2006","Good","50"
"05/04/2006","Unhealthy for Sensitive Groups","108"
"05/05/2006","Unhealthy for Sensitive Groups","126"
"05/06/2006","Unhealthy for Sensitive Groups","112"
"05/07/2006","Good","48"
"05/08/2006","Good","44"
"05/09/2006","Moderate","67"
"05/10/2006","Moderate","93"
"05/11/2006","Good","45"
"05/12/2006","Moderate","64"
"05/13/2006","Moderate","77"
"05/14/2006","Good","49"
"05/15/2006","Good","49"
"05/16/2006","Good","38"
"05/17/2006","Good","50"
"05/18/2006","Moderate","58"
"05/19/2006","Good","41"
"05/20/2006","Good","50"
"05/21/2006","Moderate","67"
"05/22/2006","Good","39"
"05/23/2006","Good","43"
"05/24/2006","Moderate","74"
"05/25/2006","Moderate","93"
"05/26/2006","Unhealthy for Sensitive Groups","105"
"05/27/2006","Moderate","61"
"05/28/2006","Unhealthy for Sensitive Groups","133"
"05/29/2006","Unhealthy","166"
"05/30/2006","Unhealthy","190"
"05/31/2006","Unhealthy for Sensitive Groups","108"
"06/01/2006","Unhealthy","169"
"06/02/2006","Moderate","84"
"06/03/2006","Good","38"
"06/04/2006","Good","42"
"06/05/2006","Good","37"
"06/06/2006","Moderate","61"
"06/07/2006","Good","45"
"06/08/2006","Good","45"
"06/09/2006","Good","48"
"06/10/2006","Good","42"
"06/11/2006","Good","41"
"06/12/2006","Good","36"
"06/13/2006","Moderate","61"
"06/14/2006","Moderate","74"
"06/15/2006","Good","48"
"06/16/2006","Moderate","74"
"06/17/2006","Unhealthy","151"
"06/18/2006","Unhealthy","195"
"06/19/2006","Unhealthy for Sensitive Groups","126"
"06/20/2006","Unhealthy for Sensitive Groups","112"
"06/21/2006","Unhealthy for Sensitive Groups","115"
"06/22/2006","Unhealthy","190"
"06/23/2006","Unhealthy for Sensitive Groups","136"
"06/24/2006","Moderate","58"
"06/25/2006","Good","30"
"06/26/2006","Good","19"
"06/27/2006","Good","24"
"06/28/2006","Moderate","67"
"06/29/2006","Unhealthy for Sensitive Groups","119"
"06/30/2006","Moderate","93"
"07/01/2006","Unhealthy for Sensitive Groups","105"
"07/02/2006","Unhealthy for Sensitive Groups","143"
"07/03/2006","Unhealthy for Sensitive Groups","147"
"07/04/2006","Unhealthy for Sensitive Groups","101"
"07/05/2006","Good","44"
"07/06/2006","Good","44"
"07/07/2006","Good","45"
"07/08/2006","Moderate","64"
"07/09/2006","Moderate","93"
"07/10/2006","Unhealthy for Sensitive Groups","105"
"07/11/2006","Unhealthy for Sensitive Groups","143"
"07/12/2006","Unhealthy for Sensitive Groups","136"
"07/13/2006","Moderate","61"
"07/14/2006","Unhealthy for Sensitive Groups","115"
"07/15/2006","Moderate","58"
"07/16/2006","Good","49"
"07/17/2006","Very Unhealthy","210"
"07/18/2006","Very Unhealthy","207"
"07/19/2006","Unhealthy","154"
"07/20/2006","Moderate","64"
"07/21/2006","Unhealthy for Sensitive Groups","112"
"07/22/2006","Good","48"
"07/23/2006","Good","48"
"07/24/2006","Moderate","87"
"07/25/2006","Moderate","64"
"07/26/2006","Moderate","90"
"07/27/2006","Unhealthy for Sensitive Groups","105"
"07/28/2006","Good","46"
"07/29/2006","Moderate","100"
"07/30/2006","Unhealthy for Sensitive Groups","115"
"07/31/2006","Unhealthy","151"
"08/01/2006","Unhealthy","169"
"08/02/2006","Unhealthy","151"
"08/03/2006","Unhealthy","151"
"08/04/2006","Moderate","77"
"08/05/2006","Unhealthy for Sensitive Groups","105"
"08/06/2006","Unhealthy for Sensitive Groups","147"
"08/07/2006","Unhealthy","177"
"08/08/2006","Moderate","77"
"08/09/2006","Moderate","93"
"08/10/2006","Moderate","77"
"08/11/2006","Moderate","61"
"08/12/2006","Moderate","58"
"08/13/2006","Good","50"
"08/14/2006","Unhealthy for Sensitive Groups","112"
"08/15/2006","Moderate","84"
"08/16/2006","Unhealthy for Sensitive Groups","112"
"08/17/2006","Unhealthy for Sensitive Groups","119"
"08/18/2006","Moderate","67"
"08/19/2006","Moderate","54"
"08/20/2006","Unhealthy for Sensitive Groups","108"
"08/21/2006","Moderate","90"
"08/22/2006","Unhealthy for Sensitive Groups","129"
"08/23/2006","Unhealthy for Sensitive Groups","140"
"08/24/2006","Unhealthy for Sensitive Groups","126"
"08/25/2006","Unhealthy for Sensitive Groups","133"
"08/26/2006","Good","49"
"08/27/2006","Good","41"
"08/28/2006","Good","46"
"08/29/2006","Good","45"
"08/30/2006","Good","19"
"08/31/2006","Good","28"
"09/01/2006","Good","34"
"09/02/2006","Good","38"
"09/03/2006","Good","35"
"09/04/2006","Good","42"
"09/05/2006","Good","31"
"09/06/2006","Good","40"
"09/07/2006","Good","47"
"09/08/2006","Moderate","80"
"09/09/2006","Moderate","80"
"09/10/2006","Good","50"
"09/11/2006","Good","32"
"09/12/2006","Good","33"
"09/13/2006","Good","29"
"09/14/2006","Good","30"
"09/15/2006","Good","31"
"09/16/2006","Good","31"
"09/17/2006","Good","41"
"09/18/2006","Moderate","54"
"09/19/2006","Good","42"
"09/20/2006","Good","30"
"09/21/2006","Good","33"
"09/22/2006","Good","46"
"09/23/2006","Good","38"
"09/24/2006","Good","33"
"09/25/2006","Good","38"
"09/26/2006","Good","42"
"09/27/2006","Good","49"
"09/28/2006","Moderate","58"
"09/29/2006","Good","31"
"09/30/2006","Good","33"
"10/01/2006","Good","36"
"10/02/2006","Good","33"
"10/03/2006","Moderate","58"
"10/04/2006","Moderate","74"
"10/05/2006","Good","29"
"10/06/2006","Good","21"
"10/07/2006","Good","26"
"10/08/2006","Good","42"
"10/09/2006","Good","45"
"10/10/2006","Moderate","54"
"10/11/2006","Good","45"
"10/12/2006","Good","31"
"10/13/2006","Good","26"
"10/14/2006","Good","32"
"10/15/2006","Good","31"
"10/16/2006","Good","33"
"10/17/2006","Good","37"
"10/18/2006","Good","27"
"10/19/2006","Good","25"
"10/20/2006","Good","24"
"10/21/2006","Good","26"
"10/22/2006","Good","34"
"10/23/2006","Good","30"
"10/24/2006","Good","20"
"10/25/2006","Good","27"
"10/26/2006","Good","29"
"10/27/2006","Good","39"
"10/28/2006","Good","40"
"10/29/2006","Good","34"
"10/30/2006","Good","31"
"10/31/2006","Good","46"
"11/01/2006","Good","31"
"11/02/2006","Good","27"
"11/03/2006","Good","22"
"11/04/2006","Good","22"
"11/05/2006","Good","26"
"11/06/2006","Good","29"
"11/07/2006","Good","35"
"11/08/2006","Good","33"
"11/09/2006","Good","31"
"11/10/2006","Good","30"
"11/11/2006","Good","48"
"11/12/2006","Good","31"
"11/13/2006","Good","34"
"11/14/2006","Good","15"
"11/15/2006","Good","38"
"11/16/2006","Good","31"
"11/17/2006","Good","24"
"11/18/2006","Good","26"
"11/19/2006","Good","27"
"11/20/2006","Good","24"
"11/21/2006","Good","22"
"11/22/2006","Good","21"
"11/23/2006","Good","30"
"11/24/2006","Good","32"
"11/25/2006","Good","30"
"11/26/2006","Good","28"
"11/27/2006","Good","23"
"11/28/2006","Good","15"
"11/29/2006","Good","27"
"11/30/2006","Good","33"
"12/01/2006","Good","29"
"12/02/2006","Good","25"
"12/03/2006","Good","24"
"12/04/2006","Good","24"
"12/05/2006","Good","21"
"12/06/2006","Good","32"
"12/07/2006","Good","31"
"12/08/2006","Good","31"
"12/09/2006","Good","25"
