"Date","AQI Category","Ozone AQI Value"
"08/20/1993","Unhealthy for Sensitive Groups","150"
"08/21/1993","Moderate","61"
"08/22/1993","Moderate","90"
"08/23/1993","Unhealthy","156"
"08/24/1993","Unhealthy for Sensitive Groups","119"
"08/25/1993","Very Unhealthy","217"
"08/26/1993","Unhealthy","197"
"08/27/1993","Very Unhealthy","207"
"08/28/1993","Very Unhealthy","206"
"08/29/1993","Unhealthy for Sensitive Groups","140"
"08/30/1993","Unhealthy","164"
"08/31/1993","Moderate","93"
"09/01/1993","Unhealthy","169"
"09/02/1993","Unhealthy for Sensitive Groups","112"
"09/03/1993","Unhealthy for Sensitive Groups","108"
"09/04/1993","Good","48"
"09/05/1993","Unhealthy for Sensitive Groups","136"
"09/06/1993","Unhealthy","166"
"09/07/1993","Unhealthy for Sensitive Groups","105"
"09/08/1993","Good","38"
"09/09/1993","Good","50"
"09/10/1993","Moderate","84"
"09/11/1993","Good","37"
"09/12/1993","Moderate","93"
"09/13/1993","Unhealthy for Sensitive Groups","140"
"09/14/1993","Moderate","61"
"09/15/1993","Unhealthy for Sensitive Groups","112"
"09/16/1993","Good","19"
"09/17/1993","Good","7"
"09/18/1993","Good","14"
"09/19/1993","Good","44"
"09/20/1993","Good","36"
"09/21/1993","Good","37"
"09/22/1993","Good","30"
"09/23/1993","Moderate","61"
"09/24/1993","Good","33"
"09/25/1993","Good","49"
"09/26/1993","Good","49"
"09/27/1993","Good","26"
"09/28/1993","Good","31"
"09/29/1993","Good","31"
"09/30/1993","Good","19"
"10/01/1993","Good","39"
"10/02/1993","Moderate","80"
"10/03/1993","Good","37"
"10/04/1993","Good","50"
"10/05/1993","Good","30"
"10/06/1993","Good","38"
"10/07/1993","Moderate","67"
"10/08/1993","Good","22"
"10/09/1993","Moderate","97"
"10/10/1993","Good","31"
"10/11/1993","Good","31"
"10/12/1993","Good","28"
"10/13/1993","Good","25"
"10/14/1993","Good","30"
"10/15/1993","Good","37"
"10/16/1993","Good","49"
"10/17/1993","Good","34"
"10/18/1993","Good","34"
"10/19/1993","Good","31"
"10/20/1993","Good","31"
"10/21/1993","Good","36"
"10/22/1993","Good","26"
"10/23/1993","Good","32"
"10/24/1993","Good","40"
"10/25/1993","Good","39"
"10/26/1993","Good","30"
"10/27/1993","Good","21"
"10/28/1993","Good","28"
"10/29/1993","Good","39"
"10/30/1993","Good","15"
"10/31/1993","Good","16"
"11/01/1993","Good","27"
"11/02/1993","Good","31"
"11/03/1993","Good","20"
"11/04/1993","Good","29"
"11/05/1993","Good","35"
"11/06/1993","Good","19"
"11/07/1993","Good","27"
"11/08/1993","Good","23"
"11/09/1993","Good","20"
"11/10/1993","Good","20"
"11/11/1993","Good","28"
"11/12/1993","Good","32"
"11/13/1993","Good","37"
"11/14/1993","Good","33"
"11/15/1993","Good","23"
"11/16/1993","Good","26"
"11/17/1993","Good","26"
"11/18/1993","Good","23"
"11/19/1993","Good","29"
"11/20/1993","Good","31"
"11/21/1993","Good","27"
"11/22/1993","Good","27"
"11/23/1993","Good","15"
"11/24/1993","Good","13"
"11/25/1993","Good","27"
"11/26/1993","Good","19"
"11/27/1993","Good","35"
"11/28/1993","Good","32"
"11/29/1993","Good","19"
"11/30/1993","Good","22"
"12/01/1993","Good","27"
"12/02/1993","Good","30"
"12/03/1993","Good","16"
"12/04/1993","Good","31"
"12/05/1993","Good","31"
"12/06/1993","Good","18"
"12/07/1993","Good","13"
"12/08/1993","Good","10"
"12/09/1993","Good","6"
"12/10/1993","Good","37"
"12/11/1993","Good","25"
"12/12/1993","Good","30"
"12/13/1993","Good","26"
"12/14/1993","Good","13"
"12/15/1993","Good","19"
"12/16/1993","Good","24"
"12/17/1993","Good","19"
"12/18/1993","Good","17"
"12/19/1993","Good","11"
"12/20/1993","Good","24"
"12/21/1993","Good","28"
"12/22/1993","Good","20"
"12/23/1993","Good","13"
"12/24/1993","Good","19"
"12/25/1993","Good","21"
"12/26/1993","Good","29"
"12/27/1993","Good","26"
"12/28/1993","Good","17"
"12/29/1993","Good","27"
"12/30/1993","Good","31"
"12/31/1993","Good","28"
