GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
0600000US3400503370,3400503370,"Bass River township, Burlington County, New Jersey",75,41,6,9,17,20,9,15,0,12,12,16,10,15,0,12,3,5,11,12,7,7
0600000US3400505740,3400505740,"Beverly city, Burlington County, New Jersey",278,67,0,12,25,27,20,22,12,12,0,12,34,32,30,34,13,15,114,45,30,34
0600000US3400506670,3400506670,"Bordentown city, Burlington County, New Jersey",841,133,0,12,50,46,73,40,124,64,100,62,97,67,51,55,98,68,197,91,51,48
0600000US3400506700,3400506700,"Bordentown township, Burlington County, New Jersey",952,150,0,19,86,70,145,82,255,131,133,96,72,81,25,22,60,58,114,49,62,79
0600000US3400508920,3400508920,"Burlington city, Burlington County, New Jersey",1472,181,0,17,28,27,154,68,165,70,242,91,118,72,70,40,157,74,443,127,95,51
0600000US3400508950,3400508950,"Burlington township, Burlington County, New Jersey",1791,272,69,88,103,76,192,117,272,104,193,89,195,102,95,86,79,51,448,157,145,102
0600000US3400512670,3400512670,"Chesterfield township, Burlington County, New Jersey",100,45,10,16,0,17,6,9,26,20,0,17,17,20,0,17,0,17,20,23,21,21
0600000US3400512940,3400512940,"Cinnaminson township, Burlington County, New Jersey",317,120,0,19,43,39,20,30,84,79,8,12,0,19,79,87,12,19,49,34,22,25
0600000US3400517080,3400517080,"Delanco township, Burlington County, New Jersey",207,75,0,12,8,12,12,19,25,22,62,49,7,12,20,23,10,16,53,43,10,15
0600000US3400517440,3400517440,"Delran township, Burlington County, New Jersey",1363,216,31,38,209,107,274,136,130,83,67,56,177,96,46,45,173,95,145,93,111,96
0600000US3400518790,3400518790,"Eastampton township, Burlington County, New Jersey",916,181,73,74,12,20,134,132,83,69,123,98,140,109,36,39,34,40,225,122,56,53
0600000US3400520050,3400520050,"Edgewater Park township, Burlington County, New Jersey",1341,179,0,17,103,90,132,65,121,64,121,80,120,71,107,84,124,93,410,171,103,72
