GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
0600000US3400503370,3400503370,"Bass River township, Burlington County, New Jersey",74,36,11,14,14,17,8,13,6,11,10,13,6,9,0,123,6,7,10,11,3,4
0600000US3400505740,3400505740,"Beverly city, Burlington County, New Jersey",248,73,0,123,23,27,24,27,25,23,0,123,52,47,0,123,17,18,84,38,23,37
0600000US3400506670,3400506670,"Bordentown city, Burlington County, New Jersey",718,131,0,123,38,45,63,49,158,75,70,57,65,45,31,51,60,55,175,82,58,54
0600000US3400506700,3400506700,"Bordentown township, Burlington County, New Jersey",891,165,32,49,141,77,142,83,167,83,102,93,73,52,20,23,48,55,87,51,79,84
0600000US3400508920,3400508920,"Burlington city, Burlington County, New Jersey",1558,183,17,20,35,41,177,70,90,46,255,109,167,102,96,68,162,99,435,156,124,63
0600000US3400508950,3400508950,"Burlington township, Burlington County, New Jersey",1690,212,25,26,163,89,224,139,244,124,260,119,211,96,71,83,81,52,378,164,33,40
0600000US3400512670,3400512670,"Chesterfield township, Burlington County, New Jersey",66,33,9,13,0,123,5,8,20,16,0,123,8,12,0,123,14,23,0,123,10,12
0600000US3400512940,3400512940,"Cinnaminson township, Burlington County, New Jersey",243,115,0,123,88,91,49,58,7,12,6,14,36,47,0,123,0,123,14,21,43,40
0600000US3400517080,3400517080,"Delanco township, Burlington County, New Jersey",220,71,0,123,8,14,15,25,36,31,35,34,33,40,9,13,52,59,22,27,10,16
0600000US3400517440,3400517440,"Delran township, Burlington County, New Jersey",1489,151,40,48,138,110,365,156,76,57,114,85,174,84,82,75,150,81,262,122,88,80
0600000US3400518790,3400518790,"Eastampton township, Burlington County, New Jersey",668,145,39,38,60,58,103,87,83,69,0,123,80,66,66,60,19,27,203,111,15,23
0600000US3400520050,3400520050,"Edgewater Park township, Burlington County, New Jersey",1397,155,0,123,135,80,156,79,159,83,138,85,152,86,37,45,190,91,362,135,68,52
0600000US3400522110,3400522110,"Evesham township, Burlington County, New Jersey",3633,298,44,31,257,117,517,166,533,133,380,138,395,127,195,98,436,139,750,175,126,68
0600000US3400523250,3400523250,"Fieldsboro borough, Burlington County, New Jersey",59,38,0,123,3,5,26,28,3,5,17,20,0,123,0,123,0,123,0,123,10,17
0600000US3400523850,3400523850,"Florence township, Burlington County, New Jersey",619,127,13,20,48,37,129,76,56,58,24,28,44,36,62,45,78,46,117,69,48,54
0600000US3400529010,3400529010,"Hainesport township, Burlington County, New Jersey",325,92,0,123,9,14,69,56,41,32,0,123,59,50,30,37,38,47,39,39,40,29
0600000US3400542060,3400542060,"Lumberton township, Burlington County, New Jersey",1288,218,33,47,63,54,89,62,142,72,113,72,82,54,123,84,143,89,471,173,29,45
0600000US3400543290,3400543290,"Mansfield township, Burlington County, New Jersey",143,101,0,123,26,41,10,16,38,47,8,12,0,123,0,123,0,123,10,15,51,74
0600000US3400543740,3400543740,"Maple Shade township, Burlington County, New Jersey",4203,257,6,11,298,120,575,181,576,147,362,124,434,155,381,148,539,187,896,207,136,81
0600000US3400545120,3400545120,"Medford township, Burlington County, New Jersey",981,140,11,18,80,68,122,74,120,73,132,74,54,38,64,64,93,50,221,98,84,52
0600000US3400545210,3400545210,"Medford Lakes borough, Burlington County, New Jersey",127,69,37,39,24,26,0,123,0,123,7,11,29,42,0,123,0,123,30,42,0,123
0600000US3400547880,3400547880,"Moorestown township, Burlington County, New Jersey",1272,202,40,34,109,75,115,80,119,64,122,87,160,94,81,47,172,90,298,111,56,39
0600000US3400548900,3400548900,"Mount Holly township, Burlington County, New Jersey",1058,186,9,14,52,57,52,46,84,62,165,95,33,35,42,37,91,74,353,111,177,89
0600000US3400549020,3400549020,"Mount Laurel township, Burlington County, New Jersey",2716,284,89,71,149,77,535,158,501,160,269,113,234,109,184,113,165,98,430,144,160,74
0600000US3400551510,3400551510,"New Hanover township, Burlington County, New Jersey",865,130,0,123,24,27,155,105,15,24,37,38,71,52,57,65,118,81,189,94,199,89
0600000US3400553070,3400553070,"North Hanover township, Burlington County, New Jersey",1047,154,64,72,58,48,148,91,119,78,157,95,71,58,43,55,76,77,147,86,164,86
0600000US3400555800,3400555800,"Palmyra borough, Burlington County, New Jersey",695,129,0,123,58,69,58,43,159,87,64,52,45,37,72,48,7,11,219,83,13,21
0600000US3400557480,3400557480,"Pemberton borough, Burlington County, New Jersey",204,56,3,4,31,26,31,21,39,27,10,9,22,19,4,6,14,13,45,31,5,5
0600000US3400557510,3400557510,"Pemberton township, Burlington County, New Jersey",2229,229,23,28,67,43,233,109,150,57,141,76,190,82,209,117,193,105,866,216,157,87
0600000US3400563510,3400563510,"Riverside township, Burlington County, New Jersey",1026,144,0,123,35,29,114,77,207,95,74,60,104,72,80,74,122,86,272,109,18,22
0600000US3400563660,3400563660,"Riverton borough, Burlington County, New Jersey",240,49,6,9,22,22,39,41,29,23,21,18,54,41,26,23,0,123,43,34,0,123
0600000US3400566810,3400566810,"Shamong township, Burlington County, New Jersey",169,111,0,123,0,123,12,20,14,23,0,123,0,123,0,123,53,79,9,14,81,90
0600000US3400568610,3400568610,"Southampton township, Burlington County, New Jersey",339,130,0,123,0,123,75,64,32,45,8,13,36,47,17,28,14,25,82,72,75,52
0600000US3400569990,3400569990,"Springfield township, Burlington County, New Jersey",110,43,17,18,18,19,6,9,7,10,20,31,0,123,0,123,4,8,18,20,20,18
0600000US3400572060,3400572060,"Tabernacle township, Burlington County, New Jersey",154,58,0,123,0,123,43,44,41,41,17,26,0,123,12,20,41,42,0,123,0,123
0600000US3400577150,3400577150,"Washington township, Burlington County, New Jersey",38,18,0,123,0,123,6,7,0,123,3,5,0,123,3,5,0,123,0,123,26,17
0600000US3400578200,3400578200,"Westampton township, Burlington County, New Jersey",271,119,0,123,0,123,67,91,18,28,64,78,4,11,0,123,59,72,59,56,0,123
0600000US3400581440,3400581440,"Willingboro township, Burlington County, New Jersey",1313,252,23,38,56,49,147,99,138,84,110,67,74,46,57,48,88,72,448,150,172,76
0600000US3400582420,3400582420,"Woodland township, Burlington County, New Jersey",66,34,0,123,0,123,4,6,5,8,33,28,8,10,0,123,0,123,11,18,5,5
0600000US3400582960,3400582960,"Wrightstown borough, Burlington County, New Jersey",254,82,36,31,9,12,6,9,41,31,28,23,22,21,23,19,46,31,43,30,0,123
0600000US3400702200,3400702200,"Audubon borough, Camden County, New Jersey",931,133,34,32,23,25,135,75,128,77,151,85,91,46,99,61,116,83,143,62,11,17
0600000US3400702230,3400702230,"Audubon Park borough, Camden County, New Jersey",346,49,64,30,34,17,53,21,37,17,28,18,17,11,21,12,29,16,63,33,0,123
0600000US3400703250,3400703250,"Barrington borough, Camden County, New Jersey",1197,162,13,21,67,69,125,88,423,146,117,93,146,111,28,33,52,49,200,116,26,30
0600000US3400704750,3400704750,"Bellmawr borough, Camden County, New Jersey",1496,194,138,92,139,57,263,94,166,80,160,78,85,74,65,41,131,73,239,115,110,68
0600000US3400705440,3400705440,"Berlin borough, Camden County, New Jersey",492,132,0,123,28,31,11,19,13,20,32,27,121,99,27,37,88,64,157,100,15,24
0600000US3400705470,3400705470,"Berlin township, Camden County, New Jersey",408,115,0,123,47,57,26,29,26,33,24,38,37,35,12,19,42,37,155,104,39,59
0600000US3400708170,3400708170,"Brooklawn borough, Camden County, New Jersey",180,72,6,9,9,15,14,15,0,123,76,47,0,123,0,123,42,46,27,20,6,10
0600000US3400710000,3400710000,"Camden city, Camden County, New Jersey",14731,645,661,214,807,193,1178,262,798,212,1036,223,1309,248,1019,216,1323,253,5576,436,1024,245
0600000US3400712280,3400712280,"Cherry Hill township, Camden County, New Jersey",4546,393,77,55,377,165,500,160,599,196,459,151,385,133,308,148,430,142,1054,218,357,138
0600000US3400712550,3400712550,"Chesilhurst borough, Camden County, New Jersey",85,26,0,123,3,5,3,5,3,5,37,25,11,9,0,123,4,5,21,10,3,6
0600000US3400713420,3400713420,"Clementon borough, Camden County, New Jersey",873,165,28,33,6,16,110,100,111,78,62,44,113,87,0,123,27,40,365,142,51,44
0600000US3400714260,3400714260,"Collingswood borough, Camden County, New Jersey",3125,270,101,73,258,105,481,102,432,126,398,124,321,138,191,87,268,107,606,166,69,39
0600000US3400726070,3400726070,"Gibbsboro borough, Camden County, New Jersey",46,30,8,11,0,123,7,14,0,123,4,10,0,123,0,123,11,12,16,15,0,123
0600000US3400726760,3400726760,"Gloucester township, Camden County, New Jersey",5109,360,32,28,389,134,919,214,506,172,536,163,493,181,550,173,587,190,928,211,169,106
0600000US3400726820,3400726820,"Gloucester City city, Camden County, New Jersey",1225,184,41,51,98,73,177,89,71,54,128,81,80,52,78,73,138,74,396,126,18,21
0600000US3400728740,3400728740,"Haddon township, Camden County, New Jersey",1638,165,33,30,109,51,285,98,201,84,222,84,140,66,70,56,213,91,276,88,89,64
0600000US3400728770,3400728770,"Haddonfield borough, Camden County, New Jersey",645,133,90,65,40,31,61,40,34,29,27,37,36,40,32,38,157,87,119,57,49,43
