GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
0600000US3400503370,3400503370,"Bass River township, Burlington County, New Jersey",73,36,9,14,17,18,0,12,0,12,9,14,8,13,0,12,14,11,7,10,9,10
0600000US3400505740,3400505740,"Beverly city, Burlington County, New Jersey",301,62,0,12,17,25,6,9,0,12,6,10,46,39,32,30,37,33,110,48,47,33
0600000US3400506670,3400506670,"Bordentown city, Burlington County, New Jersey",918,126,0,12,104,74,68,42,217,83,82,47,95,63,41,47,76,54,213,87,22,24
0600000US3400506700,3400506700,"Bordentown township, Burlington County, New Jersey",900,167,38,35,94,59,125,68,218,116,107,55,73,80,21,21,42,41,110,77,72,58
0600000US3400508920,3400508920,"Burlington city, Burlington County, New Jersey",1340,175,41,56,94,57,109,57,114,52,141,48,66,41,98,59,193,83,400,111,84,56
0600000US3400508950,3400508950,"Burlington township, Burlington County, New Jersey",1801,277,101,79,66,49,147,99,370,171,179,102,67,40,261,142,107,91,376,185,127,97
0600000US3400512670,3400512670,"Chesterfield township, Burlington County, New Jersey",163,57,0,17,0,17,28,32,25,28,12,20,19,18,0,17,10,15,43,41,26,25
0600000US3400512940,3400512940,"Cinnaminson township, Burlington County, New Jersey",735,147,14,17,100,76,51,42,114,69,56,48,49,39,83,79,109,73,139,85,20,22
0600000US3400517080,3400517080,"Delanco township, Burlington County, New Jersey",361,108,23,30,0,12,25,40,41,35,64,50,73,57,68,54,17,22,50,42,0,12
