GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
0600000US3400503370,3400503370,"Bass River township, Burlington County, New Jersey",81,33,9,14,17,19,0,12,0,12,10,15,8,12,0,12,11,9,18,15,8,10
0600000US3400505740,3400505740,"Beverly city, Burlington County, New Jersey",282,62,0,12,30,30,5,9,10,11,6,9,54,34,32,30,31,31,103,44,11,12
0600000US3400506670,3400506670,"Bordentown city, Burlington County, New Jersey",817,120,0,12,50,44,67,37,190,77,84,51,99,66,29,37,61,49,229,99,8,12
0600000US3400506700,3400506700,"Bordentown township, Burlington County, New Jersey",1039,193,39,36,104,61,180,80,250,149,150,89,92,84,25,24,48,47,65,39,86,64
0600000US3400508920,3400508920,"Burlington city, Burlington County, New Jersey",1492,179,32,38,91,54,156,86,127,68,199,75,78,50,83,50,177,61,444,125,105,62
0600000US3400508950,3400508950,"Burlington township, Burlington County, New Jersey",1659,274,83,81,73,58,129,85,313,146,175,81,110,68,207,115,118,108,326,132,125,104
0600000US3400512670,3400512670,"Chesterfield township, Burlington County, New Jersey",123,54,12,18,0,17,0,17,22,28,0,17,28,26,0,17,0,17,33,32,28,25
0600000US3400512940,3400512940,"Cinnaminson township, Burlington County, New Jersey",596,143,9,14,142,109,24,27,126,81,0,19,39,38,49,65,87,74,80,41,40,31
0600000US3400517080,3400517080,"Delanco township, Burlington County, New Jersey",329,85,25,31,10,16,36,43,39,30,83,55,36,48,38,35,19,22,43,45,0,12
0600000US3400517440,3400517440,"Delran township, Burlington County, New Jersey",1330,183,27,31,103,69,165,99,249,142,93,112,172,85,49,45,143,83,300,126,29,35
0600000US3400518790,3400518790,"Eastampton township, Burlington County, New Jersey",772,171,36,56,56,64,21,38,72,59,115,81,126,100,83,74,0,17,185,106,78,70
0600000US3400520050,3400520050,"Edgewater Park township, Burlington County, New Jersey",1349,203,0,17,29,36,141,92,156,84,233,133,97,73,103,91,141,114,362,147,87,68
