GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
0600000US3400503370,3400503370,"Bass River township, Burlington County, New Jersey",87,39,14,18,33,26,0,12,0,12,0,12,9,14,0,12,5,6,13,15,13,12
0600000US3400505740,3400505740,"Beverly city, Burlington County, New Jersey",272,69,0,12,30,32,5,8,10,11,5,8,46,36,29,31,26,32,112,52,9,10
0600000US3400506670,3400506670,"Bordentown city, Burlington County, New Jersey",876,142,0,12,56,52,84,49,157,88,94,69,108,70,23,37,74,58,245,103,35,26
0600000US3400506700,3400506700,"Bordentown township, Burlington County, New Jersey",985,155,28,32,96,89,196,91,245,137,150,95,84,90,29,26,14,24,88,41,55,64
0600000US3400508920,3400508920,"Burlington city, Burlington County, New Jersey",1574,216,29,36,32,31,147,82,186,84,220,63,126,66,98,55,169,78,467,140,100,44
0600000US3400508950,3400508950,"Burlington township, Burlington County, New Jersey",1703,239,46,57,79,73,169,97,302,131,283,128,137,77,102,80,116,102,353,127,116,92
0600000US3400512670,3400512670,"Chesterfield township, Burlington County, New Jersey",105,54,13,20,0,17,0,17,12,19,0,17,19,21,0,17,0,17,24,26,37,28
0600000US3400512940,3400512940,"Cinnaminson township, Burlington County, New Jersey",381,133,13,22,25,24,45,40,95,75,0,19,20,30,87,98,21,25,55,36,20,22
0600000US3400517080,3400517080,"Delanco township, Burlington County, New Jersey",299,103,0,12,11,17,8,14,38,31,85,56,41,55,29,26,13,21,64,50,10,17
0600000US3400517440,3400517440,"Delran township, Burlington County, New Jersey",1441,217,30,36,144,87,304,133,158,115,68,56,207,105,57,50,171,81,256,133,46,43
0600000US3400518790,3400518790,"Eastampton township, Burlington County, New Jersey",851,180,86,90,21,32,105,101,135,107,111,83,138,113,30,33,0,17,166,103,59,59
0600000US3400520050,3400520050,"Edgewater Park township, Burlington County, New Jersey",1322,189,0,17,97,77,118,78,116,60,136,69,134,80,125,102,158,118,362,170,76,60
0600000US3400522110,3400522110,"Evesham township, Burlington County, New Jersey",3986,298,94,56,245,114,542,132,523,155,381,142,288,94,236,97,408,132,1109,192,160,73
0600000US3400523250,3400523250,"Fieldsboro borough, Burlington County, New Jersey",37,24,0,12,11,14,7,12,2,4,0,12,0,12,0,12,0,12,3,5,14,17
0600000US3400523850,3400523850,"Florence township, Burlington County, New Jersey",734,143,5,8,8,12,107,75,42,36,43,34,24,26,103,67,116,69,149,63,137,85
0600000US3400529010,3400529010,"Hainesport township, Burlington County, New Jersey",154,93,0,17,57,75,9,15,8,14,0,17,9,15,11,17,0,17,57,52,3,9
0600000US3400542060,3400542060,"Lumberton township, Burlington County, New Jersey",1248,163,10,15,64,42,69,41,220,99,192,87,147,98,36,40,151,67,302,149,57,48
0600000US3400543290,3400543290,"Mansfield township, Burlington County, New Jersey",67,66,0,17,0,17,40,60,12,19,6,10,0,17,0,17,0,17,0,17,9,14
0600000US3400543740,3400543740,"Maple Shade township, Burlington County, New Jersey",4024,253,39,38,233,95,561,149,547,169,520,170,368,147,345,139,330,135,920,195,161,92
0600000US3400545120,3400545120,"Medford township, Burlington County, New Jersey",1206,159,53,53,200,110,113,77,72,55,146,78,64,61,65,62,121,73,284,99,88,52
0600000US3400545210,3400545210,"Medford Lakes borough, Burlington County, New Jersey",169,87,25,30,23,25,0,12,8,13,17,21,61,67,0,12,15,17,0,12,20,20
0600000US3400547880,3400547880,"Moorestown township, Burlington County, New Jersey",1261,188,81,50,79,68,225,110,175,86,74,61,159,89,83,51,143,55,220,93,22,26
0600000US3400548900,3400548900,"Mount Holly township, Burlington County, New Jersey",1151,167,16,17,64,56,92,59,152,73,202,93,73,56,50,37,124,81,266,83,112,53
0600000US3400549020,3400549020,"Mount Laurel township, Burlington County, New Jersey",3061,316,155,104,209,110,601,171,520,175,219,79,179,76,148,96,196,115,647,202,187,84
0600000US3400551510,3400551510,"New Hanover township, Burlington County, New Jersey",473,112,0,17,22,15,106,78,8,10,40,34,6,8,69,53,78,50,106,38,38,31
0600000US3400553070,3400553070,"North Hanover township, Burlington County, New Jersey",1236,133,59,48,25,28,91,50,86,43,116,59,164,70,42,34,284,106,339,86,30,25
0600000US3400555800,3400555800,"Palmyra borough, Burlington County, New Jersey",703,132,7,12,55,61,42,33,56,34,82,52,28,27,70,43,54,48,301,87,8,11
0600000US3400557480,3400557480,"Pemberton borough, Burlington County, New Jersey",207,42,0,12,15,15,28,25,39,25,5,8,44,28,0,12,23,20,53,29,0,12
0600000US3400557510,3400557510,"Pemberton township, Burlington County, New Jersey",3113,299,68,45,89,49,404,135,338,116,181,122,300,122,314,144,353,138,907,245,159,90
0600000US3400563510,3400563510,"Riverside township, Burlington County, New Jersey",792,121,0,17,43,33,75,53,122,79,73,55,56,48,19,27,40,36,314,98,50,32
0600000US3400563660,3400563660,"Riverton borough, Burlington County, New Jersey",212,53,17,18,18,16,24,28,35,24,18,15,44,32,19,14,21,20,11,12,5,8
0600000US3400566810,3400566810,"Shamong township, Burlington County, New Jersey",63,53,0,17,0,17,0,17,0,17,0,17,0,17,29,34,17,27,17,28,0,17
0600000US3400568610,3400568610,"Southampton township, Burlington County, New Jersey",365,115,0,19,18,26,67,80,19,21,22,26,28,29,0,19,16,27,113,83,82,44
0600000US3400569990,3400569990,"Springfield township, Burlington County, New Jersey",131,57,12,14,11,13,18,29,20,31,0,12,0,12,0,12,0,12,38,35,32,22
0600000US3400572060,3400572060,"Tabernacle township, Burlington County, New Jersey",167,79,0,17,15,23,20,33,42,38,15,24,0,17,12,19,48,55,0,17,15,24
