GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
0600000US3400503370,3400503370,"Bass River township, Burlington County, New Jersey",87,37,9,15,17,19,9,13,0,12,8,13,0,12,0,12,12,10,26,24,6,10
0600000US3400505740,3400505740,"Beverly city, Burlington County, New Jersey",290,56,6,9,0,12,7,12,11,15,18,17,38,28,29,29,31,34,94,44,56,42
0600000US3400506670,3400506670,"Bordentown city, Burlington County, New Jersey",834,132,9,14,134,68,87,52,176,81,68,44,40,31,49,47,72,50,156,69,43,31
0600000US3400506700,3400506700,"Bordentown township, Burlington County, New Jersey",1052,231,44,42,172,97,168,80,172,112,62,42,57,42,38,26,142,98,121,91,76,64
0600000US3400508920,3400508920,"Burlington city, Burlington County, New Jersey",1467,185,56,54,96,55,109,58,64,39,151,55,112,67,165,87,196,98,415,118,103,65
0600000US3400508950,3400508950,"Burlington township, Burlington County, New Jersey",1849,289,86,63,67,49,209,110,347,142,149,103,95,71,297,145,112,83,447,189,40,40
0600000US3400512670,3400512670,"Chesterfield township, Burlington County, New Jersey",150,74,0,17,23,27,55,51,12,16,12,19,10,16,11,18,11,16,0,17,16,18
0600000US3400512940,3400512940,"Cinnaminson township, Burlington County, New Jersey",623,135,14,18,65,61,80,50,95,72,67,55,50,30,31,30,81,55,114,59,26,27
0600000US3400517080,3400517080,"Delanco township, Burlington County, New Jersey",450,109,29,29,26,25,81,78,60,44,45,47,90,79,35,37,33,34,44,33,7,10
0600000US3400517440,3400517440,"Delran township, Burlington County, New Jersey",1268,215,48,55,89,98,220,109,233,126,132,106,137,114,91,62,11,17,263,135,44,71
0600000US3400518790,3400518790,"Eastampton township, Burlington County, New Jersey",599,121,0,17,78,72,59,65,79,66,149,86,13,23,85,64,48,60,48,46,40,50
