GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Aggregate number of vehicles available:,Margin of Error; Aggregate number of vehicles available:,Estimate; Aggregate number of vehicles available: - Owner occupied,Margin of Error; Aggregate number of vehicles available: - Owner occupied,Estimate; Aggregate number of vehicles available: - Renter occupied,Margin of Error; Aggregate number of vehicles available: - Renter occupied
0500000US34005,34005,"Burlington County, New Jersey",310335,6646,266752,7369,43583,3710
0500000US34007,34007,"Camden County, New Jersey",305293,7638,244942,7288,60351,3892
0500000US34015,34015,"Gloucester County, New Jersey",196988,5420,171758,6396,25230,3618
0500000US34021,34021,"Mercer County, New Jersey",220223,5317,173754,5960,46469,4612
0500000US42017,42017,"Bucks County, Pennsylvania",432650,9066,372852,8822,59798,4511
0500000US42029,42029,"Chester County, Pennsylvania",357733,7804,291874,7414,65859,5549
0500000US42045,42045,"Delaware County, Pennsylvania",334393,8569,272897,9156,61496,4362
0500000US42091,42091,"Montgomery County, Pennsylvania",558252,8536,456627,9356,101625,5680
0500000US42101,42101,"Philadelphia County, Pennsylvania",539798,13118,374552,11397,165246,7520
