GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Aggregate number of vehicles available:,Margin of Error; Aggregate number of vehicles available:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
0500000US34005,34005,"Burlington County, New Jersey",315702,5948,267605,7130,48097,4484
0500000US34007,34007,"Camden County, New Jersey",319034,5762,259317,6673,59717,4920
0500000US34015,34015,"Gloucester County, New Jersey",191790,5138,166984,5625,24806,3469
0500000US34021,34021,"Mercer County, New Jersey",220029,6424,179962,6797,40067,3709
0500000US42017,42017,"Bucks County, Pennsylvania",440751,7145,380376,8343,60375,5112
0500000US42029,42029,"Chester County, Pennsylvania",341311,6859,287274,7444,54037,4281
0500000US42045,42045,"Delaware County, Pennsylvania",336705,7067,279590,7417,57115,4100
0500000US42091,42091,"Montgomery County, Pennsylvania",552416,8281,465743,9311,86673,4963
0500000US42101,42101,"Philadelphia County, Pennsylvania",562602,12886,402515,12300,160087,8531
